 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0026509548193756516 9.031498203724749e-05 0.0006120375132193336 0.0019523538417721019 0.0023069209343608756 0.0006919124542985516 -4.280181813105732e-06 1.2478385361081063e-05 -1.2231991285953191e-06 4.691517118357388e-06 -5.109270943522477e-07 -2.394442970439317e-06 1.6230546241301688e-06 1.786877304033516e-06 -2.0847558109548716e-06 -3.499369796492832e-06 -2.867136721626564e-06 -1.5617782061535738e-06 -6.03112205547073e-06 1.6149575673993389e-06 -6.89990194765064e-07 3.4071034010664124e-06 1.2893844818918963e-06 -7.368156973268013e-08 -9.085084792788797e-07 3.852559012787417e-07 2.5981203117206777e-05 -1.7114194175901177e-05 3.534683024911303e-05 -3.250723918208452e-05
AGE 9.031498203724725e-05 5.005922880871525e-06 7.94973718512962e-06 4.4478952514894385e-06 1.5231550453427347e-06 5.2310083814578906e-08 -1.6513259628997587e-07 5.84962378161685e-07 -5.6209041215331704e-08 2.1409804464237035e-07 1.8880824043351462e-07 -5.941427171802103e-08 -1.2513992214242174e-07 6.099847358774662e-08 -9.627298300183467e-08 -2.3156749338624508e-09 -2.406967139079807e-08 -1.3678422799780758e-07 -3.3980174358272646e-07 9.767478393850865e-08 4.786016158380315e-08 2.5434419045466233e-08 5.45004649810731e-08 -1.2678424815651735e-07 2.5971607664108175e-09 -1.626572676830594e-07 1.5112727538490105e-06 -2.5245882929829976e-06 4.780831809878229e-06 -1.4392319414970122e-07
sex 0.0006120375132191119 7.949737185129571e-06 0.00952056519572745 0.007436798540828754 0.0028220960395695044 0.00014620952078099123 -2.0665536812897474e-06 4.449109632502171e-06 -4.272694624109913e-06 -2.1725684932297167e-06 6.045661492913268e-06 -1.9152267079814836e-06 3.3863948604829637e-06 8.304977961415742e-07 1.8548118047864407e-06 -1.4877012306207299e-06 4.201007331243297e-06 4.2079438485341515e-06 -2.81330742060277e-06 3.716722245199512e-06 -2.0838692393236085e-06 -4.044679235620625e-06 3.658374202115022e-07 5.852142306467965e-06 8.279586151436478e-06 3.870698083928014e-06 -4.942061267942317e-05 4.051286025831891e-05 3.089605101221323e-05 3.9636053718353304e-05
age_sex 0.0019523538417719893 4.447895251490132e-06 0.00743679854083004 0.016451253534838277 0.015458062768436686 0.00396061942182787 -3.1938689662908874e-07 4.441930231656095e-06 8.879191650878592e-07 -1.9246637710255494e-06 -6.681544649773192e-07 1.7593675099036813e-06 4.245060064749926e-06 -1.9751068527657146e-06 9.452058705907149e-07 7.339930117642881e-07 -1.2070086982591723e-07 1.6668908437479108e-06 -3.3409185935581423e-06 2.247154207916674e-06 1.8508371594906016e-06 -2.2383164235661947e-06 1.1157525767534122e-06 6.043320917306449e-06 3.838046409639681e-06 -3.2118405110396123e-06 -8.949464717633973e-05 0.00010737542947951392 0.00010997934514784116 -0.00010705331028973652
age2_sex 0.0023069209343609177 1.5231550453437566e-06 0.002822096039571403 0.015458062768437884 0.019241656540315774 0.005797511345556467 -1.2445187754350212e-06 3.0949928128698492e-06 4.532805758874795e-06 -1.723291632250848e-06 -2.9884659980918996e-06 3.7574842912557213e-06 4.9389943998408735e-06 -1.1678209587361346e-06 -7.494167929541846e-07 -3.832843739037667e-06 2.540210516573871e-06 -7.984817000232327e-07 -2.778764938103424e-06 1.269842019458458e-06 4.553180336127957e-06 2.2814734690668105e-06 2.882274917032713e-06 2.6010928457229906e-06 -2.72434812080358e-06 -5.425493355830017e-06 -7.002097747787037e-05 0.00012681960173571206 0.00020557656503312035 -0.00026083672357146866
age3_sex 0.0006919124542985866 5.2310083814914146e-08 0.00014620952078160898 0.003960619421828383 0.005797511345556647 0.0019061398879647834 -6.991113877585936e-07 8.67068267395017e-07 1.6819366214508908e-06 -4.051600699264923e-07 -9.70249642513572e-07 1.1685987440331133e-06 1.557358794949536e-06 1.274898376209872e-07 -7.973871673861963e-07 -2.185825511096712e-06 1.5510780503013627e-06 -5.240030793267291e-07 -8.14753606875788e-07 3.742093819028444e-07 1.6244822109257534e-06 1.6941107940904627e-06 1.0349567338643608e-06 -9.838553728851731e-08 -2.0509508204505362e-06 -1.574895429381868e-06 -1.2476126837747703e-05 2.7453111925193807e-05 9.020496070007263e-05 -0.0001120907522789582
PC.PC1 -4.280181813105673e-06 -1.651325962899712e-07 -2.0665536812900777e-06 -3.193868966295429e-07 -1.2445187754353706e-06 -6.991113877586737e-07 1.7054510141339597e-06 7.380390097414772e-08 -2.6726177580654235e-08 -2.0633290648108398e-07 1.1832866957550336e-07 -7.25885557690332e-08 -1.5073173090007966e-07 1.2968553085306266e-07 6.693449014042079e-08 -3.913191924014999e-08 -1.903497362155546e-08 1.65014632192483e-07 -1.7835626542028157e-07 -9.669861282657842e-08 1.6776363224722214e-07 -1.7663311895006394e-07 4.592617572805707e-08 2.163018811226199e-08 1.9349902780340574e-07 -2.9203130772733716e-07 2.1457027396714482e-07 -1.7742715200952265e-06 -9.493947733517742e-07 5.1729752089916004e-06
PC.PC2 1.2478385361080843e-05 5.849623781616836e-07 4.449109632502161e-06 4.441930231655014e-06 3.094992812868255e-06 8.670682673944987e-07 7.380390097414694e-08 2.670356445561372e-06 -1.8149718401432225e-07 1.6756801796716887e-07 1.5807832566343158e-07 -4.920612794077178e-07 -1.4927297561075483e-07 -6.046526991087505e-08 -2.7986113379638913e-08 2.6559506519223483e-08 -5.021554560028675e-07 -2.1298041428498853e-07 1.5828170782577812e-07 -1.7930805411061116e-07 -5.1960964875924116e-08 -6.755744549885509e-08 -5.656113408814797e-08 -7.847702030510803e-08 -3.008132415688954e-08 2.905186220947863e-08 -2.18996657697322e-06 1.574537299117945e-06 -8.496441357109583e-07 -2.6000996502334335e-06
PC.PC3 -1.2231991285953155e-06 -5.6209041215324544e-08 -4.2726946241094245e-06 8.879191650872132e-07 4.532805758873517e-06 1.6819366214504573e-06 -2.6726177580654357e-08 -1.8149718401431997e-07 3.025279793945108e-06 1.2981410809135102e-07 2.0194951871834932e-07 2.58780983657177e-07 8.289321622320736e-08 -1.2866231958624319e-07 2.8249051824217466e-08 2.891714689615795e-07 2.499884825855888e-07 -2.473341642003041e-07 1.8894151751807606e-08 1.4471140488182428e-07 6.207337320804163e-08 -9.45189474164909e-08 9.775463189526698e-08 9.577415647566537e-08 -8.678507531583267e-08 -5.717996052755109e-08 3.3384415025366785e-06 -4.108782642921616e-06 6.2256881862137315e-06 7.2557945345299715e-06
PC.PC4 4.691517118357473e-06 2.1409804464237043e-07 -2.172568493229552e-06 -1.9246637710249175e-06 -1.7232916322500746e-06 -4.05160069926258e-07 -2.0633290648108576e-07 1.675680179671701e-07 1.298141080913502e-07 3.791442700218736e-06 2.475741987712809e-07 -2.279256299223644e-07 1.8841544407229467e-07 4.1020407661697936e-08 2.0621859050995604e-08 -1.631014387986667e-07 -1.7726886726826917e-07 -1.6355000096488855e-08 7.390779779149087e-08 4.079749470722338e-08 -1.4218483224654286e-07 1.9360417635754462e-07 -7.385448350351805e-08 -3.9384153945445627e-07 -1.209311045225543e-07 2.069808500052349e-07 -6.702093895951957e-07 4.303723033972467e-06 4.430127169613899e-07 -4.641064976267415e-07
