 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
PC.PC5 -1.1094103712177196e-06 6.949739243107429e-08 3.858478879491138e-06 8.469470544300618e-08 -9.891430979925514e-07 -2.186070890634802e-07 8.789003627110961e-08 8.934408536814389e-08 1.1688357235366147e-07 1.4906609874599293e-07 2.978020195673703e-06 1.0397005013567541e-07 3.183881066533188e-08 -1.1228244673156141e-07 -3.9252763001662125e-08 1.8822636213038505e-07 9.001026217223029e-08 9.336120440885851e-08 1.9111796928331038e-08 -6.902210754190629e-09 3.2776639677379048e-09 -6.325839225083293e-08 -2.1936022915215737e-08 1.2702612460519402e-07 1.3827505260278585e-07 -6.004669210203028e-08 8.311263365094285e-07 -2.5445153367782277e-07 5.70435704551309e-06 -3.543727637101897e-08
PC.PC6 -5.075585999415184e-07 -6.804072649073001e-09 -1.1303148276363546e-06 2.3318666576395706e-06 4.010731673810964e-06 1.2622870268211204e-06 -4.1602803835424525e-08 -2.7118726956026505e-07 1.4304444714865926e-07 -1.3209473155766404e-07 1.039700501356758e-07 3.639378608731341e-06 1.543901108563793e-07 3.8914569824978035e-08 -3.2417419031789726e-07 1.724414851977937e-07 7.038161634724591e-07 1.5037857852758607e-07 1.3972271472828357e-07 2.1031561467182203e-07 1.4437138321986074e-07 -1.8540332713600014e-07 -1.6039508120916073e-07 8.212217874767329e-08 3.8934132442811506e-08 -1.9500952246148775e-07 2.3630780711487756e-07 3.0070214367876305e-06 1.5641328495508372e-06 -2.4729303497308526e-06
PC.PC7 8.884268249628376e-07 -8.098681757239591e-08 1.6774629917030604e-06 1.8616416531920068e-06 2.344197289840402e-06 7.736084786024871e-07 -9.876370029370924e-08 -9.781361472923784e-08 4.786103475857823e-08 9.862777836477262e-08 3.183881066533074e-08 1.5439011085637993e-07 2.8871249932238464e-06 2.0199477242291222e-07 2.494469473279893e-10 1.3067059688978687e-08 1.6985608472765532e-07 -2.825242971469549e-07 5.287923794621188e-08 1.2238201757008255e-07 5.4136636027272065e-08 6.292926439807418e-08 2.5339879811668903e-08 -4.694226374830681e-08 -5.307415997278968e-08 1.4447690695431073e-08 -4.04447668584081e-07 -2.4764901843376395e-06 -1.6439726891979855e-06 4.839713143247397e-06
PC.PC8 1.2955472624091796e-06 5.796107189856988e-08 -1.932252400457972e-07 -1.619126167603986e-06 -5.295445402186684e-07 2.2284346395630914e-07 7.288838812775359e-08 -2.844535523916086e-08 -7.278373189133509e-08 -6.513825702750631e-09 -1.1228244673156216e-07 3.891456982497777e-08 2.0199477242291217e-07 3.662306083126516e-06 -3.4262828118023875e-08 -3.238389903053481e-07 1.2165196126632047e-07 -1.3169132187008398e-07 6.560766608892237e-08 -2.6432638402672e-08 5.119429022590362e-08 1.3928506658384853e-07 -8.027672673784531e-08 -4.8323725613644e-07 8.367228323440037e-08 -1.1670452239105302e-07 8.419131373413052e-07 -5.3295949038457035e-06 1.9215960696513565e-06 4.670026484490314e-06
PC.PC9 -1.043887332587951e-06 -4.086379604851841e-08 1.4867929514983968e-06 1.139000805436382e-07 -1.2196971877614286e-06 -6.927571456854006e-07 4.916102194909643e-08 1.668454981217915e-08 1.733726865985046e-08 2.1420345749797846e-08 -3.9252763001662495e-08 -3.2417419031789674e-07 2.494469473284779e-10 -3.4262828118023995e-08 3.0520631346723814e-06 2.540971053244945e-07 3.013092159372555e-08 1.0894200867783043e-08 -3.820796436917099e-07 8.100576206611211e-08 6.98315318100777e-08 -7.248503925343166e-08 1.287649715581861e-07 -1.2660588531500672e-08 2.925151116750384e-07 -1.1839283714822969e-07 5.393145045969461e-07 -1.7254617603698891e-06 -4.540714740427326e-06 4.652686148446179e-06
PC.PC10 -2.3193344156158793e-06 -1.9335680351030103e-08 -1.084334345383787e-06 -2.2854593870816952e-08 -2.854878629323877e-06 -1.4985854005122651e-06 -1.865776452554099e-08 2.7107550720192062e-08 1.7422423618461416e-07 -8.912105952748549e-08 1.8822636213038418e-07 1.7244148519779396e-07 1.3067059688979396e-08 -3.2383899030534586e-07 2.5409710532449484e-07 4.694418540927689e-06 -2.485846094053124e-07 -1.992219980202071e-07 2.3023067796041052e-07 9.466635466521043e-08 -4.4979254863318225e-08 -1.0655668175457137e-07 8.704411572651571e-08 1.1312484618580733e-07 3.819617455888161e-09 8.627549939201547e-08 2.0052350021170693e-06 6.96341840794002e-07 2.3021211911547553e-06 -2.6975672629632538e-06
PC.PC11 -1.7522787820771438e-06 -2.776147995180528e-08 3.03364411486095e-06 -8.868623802903439e-07 -5.685694192138423e-08 3.7892053861177436e-07 -1.5318607277085782e-08 -2.714698151620957e-07 1.440106376964962e-07 -9.834863826349281e-08 9.001026217223173e-08 7.038161634724596e-07 1.6985608472765548e-07 1.2165196126632042e-07 3.013092159372588e-08 -2.485846094053124e-07 3.4847558955599187e-06 -1.1322891124657919e-07 2.448683771680673e-07 -4.467758233666481e-09 4.3352673719927504e-08 2.696213350741523e-08 -2.0317822764065795e-08 -1.560490346469293e-07 1.1407525218684323e-07 8.47324157390963e-08 2.98185341193532e-07 3.002129400970149e-06 4.059117592355798e-07 -2.5233105144275215e-06
PC.PC12 1.3175224781983345e-07 -5.3443337246168245e-08 4.458247553439876e-06 4.598894787162351e-06 2.957072249816006e-06 5.787677890249439e-07 1.0814339959366926e-07 -1.6323417916169979e-07 -1.5806040674025755e-07 -6.94506483989753e-09 9.336120440885817e-08 1.503785785275869e-07 -2.825242971469555e-07 -1.3169132187008417e-07 1.0894200867782557e-08 -1.9922199802020674e-07 -1.1322891124658018e-07 4.993147524497298e-06 -3.3547964638441735e-07 1.1503325122080585e-08 7.967048050579022e-08 5.456473163454028e-07 -2.907912568984143e-07 -4.723466282524235e-08 3.2937397191472665e-07 -4.9078709355451866e-08 -1.6536746838809667e-06 -1.4930696226415697e-06 4.5118530078627796e-06 -1.6542332622142927e-06
PC.PC13 -3.4750284143774533e-06 -1.7282185613190224e-07 -1.6660142247668602e-06 -1.8300946553907853e-06 -1.2763552054960337e-06 -3.7174206052793803e-07 -1.082170741680451e-07 4.110987023414874e-08 1.4783143114432742e-08 3.127371257218222e-08 1.911179692833102e-08 1.3972271472828426e-07 5.2879237946211876e-08 6.560766608892305e-08 -3.820796436917101e-07 2.3023067796041179e-07 2.448683771680678e-07 -3.3547964638441904e-07 3.0972721504034e-06 1.4804700317652583e-07 1.027930723710143e-08 1.5160565468734325e-08 -3.347367754484392e-08 -6.410450849604466e-08 -2.6081356422604295e-07 -4.342029787494902e-08 -8.504730424076363e-07 8.12975253096757e-07 1.9142352150703682e-07 -2.217948731029136e-06
PC.PC14 6.672357199154663e-07 3.074125957161199e-08 2.31333989467638e-06 1.8563618124538207e-06 1.6229706931947363e-06 5.190985132698759e-07 -6.734446103804037e-08 -1.207276394943354e-07 8.777251606356295e-08 1.966791663558021e-08 -6.902210754190942e-09 2.1031561467182259e-07 1.2238201757008285e-07 -2.643263840267179e-08 8.100576206611258e-08 9.466635466520964e-08 -4.467758233664849e-09 1.1503325122080542e-08 1.480470031765262e-07 3.1904800107088267e-06 6.506911226343645e-08 3.193184271007413e-08 -4.235136765872374e-08 7.610183394563005e-08 4.570960538553768e-08 -2.0877468790357998e-07 -6.356783943843115e-07 -2.482430971337667e-06 6.346742787689962e-07 5.017825890085184e-06
PC.PC15 -1.9376774187121352e-07 5.2100203324886546e-08 -1.330065854592168e-06 8.603470782960291e-07 2.3751574461957507e-06 8.333977592695393e-07 9.353473562385883e-08 -4.758285885870006e-08 4.073959999659188e-08 -9.41346650868285e-08 3.277663967738773e-09 1.443713832198612e-07 5.413663602727183e-08 5.119429022590361e-08 6.983153181007794e-08 -4.497925486331836e-08 4.335267371992801e-08 7.967048050579e-08 1.0279307237101404e-08 6.506911226343432e-08 3.1393892656920982e-06 1.696711185198925e-07 6.5003496525833166e-09 -1.792558650960173e-07 8.918225118516608e-08 8.081265647974799e-08 1.8536550099014314e-07 -3.6602653013207122e-06 -2.225770544680182e-06 1.367740398411e-06
PC.PC16 2.3566673597086723e-06 1.0851914698100854e-08 -1.6743271242499657e-06 -9.547329792255166e-07 9.480304453859676e-07 6.931867834953768e-07 -1.0146666958781313e-07 -2.98192495906513e-08 -7.240766005324943e-08 1.182191797815412e-07 -6.32583922508323e-08 -1.854033271360003e-07 6.292926439807343e-08 1.3928506658384855e-07 -7.248503925343152e-08 -1.0655668175457119e-07 2.6962133507415884e-08 5.456473163454032e-07 1.5160565468734556e-08 3.1931842710075125e-08 1.6967111851989473e-07 3.5324762710112016e-06 -1.454857715491903e-07 -9.650483598345765e-07 -2.852263149479611e-07 1.0160943903445452e-07 -4.5059302495791414e-07 3.504380221586725e-07 -5.508782752329792e-07 2.8193090992155003e-07
PC.PC17 8.858884809598432e-07 9.63796052691851e-09 1.8462889152732955e-07 1.7172313964920006e-06 3.6465876885687515e-06 1.3937868559183779e-06 2.4664289379778565e-08 9.41530959970366e-10 6.226496336492464e-08 -4.041240825090905e-08 -2.193602291521593e-08 -1.6039508120916174e-07 2.5339879811669208e-08 -8.027672673784533e-08 1.2876497155818685e-07 8.704411572651571e-08 -2.0317822764065673e-08 -2.907912568984153e-07 -3.347367754484408e-08 -4.23513676587247e-08 6.500349652583596e-09 -1.4548577154918985e-07 2.7927188631507095e-06 4.4005229832523524e-08 -2.7912376263422356e-07 -6.820570723841287e-08 -3.553020383296457e-07 -1.331733881616065e-06 -2.21126286397532e-06 4.3850660038579895e-06
PC.PC18 1.0350031700833047e-06 -3.785391309373981e-08 4.538922781139385e-06 5.497514501338006e-06 3.25605188774501e-06 3.969029869382946e-07 1.132499770733233e-08 -3.1829134412693884e-08 4.6725294758117825e-08 -2.167371730814235e-07 1.270261246051934e-07 8.21221787476736e-08 -4.6942263748306836e-08 -4.832372561364431e-07 -1.2660588531501085e-08 1.1312484618580818e-07 -1.5604903464693037e-07 -4.7234662825241665e-08 -6.41045084960452e-08 7.61018339456301e-08 -1.792558650960177e-07 -9.650483598345768e-07 4.4005229832524424e-08 5.647290113930203e-06 2.0906753628611716e-07 6.432188394155873e-07 1.911032389122597e-06 6.104112378526612e-06 -4.839295931550812e-06 -5.3651056521025285e-06
PC.PC19 -8.430154317307302e-07 -2.7965674350586854e-09 3.969184011167887e-06 1.3679071823611622e-06 -2.0916773091191487e-06 -1.2226236473836003e-06 1.1722876451837171e-07 2.0326841515668465e-09 -3.859226934130914e-08 -8.203012574747102e-08 1.382750526027854e-07 3.8934132442811995e-08 -5.3074159972789564e-08 8.36722832344001e-08 2.925151116750379e-07 3.819617455888154e-09 1.1407525218684227e-07 3.2937397191472856e-07 -2.6081356422604263e-07 4.5709605385537634e-08 8.918225118516628e-08 -2.852263149479615e-07 -2.791237626342243e-07 2.0906753628611679e-07 4.263140222562455e-06 3.9228070436206013e-07 1.1163759562884863e-06 1.454756915585491e-06 -4.1661234450523196e-06 -1.03265365246566e-06
PC.PC20 8.574344177905446e-08 -6.974894096387847e-08 2.433401729222295e-06 -3.154637619408703e-06 -5.258778023078494e-06 -1.7056292609255009e-06 -1.772961432607363e-07 1.1974688293701485e-09 -1.78395025376717e-08 1.323753150613874e-07 -6.004669210203076e-08 -1.9500952246148773e-07 1.444769069543098e-08 -1.1670452239105359e-07 -1.1839283714822956e-07 8.627549939201649e-08 8.473241573909495e-08 -4.907870935545142e-08 -4.342029787494741e-08 -2.087746879035794e-07 8.081265647974783e-08 1.0160943903445346e-07 -6.820570723841424e-08 6.432188394155864e-07 3.92280704362059e-07 3.4432866085088528e-06 1.079948836349149e-06 1.635421192384954e-06 -1.5041210664405163e-06 -1.050672535745469e-06
proband 1.9878778511948424e-05 1.1784342905452793e-06 -3.732403926938565e-05 -8.014440706746154e-05 -6.606064551522983e-05 -1.2863038499517917e-05 1.7383287302950164e-07 -1.2092123609887618e-06 2.2125486011239345e-06 -3.078650756960993e-07 8.311263365094298e-07 2.3630780711487235e-07 -4.0444766858408587e-07 8.419131373413047e-07 5.39314504596951e-07 2.005235002117078e-06 2.981853411935233e-07 -1.6536746838809627e-06 -8.504730424076293e-07 -6.356783943843072e-07 1.8536550099013398e-07 -4.505930249579194e-07 -3.553020383296615e-07 1.9110323891226043e-06 1.1163759562884901e-06 1.0799488363491456e-06 0.000404228065603176 -0.00019907886333316857 -1.64980213091767e-05 9.881427276842868e-06
paternal -3.7373335398002004e-05 -3.145884326472021e-06 4.101854608977571e-05 8.509422818337036e-05 7.52944838937812e-05 1.0349600820127278e-05 -1.0974465391807077e-06 8.144910889787579e-07 -2.795108467122165e-06 2.2977213753752396e-06 -2.544515336777573e-07 3.0070214367876386e-06 -2.4764901843376395e-06 -5.329594903845704e-06 -1.7254617603699133e-06 6.963418407940077e-07 3.0021294009701856e-06 -1.4930696226415685e-06 8.129752530967222e-07 -2.482430971337656e-06 -3.6602653013207296e-06 3.5043802215869446e-07 -1.33173388161609e-06 6.104112378526606e-06 1.4547569155854807e-06 1.6354211923849672e-06 -0.00019907886333316838 0.0017057712508691347 -0.0009623211768106758 -0.0013376177528651957
gpp 6.941293780874817e-05 5.993596102842714e-06 2.039929716397749e-05 0.00011056285769235925 0.0001901034627231668 7.766787923521937e-05 -5.172499007852169e-07 -1.2414849125763583e-06 4.110016219712434e-06 3.1478008849440314e-07 5.704357045513033e-06 1.5641328495508118e-06 -1.6439726891979806e-06 1.9215960696513895e-06 -4.540714740427321e-06 2.302121191154727e-06 4.059117592355225e-07 4.511853007862778e-06 1.914235215070407e-07 6.346742787689825e-07 -2.225770544680152e-06 -5.508782752329795e-07 -2.2112628639752174e-06 -4.839295931550861e-06 -4.166123445052349e-06 -1.5041210664404865e-06 -1.6498021309175738e-05 -0.0009623211768106826 0.00247722534374111 -0.0004279402560512024
gmp -3.216948006151842e-05 -1.4154010759389045e-06 2.517588949288565e-06 -7.908246532607829e-05 -0.00013947776977137053 -5.36483294681245e-05 2.981507121321958e-06 -5.751347830506211e-07 4.1533098227683935e-06 3.404138171894343e-07 -3.5437276371080214e-08 -2.4729303497308454e-06 4.839713143247401e-06 4.6700264844902975e-06 4.652686148446204e-06 -2.6975672629632512e-06 -2.5233105144275236e-06 -1.6542332622142995e-06 -2.2179487310291013e-06 5.017825890085175e-06 1.3677403984110044e-06 2.8193090992152727e-07 4.385066003857983e-06 -5.365105652102498e-06 -1.032653652465633e-06 -1.0506725357455016e-06 9.881427276841339e-06 -0.0013376177528651916 -0.00042794025605120853 0.002808848691522608
