 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002502641449546087 1.7223992434394997e-06 -1.4340411095883392e-06 -1.0128154142894992e-05 4.239303901661041e-06 6.378458986733955e-06 9.010731168157098e-08 1.7074125438787037e-06 -9.406046169222834e-07 5.91557653545912e-07 6.562074503336001e-09 3.7099207962449144e-07 -2.157578108099382e-07 2.6913427063004874e-07 3.637033276761904e-08 2.640678116478809e-07 7.584915902725151e-07 1.3947463078743712e-07 -7.44262466197815e-07 -1.4776730200867122e-07 -5.218324925903922e-07 2.9070716669314737e-07 1.3792795038171955e-06 1.1971195595148122e-07 1.6955992382105667e-07 -8.026329195373095e-07 2.422790676224418e-07
AGE 1.7223992434394995e-06 6.56910078160068e-07 4.026214901386927e-07 6.084203349370314e-07 -5.95902073060394e-07 -4.926735167927882e-07 -1.81697277707093e-08 4.246488680670094e-08 -4.263698222309962e-08 2.1411367792420273e-08 7.128591489202223e-08 3.678744107854693e-08 -4.46053601153328e-08 1.180816768557762e-08 1.7699221578279825e-08 4.258383417260991e-08 5.837580129768653e-08 -2.722844679987718e-10 -5.995570786082841e-08 1.6502533450258663e-08 5.309307452228893e-09 -1.1687047774853667e-08 4.739710632017123e-09 -6.90971027887159e-09 8.435559219585715e-09 -3.726126096946262e-08 -1.9468364077347593e-07
sex -1.434041109588332e-06 4.026214901386877e-07 0.0010657041533650327 7.299264629340526e-05 -0.000281087384592402 -5.977021490924035e-05 2.871654872493062e-07 2.8956459769105994e-07 -1.0678782520178973e-07 2.8714983034589643e-07 1.385833148538782e-06 -7.296852940005965e-07 -1.944653813229025e-07 1.7656210788710272e-07 -5.404198557409838e-07 4.302020697527858e-08 4.901255109703857e-07 -5.93173921263735e-07 -1.9391442034403396e-07 4.1238128123163247e-07 -1.9774937509206035e-07 -8.047959316985696e-07 2.0415539619819152e-07 -3.6076714147227256e-07 -3.2337962657894807e-07 3.668750366760693e-07 4.08743291561791e-06
age_sex -1.0128154142895151e-05 6.084203349370327e-07 7.299264629340544e-05 0.0005622324062119819 -5.7312332522558096e-05 -0.00020620209384448926 3.8128111740895684e-07 1.231559710964813e-07 1.2602813443616562e-07 4.773882018629162e-07 5.649436951850549e-08 1.8596951583254475e-08 -4.492848484962949e-07 4.706067670492342e-08 1.2046239311603548e-08 1.0141116930939511e-06 -6.72324782613501e-07 -9.023099604385368e-08 5.050807420651928e-07 5.524301058486281e-08 -2.422962120621146e-07 -3.237218131439398e-07 -9.41646669631522e-07 -2.640355632050367e-07 2.5019136121462858e-08 2.228918017152973e-07 2.224912086347782e-06
age2_sex 4.239303901661025e-06 -5.95902073060392e-07 -0.00028108738459240123 -5.7312332522557364e-05 0.00016227379929669656 5.0954323376893867e-05 -1.541907631291185e-08 -5.51683561421697e-08 1.7549804263380711e-07 -1.8417255470434968e-07 -4.44850910843973e-07 1.4371153606931032e-07 6.884628471949135e-08 -7.897097204543631e-08 2.730965614936078e-07 -1.4072935695948283e-07 1.1268299251554469e-07 2.1172566217755805e-07 1.3216192367926754e-07 -3.200263038216106e-07 7.950693098125668e-08 -6.268107226628396e-08 5.2947535115803955e-08 -3.867421288322682e-09 9.7862036980097e-08 4.947607453065909e-08 -6.854323584700321e-07
age3_sex 6.378458986733965e-06 -4.926735167927877e-07 -5.97702149092402e-05 -0.00020620209384448852 5.095432337689406e-05 0.00010620577607166118 -6.799035226736133e-08 1.1046566221726597e-08 8.062293699340326e-08 -1.6918794218687569e-07 -1.2698150482786686e-07 4.745801117611863e-08 1.3550913363846178e-07 -1.6574541849377297e-08 -8.377740358618889e-08 -3.03809243376412e-07 2.7190157053340123e-07 9.466836675198882e-09 -2.021195981505179e-07 -1.7600107003044925e-07 3.2696524914548e-08 5.1576323582039304e-08 2.5245499132309004e-07 1.6574917716227523e-08 -3.087277395902288e-09 4.961083941950631e-08 -1.259502912546438e-06
PC.PC1 9.010731168156706e-08 -1.81697277707093e-08 2.871654872493089e-07 3.8128111740895805e-07 -1.541907631291343e-08 -6.799035226736242e-08 4.81610899476663e-07 -1.5174559117872397e-08 -2.501168712728771e-09 -1.9924598152290025e-08 -3.527538725453888e-08 8.985576900661456e-09 -8.969753729430315e-09 2.4858759885797073e-08 4.4595110938680084e-08 -1.1541397583484434e-08 -1.3619597057284824e-08 1.7743911613252295e-08 -3.3432977660939647e-09 -2.4921953694764433e-08 3.235641740777268e-08 3.841796408255979e-09 1.1502216994746289e-08 -1.3526018790785751e-08 -9.54354885304363e-09 -4.078415200899666e-09 2.159031845037618e-07
PC.PC2 1.7074125438787285e-06 4.2464886806700964e-08 2.89564597691059e-07 1.2315597109648014e-07 -5.516835614217022e-08 1.1046566221725744e-08 -1.517455911787314e-08 9.281963448280927e-07 -5.819052352256965e-08 6.081997449745312e-08 1.591231868933145e-08 -1.70656446376514e-08 -1.936527035455804e-09 -2.757400992327294e-08 1.4005858568121517e-08 1.603489918949711e-08 7.56023904598988e-09 -1.393578529658328e-08 -5.077968041574879e-09 -8.982403772496071e-09 -2.036634421396311e-08 4.277993102223916e-08 1.1590443863086561e-08 -1.0675985568473547e-10 6.311471857576936e-09 1.0761068120427835e-08 -6.084366652278821e-07
PC.PC3 -9.406046169222861e-07 -4.2636982223099466e-08 -1.0678782520178841e-07 1.260281344361659e-07 1.754980426338065e-07 8.062293699340281e-08 -2.5011687127284133e-09 -5.81905235225693e-08 1.014241244789026e-06 1.8749502480499612e-08 5.877192719346961e-08 7.017724257672405e-09 2.5855415068016364e-08 -5.00256885746976e-08 6.195603183373326e-09 3.7395014953966016e-08 -1.2789689321217339e-08 -2.3956668159767885e-08 -5.000756670541364e-09 3.291514851454423e-08 2.3269489969231987e-08 -4.447324916020713e-08 -1.0194720218458218e-08 5.3032892465858315e-08 1.9179911935738964e-08 2.621447998633609e-09 1.4467312414050306e-06
PC.PC4 5.915576535459014e-07 2.1411367792420012e-08 2.871498303458943e-07 4.773882018629178e-07 -1.841725547043496e-07 -1.6918794218687645e-07 -1.9924598152290213e-08 6.081997449745313e-08 1.8749502480499857e-08 1.299535626713142e-06 9.556738118120558e-08 -4.67904484501e-08 1.2743885450036323e-07 5.7638145183696756e-08 9.96405919315711e-09 -3.036952077333425e-08 -1.7222801905241833e-08 6.313765115522948e-08 -1.6821558763746115e-08 5.477509891411844e-08 7.0797946265259065e-09 4.343164811750685e-08 -6.559931227735487e-09 -1.1246423062606849e-09 -7.9910356670389e-09 -4.33404276565176e-08 2.101738267515825e-08
