 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0023795202606514765 7.549693461411952e-05 0.0013665980444253064 0.0038463591722822203 0.004424541045904362 0.0013481977272404972 1.7242654315382537e-06 5.508703412595549e-06 -1.014892410715211e-06 1.7173141240841022e-06 -1.0194021250565353e-06 -2.1948041386163144e-06 1.1274501438323832e-06 -7.780897228606552e-07 -2.9609369320837686e-06 -3.8574042873715253e-07 -3.812479311483736e-06 -2.205305936887903e-06 -5.327773995779518e-06 3.2722206773271005e-06 1.990470142590891e-06 1.3597902107814514e-06 -6.315349974605847e-07 1.3429865814302712e-06 1.9737926678754613e-06 1.9632775156109977e-06 5.274782017159503e-06 5.320740617877638e-05 0.0001277161468848363 -4.9225121739679214e-05 -7.001221150875995e-05 -2.584694942423515e-05 -0.0002102090882936297
AGE 7.549693461411983e-05 4.173117369410341e-06 -6.624133740987304e-06 -1.9107645119978774e-05 -2.1211478690766734e-05 -6.292811439416431e-06 4.0146988101090595e-08 3.120725004216679e-07 -1.2239678502570977e-07 9.964630291057351e-08 7.252904462563976e-08 -3.422522191254039e-09 -1.8099023417180488e-08 -7.606698420940838e-08 -1.5888552627183626e-07 6.016455742774477e-08 -7.549318808925143e-08 -1.9826458088620477e-07 -2.759777572484714e-07 1.8319537881162698e-07 1.4055254508748084e-07 1.018350689853386e-08 1.3773819021330384e-08 -1.2285276031847367e-09 -1.3189297409865223e-08 -1.232151675808142e-07 5.374755752000431e-07 7.411783946269878e-07 1.0690907217554372e-05 -2.48863245958537e-07 -8.7791953185142e-07 -4.119492237490145e-06 -1.4899738041317442e-05
sex 0.0013665980444251928 -6.624133740987791e-06 0.013992420842742902 0.01641540935028563 0.011536447298227247 0.0025030154466365415 -4.137425219808943e-06 4.999260809891074e-06 -1.2377172789428036e-06 -3.07405737512753e-06 6.74777226797273e-06 -1.8090968080034606e-06 7.426304956975691e-07 5.185467172719933e-06 2.160573784145494e-06 3.421328462956078e-06 -6.11823039028918e-07 3.197839484591289e-06 -6.052872955968101e-07 5.949844006167742e-06 -5.9195098453136e-07 -6.759470920707712e-06 1.374578936402222e-06 -1.8717870868991352e-06 1.0118100778358476e-05 5.1081690145602675e-06 -1.1046195491221583e-06 0.00016762854121201432 0.00012784006771023688 -4.798991922361514e-05 -0.00010610681421719869 -0.00013408341654361846 -0.00011950634349296408
age_sex 0.003846359172282074 -1.910764511998077e-05 0.016415409350286115 0.03499284530401929 0.03479206675157362 0.009644073548956453 -1.16668308934696e-06 3.6134167228755342e-06 7.74428263237635e-06 -2.6652329789230587e-06 4.516458669312295e-06 3.5542547984200235e-06 -1.9956788657540504e-06 7.693139345197828e-06 2.2689968608858324e-06 8.588901423039519e-06 -2.4870060333171404e-06 4.314243856037935e-06 -4.4833153512534944e-07 1.680201777564505e-06 3.4508200784320455e-06 7.055830493064271e-07 3.0599660083135617e-06 -4.355026103010209e-06 7.009331866604984e-06 -2.4859251669945046e-06 -3.0141862383795968e-05 0.000435520745795009 0.0002696705583012748 -0.00016657159601145806 -0.00036919122965141827 -0.0002627433217817065 -0.00029961669606830553
age2_sex 0.004424541045904313 -2.12114786907691e-05 0.011536447298228097 0.03479206675157448 0.040181370210880384 0.012178293751537452 -1.3244857139652278e-07 1.367502844714792e-06 1.1543239856094485e-05 -2.556892325037123e-06 1.740540829369054e-06 7.167494956790284e-06 -2.047225790475915e-06 6.829938439282281e-06 2.1455672716062255e-06 4.816932607173021e-06 9.880214636192132e-07 3.6576562703977448e-06 -3.335257069204226e-07 -2.7757429228138195e-06 4.2385405812688685e-06 8.814425077076735e-06 4.266646962433662e-06 -3.756262319127682e-06 3.3048790801152255e-06 -4.006300246337599e-06 -1.5213886407396466e-05 0.00044035862476535275 0.00018366499784568837 -0.00012798244745485223 -0.00043982110110020613 -0.0001959740843281383 -0.00025547653741676065
age3_sex 0.0013481977272404974 -6.292811439417408e-06 0.002503015446636872 0.00964407354895687 0.012178293751537625 0.003898137858377997 -1.690869999830367e-08 2.2427412680359482e-07 3.6582988588180404e-06 -7.626262440439908e-07 1.6987293676886028e-07 2.617942139356041e-06 -4.003813461115029e-07 1.8639475354548372e-06 4.266888630315295e-07 4.998388062889425e-07 8.728872802376036e-07 8.240840107358788e-07 -1.328448913649294e-07 -1.5696682315070174e-06 1.0494172436561505e-06 4.066056640209074e-06 1.4270881774081435e-06 -9.355030049598311e-07 4.5918483016188786e-07 -9.974754370710723e-07 7.638005553547226e-06 0.00010666406101816271 2.8797501474050245e-05 -1.4168122539270474e-05 -0.0001378501988918443 -3.5789232993967245e-05 -7.142939445266931e-05
PC.PC1 1.7242654315380595e-06 4.014698810110191e-08 -4.137425219810552e-06 -1.1666830893504037e-06 -1.3244857140031177e-07 -1.69086999994498e-08 9.84452195468843e-07 1.9833386385591792e-09 2.2898969568562383e-09 -9.362264866233525e-08 5.3245097091312765e-08 -3.6132692313362444e-08 -8.592619571384373e-08 6.43996299555166e-08 2.0860342659622682e-08 -7.225617608181981e-09 3.1981520213469007e-09 9.081281276870891e-08 -1.193287896164335e-07 -4.5562512011009105e-08 8.154285824603295e-08 -7.886281820526186e-08 2.0858264043211217e-09 7.914822361303253e-08 2.450046021269811e-07 -1.4045222271387842e-07 8.449763133075998e-08 -1.822739073057072e-06 1.3086401273494337e-06 -1.1617445626629959e-06 4.249570843802134e-06 -2.3034322557598386e-06 8.884353743517098e-07
PC.PC2 5.508703412595728e-06 3.120725004216673e-07 4.999260809891854e-06 3.613416722876975e-06 1.3675028447161513e-06 2.2427412680396439e-07 1.983338638559247e-09 1.4286459216892637e-06 -4.848159046815342e-08 4.0562769512027115e-08 8.709780560450272e-08 -6.123561912577906e-07 -1.2382864259462003e-07 -3.593573558615915e-08 -8.688385001404265e-09 6.589981137916775e-09 -4.7061595253311967e-07 -1.932150098451812e-07 7.741286814827916e-08 -1.3038573060356668e-07 -7.588370744838509e-08 -5.405927450866386e-10 -1.2872884059274991e-07 -1.1507753178743468e-07 -1.8848824404154466e-07 7.033911897338963e-08 1.6846698836504307e-07 6.147272965052768e-07 -1.9218338161766435e-06 1.1528552758545593e-06 -4.311300228986399e-06 -7.133929929178738e-07 -1.1122666657301297e-06
PC.PC3 -1.0148924107143404e-06 -1.223967850257149e-07 -1.2377172789391806e-06 7.744282632384221e-06 1.1543239856102405e-05 3.658298858820258e-06 2.2898969568570146e-09 -4.8481590468152687e-08 1.856752250906804e-06 5.205049730618042e-08 1.8428256247283704e-07 2.444646506717371e-07 2.89093483100256e-08 -3.421330823942131e-08 -3.744322860313389e-08 1.8919671578491737e-07 1.7816594576369816e-07 -1.222282812542445e-07 1.0704644753924921e-08 4.6625127937008274e-08 6.71780852228612e-09 -3.655656009426315e-08 9.953575205716042e-08 -3.078144133156487e-08 -2.0032803695741e-07 -5.9005571383661335e-08 8.201357555060312e-07 -1.9451853504670853e-06 -3.088713082498568e-06 2.8763165612505487e-06 5.0184097560374875e-06 6.835377188187798e-06 4.603323909434624e-06
PC.PC4 1.7173141240841549e-06 9.964630291057508e-08 -3.0740573751275204e-06 -2.6652329789229782e-06 -2.5568923250369967e-06 -7.626262440439473e-07 -9.36226486623357e-08 4.056276951202761e-08 5.205049730618068e-08 2.3559536961190837e-06 3.344342649503204e-07 -2.287512898321543e-07 1.3935294506003423e-07 -1.2525461142254534e-08 4.0361975980712484e-08 1.7162582045132657e-08 -8.547335095602222e-08 -1.0212627092597993e-08 1.559155218828395e-08 3.520455886718251e-09 -5.6271368106225515e-08 9.657727320704564e-08 -8.764620643339645e-08 -4.010938435277869e-07 1.399084197302141e-07 2.0214139699300303e-07 -6.698827947312891e-07 4.810903815971029e-08 4.5267483691873927e-07 -6.104296127002289e-07 5.450184743452043e-06 3.5077593217404265e-07 -3.6798970395245904e-06
