 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.014877249969689152 0.0003371251210036234 -0.0020661565273400223 0.002719157410578347 0.015201138358300543 0.010523356302873819 9.568511685573646e-05 -1.713258573195421e-05 0.0006858527252572978 8.822648758361658e-05 -7.219601252598605e-05 2.832546583156485e-05 -5.325988124664056e-05 3.218512682712286e-05 -1.926056761409607e-05 -1.2235757192581758e-05 -1.2214736275511373e-06 -7.420816161555594e-06 -6.721626247073485e-06 7.606540191450935e-06 -0.00010340572284723693 1.0900096629389963e-05 4.1293558563750244e-06 -3.0402931491603338e-05 -1.2303918974834215e-05 2.8370701223937045e-05 0.00029054746798829346 -0.00016121249525916637 -0.00024625324179428554 0.00013694842887574418
AGE 0.00033712512100361855 2.7816991966873158e-05 3.462181094532909e-05 5.9563274242922586e-05 0.00010833275142366338 7.145530271008383e-05 -1.422196930061331e-06 1.7872597373924217e-06 -1.3769194288261452e-06 -4.561981761892457e-09 8.168095312901467e-07 -1.1391305310528141e-06 2.7997769934136514e-07 6.833116007084381e-07 -1.7322384064986752e-07 1.557834488171352e-07 -1.1369757111796976e-06 -1.7236827595188525e-06 -4.267624341792893e-07 5.233628909391685e-07 -9.880858424283304e-07 -9.298203994864622e-08 5.600173470905289e-07 -2.0732556655609066e-06 2.2794970284890818e-07 -2.0535929558044285e-06 5.637790330503935e-06 -1.3872351128362504e-05 3.760091120006879e-05 -3.784057787633007e-05
sex -0.002066156527340116 3.462181094532802e-05 0.022705797206308536 0.011825918837224725 -0.01980008091928929 -0.018385055752709576 8.713651443320138e-06 1.0466362332215481e-05 3.3541578657179176e-05 1.8236371681615636e-06 1.775764800873597e-05 5.73040979849043e-06 -6.047324206678325e-06 -1.0002847411084221e-06 -5.882589531387378e-06 7.063892758578421e-06 1.5405108244087727e-05 1.229179604006169e-05 -5.512840251363078e-06 1.001642895302634e-05 6.052385033770319e-06 -5.004207835489071e-06 6.418365977201776e-06 -2.491074522609233e-06 1.460702145368213e-05 4.617995041859366e-06 -0.0002854616125005609 0.00013886463300708752 -0.00019806218376192607 0.00022504128641381862
age_sex 0.002719157410578304 5.956327424292641e-05 0.011825918837224603 0.02790531169559842 0.022126508905414552 0.0014333195415034566 -1.4649900535679558e-05 2.1658552618834257e-05 -3.470023200145129e-05 -7.06254487451835e-06 -4.294609870622879e-06 1.665560166570632e-05 1.5037936821223263e-05 -5.001044530439653e-06 5.0704660668468275e-06 -4.730619701411663e-06 -5.51096778847075e-06 -6.112189909773916e-06 -2.3348965399398548e-06 1.6793872194281574e-05 -3.316238201313454e-06 -2.5319056407857588e-05 8.722605008421464e-07 1.902763967437324e-05 8.71399868283517e-06 -2.4780833003701732e-05 -0.00024060918016180407 -0.0003067468422521285 -8.659717685819355e-05 0.0004529997563247271
age2_sex 0.015201138358300705 0.00010833275142367568 -0.01980008091928929 0.022126508905414625 0.10415875350791959 0.06620006332396895 -1.9229974856708482e-05 2.0998940718318897e-05 -7.880315813216689e-05 -3.179251993254473e-05 1.4343573873631625e-05 9.233465313245637e-06 3.0823213636792596e-05 2.15852478289732e-05 1.8906907730181773e-05 -4.1549395099401626e-05 1.6774228962689895e-05 -3.895900950689641e-05 -9.164206817569393e-06 -5.28309762750184e-07 -2.551657961687306e-05 -2.9935845218790743e-05 -6.626840526217038e-06 3.188965366125022e-05 1.1880089502965821e-05 -2.2257258170865183e-05 0.00029512451923212986 -0.0002951176509698611 0.00015317353293684252 0.0002308368893624371
age3_sex 0.010523356302873953 7.145530271009146e-05 -0.018385055752709472 0.001433319541503594 0.06620006332396898 0.05129138423344306 -1.9564756039183666e-06 1.781131823321491e-06 -3.64460068755875e-05 -2.0211136147315884e-05 2.2992565207907945e-05 -6.557496551787408e-06 6.923227139121772e-06 2.0590052900342775e-05 1.0713366517688682e-05 -2.5995998200973618e-05 1.4667024344821535e-05 -2.901269420024215e-05 -1.1473710924592806e-05 -1.6319425330757028e-05 -2.0531694515999768e-05 -5.704035991772379e-06 -3.676246231907592e-06 7.018918503524089e-06 1.1159718180136634e-05 7.292379183518826e-07 0.00039720109568888766 9.56116121218977e-05 0.00033704212858114905 -0.00047934819831465034
PC.PC1 9.568511685573516e-05 -1.4221969300613063e-06 8.71365144331833e-06 -1.4649900535691534e-05 -1.922997485673338e-05 -1.9564756039315642e-06 3.5468453197962034e-05 8.135704321983854e-06 3.423648259112384e-05 -5.445873974726372e-06 1.1907767024062677e-05 7.372295648931051e-07 -1.2219922757253247e-05 4.902455272494315e-06 -5.950185500475679e-06 2.6124020711173176e-06 7.419596239471981e-06 1.2164115623467002e-06 -3.2189158949979747e-06 -3.6877397867300653e-06 2.133613109756832e-06 -1.6469166512353477e-06 3.2641839720986945e-07 -2.883402220639118e-07 -1.1310945325128091e-06 -1.6787865371699443e-08 3.816684525753047e-06 -7.520175338680893e-08 -4.062800430929969e-05 2.372518708834114e-05
PC.PC2 -1.7132585731955923e-05 1.7872597373923897e-06 1.0466362332214929e-05 2.165855261882699e-05 2.099894071830541e-05 1.7811318233152524e-06 8.135704321983915e-06 9.163720519548246e-06 7.551214808033197e-07 -1.8975876690541657e-06 4.267982792862883e-06 -3.887145697861132e-07 -2.7656755110355727e-06 1.1469301325618554e-06 -1.8970394119885039e-06 8.458503649277791e-07 5.611613817313111e-07 -8.708165019165818e-07 -1.5933337901319375e-06 -1.5144932587915599e-06 1.1231815757438718e-06 -3.599238565353889e-07 -1.0117308518243559e-07 -2.6366828115901555e-07 -9.037679339050423e-07 2.3093632102673154e-09 -7.606134663203138e-06 2.1735810334973385e-07 -1.7343957246201842e-06 -5.29186159777906e-06
PC.PC3 0.0006858527252572998 -1.3769194288258972e-06 3.354157865717704e-05 -3.470023200146127e-05 -7.8803158132186e-05 -3.6446006875597385e-05 3.423648259112368e-05 7.551214808032241e-07 9.274219124508493e-05 3.709427813240298e-06 1.8102584071680006e-06 4.097527894421549e-06 -1.4098625012438219e-05 5.031067789434284e-06 -6.192293074750102e-06 2.472178909088236e-06 8.170997246037832e-06 1.5994867987556615e-06 -6.474288158315993e-07 -1.6383373702812032e-06 -5.7911530297979375e-06 -4.3481118184737815e-08 4.86027535615909e-07 -1.8513155452520466e-06 -2.767517915480108e-06 4.5156603949428475e-06 1.953729872145045e-05 -1.2829603723702594e-06 -6.707576103461531e-05 6.525783789057077e-05
PC.PC4 8.822648758361665e-05 -4.561981761863122e-09 1.823637168161687e-06 -7.062544874518406e-06 -3.179251993254358e-05 -2.0211136147314817e-05 -5.445873974726405e-06 -1.8975876690541607e-06 3.7094278132402207e-06 9.585315377498208e-06 -4.64558880133758e-06 3.0259631786288946e-07 2.398458561765461e-06 -1.0225146829830201e-06 5.467836807218029e-07 -9.250873838202112e-07 -1.4272963697912117e-06 5.781020337313907e-07 9.102193708736877e-07 1.5971579126550984e-06 -3.36172068723776e-06 1.4122539824449694e-06 -2.961685822702788e-07 -1.5132186004398743e-06 -6.952919915730703e-07 2.8742482932104446e-06 6.847373223104103e-07 5.121397893773886e-06 9.073255113584369e-06 5.84906608983578e-06
