 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
PC.PC5 -4.510684255960982e-08 2.608451668733162e-07 7.01071576827094e-06 -1.5678329917642441e-06 -5.233188901828723e-06 -1.8723719562946169e-06 1.3347819056200247e-07 1.8794587861671758e-07 2.517939670856378e-07 2.9059153072396367e-07 6.051183877357362e-06 2.2649309763499058e-07 5.98690096140079e-08 -1.6012721800375173e-07 -4.3256319459008537e-08 4.177125249072163e-07 2.3075783493190246e-07 2.1303477442278014e-07 8.749682992337782e-09 1.6609681623374422e-08 -4.65537755371451e-08 -1.4657555677007244e-07 -1.0859511770026651e-08 2.3190548469465764e-07 2.173035901931248e-07 -1.6009144456932215e-07 1.0971162705972057e-06 -4.844828731486686e-07 1.2661020030015808e-05 6.783769736741232e-07
PC.PC6 -2.9594590035187e-06 -4.377089114603076e-08 -2.0765996785861e-06 1.732948705141312e-06 4.513180367148172e-06 1.5629893200241471e-06 -1.003298773242633e-07 -6.491783387847178e-07 3.4100339309245166e-07 -2.7472305448060737e-07 2.264930976349898e-07 7.262507821667391e-06 3.1067192168303106e-07 1.4150389416743267e-07 -7.814571179099767e-07 3.8622264461429173e-07 1.5497886877899754e-06 3.729511370146574e-07 4.641830991892651e-07 5.368113218608906e-07 4.1963980752944213e-07 -4.5744268165440064e-07 -4.7447848159218836e-07 1.1618344551374344e-07 3.442437693814867e-08 -4.773851939116171e-07 1.7504256945453647e-07 5.4090184163227595e-06 6.049687512240044e-06 -5.774283737337992e-06
PC.PC7 2.450633183833551e-06 -1.4109923018022532e-07 4.184708774815775e-06 5.592037845930253e-06 6.235535638599688e-06 1.8924923997987692e-06 -1.7696265985369984e-07 -1.9219635548960918e-07 9.360549495630557e-08 2.1957869178922536e-07 5.986900961400738e-08 3.106719216830323e-07 5.825413641837604e-06 4.260982534268071e-07 -5.6070248483056575e-08 -2.3907782405101836e-08 3.919508173167897e-07 -5.675664737305067e-07 1.1430042628102428e-07 2.7721772975236003e-07 1.6918350529097458e-07 1.4446243893771432e-07 1.2764811678968911e-08 -9.281726857991889e-08 -8.835679286813392e-08 -5.744976132614886e-08 -8.969472638091922e-07 -5.321801820663277e-06 -2.441303197433536e-06 9.606844285964865e-06
PC.PC8 2.301073323886317e-06 8.450577982500891e-08 1.432050020786345e-06 -2.9421382263328858e-06 -2.635517585264764e-06 -3.283437095160631e-07 1.6767038797038783e-07 -9.319473487068651e-08 -1.7044962551533925e-07 7.244317914167606e-08 -1.601272180037508e-07 1.4150389416743192e-07 4.260982534268078e-07 7.2023149900239685e-06 -1.2522742717477003e-07 -9.63162247463596e-07 3.133579816543098e-07 -2.692012256247149e-07 1.5920438578414593e-07 -4.101511160573449e-08 1.0812906003211718e-07 3.3876571646915226e-07 -1.5492340124680064e-07 -1.116833116256675e-06 1.5733647000386515e-07 -2.222852795573208e-07 1.4536386564012744e-06 -1.2268067483163724e-05 6.319288028687784e-06 1.083258213826013e-05
PC.PC9 -3.2160132752991007e-06 -1.5471391634408496e-07 1.6079296427427546e-06 7.20859134772996e-07 -1.3164498958708857e-06 -1.0226427197617094e-06 7.882243346733669e-08 -8.134541993558446e-08 3.896672126461314e-08 1.0525337746737693e-08 -4.325631945900877e-08 -7.814571179099752e-07 -5.607024848305655e-08 -1.2522742717476953e-07 5.922958270587749e-06 4.898809421250329e-07 1.8724570214646064e-07 -6.9386012858886135e-09 -8.979016868568489e-07 1.8548113647643378e-07 1.6953988008217822e-07 -1.3700436685727554e-07 2.357483816347686e-07 1.2427004300322268e-07 6.543461696133025e-07 -3.016860763524793e-07 1.234230453907501e-06 -1.0065090644473074e-06 -9.96748036070323e-06 5.951622568045593e-06
PC.PC10 -4.358118339189574e-06 4.0768462783056774e-08 -1.1983288017871962e-06 -6.293422793446201e-07 -7.765790867410934e-06 -3.9220795026283355e-06 -4.923977512930263e-08 2.707559760634161e-08 3.794840335044901e-07 -2.10447833899612e-07 4.1771252490721543e-07 3.8622264461429353e-07 -2.3907782405102356e-08 -9.63162247463593e-07 4.898809421250303e-07 9.146968475704137e-06 -4.3212606159852174e-07 -4.619658515180617e-07 4.6625344192618354e-07 1.853927287729658e-07 -1.1635195456560928e-07 -2.577535764261664e-07 1.454103557041194e-07 3.591505369660783e-07 -5.836870352890844e-08 1.9834556919570007e-07 3.393828809080178e-06 1.707617935961007e-06 5.96500776521224e-06 -5.9770688798488145e-06
PC.PC11 -3.6714213494212417e-06 -7.915207712868007e-09 5.052352709183828e-06 7.721689570388933e-07 4.673328271577525e-06 2.464281626816476e-06 -1.6416064231367966e-08 -6.804388651439416e-07 3.2588729270979327e-07 -2.289613448952534e-07 2.3075783493190066e-07 1.549788687789977e-06 3.9195081731678774e-07 3.1335798165430995e-07 1.8724570214645947e-07 -4.3212606159852375e-07 6.999676272046892e-06 -2.2295578111407488e-07 5.173948136140004e-07 -3.9885624108975537e-08 6.168671261820975e-08 2.7682896011742087e-08 -9.463595045705608e-08 -2.723083485022106e-07 1.972323891090256e-07 1.5910851159313395e-07 2.3785960482763016e-07 8.858186157042942e-06 9.273609319017498e-07 -8.937487615686655e-06
PC.PC12 -1.813810072496545e-06 -1.3535412006892328e-07 5.160861848022022e-06 1.2058756386970417e-06 -2.0010315546234623e-06 -9.351650291113672e-07 1.9536823361289036e-07 -2.512719219523292e-07 -2.9921088664842455e-07 -2.3668014022231053e-08 2.1303477442278212e-07 3.729511370146571e-07 -5.675664737305065e-07 -2.692012256247147e-07 -6.938601285888143e-09 -4.6196585151806355e-07 -2.229557811140716e-07 9.889484147510761e-06 -6.655180474383627e-07 -5.922056610582025e-09 1.1325173588551043e-07 1.0119266281994325e-06 -6.264257685505075e-07 -1.9055476654877045e-08 8.25539075005123e-07 9.817770122975481e-10 -2.6346741518580917e-06 -3.194798046399908e-06 9.54054915668496e-06 -4.218384318662291e-06
PC.PC13 -6.5026406716549225e-06 -3.658231446212324e-07 -2.8200946237310775e-06 -4.460502168670739e-06 -5.332241371325955e-06 -1.880307468493609e-06 -2.2859241673470265e-07 2.4368952795102245e-07 1.4511068574120585e-08 1.1559457352110181e-07 8.749682992336675e-09 4.6418309918926616e-07 1.1430042628102181e-07 1.5920438578414538e-07 -8.979016868568513e-07 4.6625344192618285e-07 5.173948136139993e-07 -6.655180474383623e-07 6.130649808939353e-06 3.126862720596342e-07 7.492405283190506e-08 -6.66588508035767e-08 -7.336494706068977e-08 -1.8123736473092725e-07 -5.728163737994691e-07 -1.5961083020204786e-07 -2.0611612793512753e-06 4.046206719058629e-07 1.9405288785782976e-06 -3.569672514503234e-06
PC.PC14 2.0939228939541093e-06 1.3597276571636487e-07 3.899633403615655e-06 2.1749194553899203e-06 7.873516495872123e-07 1.8262807582986745e-07 -1.09515033532457e-07 -2.159337044995801e-07 1.7535715010591614e-07 3.636016941770255e-08 1.6609681623373006e-08 5.3681132186089e-07 2.7721772975235887e-07 -4.1015111605734555e-08 1.854811364764333e-07 1.8539272877296615e-07 -3.988562410897413e-08 -5.922056610581773e-09 3.126862720596346e-07 6.385910787367691e-06 1.181705338664963e-07 1.2732480968772233e-07 -8.572937377015489e-08 2.1716986277975014e-07 1.3473506087671208e-07 -5.160943909103226e-07 -9.414764640484827e-07 -6.222284417135891e-06 2.4928669791702084e-06 1.0888980495814782e-05
PC.PC15 -8.131812837875898e-07 6.425551901600659e-08 -2.1526485247462337e-06 1.8933373203500006e-06 4.5399725533945035e-06 1.5866731570627305e-06 2.0640055289080688e-07 -5.3366794917560713e-08 7.144578313149887e-08 -1.6548461758128776e-07 -4.655377553714512e-08 4.1963980752944367e-07 1.6918350529097386e-07 1.0812906003211648e-07 1.6953988008217573e-07 -1.1635195456560849e-07 6.168671261820887e-08 1.1325173588551207e-07 7.492405283190566e-08 1.1817053386649482e-07 6.2050053120404506e-06 3.871377393977792e-07 2.6567568846086512e-08 -3.4816346793330965e-07 1.517096631554366e-07 7.806112197640819e-08 7.560918695527061e-08 -8.514621695909565e-06 -3.923737491176243e-06 4.083902955600439e-06
PC.PC16 4.240735315374058e-06 5.28767040036946e-08 -3.747249971845525e-06 -2.718951468974476e-06 1.0941875637066713e-06 1.2335929259485926e-06 -2.1861554406184793e-07 -8.904562782377107e-08 -1.169489663028269e-07 2.4904899532569706e-07 -1.4657555677007228e-07 -4.5744268165440144e-07 1.444624389377144e-07 3.387657164691526e-07 -1.3700436685727668e-07 -2.5775357642616725e-07 2.7682896011743556e-08 1.0119266281994327e-06 -6.665885080357586e-08 1.2732480968772188e-07 3.8713773939777796e-07 6.968572421329324e-06 -2.725263662629571e-07 -2.0538403380333783e-06 -6.070708617639583e-07 3.6199513048973725e-07 -6.238414796407484e-07 8.526127326677836e-07 -3.05757076787105e-07 -1.5652337287307788e-06
PC.PC17 9.877220860091797e-07 5.539860001483088e-08 -1.7648291592257435e-08 5.133842383749321e-07 2.705920646467086e-06 1.0336609549498149e-06 5.8150723587874955e-08 -1.2735678466895298e-07 1.284881205938756e-07 -1.0118516728721794e-07 -1.0859511770026344e-08 -4.7447848159218894e-07 1.2764811678969002e-08 -1.5492340124680098e-07 2.3574838163476782e-07 1.454103557041197e-07 -9.463595045705509e-08 -6.264257685505063e-07 -7.336494706068961e-08 -8.572937377015477e-08 2.656756884608566e-08 -2.725263662629582e-07 5.398278827019626e-06 6.070123078364907e-08 -5.149711692709744e-07 -1.415514622480523e-07 -6.451001056216459e-07 -2.344077022979277e-06 -8.271972403088617e-06 9.894812984903182e-06
PC.PC18 -5.896474962355229e-07 -2.2008598470935536e-07 6.081770164390706e-06 9.101640565731322e-06 8.08427118701272e-06 2.0294441486844937e-06 3.326889172998209e-08 -1.0103006770972433e-07 1.3408601070883638e-07 -5.271369096284781e-07 2.3190548469465709e-07 1.1618344551374248e-07 -9.281726857991819e-08 -1.1168331162566727e-06 1.2427004300322228e-07 3.5915053696607763e-07 -2.723083485022107e-07 -1.9055476654877624e-08 -1.8123736473092667e-07 2.171698627797522e-07 -3.481634679333078e-07 -2.053840338033371e-06 6.070123078364822e-08 1.1496930756845538e-05 5.901112578105375e-07 1.4027831755235356e-06 3.2038302726343437e-06 1.1005783534928232e-05 -7.725981634060456e-06 -1.0284887085427952e-05
PC.PC19 -8.833477597541365e-07 -4.207797022083546e-08 9.183764891620399e-06 6.7241355806367625e-06 1.3487077870916742e-06 -5.35095769785923e-07 2.486901520274059e-07 -3.3264732751186836e-08 -1.314565698117849e-07 -1.778676479332703e-07 2.1730359019312697e-07 3.442437693814751e-08 -8.835679286813259e-08 1.5733647000386624e-07 6.543461696133051e-07 -5.8368703528908e-08 1.9723238910902676e-07 8.255390750051207e-07 -5.728163737994688e-07 1.3473506087671259e-07 1.5170966315543718e-07 -6.070708617639584e-07 -5.149711692709742e-07 5.901112578105388e-07 8.174764525457146e-06 7.611191752226908e-07 2.039826466385324e-06 3.5298180478387223e-06 -9.888050097844336e-06 -1.3857169082225855e-06
PC.PC20 6.822497757763527e-07 -2.42350209678685e-07 4.258060795603595e-06 -1.541140810440694e-06 -2.0969017124479598e-06 -1.830021519164242e-07 -3.601916217877035e-07 6.860723925011086e-08 -9.859988029868315e-08 2.321691208952358e-07 -1.600914445693204e-07 -4.773851939116181e-07 -5.744976132614793e-08 -2.2228527955732022e-07 -3.0168607635248006e-07 1.9834556919569965e-07 1.5910851159313625e-07 9.817770122966974e-10 -1.5961083020204674e-07 -5.160943909103227e-07 7.806112197640961e-08 3.6199513048973714e-07 -1.4155146224805215e-07 1.4027831755235333e-06 7.611191752226853e-07 6.693395025661217e-06 1.8023571309000757e-06 3.245416456251859e-06 -3.4710688604285875e-06 -2.081542369592498e-06
proband 2.0479936950105356e-05 1.409757054974223e-06 -5.804198048648674e-05 -0.00011299057659283572 -0.00010133441357698999 -2.2239710101089734e-05 1.148972324005303e-07 -2.6573607136482803e-06 3.674056322322443e-06 -9.189584056432042e-07 1.0971162705971908e-06 1.7504256945454351e-07 -8.96947263809186e-07 1.45363865640128e-06 1.2342304539074988e-06 3.393828809080177e-06 2.3785960482762592e-07 -2.6346741518581146e-06 -2.061161279351266e-06 -9.414764640484836e-07 7.560918695530579e-08 -6.238414796407461e-07 -6.451001056216367e-07 3.203830272634343e-06 2.0398264663853123e-06 1.8023571309000712e-06 0.00071868097185145 -0.0003591460041941319 6.341348532905118e-07 -2.2857076512962315e-05
paternal -2.632645126638265e-05 -3.226435655431687e-06 4.8963856505196566e-05 0.00011785912288098684 0.000150465331443341 3.423929454014874e-05 -2.276512637584145e-06 2.2027911880767464e-06 -5.641500357579669e-06 6.035383417884788e-06 -4.844828731487254e-07 5.409018416322697e-06 -5.321801820663309e-06 -1.226806748316375e-05 -1.006509064447291e-06 1.7076179359610219e-06 8.858186157042801e-06 -3.194798046399856e-06 4.046206719058247e-07 -6.222284417135882e-06 -8.514621695909587e-06 8.526127326677668e-07 -2.3440770229792747e-06 1.1005783534928287e-05 3.5298180478387117e-06 3.245416456251845e-06 -0.0003591460041941321 0.0038301641131555015 -0.0023844271816908813 -0.0028658716217090157
gpp 7.443099284163476e-05 7.827812537801372e-06 2.0176596754665463e-05 0.0001206399211558286 0.0002529323250766564 0.00011895381332253773 -1.8763336557252272e-06 -8.447464766863589e-07 9.39898566636827e-06 -4.561520046505216e-08 1.266102003001587e-05 6.049687512240102e-06 -2.441303197433489e-06 6.3192880286878145e-06 -9.967480360703237e-06 5.965007765212208e-06 9.273609319017731e-07 9.540549156684958e-06 1.940528878578277e-06 2.4928669791702304e-06 -3.923737491176273e-06 -3.0575707678711097e-07 -8.27197240308865e-06 -7.725981634060462e-06 -9.888050097844238e-06 -3.4710688604285726e-06 6.341348532926368e-07 -0.002384427181690882 0.006248585114602702 -0.0014649294925566916
gmp -4.736002465192172e-05 -1.1544887615431348e-06 4.626734142097149e-05 -0.00010029355650206334 -0.0002790457803934444 -0.00012558151885473865 7.544327378635811e-06 -4.576126766456894e-06 9.205445795283012e-06 -1.3262547895067831e-06 6.783769736741859e-07 -5.774283737337953e-06 9.606844285964852e-06 1.0832582138260129e-05 5.951622568045586e-06 -5.977068879848774e-06 -8.937487615686458e-06 -4.218384318662341e-06 -3.5696725145031557e-06 1.0888980495814761e-05 4.083902955600434e-06 -1.5652337287307578e-06 9.894812984903204e-06 -1.0284887085428004e-05 -1.3857169082226444e-06 -2.0815423695924802e-06 -2.2857076512962858e-05 -0.0028658716217090136 -0.001464929492556694 0.006662513242859471
