 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.001264645189401985 4.2341962057320784e-05 -0.00019734410076511756 0.00021433487014270274 0.0005249490950997896 0.0001974055966663368 -8.082262514947655e-07 7.430895394061178e-06 -3.5708307260343955e-06 4.489257204607842e-06 -1.6569686173789343e-06 -4.576098419538588e-06 -1.95041433120471e-06 8.918960286746658e-07 -4.491302501066278e-07 4.843135581502605e-07 -4.83896348424556e-06 -7.716023349136622e-07 -6.8950549034713356e-06 -1.857243426970318e-06 -3.100203645067565e-06 1.4260051898208322e-06 2.21070731454327e-06 1.1717059353841461e-06 -9.777250508962237e-07 1.6054809489587446e-06 -4.252302629249497e-06 1.098336668984442e-06 7.488659779956541e-05 -1.9627920893746794e-05
AGE 4.234196205732068e-05 2.832681461203421e-06 -1.983830001425497e-06 -2.2990527384178287e-06 -2.8934126348875597e-06 -9.468324970279994e-07 -9.180637827760249e-08 3.2467967002558403e-07 -9.958312715917439e-08 1.6433111603007733e-07 5.7782335480747974e-08 -1.108107222910581e-07 -1.7303863122686806e-07 2.3778953260502186e-08 -3.343104075492443e-11 1.5617091207911065e-07 -9.991077378744279e-08 -9.270446486593301e-08 -3.199365732444157e-07 9.176649826433663e-09 -3.7672965205404426e-08 6.813518467649071e-10 7.101150183552581e-08 8.642914250218046e-08 -2.712950292911368e-08 -3.626307661363346e-08 1.110778151284742e-07 4.9746336290277925e-06 -5.843277560664157e-07 -7.958489294228488e-06
sex -0.00019734410076515166 -1.983830001425337e-06 0.0038164853262604654 0.0009672239288072073 -0.0016773659575003079 -0.0008209147960958515 -2.4200505745605244e-07 -4.027893837855836e-07 -6.27244959467277e-07 4.211939635988147e-07 2.2496047245534715e-06 7.442416248281324e-07 3.084346987083023e-07 -1.75758840032164e-06 -1.621498271239253e-06 2.0929084301503507e-06 3.119925797892383e-06 1.5010079735212627e-06 1.3225533084002981e-06 1.0165870076500037e-06 -8.990789800997769e-07 -2.0013462872962033e-06 4.231763161049023e-08 -1.5094410031580467e-06 -9.72631562072184e-07 1.0599837803475857e-06 1.3675116219854346e-05 -2.3371860116398295e-05 -2.2894402663529745e-05 5.4171633139869424e-05
age_sex 0.00021433487014266124 -2.299052738417631e-06 0.0009672239288074714 0.0028265833641145936 0.0022484392808604405 0.0004453014088565295 1.6814851562234912e-06 2.519970254374472e-07 1.6805090347735523e-07 1.204932422270175e-06 -3.209561448319235e-07 9.171151863216953e-07 -1.912277720921744e-06 2.8200990627016013e-06 -9.278193917729574e-07 1.7884867659481893e-06 4.879240490454373e-07 -5.873775805211396e-07 2.8387969110519214e-07 -8.627986779124146e-07 -1.3091576375204012e-06 8.642634631296496e-07 -1.5148513874100603e-06 -4.9003683411866335e-06 3.6847941566830793e-08 -2.0239463633905777e-07 4.091723741245282e-06 1.370702025544193e-05 -4.0838104378211584e-05 2.967364617441286e-05
age2_sex 0.000524949095099785 -2.8934126348875215e-06 -0.0016773659574999783 0.002248439280860808 0.005037950276593901 0.0018125103492950346 8.57599020503364e-07 7.340049025969077e-07 -2.3656319457555782e-07 8.658281556379475e-07 -8.495174694012593e-07 -1.8742333170567165e-07 -1.6619746048020685e-06 5.021113527261889e-06 -1.0695058955395142e-06 -5.0554265870864405e-06 1.4035782066228906e-06 -9.160084851971316e-07 -1.1318733688706214e-06 -1.327018511992179e-06 -8.434038260323756e-08 3.6439099539967324e-06 -1.27722766464876e-07 -5.334869993922935e-06 -1.3887649617980355e-06 -2.951884901518898e-07 -1.4977278744326385e-05 -4.789933519794899e-06 3.3995949362732256e-05 1.0207968670180823e-05
age3_sex 0.00019740559666634412 -9.468324970280215e-07 -0.000820914796095755 0.00044530140885670245 0.0018125103492951178 0.0007568664372062779 -3.1247976244652863e-09 5.47116689745367e-07 -1.96337974235865e-07 3.12287584647121e-07 -2.1164821515548e-07 -3.321284594508175e-07 -2.953429042784003e-07 1.6101781092289e-06 -5.418849735203798e-07 -2.9271932583922516e-06 6.553997037380656e-07 -3.842059482701589e-07 -7.290828771581244e-07 -3.7877501716807626e-07 1.6514598322807962e-07 1.519507167431869e-06 2.707744070154024e-07 -1.6928169041145545e-06 -9.241360138868228e-07 8.685448603045768e-08 -8.160560349928372e-06 -6.3508662357084965e-06 3.17821197394085e-05 -8.77027663582699e-06
PC.PC1 -8.082262514948193e-07 -9.180637827760154e-08 -2.420050574561835e-07 1.6814851562228845e-06 8.575990205027676e-07 -3.124797624615392e-09 1.2216022977589947e-06 -1.2820899767505416e-08 -8.113886822430873e-08 -1.238090070415338e-07 4.765451403787913e-08 6.4809291895223265e-09 -7.997339099779983e-08 1.0970169879187206e-07 4.1814898160960336e-08 4.173756634962898e-08 3.6352915462569257e-09 9.661785227559971e-08 -5.531758240256445e-08 -8.026622254395673e-08 3.335048030552253e-08 -1.1630756458086648e-07 8.291823673923451e-09 2.5881688396593213e-08 1.1284808264027363e-07 -1.5227683047889432e-07 3.28877209249559e-07 -5.107892521742912e-07 9.82751412978778e-08 1.8145778744836606e-06
PC.PC2 7.4308953940612645e-06 3.2467967002558753e-07 -4.0278938378554996e-07 2.519970254375365e-07 7.340049025969874e-07 5.471166897453848e-07 -1.2820899767505962e-08 2.283773346179953e-06 -1.5582620134543758e-07 1.6855644149862884e-07 6.336619160168206e-08 -7.138274095453068e-07 -1.2390966424877548e-07 -1.5198480981954441e-07 4.551821774859532e-08 -4.9551629558481046e-08 -6.046751305813948e-07 -2.527968143065389e-07 -1.3421925824389565e-07 -2.033456141502638e-07 -1.8457650736124842e-07 9.894294932647591e-08 -6.008586359416987e-08 -6.318614642786593e-08 -1.9499694856438947e-07 8.157377288345526e-08 -1.2985320473693174e-06 -8.095193889960271e-07 7.507812887080823e-07 -2.4385806502799738e-06
PC.PC3 -3.5708307260344425e-06 -9.958312715917502e-08 -6.272449594672297e-07 1.6805090347734522e-07 -2.3656319457563034e-07 -1.963379742358955e-07 -8.113886822430937e-08 -1.558262013454378e-07 2.3179306626994145e-06 2.9114722958035272e-08 2.0764958492340918e-07 2.95429198588343e-07 1.5874479484563736e-07 -5.525905425747817e-08 -1.4029860222965188e-08 1.2288767969975288e-07 2.6830381605375627e-07 -1.3553684391027477e-07 5.01266503117677e-08 1.5866059706163408e-07 1.0238025110927672e-07 -5.1663029892355923e-08 5.994744328122207e-08 2.6704052675371853e-08 -1.9162147602766245e-08 -3.8706587705349635e-08 1.9088243891230914e-06 -2.215037597555907e-06 6.584160016609681e-06 3.369479387730148e-06
PC.PC4 4.489257204607847e-06 1.6433111603007905e-07 4.2119396359894897e-07 1.2049324222701486e-06 8.658281556377281e-07 3.1228758464702467e-07 -1.238090070415335e-07 1.6855644149862898e-07 2.9114722958035732e-08 3.0943300825366024e-06 3.1975055845044593e-07 -3.2264165311826745e-07 2.1189295508465155e-07 1.1701146991992844e-07 1.200188283066357e-07 -6.231107969846758e-09 -2.1439089271717894e-07 3.8670024202826734e-08 -6.286113658909156e-08 7.422210708550625e-08 -2.2631790200518788e-08 1.3420178894795345e-07 -5.8988031973230545e-08 -1.764575416536523e-07 1.894221249971633e-07 1.8947321562398734e-07 1.6647346403347184e-06 -2.0450323600403518e-06 2.2590501456671227e-06 -2.9531622825332645e-06
PC.PC5 -1.6569686173789263e-06 5.7782335480748536e-08 2.249604724553432e-06 -3.209561448319805e-07 -8.495174694012775e-07 -2.1164821515547565e-07 4.7654514037879396e-08 6.336619160168087e-08 2.0764958492340918e-07 3.1975055845044693e-07 3.950120765542508e-06 1.6626376090064202e-07 1.3869760256054952e-07 -7.043113645046168e-08 -1.3564328005482375e-08 -2.530309436918907e-09 2.1123479810099026e-07 2.0235199330519662e-07 -5.943744445215803e-08 1.4908142713924978e-08 1.2956055962061927e-08 -8.199568440820673e-08 -3.0967333582862296e-08 1.0167596444658995e-07 2.8527705617741326e-07 3.128280075682404e-08 2.434348400520474e-07 -2.533994137965166e-06 8.604698514835438e-06 2.5923152248634183e-06
PC.PC6 -4.57609841953858e-06 -1.1081072229105722e-07 7.442416248282055e-07 9.171151863215859e-07 -1.8742333170591356e-07 -3.3212845945090594e-07 6.48092918952269e-09 -7.138274095453075e-07 2.9542919858834236e-07 -3.226416531182672e-07 1.6626376090064125e-07 5.166229664029782e-06 3.088219160873806e-07 8.069039423164239e-08 -1.5876513773654118e-07 1.7368856417324867e-07 1.203570615978862e-06 4.997655495985171e-08 -5.2791758156548917e-08 4.3931928057871295e-07 2.9275714967038197e-07 -1.3119824179052953e-07 -1.7628867860320834e-07 4.3903811706525616e-08 1.524531928850392e-07 -2.6450581456532105e-07 6.245978004587898e-07 -3.940017220752033e-06 7.793119475788724e-06 2.3912619928757597e-06
PC.PC7 -1.9504143312046766e-06 -1.730386312268675e-07 3.084346987081317e-07 -1.9122777209217548e-06 -1.6619746048018428e-06 -2.953429042782916e-07 -7.997339099780055e-08 -1.2390966424877572e-07 1.5874479484563762e-07 2.1189295508465133e-07 1.3869760256055066e-07 3.088219160873812e-07 3.800602311588145e-06 3.2591545760666287e-07 3.1622863156465584e-08 1.1711263756543204e-08 2.7760902434056983e-07 -2.046774684260357e-07 -2.035229325652133e-08 -1.3407707210017929e-09 5.945775961801706e-08 -2.215849096841515e-08 -6.553524495357147e-09 -4.1383249121307804e-09 -1.2051607296956726e-07 -5.854049800096248e-08 -1.7640756801389523e-07 -3.517252640687648e-06 1.4079291952395145e-06 1.8592133005827492e-06
PC.PC8 8.918960286746385e-07 2.3778953260502696e-08 -1.7575884003212872e-06 2.8200990627018105e-06 5.021113527261642e-06 1.6101781092287363e-06 1.0970169879187165e-07 -1.5198480981954473e-07 -5.525905425747811e-08 1.1701146991992856e-07 -7.043113645046167e-08 8.069039423164235e-08 3.259154576066626e-07 4.784253971150941e-06 9.792174725829374e-08 1.76540820816387e-07 2.0826651690932835e-08 -1.5325661985641715e-08 1.0372414184520193e-07 7.183073161440574e-08 -5.6553304318451865e-08 8.22370440589555e-08 -1.0191373822603705e-07 -1.440972395259837e-07 -7.483091069839339e-08 -2.093720782996422e-07 -2.2692214892415528e-07 3.799309776826202e-06 -8.95650220506865e-07 -9.850906477786208e-07
PC.PC9 -4.4913025010661964e-07 -3.343104075430362e-11 -1.6214982712393152e-06 -9.27819391773091e-07 -1.069505895539587e-06 -5.418849735203823e-07 4.181489816096003e-08 4.551821774859518e-08 -1.4029860222965292e-08 1.200188283066359e-07 -1.3564328005482558e-08 -1.587651377365405e-07 3.162286315646542e-08 9.792174725829211e-08 4.314939902276901e-06 4.137626908617025e-07 4.0646945809174564e-07 3.6230782334003804e-08 -5.520900138085303e-07 1.5750972623129804e-07 -1.0603949183751849e-08 6.71480484420129e-08 -6.320636218192662e-08 -5.956303309259612e-08 3.264564661142276e-07 -2.3300012916746334e-07 3.746362751418689e-07 1.1664259125212907e-06 -2.895229074505327e-07 -5.085577096707165e-06
