 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0032679388754834316 9.861353901469663e-05 0.0020673553387309676 0.005132047738274961 0.0056060729579857456 0.0016459453899808907 3.2359875631329942e-06 1.16410795467231e-05 -3.2164233056141573e-06 4.196674108717214e-06 -3.6435685223658044e-06 -2.791811970686545e-06 3.0448051518679858e-06 -2.2038434692525774e-08 -4.569890318171053e-06 8.61689185268015e-07 -4.577787183223562e-06 -1.5324438984829728e-06 -8.43683807459108e-06 3.730143613829802e-06 2.862812480601152e-06 8.668251894937123e-07 -1.983863703538273e-06 2.4711401053452333e-06 4.3124512591901234e-06 3.556761058130456e-06 1.6857003522832513e-05 1.607871846843625e-05 5.7380914408667305e-05 1.684029531378646e-05 -6.59739926400619e-05 7.193205711391377e-05 -0.0001884138367947772
AGE 9.861353901469564e-05 5.3560185746955766e-06 1.1591378633711406e-07 -1.7456450819888077e-05 -2.3134824048978616e-05 -7.036164052426166e-06 -2.231230057516874e-08 7.149352708180796e-07 -1.240539068553362e-07 1.6720683755957266e-07 -2.136238808342711e-09 -6.027344673339529e-08 -2.384528902411751e-08 -5.077418975218278e-08 -2.167191435241987e-07 2.3494795998231579e-07 -1.5605883148310474e-07 -2.863347462627927e-07 -3.832810543742514e-07 1.4158172853093356e-07 2.0739731930663057e-07 -8.117022408334192e-08 -6.460431394739888e-08 -4.4769724135846934e-08 1.0310546486423742e-07 -5.182198409194274e-08 2.3988256245351834e-06 -1.973733780206306e-06 9.356077086755895e-06 4.552943320458936e-06 -2.3584608254096264e-06 -1.6373335847560568e-06 -1.6618527354742007e-05
sex 0.0020673553387298843 1.1591378634494987e-07 0.019284210524533604 0.022687474681344244 0.01590066764933399 0.003427561160796222 -3.4713287677458442e-06 7.670580325301693e-06 -9.329088904436748e-07 -5.582482611528829e-06 5.579324457664688e-06 -7.837737388901065e-07 -1.3186135812085573e-06 1.167128149608596e-05 2.428581997086266e-06 5.57147092830522e-06 -6.904679672408632e-07 5.781954173280675e-06 -1.0840768488574415e-06 7.929729945237274e-06 -1.400471998203271e-06 -7.0550890458671106e-06 3.4555460165241006e-06 -8.17885175465506e-07 1.222821110847306e-05 7.709192416582955e-06 9.522221426009721e-06 0.0003287887470515006 0.00015833991821230184 -0.00013732899331687898 -0.00014484094734007672 -0.0001547220795072256 -0.000169993274826397
age_sex 0.0051320477382742315 -1.7456450819877963e-05 0.022687474681350947 0.04655983678250316 0.04496729126961556 0.01211636465875579 8.726952103209586e-07 3.732511099172897e-06 9.482738841885684e-06 -2.356777310795453e-06 7.651462526033039e-08 4.871789882091832e-06 -3.844964760455794e-06 1.5114941495606218e-05 -2.1498184281272096e-06 9.233128919227242e-06 -5.03803118517595e-06 1.3988354200771253e-05 -2.9390655510624408e-06 4.0297014471718905e-06 4.36115275474053e-06 1.1428641594246892e-06 1.9236178515347866e-08 -3.561482250296463e-06 4.314367840728706e-06 -4.251738576160018e-06 -0.00010612435747376815 0.0006247928009335437 0.0002753132114679068 -0.00024741008347102587 -0.0003722456000332845 -0.00027723502636687225 -0.0003069606052657716
age2_sex 0.005606072957985896 -2.313482404897199e-05 0.015900667649344155 0.04496729126962333 0.05017792866918863 0.014746620095145218 1.1663739599379298e-06 -1.1259135472593825e-06 1.5233689620843212e-05 -9.902294583161953e-07 -2.0162648639406265e-06 6.449860399207718e-06 -3.597597856446463e-06 1.076737399865825e-05 -3.843097417685333e-06 3.078389285046557e-06 -3.52941694701235e-08 1.5840682403658497e-05 -4.609495363237432e-06 2.5635517944757832e-08 6.624054949383615e-06 9.268682908204315e-06 -2.571217002221735e-06 -2.0360122236269463e-06 -2.6629471902873253e-06 -7.513828699568239e-06 -0.00016964684216199956 0.0005635024430484846 0.00017219535509515395 -9.836069845805458e-05 -0.0004297835163819639 -0.0001321227860285698 -0.0002222934264895419
age3_sex 0.0016459453899810923 -7.036164052425022e-06 0.003427561160799663 0.012116364658759354 0.014746620095146648 0.004572103133915189 1.104445507898627e-07 -9.329276388486398e-07 5.179340213406341e-06 -3.0772833001027064e-07 -5.894873529085223e-07 1.7081212471491906e-06 -7.684390966796721e-07 2.4876343728044313e-06 -1.2447290269661886e-06 -6.768707131877438e-07 1.1646472620166812e-06 4.501869240030543e-06 -1.8790641280953999e-06 -3.817013308957793e-07 2.1639969026966324e-06 3.985528266578258e-06 -1.3122191328576893e-06 -2.8513894030896156e-07 -1.830697255784793e-06 -2.119955881377928e-06 -5.58610010705278e-05 0.0001287133401444968 3.043308225729855e-05 1.968149129483444e-05 -0.00013227452837551894 8.953184151344253e-07 -5.8520142811337485e-05
PC.PC1 3.2359875631327533e-06 -2.2312300575165333e-08 -3.4713287677464046e-06 8.726952103188677e-07 1.1663739599352665e-06 1.1044455078901626e-07 1.541977726257355e-06 -5.899565703460174e-08 -8.261944463506585e-08 -6.832658851612996e-08 5.0861457207671625e-08 -5.369932801723285e-08 -1.0261215644339152e-07 8.719006413811158e-08 4.223799119956667e-08 -5.061745061181622e-08 1.284430878555925e-08 1.4702804947921853e-07 -1.640937199883541e-07 -6.660330327057172e-08 1.3355948352809054e-07 -1.0642387982639388e-07 7.3379588161717526e-09 9.193316088277498e-08 3.130388325937433e-07 -1.8718157115221356e-07 3.7404872946835314e-07 -3.5958042066790423e-06 7.275520100664409e-07 -6.838760443422935e-07 6.715996034487219e-06 -2.1499628292926146e-06 1.4172100181893424e-06
PC.PC2 1.1641079546722486e-05 7.149352708180828e-07 7.6705803252994e-06 3.732511099167459e-06 -1.1259135472649013e-06 -9.329276388501659e-07 -5.899565703460148e-08 2.422119860428591e-06 3.1191341507515286e-08 5.813215949608061e-09 1.1024076706880366e-07 -6.236157826261944e-07 -1.1847314764431755e-07 -5.496931932737075e-08 1.231849455684593e-07 1.5460346154369364e-07 -5.452105919887872e-07 -3.538717164307936e-07 4.4226973423994357e-08 -1.650865062178575e-07 -9.958707022493444e-08 2.222701229411043e-08 -1.5069708091476503e-08 -1.6063563987015046e-07 -2.287259427754125e-07 6.8406805806999885e-09 3.6915394565309846e-07 9.953732536135389e-07 -2.2250492054490663e-06 -1.28281228548568e-06 -2.074744434681219e-06 -1.2311542202367028e-06 -1.5248029249456217e-06
PC.PC3 -3.2164233056134145e-06 -1.2405390685533502e-07 -9.329088904387755e-07 9.482738841893416e-06 1.5233689620849114e-05 5.179340213407616e-06 -8.261944463506367e-08 3.11913415075167e-08 3.024579767901586e-06 1.0093052194048725e-08 3.2433599165497936e-07 2.7862569725595865e-07 3.536713661740811e-08 -9.822494195563612e-08 -7.738941004789072e-08 4.050565067279208e-07 2.1563823362094044e-07 -2.1607435878095277e-07 5.1862598914763704e-08 8.034205270599354e-08 -2.1051712081787473e-08 -1.0278453301310127e-07 1.4758131611195805e-07 -9.70086691449065e-09 -2.4885415911585876e-07 -8.287108964656202e-09 1.4195438632484e-06 -3.119080960605651e-06 -3.838942531168299e-06 5.093574437957682e-06 7.167363381887033e-06 8.049475010924394e-06 9.283093659171677e-06
PC.PC4 4.196674108717484e-06 1.6720683755957364e-07 -5.582482611528336e-06 -2.3567773107938135e-06 -9.902294583142532e-07 -3.077283300096798e-07 -6.832658851612895e-08 5.813215949608816e-09 1.0093052194049468e-08 3.9244174665210605e-06 6.106416045868114e-07 -2.4119724951694054e-07 1.294502998773467e-07 -1.514217104286798e-07 1.1629303294516137e-07 4.472948711535197e-08 -1.0717649444812524e-07 -6.440506036084791e-08 2.5152042222898738e-08 -1.3709429187890453e-08 -7.891906080921507e-08 1.4986840369360665e-07 -8.951091047799645e-08 -5.032684582756031e-07 2.2145324795645302e-07 3.1814965856607387e-07 -2.2571031891640263e-07 -8.881011850869914e-07 -4.37361488836536e-07 1.5571592810588638e-06 7.3344042472785835e-06 2.9656439517466827e-06 -4.8110718063934536e-06
