 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.001977998432257404 6.598386798502859e-05 0.0004256594506041711 0.0016810376381447294 0.002183927793237026 0.000704835763244481 -2.685513569713544e-06 1.0186677903878994e-05 1.1484247003150403e-06 2.7687347074165836e-06 -1.656772833529597e-06 -9.878752957649675e-07 1.1587257097419968e-06 1.6572702816826784e-06 -2.5503101943309115e-06 -1.5138916795788939e-06 -2.497365700963797e-06 -1.2752008903183829e-06 -4.398374547830828e-06 1.0364482698383765e-06 1.4672812794399585e-07 2.0590071137814882e-06 -7.379573710253496e-07 -6.780300605362578e-07 -1.0331404533311687e-06 3.3729007687740795e-07 3.271886508000843e-05 -6.21301991864982e-05 5.3415299983745516e-05 -6.339955046905272e-07
AGE 6.598386798502836e-05 3.7626172354979437e-06 7.3956010523332905e-06 1.0342378835583369e-06 -3.99218669265236e-06 -1.7672890450343277e-06 -1.5645871617533978e-07 5.220721189298916e-07 2.4857154005208596e-08 1.2201579318983402e-07 9.971428816933446e-08 -7.773091086408374e-09 -9.618583038054709e-08 4.6856708458174197e-08 -1.5086594754523248e-07 7.792762943210802e-08 -1.0128744379836948e-07 -1.1256318895251828e-07 -2.255252421110421e-07 3.125407947417267e-08 8.479680502635157e-08 -4.109764614053441e-08 -5.469520004852049e-08 -1.4680652639715935e-07 -8.501371097351906e-10 -1.140911196654635e-07 1.92793584156513e-06 -2.938800514187095e-06 5.310695673327152e-06 -1.988892297648427e-06
sex 0.00042565945060414823 7.395601052333273e-06 0.007879951495033817 0.005756657960593698 0.001592747475606888 -0.0001725096908597545 -1.552082747611191e-06 4.772417862593675e-06 -2.2215383869144525e-06 4.4335128826475515e-07 5.811550596100151e-06 -9.068195751180198e-07 2.732123063742718e-06 2.35729254185849e-06 2.0366967593729343e-06 -7.450237282848328e-07 2.793048114105951e-06 2.3408820160723797e-06 -1.9025056838876553e-06 3.8683256248964206e-06 -1.1479768136157702e-06 -3.4873989991737037e-06 1.6531201103732042e-06 3.829962222185912e-06 6.5731468443495695e-06 3.194201245060995e-06 -3.834741463684868e-05 8.762607108321794e-05 -5.2561850406654445e-05 4.890372603709575e-05
age_sex 0.0016810376381447693 1.03423788355907e-06 0.005756657960593848 0.01381557332268221 0.013811239521377376 0.0037584192250728196 -4.58667250726011e-07 3.7789505495690603e-06 2.0424805362569263e-06 -1.136687964674474e-06 -1.7482410876114186e-06 1.5602056725836675e-06 4.134135609493862e-06 9.482883430955157e-07 1.0365033364125904e-06 1.8950199865401306e-07 4.55652273657193e-07 6.026960918397765e-07 -2.6630307647917543e-06 2.88901482553096e-06 1.7787302729028655e-06 -1.74961268432079e-06 -3.1790067731273036e-07 5.615801529113174e-06 2.290187472392264e-06 -2.857254107009013e-06 -8.775376111542188e-05 6.270830665387323e-05 -1.3780431732186522e-05 9.052575240567058e-05
age2_sex 0.00218392779323707 -3.992186692651095e-06 0.0015927474756070573 0.013811239521377265 0.018964553854873212 0.006134627558422664 -1.1423455308061897e-06 8.708587575025869e-07 5.692928624902727e-06 -3.2290628399289124e-06 -4.936267907886902e-06 2.335944768479243e-06 5.096653169229931e-06 6.707751908529552e-07 2.2253631912232727e-07 -3.4256883076498286e-06 4.561996487863012e-06 -5.060036256973812e-07 -3.3978446610295615e-06 1.6015127681644455e-06 3.0763567965893777e-06 1.9871366559530485e-06 -1.655941204164321e-06 5.7431065053085024e-06 -2.276656381192134e-06 -3.743380885070287e-06 -0.00010134944868555287 -1.9266575402919662e-05 0.00012879932558392654 6.0411281461451925e-05
age3_sex 0.000704835763244488 -1.7672890450338915e-06 -0.00017250969085970115 0.0037584192250727376 0.006134627558422597 0.0021577651257125257 -5.455053100762168e-07 -2.2397093652018627e-07 2.2482420444310097e-06 -1.345087146182579e-06 -1.623633477488394e-06 5.60150109182987e-07 1.7537174309680413e-06 4.831588145693445e-07 -1.730250856213296e-07 -1.9608578848764752e-06 2.4447579098684463e-06 -3.85273793933427e-07 -1.4280918584370947e-06 4.038995479880385e-07 1.0847441315653857e-06 1.349971560768841e-06 -9.232186458819045e-07 1.5399840089435342e-06 -1.471765405843018e-06 -8.949716092765761e-07 -2.932071418583203e-05 -3.391655452290759e-05 7.899443782762707e-05 7.422749419778646e-06
PC.PC1 -2.6855135697135723e-06 -1.5645871617534192e-07 -1.5520827476112807e-06 -4.5866725072592714e-07 -1.1423455308060074e-06 -5.455053100761537e-07 1.244692886820577e-06 2.8766003213224923e-08 1.2381602002449315e-08 -1.3662712448988767e-07 7.479014365725663e-08 -5.339384610725343e-08 -1.2302411406247286e-07 1.0186168000039429e-07 5.9315677410340485e-08 -5.3969981378950097e-08 -6.577525178659063e-09 1.1683479166793992e-07 -1.3110649867459746e-07 -7.90681619275131e-08 1.1192442780213838e-07 -1.0768929492204264e-07 4.067885764739019e-08 -1.5005561985301727e-08 1.293229457765596e-07 -2.1479829844589089e-07 4.219615055425691e-07 -2.1332251628054544e-06 -5.947726935852959e-07 4.243554528291175e-06
PC.PC2 1.0186677903878842e-05 5.22072118929887e-07 4.772417862593902e-06 3.778950549569006e-06 8.708587575023244e-07 -2.239709365202898e-07 2.8766003213224952e-08 1.9587265337838684e-06 -8.288141805418538e-08 1.071272504477309e-07 1.1127817970999465e-07 -3.2850673457312905e-07 -1.128218345683503e-07 -5.175478613092616e-08 3.5804035550422995e-08 5.0375445375767776e-08 -3.199371231837842e-07 -1.9624508822623284e-07 8.464513755092441e-08 -1.3823319964173463e-07 -4.3349545457012436e-08 -6.133823377671116e-08 -2.2227909896536425e-09 -3.310592862097735e-08 1.4091024272402725e-09 2.0718728330513263e-08 -1.532617860376192e-06 1.3759304015554962e-06 -9.529756087976785e-07 -1.6274483649385622e-06
PC.PC3 1.148424700315365e-06 2.485715400521197e-08 -2.2215383869129744e-06 2.0424805362591104e-06 5.692928624904676e-06 2.248242044431535e-06 1.2381602002450639e-08 -8.288141805418407e-08 2.322441001313361e-06 9.045645246100287e-08 1.8141094565047958e-07 1.601298454239118e-07 5.046560850896216e-08 -1.126370845382028e-07 9.821382422074006e-09 2.638340590826838e-07 1.5007113366504408e-07 -1.505216443227605e-07 -9.089220527025515e-09 1.0946761566561733e-07 1.6272751828527623e-08 -8.654792372544055e-08 5.814619129889483e-08 1.2402553882788888e-07 -4.453103816759855e-08 1.6437435058156872e-08 3.0822680870596185e-06 -3.6667664463764407e-06 3.8125776031962506e-06 5.8597618252626015e-06
PC.PC4 2.768734707416577e-06 1.2201579318983098e-07 4.433512882646949e-07 -1.136687964674053e-06 -3.229062839928303e-06 -1.345087146182388e-06 -1.3662712448988677e-07 1.071272504477299e-07 9.045645246100397e-08 2.814334874274681e-06 2.645176795524663e-07 -1.6536578337277545e-07 1.5492343429442246e-07 1.0483705422175536e-08 3.494313771332396e-08 -1.4627014597878304e-07 -1.107973604140676e-07 -5.092589980776375e-09 2.6228546529591925e-08 1.618479275471004e-08 -9.878906924255835e-08 1.4040984906753807e-07 -5.698858012004624e-08 -2.3075894863323694e-07 -6.003523402228725e-08 1.673872747141287e-07 -4.134109053054404e-07 2.4300579771284637e-06 1.0454654091785876e-06 4.449967064247608e-07
