(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00314514925178769 0.735360039647385 0.0278742141664911 -0.0278253537749277 -1.46339043766324 0.72802064609604 -2.06918630598675e-05 1.15444759356262e-05 -3.30809449066466e-05 8.19453194481806e-06 1.36154508012057e-05 -6.29766739906368e-06 2.29730602961151e-05 2.33205530440493e-07 3.97036933251311e-05 -4.4296229193575e-06 -8.1675414647889e-05 -5.47343156588204e-06 -6.90158222390055e-06 -1.20527119494395e-05 1.16127813523786e-05 8.16208800676713e-06 3.20221074527029e-05 2.2328159583913e-05 -1.93937012074429e-05 3.86197991556386e-05 8.61940060132214e-05 0.00016495262859 -2.82648072676009e-05 -0.000484120207635176 2.81156018598328e-05 -0.000432985931043603 0.000513974396961066
covarSEX 0.735360039647385 2806695.03837173 28727.3013120919 -28727.7723304538 -5616215.81696859 2809652.35958162 -0.960332520206845 -4.47869262311412 1.52309464370943 0.147460544851378 -2.44965037945857 2.79458591993886 1.04057648375258 -1.72429027178195 3.59909211375149 0.419702040507798 1.81576946044686 -0.663003631435597 0.974871867140468 -1.47245090439398 2.671327439312 0.0981010030103395 -2.17117106420104 -4.29103514252624 -2.83421059495543 1.59580828902069 0.580967402645814 5.5096318720609 -3.18332523371591 -6.29594894473103 0.813342306962041 2.40818780279409 3.44986849372306
covarYOB 0.0278742141664911 28727.3013120919 570.775535340641 -570.799910942463 -57485.1982410139 28759.2326528357 -0.0232851037922854 -0.0748169728508882 0.0254309196540887 -0.023741791573667 -0.00120850274883865 0.0113772163146132 0.0196671281291156 0.0469366825923568 0.0407581585814747 0.0370444187522017 0.0413549637937615 0.0329549678473119 0.00939521542084608 0.0251897960102537 -0.0141373718791987 -0.0409610412786684 -0.0255848843150092 -0.0580304593659536 -0.0464724214195091 -0.000848512901709143 -0.0151359171781326 0.0708465467207501 0.00315016771160736 0.0185786464619583 -0.0374346290445285 -0.12244553176772 0.108897502507757
covarYOBsq -0.0278253537749277 -28727.7723304538 -570.799910942463 570.829962050889 57486.697064213 -28760.2607112473 0.0230353629408978 0.0748806002449489 -0.0253441074096243 0.0237911597393507 0.00127932676768158 -0.0115039306831682 -0.0195311523962418 -0.0470440879042506 -0.0406275320426502 -0.0369116692673513 -0.0413341402276346 -0.0330816460577751 -0.0092867777390054 -0.0253307536651173 0.014265412560789 0.0410782614375259 0.025495387605687 0.0580646530855131 0.0463924802986938 0.000948645403709493 0.0150994572662793 -0.0708275951277042 -0.00321990876938686 -0.0185179397011656 0.0374125663774345 0.122127780215083 -0.108693876614575
covarSEX_YOB -1.46339043766324 -5616215.81696859 -57485.1982410139 57486.697064213 11238198.4010824 -5622245.90308742 1.90672874149279 8.95894704977356 -3.03627892319968 -0.302548145540347 4.91426522723603 -5.58676601831285 -2.06248225010804 3.4339217852865 -7.20777887799097 -0.839115226087837 -3.6377470990807 1.33696862872683 -1.94539022267922 2.94572701383394 -5.3459205172253 -0.190824803484771 4.34896883609971 8.58915455619233 5.66532564819736 -3.18596414772671 -1.17663584617296 -11.0573521821743 6.38915979607892 12.6490061596831 -1.62736000509333 -4.84415792436366 -6.89012989346534
covarSEX_YOBsq 0.72802064609604 2809652.35958162 28759.2326528357 -28760.2607112473 -5622245.90308742 2812725.29012481 -0.946523104541479 -4.48050932097206 1.51326926033686 0.155115495236638 -2.46484882349723 2.79236354271582 1.02195168609542 -1.70968803749413 3.60886818919759 0.419435315366264 1.82211150104943 -0.673987591418565 0.970502824308416 -1.4733326764993 2.67479312301341 0.092819564895885 -2.17782524035154 -4.29829201737292 -2.83124190477044 1.59018603578915 0.595648002828081 5.54808735327649 -3.20593139291572 -6.35359912272609 0.814245441543775 2.43618609128854 3.4404590788966
covarPC1 -2.06918630598675e-05 -0.960332520206845 -0.0232851037922854 0.0230353629408978 1.90672874149279 -0.946523104541479 0.00377935734593972 -0.00047808662073648 -0.000111779416125515 -0.00010950421249438 -0.000232776720243338 6.61068889157685e-05 5.09910630218853e-05 5.2707559915324e-05 4.68801290727313e-05 5.94036618209619e-05 -9.1218370743833e-06 0.000366360535487002 -2.71119960960775e-05 -0.000201214004835106 -0.000468832663318173 -0.000422373148274058 0.000170365187927773 -2.57810409033422e-05 0.000113197807745362 3.48578643708644e-05 -2.22878669004807e-07 0.000475294735955394 0.000431221331685214 0.000308199968285891 0.000405064736925295 0.000167247858400354 7.03216756325376e-05
covarPC2 1.15444759356262e-05 -4.47869262311412 -0.0748169728508882 0.0748806002449489 8.95894704977356 -4.48050932097206 -0.00047808662073648 0.00286447049291304 0.000190357901876044 0.000233164867100185 -6.17013043589778e-05 -6.16623458596936e-05 -8.55702438649774e-05 0.000107601299367604 -3.43383251374862e-05 -3.15598859733033e-06 -3.04145606569787e-05 -0.000149921033060819 0.000101297366155612 -0.000125367217936678 5.15818207697874e-06 2.09072450538567e-05 7.92159274591821e-05 4.36221663959623e-05 -8.52178870841763e-05 -4.68506506310593e-05 -9.35487513774875e-05 7.32234050743271e-05 0.000273714571599481 0.000167166494130315 -0.000409613310398109 0.00010094226390163 -0.000244413578341715
covarPC3 -3.30809449066466e-05 1.52309464370943 0.0254309196540887 -0.0253441074096243 -3.03627892319968 1.51326926033686 -0.000111779416125515 0.000190357901876044 0.00351764446333529 9.74935153363849e-05 0.000445473231756551 2.24621708438707e-05 0.000234058279208983 -8.62895534310079e-05 -0.000427760204326705 -4.34156758902932e-05 0.000167117698646191 1.40955420881326e-05 -0.000312894673670509 1.4658663983134e-05 5.87669132430536e-07 0.000114146905122945 -0.000227468730788912 -0.000265323807215939 0.000193472821818859 5.87158770296417e-05 1.20562287931635e-05 0.000272965812410266 0.000205610375332896 -0.00078457638661969 0.000614325172742179 0.000138365699290849 0.000132690772700087
covarPC4 8.19453194481806e-06 0.147460544851378 -0.023741791573667 0.0237911597393507 -0.302548145540347 0.155115495236638 -0.00010950421249438 0.000233164867100185 9.74935153363849e-05 0.00335166844896297 0.000494341141540816 -0.000123265291173554 6.81239480332938e-05 -0.000376015460951046 0.000118164451530195 0.000108057045571613 0.000111066513105468 -0.000324385584742345 -0.000215161516897595 3.60792284201804e-06 -2.9284264899022e-05 1.49540053762335e-05 9.46141152931523e-06 -0.00016737867025123 -5.05772223082947e-05 4.55034496098209e-05 -8.38011268714338e-05 0.000275178405754091 4.79383732497128e-05 -4.20184121620933e-05 -0.000377242536379755 0.000308086880061899 -0.000588504976210068
