 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005570198397404939 2.1500043771546566e-06 -1.7018626063142264e-06 7.316731520296065e-07 3.364205678799088e-07 -1.3727174936536393e-06 2.2719225016966084e-06 7.570208945475362e-07 2.5845628070210798e-06 7.258364008620577e-07 9.96770964665446e-07 5.551269985982972e-06 -2.8271978576067568e-06 2.0927780086499135e-06 -9.57519124823102e-07 -2.3992902663401914e-06 -2.2703473829029696e-06 -1.9874847092871047e-06 -2.1036729757563786e-06 3.129867325258059e-06 -2.0187287819132765e-07 2.0309896829419723e-05 7.731098996919901e-05 8.281671680114957e-05 -0.00016715845743993545 -1.0679090422101612e-05 -0.00013617280193336438 -0.00010957060863222125
PC1 2.1500043771546554e-06 1.9897888230122153e-06 -1.9575049319663287e-06 -1.4912298586805345e-07 -7.044197815444223e-08 -3.2315008062640543e-07 1.272825852590585e-07 1.5682334906458104e-07 1.796606097303203e-07 -5.918451959753089e-08 1.284221591826037e-07 -5.3177881720232896e-08 5.961249885740034e-07 -6.614798799899374e-08 -3.423339801663534e-07 -7.220174009547451e-07 -6.26574649393058e-07 2.0965723507838947e-07 -1.020552432459785e-07 1.3548133961159522e-07 -9.168990976522924e-08 1.4580396911486092e-07 -2.9430028832580113e-06 -9.753533442393012e-07 -3.752159065798982e-06 -1.208370166385703e-06 -6.8241701786403525e-06 1.741559660995432e-06
PC2 -1.7018626063142224e-06 -1.957504931966329e-06 4.808013628646653e-05 1.0577731866378253e-06 1.4509137201017451e-06 -5.102948497565198e-07 -9.444535530257062e-08 -4.0671254221685073e-07 1.1230965648379931e-06 -2.5095851936739985e-07 3.350936154264023e-07 -6.421515560406207e-07 -9.067496457845974e-07 5.038052645884464e-07 -1.086360174238582e-06 3.4719035550255274e-07 -2.464485877772298e-08 8.244937975416769e-07 3.7201823976938786e-07 -5.582803196472441e-07 -3.8996214913623037e-07 1.483192131218031e-06 2.141715112000282e-06 6.126886660734799e-06 2.2510395605427133e-05 -9.943157223163363e-06 -5.1115659120373714e-06 -7.322233540997981e-07
PC3 7.316731520296085e-07 -1.4912298586805337e-07 1.0577731866378255e-06 3.813412326853626e-06 1.5039618247045207e-07 1.0591281667183844e-06 6.476252627469387e-08 4.7220377034702704e-07 -4.488342131777024e-08 -9.629367305524107e-07 1.784844970737282e-07 2.943946151685421e-07 5.749120808641809e-08 -6.055814176041564e-07 6.190618264317411e-08 -6.670040541604012e-08 1.8165221482994808e-07 -4.244728149146437e-07 -5.157000535433311e-07 3.806174045808977e-07 9.332154875401324e-08 -2.0541003912762957e-07 4.2890272925983576e-07 3.087925930837974e-06 3.3513397635665955e-06 -6.099507733992712e-06 -6.067747858607803e-06 -4.053407220732838e-06
PC4 3.364205678799093e-07 -7.04419781544423e-08 1.450913720101746e-06 1.503961824704521e-07 7.378062693443337e-06 1.764412487957747e-06 -3.270943010127306e-07 1.8078566878579437e-07 -1.279422588817966e-06 4.097559432239424e-07 2.209781039150469e-07 1.854629602033392e-07 -8.348288784786255e-07 -4.7679838624786477e-07 -1.6235075913092103e-07 -1.7903963248728194e-07 1.061758925900639e-07 1.0063108638603716e-07 -4.2321050989647355e-07 -2.600872592258015e-07 1.622754836284812e-07 -8.983214319467386e-07 4.172824861341927e-06 -1.0024734309825444e-05 3.601199339831528e-06 -1.2176507395513106e-05 2.575845199051867e-06 1.2808967229252412e-05
PC5 -1.3727174936536346e-06 -3.2315008062640533e-07 -5.102948497565201e-07 1.0591281667183854e-06 1.764412487957747e-06 1.5198120552285454e-05 4.4549573924708254e-07 1.2398342353054127e-06 -9.028967896747434e-07 -4.392088827440179e-07 -3.812712293300053e-07 -1.2677002689287022e-06 4.345645793184099e-07 -1.1341542211572277e-06 5.550142703302639e-07 -1.320170184906608e-07 -1.7417864978358884e-07 7.602486082770283e-07 -3.6233198970062807e-07 3.180783928770883e-07 1.4821520282219408e-07 -8.445116341835295e-07 -1.4493921651133789e-06 -2.981813943781073e-06 8.277009169123303e-06 -8.680706797592953e-06 1.8658506460863184e-05 -6.65591199226736e-06
PC6 2.2719225016966113e-06 1.2728258525905838e-07 -9.444535530257073e-08 6.476252627469396e-08 -3.2709430101273047e-07 4.454957392470828e-07 1.4646341313052758e-05 -4.778814816914955e-08 4.1070301585117e-07 2.2769398526132e-07 6.103488989045469e-08 -4.29464230264805e-07 7.395828319090296e-08 -2.7078598168406686e-07 -2.54615202096924e-07 -6.961217552957937e-08 -1.1584825088753939e-07 2.1665366784725634e-07 -4.4345045513446333e-07 -2.326865251594375e-07 -5.363804575837111e-07 2.4438775638121314e-06 -7.485578354109984e-06 -2.0295966629097375e-06 1.3229618879313483e-06 4.0269191279516945e-07 3.900744925336264e-06 -4.874066847716391e-06
PC7 7.570208945475387e-07 1.5682334906458107e-07 -4.0671254221684973e-07 4.7220377034702704e-07 1.8078566878579453e-07 1.2398342353054134e-06 -4.7788148169149454e-08 1.2278017519311431e-05 9.502815696166514e-07 -2.5325767227458146e-07 -1.1042935195865562e-07 1.3411629874917211e-06 2.0182807442328383e-07 5.006711502920141e-07 -2.400582214705386e-07 -4.706928572879104e-07 -3.163068934626609e-07 -1.7979215182449067e-07 7.652920942910664e-08 6.155487377955334e-08 -3.029402660451032e-07 1.8139252920287281e-06 5.057245406371156e-06 -7.163825899743453e-07 1.1005648215786566e-06 -1.2712543854416593e-05 6.633994792585479e-06 -1.3048481555400115e-05
PC8 2.5845628070210755e-06 1.796606097303204e-07 1.1230965648379927e-06 -4.488342131777041e-08 -1.279422588817966e-06 -9.028967896747434e-07 4.107030158511703e-07 9.502815696166507e-07 1.332993666832226e-05 3.517195893693431e-07 2.4485112607199937e-07 -7.711174870662511e-07 2.8427785622688654e-08 1.1078282081234068e-07 -6.491768637434789e-08 -6.710695328774414e-07 3.9233339047303525e-08 1.0800581152792456e-07 -6.073057512605545e-07 -3.2487447151735e-07 2.9051362458320335e-07 2.3065041619452058e-06 -3.3466418017742976e-06 6.193715118316129e-06 -1.393645090566792e-06 -3.037604321623742e-06 -5.923579232907368e-06 -1.5424414380862306e-05
PC9 7.258364008620583e-07 -5.918451959753099e-08 -2.509585193673999e-07 -9.629367305524116e-07 4.0975594322394274e-07 -4.392088827440181e-07 2.2769398526132015e-07 -2.532576722745816e-07 3.517195893693434e-07 1.1468820217611874e-05 -4.3160315542417963e-07 6.557952981783073e-08 -5.093354877535085e-07 -1.0303084589102496e-07 -8.552341313653512e-07 3.202153142613187e-07 4.6465878675248244e-07 6.928060655052798e-07 -1.3310814595126797e-07 -1.1518986698825513e-07 -6.221060865404798e-07 -1.6786536518574882e-07 -3.677514939102232e-06 1.199211509504635e-06 8.651685421816227e-06 1.525462464321558e-06 -1.4712725442271403e-06 3.9444969671109787e-07
