(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.00187338900641698 2.75049665772436 -0.0481212360156172 0.0477283466945957 -5.41807884547115 2.66867185857173 -2.21362009103479e-05 -6.80808350515883e-06 -0.00010883304420537 -4.65076232609196e-05 2.4889815144687e-05 2.36621370235503e-05 -3.32432661775793e-05 1.96176968192874e-05 -5.9224506505043e-07 -1.14502620621859e-05 -1.37850082132437e-05 2.81999087483919e-06 3.53553611446987e-05 3.65088493929319e-05 2.35747013008638e-05 -5.6215463233491e-06 1.8431455271796e-05 -1.76581210145115e-05 -5.77866836173749e-06 1.10367785709631e-05 9.06536191466342e-05 -0.000114314993434324 -0.000105698688413265
covarSEX 2.75049665772436 301460.629448093 3733.25169093903 -3729.12820149963 -601953.380945611 300539.481025512 0.172979143341802 0.116231553245703 -0.396544978555383 0.0411428012721557 -0.236376573028576 0.127761116971906 -0.0805784240308146 -0.0654330090592044 -0.134898359399446 0.275546633682222 -0.101075341786697 0.0361379697859982 -0.0568354744785787 -0.470613225163713 -0.274295434336457 -0.28488323527879 0.240609955361927 -0.190649040204619 0.180976072426431 0.273192008564352 -0.319521685639184 0.273261625699605 0.230515922704501
covarYOB -0.0481212360156172 3733.25169093903 125.42326510865 -125.284261490435 -7464.01091629893 3731.31810196637 0.000289939715058568 -0.00482890795298337 -0.00468160936907757 -0.00459615118466537 -4.4475718867443e-05 0.00849092964444854 0.000606316383232972 0.00485797049921681 -0.0017658566475364 0.00498006789113571 -0.000212342556608817 0.00285560838353054 -0.00137524864347188 -0.000692379182383034 -0.013031961263729 -0.0149885460615683 0.00674405563021529 0.00526629223223023 0.00457563550682091 -0.00330588234189341 -0.00565376557451858 0.0113897547263551 -0.00254391921367084
covarYOBsq 0.0477283466945957 -3729.12820149963 -125.284261490435 125.147912853589 7455.91413232343 -3727.34394309762 -0.000332634239056851 0.00487866997755285 0.00482908019387389 0.00465081119729333 1.81460539461166e-05 -0.00853504917149461 -0.000560712023645603 -0.00487179495380661 0.00181616974218158 -0.00494466240854948 0.000231635524838171 -0.00286880816811429 0.00137027404354221 0.000612722510922984 0.0130105621744399 0.0149948646745208 -0.00678181268040111 -0.00525973395013332 -0.00459835966700277 0.00331415878775329 0.00562409414038878 -0.0113408112881586 0.00258134744343622
covarSEX_YOB -5.41807884547115 -601953.380945611 -7464.01091629893 7455.91413232343 1202000.01607722 -600139.85024844 -0.347215120818853 -0.231408547187812 0.796867416079744 -0.0810924145330386 0.47453553920892 -0.258117753325595 0.16264559546479 0.129660829406081 0.272248236785976 -0.549029479303017 0.20053828228582 -0.0693932757397864 0.115136058409259 0.938944426788619 0.549650924423219 0.568763567141655 -0.480960033922352 0.380379673940222 -0.365267815293889 -0.546560415763855 0.638017456492834 -0.545310890848745 -0.461228064254335
covarSEX_YOBsq 2.66867185857173 300539.481025512 3731.31810196637 -3727.34394309762 -600139.85024844 299646.863573626 0.174156987932448 0.115194494369886 -0.400409245372919 0.0399517123746828 -0.238176705888973 0.130395893999134 -0.0821120888636525 -0.0642212839805369 -0.137394134086973 0.273515780818007 -0.0994677484747737 0.0332820705971716 -0.0582801935057595 -0.4683887719572 -0.275350941854633 -0.283903329728405 0.240416822960155 -0.189733866005047 0.184298713028386 0.273391230795312 -0.318529909371705 0.272072699003794 0.230741660474495
covarPC1 -2.21362009103479e-05 0.172979143341802 0.000289939715058568 -0.000332634239056851 -0.347215120818853 0.174156987932448 0.00154129437231473 -0.000252670573555422 0.000170600048107679 -7.95897250673732e-05 -2.22363613437773e-05 1.05304823664172e-05 3.84245006965082e-05 6.38182336680151e-05 -1.16818958492824e-05 4.32182933869636e-05 -3.17782635073297e-05 0.000176840275204413 7.8033268116299e-06 -7.88062900339129e-05 -0.000162194246937794 -0.000135257376106234 1.68157080303322e-05 4.97524531449811e-05 2.34792769887457e-05 -1.72524396537805e-05 -2.39987687927533e-05 -0.000216559598888895 -0.00015586929402887
covarPC2 -6.80808350515883e-06 0.116231553245703 -0.00482890795298337 0.00487866997755285 -0.231408547187812 0.115194494369886 -0.000252670573555422 0.00132536502814625 5.02179337157913e-05 0.000118591542995628 -3.53672004667334e-05 -1.83549062684627e-05 -2.44556253449341e-07 2.83424541380584e-05 -1.12581496857519e-05 -5.60187032869655e-07 1.64493831746355e-05 -3.77380527869742e-05 -2.47318503766382e-06 -3.94547606991706e-05 1.97334303476645e-05 -1.6638344334706e-05 3.86666154610162e-05 -1.81786838424566e-06 8.43834731661243e-06 6.84560831648314e-06 -2.72662135054997e-05 1.97586866394291e-05 2.841224225032e-05
covarPC3 -0.00010883304420537 -0.396544978555383 -0.00468160936907757 0.00482908019387389 0.796867416079744 -0.400409245372919 0.000170600048107679 5.02179337157913e-05 0.00150497284200007 3.20644327758797e-05 0.000108733693187668 -2.64023143392932e-06 3.9745169518872e-05 -2.40848668390005e-05 -0.000178738378923564 8.9457305588546e-06 9.20452330966713e-05 3.17244592336643e-05 -9.4568829086641e-05 1.84256758272623e-05 8.36795299130059e-06 -6.79263390091776e-06 -5.59242921273074e-05 -6.89198964244257e-05 5.51865785417933e-05 2.19908962421149e-05 1.45517949831414e-06 -1.41402173907948e-05 -5.66649609051301e-05
covarPC4 -4.65076232609196e-05 0.0411428012721557 -0.00459615118466537 0.00465081119729333 -0.0810924145330386 0.0399517123746828 -7.95897250673732e-05 0.000118591542995628 3.20644327758797e-05 0.0014171999593375 0.00016840164147808 -5.57993965119746e-05 -1.10198731922685e-05 -0.000133744250182414 9.07570599316937e-05 4.44475699819208e-05 6.55033881590081e-05 -8.88686492048955e-05 1.67695845116362e-05 -4.84234406276779e-05 -1.41670213814533e-05 3.26342103648138e-05 1.00484276659066e-05 -4.5760903410435e-05 -3.20561843197579e-05 7.58043693028524e-06 -4.52493812278195e-05 2.88364845704617e-05 -8.65523755394729e-06
