 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0004139797108140517 8.053300854796033e-07 -5.7912031468405175e-06 -9.254467975914884e-07 -3.540849957104886e-07 -1.4688822693521999e-06 2.0403051603295808e-07 1.0958460417806599e-06 -8.14335729845e-07 1.228900553078631e-06 -1.0571276512048915e-07 -8.866712915172864e-07 2.4123335959749323e-07 -1.6028626830036614e-07 -6.233938092922785e-07 -1.2448165844541032e-06 -1.4253389852332595e-06 9.804802862426864e-08 2.041382321832241e-07 1.0602118479615873e-06 4.05838337456924e-07 2.696536055201531e-06
PC1 8.053300854796035e-07 1.2999319814143087e-06 -1.0905686197092459e-06 7.617482251365864e-08 -4.370007808956555e-08 -3.016123875443963e-08 -2.4929071408118818e-08 7.158677136431669e-08 1.4576295496924524e-07 -4.93585863144231e-08 8.012924090169492e-08 -7.732437587441732e-08 3.112804947028503e-07 4.083498171867261e-08 -1.8374359474074507e-07 -2.403922573961707e-07 -1.8031727752040956e-07 -1.8422715481171678e-08 6.740354098806421e-08 2.4372861621469544e-08 3.437547479955512e-08 -2.753182130389699e-06
PC2 -5.79120314684052e-06 -1.0905686197092467e-06 2.8531201799003114e-05 4.790696513566933e-07 8.002755637801128e-07 -2.6466629120351146e-07 -5.578127724550492e-07 1.0586236830612596e-07 2.9370382600663015e-07 -2.6357690150203794e-08 -2.0254248472959913e-07 2.5106285533550097e-07 -1.7066241028223035e-07 -9.682203853543544e-08 1.9464954579493762e-07 7.440096896327409e-08 -2.580511282319295e-07 2.062862078364992e-07 1.0152811109130844e-07 -2.634951324671166e-07 -1.0193249580944328e-07 -3.2322604857369015e-07
PC3 -9.254467975914891e-07 7.617482251365868e-08 4.79069651356693e-07 2.7062942008865055e-06 6.219568778442658e-08 3.755121155614125e-07 -1.0905800495243923e-07 1.2476752460881532e-07 -5.642512951445516e-08 -4.63610741838756e-07 4.173085336830114e-08 2.487901105645607e-07 6.775744033675976e-08 -2.131271271226255e-07 -4.766400404684226e-08 7.443244437679879e-08 3.078890939486076e-08 -1.473773223083225e-07 -1.3230390386985023e-07 1.190724030159943e-07 1.1474937060425369e-07 -1.1196528641128545e-07
PC4 -3.540849957104891e-07 -4.370007808956559e-08 8.002755637801134e-07 6.219568778442664e-08 4.478499587838116e-06 4.923916260474906e-07 -3.016691388819931e-07 -9.051219144727633e-08 -4.0622100166557046e-07 3.539497178217358e-07 1.598158263407005e-07 2.2669275117246668e-07 -2.7201575339760893e-07 1.1610424769269342e-07 -1.24712082955726e-07 -3.079441798212317e-08 1.0489818877703463e-07 -5.480237536800663e-08 -1.6519136887266485e-07 -8.377187221593262e-08 -2.8151286545294477e-08 -6.473267256856564e-07
PC5 -1.4688822693522012e-06 -3.016123875443964e-08 -2.646662912035115e-07 3.7551211556141264e-07 4.923916260474906e-07 7.244016645340297e-06 6.544641731980773e-09 6.064953610131494e-07 2.6557315028792736e-07 -1.3132448926749435e-07 -7.754396880748032e-09 -3.3097871406522737e-07 3.2371318768488516e-07 -2.2362562752200223e-07 -7.732725782832726e-08 1.7295128187648943e-07 -1.3273038766300622e-08 2.6879423327230597e-07 -1.4269425533926355e-07 2.451892344007955e-08 2.416566749310906e-07 -4.38196937083858e-07
PC6 2.0403051603295726e-07 -2.4929071408118725e-08 -5.578127724550492e-07 -1.0905800495243931e-07 -3.016691388819931e-07 6.544641731980424e-09 8.946077639392455e-06 2.643811931925909e-07 8.32052503952401e-08 2.979912354693829e-07 2.1083565783822976e-07 -2.722702864656604e-07 -9.10503473189661e-09 -2.973980628160012e-07 -1.7755835190474735e-07 -5.101765307687268e-10 -6.8231726933932e-08 2.561698269026489e-07 -5.831076731083984e-08 5.712959381753068e-08 -1.5921893474293497e-07 -7.0263557967187e-07
PC7 1.0958460417806605e-06 7.158677136431677e-08 1.0586236830612583e-07 1.2476752460881532e-07 -9.051219144727646e-08 6.06495361013149e-07 2.6438119319259076e-07 7.467554852988912e-06 3.7774329710968207e-07 -7.301841668030145e-08 -7.426803290922003e-08 5.071646302886877e-07 2.1736775265480152e-08 4.0217369684925436e-07 -5.398480279044551e-08 -2.821929051005899e-07 -6.202231744339662e-08 -1.510994609312073e-07 2.8827963133086406e-08 1.2954717283157984e-08 -1.1178076633964487e-07 7.770140346007392e-07
PC8 -8.143357298450007e-07 1.4576295496924521e-07 2.937038260066303e-07 -5.642512951445516e-08 -4.062210016655704e-07 2.6557315028792715e-07 8.320525039523998e-08 3.7774329710968186e-07 7.333858692349547e-06 -1.1332181424336763e-07 1.8873491782685256e-07 -3.1906297895543236e-07 3.330534458720603e-07 -1.3584334083579938e-07 1.042772355610389e-07 -2.1204715371183804e-07 1.139724404330892e-07 2.3470424276179977e-07 9.012817596505186e-08 -2.349354689530297e-07 1.2579564979944946e-07 -6.628159292167375e-07
PC9 1.2289005530786313e-06 -4.93585863144231e-08 -2.6357690150203595e-08 -4.6361074183875605e-07 3.539497178217358e-07 -1.3132448926749414e-07 2.9799123546938274e-07 -7.301841668030123e-08 -1.1332181424336757e-07 7.225091330478145e-06 -1.510488794500583e-08 -2.1870411539508215e-07 -6.290727937684356e-08 -2.603877673495697e-07 6.444465029179333e-08 -5.352133931867338e-08 2.002166113252065e-07 1.5200987444442192e-07 -2.2805645704001956e-07 -1.484113692484402e-07 -1.667621115395013e-07 -3.3275798960435375e-07
PC10 -1.0571276512048912e-07 8.012924090169483e-08 -2.0254248472959918e-07 4.1730853368301176e-08 1.598158263407006e-07 -7.754396880748194e-09 2.1083565783822984e-07 -7.426803290921989e-08 1.887349178268526e-07 -1.5104887945005654e-08 6.390806151415062e-06 -3.7587465241212264e-07 1.4531631887774773e-07 -1.866950459332552e-07 -2.8035582594317595e-07 -8.711130405983385e-08 -2.715175861445526e-07 1.3705035036420003e-07 3.053713694353534e-07 2.0255925378446013e-07 1.9248227657069213e-08 5.8968056715029235e-08
PC11 -8.866712915172862e-07 -7.732437587441729e-08 2.5106285533550097e-07 2.487901105645609e-07 2.2669275117246655e-07 -3.309787140652274e-07 -2.7227028646566046e-07 5.071646302886879e-07 -3.190629789554323e-07 -2.1870411539508234e-07 -3.758746524121227e-07 6.538148015468645e-06 -1.289763525146357e-07 -8.423139199453213e-08 -9.018580256192542e-08 2.1567313535044137e-07 7.154998051142278e-08 3.4394596057213784e-07 -1.0416553348187521e-07 1.2544232274772537e-07 3.446608588020573e-07 -2.995185367121196e-07
PC12 2.412333595974932e-07 3.1128049470285016e-07 -1.7066241028223053e-07 6.77574403367597e-08 -2.7201575339760883e-07 3.2371318768488495e-07 -9.105034731896424e-09 2.173677526548011e-08 3.330534458720603e-07 -6.290727937684353e-08 1.4531631887774784e-07 -1.2897635251463584e-07 6.315554533223744e-06 4.328661432865114e-08 -1.3124140151562917e-07 -1.7411701086016914e-07 -2.52017986854447e-07 -1.1621993889191065e-07 8.910896128581308e-08 -1.569632049563381e-07 -8.535915562728065e-08 3.9053846267666633e-07
PC13 -1.6028626830036509e-07 4.083498171867262e-08 -9.682203853543546e-08 -2.1312712712262547e-07 1.1610424769269338e-07 -2.2362562752200207e-07 -2.9739806281600117e-07 4.021736968492542e-07 -1.358433408357992e-07 -2.603877673495697e-07 -1.8669504593325505e-07 -8.423139199453227e-08 4.3286614328651164e-08 5.848469288520652e-06 -8.230782918541574e-08 2.7862812396341334e-07 6.644045701914208e-08 1.1805000823453411e-09 -2.2391893810231316e-07 1.5612248071200911e-07 6.590877959614393e-09 -6.174557817885346e-07
PC14 -6.233938092922782e-07 -1.837435947407451e-07 1.9464954579493749e-07 -4.7664004046842415e-08 -1.2471208295572595e-07 -7.732725782832705e-08 -1.7755835190474727e-07 -5.398480279044531e-08 1.0427723556103904e-07 6.444465029179334e-08 -2.803558259431761e-07 -9.018580256192536e-08 -1.3124140151562909e-07 -8.230782918541567e-08 6.556620659115939e-06 -4.136128168906509e-08 -2.8721892681300372e-08 1.1923046486994375e-08 1.9493403002018034e-07 1.802434017983785e-07 9.425274598896043e-08 -7.435076021337737e-07
PC15 -1.2448165844541043e-06 -2.4039225739617073e-07 7.440096896327437e-08 7.443244437679869e-08 -3.07944179821232e-08 1.7295128187648932e-07 -5.101765307685916e-10 -2.821929051005898e-07 -2.1204715371183825e-07 -5.3521339318673514e-08 -8.711130405983389e-08 2.1567313535044142e-07 -1.7411701086016906e-07 2.786281239634133e-07 -4.1361281689065044e-08 6.062949464122071e-06 1.443232536091606e-07 -2.0816204006212406e-07 -1.183079920840881e-07 2.3633530311536505e-08 1.7696629164650792e-07 2.9318935156059337e-07
PC16 -1.4253389852332591e-06 -1.803172775204096e-07 -2.5805112823192945e-07 3.078890939486067e-08 1.048981887770346e-07 -1.327303876630056e-08 -6.823172693393205e-08 -6.202231744339661e-08 1.1397244043308931e-07 2.002166113252064e-07 -2.7151758614455254e-07 7.154998051142279e-08 -2.5201798685444714e-07 6.644045701914219e-08 -2.872189268130033e-08 1.4432325360916058e-07 6.1355879079435435e-06 1.5004185570598745e-07 -2.2424291617784427e-07 -2.065730996523931e-07 -1.431043981901598e-07 -3.960965380800611e-07
PC17 9.804802862426814e-08 -1.8422715481171694e-08 2.0628620783649944e-07 -1.4737732230832255e-07 -5.4802375368006626e-08 2.687942332723059e-07 2.5616982690264876e-07 -1.5109946093120721e-07 2.3470424276179995e-07 1.5200987444442184e-07 1.3705035036419997e-07 3.439459605721379e-07 -1.162199388919107e-07 1.1805000823453924e-09 1.1923046486994488e-08 -2.08162040062124e-07 1.500418557059875e-07 5.748517712605249e-06 -3.372648631315804e-08 -1.5032917975483096e-07 9.342616708647288e-08 1.1578180939240802e-06
PC18 2.0413823218322487e-07 6.74035409880642e-08 1.0152811109130856e-07 -1.323039038698502e-07 -1.651913688726648e-07 -1.4269425533926342e-07 -5.831076731083978e-08 2.8827963133086346e-08 9.012817596505189e-08 -2.280564570400195e-07 3.0537136943535326e-07 -1.0416553348187515e-07 8.910896128581296e-08 -2.2391893810231316e-07 1.949340300201804e-07 -1.1830799208408828e-07 -2.242429161778444e-07 -3.3726486313157924e-08 5.834345598678226e-06 2.3514848842950504e-08 1.1735073498897316e-07 3.765655581608117e-07
PC19 1.0602118479615875e-06 2.437286162146963e-08 -2.634951324671169e-07 1.1907240301599439e-07 -8.377187221593259e-08 2.4518923440079738e-08 5.712959381753076e-08 1.2954717283158093e-08 -2.3493546895302968e-07 -1.484113692484401e-07 2.025592537844602e-07 1.254423227477253e-07 -1.5696320495633797e-07 1.5612248071200922e-07 1.8024340179837838e-07 2.36335303115364e-08 -2.0657309965239324e-07 -1.50329179754831e-07 2.3514848842950507e-08 5.847931829407771e-06 1.5128724177826337e-07 8.040018445748021e-07
PC20 4.0583833745692455e-07 3.437547479955517e-08 -1.019324958094434e-07 1.1474937060425374e-07 -2.8151286545294387e-08 2.416566749310906e-07 -1.5921893474293492e-07 -1.1178076633964477e-07 1.2579564979944954e-07 -1.6676211153950136e-07 1.9248227657069276e-08 3.446608588020573e-07 -8.535915562728041e-08 6.590877959614435e-09 9.425274598896048e-08 1.76966291646508e-07 -1.4310439819015998e-07 9.34261670864728e-08 1.1735073498897317e-07 1.512872417782635e-07 5.3722211935029674e-06 1.7453145092930278e-07
proband 2.6965360552015286e-06 -2.7531821303897003e-06 -3.2322604857368724e-07 -1.1196528641128549e-07 -6.473267256856551e-07 -4.3819693708385843e-07 -7.026355796718704e-07 7.770140346007384e-07 -6.628159292167363e-07 -3.327579896043546e-07 5.896805671502951e-08 -2.9951853671211914e-07 3.9053846267666676e-07 -6.174557817885348e-07 -7.435076021337731e-07 2.931893515605924e-07 -3.960965380800618e-07 1.1578180939240804e-06 3.765655581608118e-07 8.04001844574802e-07 1.7453145092930262e-07 0.00030808284041268936
