 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0003159082767216497 2.8271207858893443e-07 -1.784178444956681e-06 -3.571054613366178e-07 2.1371579192234446e-07 -2.8850511741033844e-07 -6.241957132106798e-07 7.379518794469356e-07 -3.320293692439356e-08 6.991215180901566e-07 -2.837804310373769e-07 -6.770070313457016e-07 1.1258086099656964e-07 1.1094540618784276e-07 1.5449302617577492e-07 -4.0250807450211025e-07 -5.784487586309887e-08 2.7426819146548853e-07 2.7321747349137315e-09 4.988828007905687e-07 4.52833688402808e-07 1.9414797634378977e-06
PC1 2.8271207858893443e-07 9.983003252375051e-07 -5.600207903104878e-07 6.653438686784815e-08 -5.1118464646313334e-08 -4.2068951770370436e-08 -1.3378089133086031e-08 4.152844129114728e-08 9.545913296318827e-08 -2.849347695207791e-08 3.018218986458832e-08 -4.107266490496924e-08 1.9167105052491356e-07 1.3196483468553898e-08 -8.397571310973299e-08 -1.4603308877533925e-07 -1.2294756686155483e-07 1.2651598398305869e-08 4.5984921632756206e-08 1.607951662160158e-08 2.4574494148599027e-08 -1.8114549771705668e-06
PC2 -1.7841784449566803e-06 -5.600207903104883e-07 1.5314243740790022e-05 1.582577768878168e-07 4.543669518337708e-07 -2.4436860701033543e-07 -5.2012043406363335e-08 6.006177566619732e-08 8.876909231730958e-08 1.4380628050572835e-07 6.498180139023199e-09 9.089146393630818e-08 -3.908305656934571e-08 1.6977902500721042e-08 -1.7003377323718894e-07 8.134218682457022e-08 -1.2418570538919397e-07 1.3363078636327904e-07 -2.1455911697932687e-08 3.367950288741199e-08 2.050255078793909e-08 1.0774202708954644e-07
PC3 -3.5710546133661724e-07 6.653438686784811e-08 1.582577768878168e-07 2.027208619239083e-06 7.190517535290239e-09 2.202414965547693e-07 4.7651202436197e-09 4.7729262498214054e-08 -6.275819878108251e-08 -2.642742368397574e-07 3.323861271628024e-08 9.968801055638984e-08 6.705042528350186e-08 -1.2490830732644478e-07 9.43407106189546e-09 -2.5406017860938586e-08 -8.23308723019976e-10 -7.77712179373734e-08 -1.1184230160698293e-07 7.842624971304196e-08 2.84211204165214e-08 -4.2553515642478315e-07
PC4 2.1371579192234372e-07 -5.111846464631335e-08 4.543669518337709e-07 7.190517535290259e-09 3.239125476708717e-06 3.3026582693314645e-07 -1.872593274187463e-07 -2.6197907135497972e-08 -2.566739445017094e-07 2.070647073946956e-07 8.904637818234091e-08 6.710452390618135e-08 -1.8423390419175267e-07 5.775370975185731e-08 -4.3635309090306076e-08 -3.045152530621319e-09 2.527843668370671e-08 -1.6896185532506483e-08 -3.4930667479240223e-08 -6.690715500634835e-08 -3.003935872232871e-08 -3.415757584775139e-07
PC5 -2.8850511741033876e-07 -4.206895177037052e-08 -2.4436860701033527e-07 2.202414965547693e-07 3.302658269331463e-07 4.8214474699616435e-06 2.1042512956342184e-08 3.551081363924769e-07 8.95473554382499e-08 -4.5600278629522484e-08 -3.72990783682208e-08 -2.2758903986376169e-07 1.450965645315009e-07 -1.598565723931541e-07 4.084969326258746e-08 3.896361428844261e-08 -3.822076903954013e-08 1.629433027163545e-07 -8.157511196759673e-08 5.7929165363942395e-08 7.04171637254021e-08 -7.43651186392425e-08
PC6 -6.241957132106798e-07 -1.3378089133085983e-08 -5.20120434063634e-08 4.765120243619747e-09 -1.8725932741874643e-07 2.104251295634216e-08 5.286590729600732e-06 -1.9519993209345616e-08 1.3986528373698724e-08 1.705709439102956e-08 1.2792221105817294e-08 -1.2387895506379803e-07 1.7321109772325874e-08 -1.1306416311933984e-07 -2.3234008054137754e-08 -7.091582955587413e-09 -1.9796175902139237e-08 2.131340112229626e-07 -5.655234907282528e-08 -1.084947813449723e-08 -9.509814580655419e-08 4.8761302882822226e-08
PC7 7.379518794469352e-07 4.152844129114725e-08 6.006177566619735e-08 4.7729262498214034e-08 -2.6197907135498022e-08 3.551081363924768e-07 -1.9519993209345536e-08 4.471871703723959e-06 1.580750775858626e-07 -7.366680676417529e-08 -3.0170040653345594e-08 2.468094436120072e-07 6.436460725142545e-08 1.8933552458216248e-07 1.0911945419628028e-08 -1.228650568639867e-07 -5.475652411920798e-08 -1.3423262145963311e-08 4.53330461888663e-08 -2.282833185206897e-08 -8.192447023124693e-08 2.9793338456561315e-07
PC8 -3.320293692439399e-08 9.545913296318821e-08 8.876909231730932e-08 -6.275819878108251e-08 -2.566739445017093e-07 8.954735543825013e-08 1.398652837369871e-08 1.580750775858626e-07 4.466967869070468e-06 1.422525222216715e-09 5.7168980797122326e-08 -1.7509161443923904e-07 1.1307774527508882e-07 -6.11534292900609e-08 4.2136398681444023e-08 -5.5395260863621086e-08 3.284466450774086e-08 3.8023789232024366e-08 -2.9846716977980765e-08 -5.99896378127444e-08 6.846202538065497e-08 -2.675492238555877e-07
PC9 6.991215180901569e-07 -2.849347695207787e-08 1.4380628050572832e-07 -2.6427423683975745e-07 2.0706470739469576e-07 -4.560027862952245e-08 1.7057094391029665e-08 -7.366680676417526e-08 1.4225252222166565e-09 4.216957953316139e-06 -3.1450274036999e-08 -9.841717824698776e-08 -2.0267824959683257e-08 -8.699627110430787e-08 -2.1841890243613984e-08 5.3686110386812806e-08 1.1054401397734672e-07 1.1191560496808531e-07 -1.739178899681597e-07 -6.751997020369665e-08 -5.459063675305982e-08 -1.3142199011533697e-07
PC10 -2.837804310373773e-07 3.0182189864588356e-08 6.4981801390230925e-09 3.323861271628027e-08 8.904637818234086e-08 -3.72990783682208e-08 1.2792221105817405e-08 -3.01700406533456e-08 5.716898079712231e-08 -3.145027403699909e-08 3.891765297014157e-06 -1.396530682735264e-07 7.943719602947395e-08 -1.320384169655657e-07 -7.757268282636832e-08 -7.39489297487577e-08 -1.1715475261998179e-07 3.061844205272492e-08 1.2759975531705665e-07 1.2256260803945714e-07 8.05973530304253e-09 -2.2303032340797798e-07
PC11 -6.770070313457015e-07 -4.1072664904969245e-08 9.089146393630828e-08 9.96880105563898e-08 6.710452390618141e-08 -2.2758903986376169e-07 -1.2387895506379796e-07 2.468094436120072e-07 -1.750916144392391e-07 -9.841717824698779e-08 -1.3965306827352644e-07 3.864432471034951e-06 -7.284214861296862e-08 -2.7889133067240012e-08 -7.12443078708329e-08 9.052584410172669e-08 2.374195229616167e-08 1.2177090589410753e-07 -2.8758507218088122e-08 4.486687927897009e-08 1.4495698408054464e-07 -7.466049556102455e-08
PC12 1.1258086099656965e-07 1.9167105052491343e-07 -3.908305656934548e-08 6.705042528350185e-08 -1.8423390419175254e-07 1.450965645315009e-07 1.7321109772325857e-08 6.436460725142544e-08 1.130777452750888e-07 -2.026782495968318e-08 7.943719602947403e-08 -7.28421486129686e-08 3.762499998680113e-06 -2.758693524288434e-08 -1.7884724970240843e-08 -1.0851084680603841e-07 -7.553345098302355e-08 1.3957267113720049e-08 1.8654358505018243e-08 -3.086066314029892e-09 -4.369052882446678e-08 2.6740909350396915e-08
PC13 1.1094540618784224e-07 1.3196483468553872e-08 1.6977902500721234e-08 -1.2490830732644478e-07 5.7753709751857254e-08 -1.5985657239315403e-07 -1.1306416311933987e-07 1.8933552458216256e-07 -6.115342929006093e-08 -8.69962711043079e-08 -1.320384169655657e-07 -2.788913306723997e-08 -2.758693524288433e-08 3.5827117032435688e-06 -6.146167205737981e-08 1.5269915505908043e-07 3.2728337145903654e-08 7.839799316795459e-09 -6.756357865230946e-08 1.0700364041178548e-08 4.6362198417822684e-08 -6.320978305902831e-07
PC14 1.5449302617577413e-07 -8.397571310973301e-08 -1.7003377323718934e-07 9.43407106189546e-09 -4.3635309090306017e-08 4.0849693262587536e-08 -2.323400805413772e-08 1.0911945419628052e-08 4.2136398681444004e-08 -2.1841890243614004e-08 -7.757268282636835e-08 -7.124430787083281e-08 -1.7884724970240853e-08 -6.146167205737982e-08 3.829739335386827e-06 2.1527663210109574e-08 -7.502673306254756e-08 -1.9695712142268296e-08 6.534631999117015e-08 1.0289136977245839e-07 2.4547723509694668e-08 -3.32155629752227e-07
