 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003825259416036397 6.973942540822156e-07 -3.0141916648313524e-06 -6.068773974871057e-07 7.120775545054253e-07 -4.2793053158859146e-07 1.606912148565948e-07 1.9035191388716927e-06 8.84251162942473e-07 4.0207207147564113e-07 -4.197751792843019e-07 5.435985645909013e-07 -3.6613584987230486e-07 7.75056151742404e-07 2.992308261969084e-07 -8.729975107161157e-07 -2.0906572525232422e-07 -5.894561226675234e-07 4.47081424341902e-07 1.2965084821901784e-06 2.0038377558135673e-07 8.318384324191194e-06 4.332607862094103e-05 -4.486476954729643e-05 -6.10538059830474e-05
PC1 6.973942540822162e-07 1.3549781779167917e-06 -1.0496591286820763e-06 1.2758295610928466e-08 -7.116388922187981e-08 -2.0647245299387365e-07 2.4743195438018317e-08 1.3061294096084006e-07 1.429160735925768e-07 -6.299859929490083e-08 1.3752506341553382e-07 -7.035928619225469e-08 3.0071171849509254e-07 -7.773636012315619e-08 -1.3166717283669335e-07 -2.9268336158540963e-07 -2.273603717479504e-07 -2.2937375164229414e-08 -1.896621699875796e-08 6.777338233582092e-08 7.870829527036216e-09 -2.1454522133212675e-06 1.504731051813202e-06 -4.269246132510984e-06 -1.761777343411631e-06
PC2 -3.014191664831354e-06 -1.0496591286820767e-06 2.6833148521952412e-05 4.465181651643522e-07 9.249347663200135e-07 -1.4638545741391532e-07 -5.853113044540923e-08 -2.2136476358898355e-07 2.534418764403362e-07 3.740677963364251e-09 -3.0902022447377744e-08 -8.993939461804627e-08 -2.179926117673621e-07 2.6991241050950617e-07 -3.4336911273824093e-07 2.9141893802024484e-07 -1.1698735044680335e-07 6.494624002318799e-07 7.150419867373963e-08 -2.7976806949104634e-07 1.0911653633236085e-07 2.6758667925162977e-07 1.1534047185877056e-06 -2.3163139259540295e-06 2.3761197102480597e-06
PC3 -6.068773974871052e-07 1.275829561092827e-08 4.4651816516435236e-07 2.7047718303053215e-06 5.5196339089946845e-08 5.089611516198134e-07 1.1723549047953372e-08 1.0260515314129985e-07 -1.0270375954139353e-07 -4.82049835158207e-07 2.05448358567927e-08 1.7113301718782427e-07 1.2352792532895518e-07 -4.0785226280676986e-07 -5.617617258002365e-08 1.1462111109049084e-09 2.0288430271708778e-08 -1.3718922666278695e-07 -3.119641268521216e-07 1.9754104942351944e-07 6.248613955868065e-08 -3.8998175756786907e-07 5.942407162674325e-07 -2.377964615400993e-06 -1.2918174200601929e-06
PC4 7.120775545054258e-07 -7.116388922187977e-08 9.249347663200132e-07 5.5196339089946785e-08 4.7739372795025e-06 1.0312977014133421e-06 -3.1061501734203814e-07 6.51358660976817e-08 -7.786496478754847e-07 1.5965649186702908e-07 1.6002246874987838e-07 -1.3202898495148275e-08 -4.0965401785019284e-07 -1.8426828007449504e-07 -7.478632674694765e-08 -3.444108040210744e-08 7.01467176324283e-08 1.1409162858514823e-07 -1.498996380278558e-07 -1.2865463821224527e-07 1.8990215183374426e-08 -5.944165763269143e-07 -2.5477815928323235e-06 -2.34379055888007e-07 3.918170639226805e-06
PC5 -4.2793053158859204e-07 -2.0647245299387368e-07 -1.463854574139154e-07 5.089611516198133e-07 1.0312977014133426e-06 8.873299451106987e-06 1.589475736309186e-07 7.54048211447879e-07 -4.7292755665769114e-07 -1.7801508229618913e-07 -2.459404458249412e-07 -6.514956790568226e-07 3.39476197112993e-07 -5.292878983224671e-07 2.2809375769850566e-07 -2.808007559727257e-08 -9.999323660456907e-08 4.011242525993247e-07 -1.3074415885340503e-07 2.9339985490309374e-07 1.1600067681571687e-07 -6.846789508246743e-07 -4.650911538042963e-06 8.646219777655635e-06 1.637755032624923e-06
PC6 1.606912148565943e-07 2.4743195438018308e-08 -5.853113044540897e-08 1.172354904795341e-08 -3.106150173420381e-07 1.5894757363091867e-07 8.683468504196597e-06 1.3006961500752775e-08 8.032508321476451e-08 1.5937146159114146e-08 1.4974918007517302e-08 -1.5520320764124553e-07 1.0529125749965869e-07 -2.6190328114152404e-07 -3.073415003635291e-08 3.355673800086854e-08 -1.8424788366725045e-08 2.6010452815071715e-07 -9.831327547298095e-08 -2.9730694769975837e-08 -2.4546796719291654e-07 1.7136615256109172e-07 -1.9055290034609935e-06 2.4608627382339896e-06 -9.659593295314506e-07
PC7 1.9035191388716933e-06 1.3061294096084e-07 -2.2136476358898326e-07 1.0260515314129988e-07 6.513586609768174e-08 7.540482114478792e-07 1.3006961500752635e-08 7.146861346173411e-06 4.2054703623791555e-07 -1.4333325293103793e-07 -8.20381965937143e-08 5.616572022532086e-07 1.0353090301440975e-07 2.969728770331602e-07 -4.942910706474989e-08 -3.476278759436593e-07 2.4057476710750623e-09 -3.297435104676024e-08 3.6143347413229056e-08 2.3701063617729447e-08 -1.6591403733122296e-07 1.1093428513608776e-06 3.7060973578168605e-07 4.469816863485576e-06 -7.29198039171261e-06
PC8 8.842511629424729e-07 1.4291607359257687e-07 2.53441876440336e-07 -1.0270375954139335e-07 -7.786496478754847e-07 -4.72927556657691e-07 8.032508321476456e-08 4.205470362379155e-07 7.713501902870204e-06 1.5329675995321228e-07 1.992717655182611e-07 -2.2284933983551343e-07 2.2578118455529853e-07 -6.546698099034461e-09 -5.0408677766392245e-08 -1.9550372457099103e-07 9.520197631968462e-08 8.412760506406519e-08 -1.4926094705662674e-07 -2.162134998046254e-07 1.5501360307182866e-07 -5.7793029689939047e-08 2.3400938804260975e-06 -4.3082937829004713e-07 -3.878016713325503e-06
PC9 4.0207207147564076e-07 -6.299859929490076e-08 3.740677963364009e-09 -4.820498351582072e-07 1.5965649186702892e-07 -1.7801508229618942e-07 1.5937146159114133e-08 -1.4333325293103793e-07 1.532967599532124e-07 6.944630631345034e-06 -5.5408818583985004e-08 -1.5995042180231362e-07 -1.4039688429883162e-07 -1.201879593043077e-09 -2.5850527600479147e-07 1.4398744738499173e-07 2.8429196352392475e-07 2.804869777984996e-07 -1.906042092147131e-07 -1.5538973177990614e-07 -2.0937100162370658e-07 -3.6048126675138365e-07 2.5222322485343552e-06 -9.436408248093651e-07 -2.3853960658382925e-06
