 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004727125410504681 1.1879682845328943e-06 -4.004780212345692e-08 3.1188719485043676e-07 1.3104699999813433e-06 -2.1791380738983796e-06 5.330499786250701e-07 1.5678931339614292e-06 -3.467945331897751e-07 1.3479151066143625e-06 -1.1933834969541897e-07 1.096587308049518e-06 -1.9644966247640907e-06 1.399897038382451e-06 -1.617886918088557e-06 -1.4363723889736406e-06 -7.655847419808212e-07 1.9842278515617942e-07 -7.006057147357515e-07 1.9770466936359055e-06 1.1680815084983996e-06 -8.394585209130076e-06 7.722849649394322e-05 -0.00011385734051278698 -2.3131212773240873e-05
PC1 1.1879682845328945e-06 1.6364648344891184e-06 -1.2832067762839859e-06 -1.2932662428894847e-07 -7.935615970401045e-08 -1.613790823343809e-07 2.409416658579891e-08 4.5451712460505704e-08 6.452270922081995e-08 -4.666604262486884e-09 1.8227918858115768e-08 -1.0610839402076254e-07 4.367113387736831e-07 3.4744179213504565e-08 -2.4958075116981837e-07 -4.177933037916771e-07 -3.950155374059027e-07 7.188366884053099e-08 -7.2240704133921955e-09 8.82676344830751e-08 -3.7844046104059585e-08 -1.8349993819158592e-06 -1.6170422148518754e-06 -2.1463442503413076e-06 -1.353578257878007e-06
PC2 -4.0047802123456606e-08 -1.283206776283986e-06 3.250992964246366e-05 5.044455361846523e-07 1.03808953223512e-06 -6.308459203882641e-07 -2.286449523528021e-07 -1.7575373134460562e-07 8.272237394247799e-07 -1.9918457131038445e-07 1.8106528791076505e-07 -5.5590943971390026e-08 -3.856582014544501e-07 1.5559559688663097e-07 -2.0463248586740662e-07 1.303271377388808e-07 -1.2972767458835265e-07 3.5590390076408705e-07 -6.798308804183835e-08 -2.221250868361651e-07 -1.615974686177101e-07 9.877114117538499e-07 2.8611308328532905e-06 1.061421385386857e-05 -6.147734234104586e-06
PC3 3.118871948504361e-07 -1.293266242889483e-07 5.044455361846522e-07 3.1919140523019376e-06 7.194658536163759e-08 8.125135460813681e-07 5.543665989406925e-08 2.787353956192746e-07 -1.3477077901819747e-07 -6.881421776580362e-07 1.7233222329348024e-07 2.454414987593176e-07 4.785088240287452e-08 -3.0266222472060307e-07 1.4976377104856856e-07 -1.313142880121124e-07 2.398847852207593e-09 -1.7312396328064373e-07 -2.1521064620617544e-07 2.0933728759709166e-07 9.845750106920722e-08 -8.411572014438931e-07 -7.093204139471013e-07 4.969290604974136e-06 -4.8260084096711046e-06
PC4 1.3104699999813445e-06 -7.935615970401041e-08 1.0380895322351196e-06 7.194658536163755e-08 6.091860518989516e-06 1.2229792678380375e-06 -1.3429439296223466e-07 1.2876621242236152e-07 -5.891596015212449e-07 4.322438267156307e-07 1.544569240138236e-07 2.2976412700217174e-07 -5.558217154777394e-07 -1.1306099835947331e-07 -1.207614078521973e-07 -6.615110634993374e-08 1.597612242946874e-07 -8.125024145155797e-08 -1.8797042418189962e-07 -1.037046114965082e-07 -3.899382036922064e-08 -9.127137724562046e-07 3.6477871537007956e-06 2.6059299758111856e-06 -8.492588641329617e-06
PC5 -2.1791380738983805e-06 -1.613790823343809e-07 -6.308459203882645e-07 8.12513546081368e-07 1.2229792678380377e-06 1.1181144918417836e-05 3.4018666567525954e-07 7.942292213051967e-07 -3.6053312320040647e-07 -3.063905414938785e-07 -2.1080660740189963e-07 -7.058782424263429e-07 4.2729804910283476e-07 -8.433192161695761e-07 3.953818426963699e-07 -6.390389877796261e-08 -5.1130035327785746e-08 4.70593008552853e-07 -2.1547653487318302e-07 7.632705780749201e-08 -5.416386315930979e-08 3.2788051828906426e-07 -2.4544054051033865e-06 7.186365892369051e-06 -5.0188633094657175e-06
PC6 5.330499786250693e-07 2.4094166585798865e-08 -2.2864495235280257e-07 5.543665989406911e-08 -1.342943929622346e-07 3.4018666567525975e-07 1.0530597785325102e-05 5.5496830028484854e-08 6.780849907779534e-08 2.507758887802606e-07 1.1497183295728948e-07 -3.068615943678873e-07 -6.612159314215964e-08 -1.926069383586971e-07 -1.2641573462012545e-07 -2.3829462014357827e-08 -1.371568487953821e-07 3.714320411861116e-07 -2.7991918142022726e-07 -7.053430726421575e-08 -2.647317374993406e-07 7.27466928656328e-07 -2.5789026571435295e-06 1.4386127373958204e-06 -3.6125982865862826e-06
PC7 1.5678931339614275e-06 4.5451712460505724e-08 -1.7575373134460572e-07 2.7873539561927457e-07 1.2876621242236147e-07 7.94229221305197e-07 5.5496830028484913e-08 8.606155717454007e-06 3.3829504040017633e-07 -2.644553169809218e-07 -1.2375391391476878e-07 6.382179422368457e-07 9.534757296369105e-08 5.191315585234063e-07 -1.5748707515476387e-07 -2.260011693355659e-07 -2.6979699880804096e-07 -1.8124108765507334e-07 1.5247671017343426e-07 3.4905888974773846e-08 -1.5108278633391259e-07 -9.466769397714587e-07 5.385528448393192e-06 -4.0995578286125e-07 -8.808011436317484e-06
PC8 -3.467945331897748e-07 6.452270922081993e-08 8.272237394247802e-07 -1.3477077901819747e-07 -5.891596015212448e-07 -3.6053312320040674e-07 6.780849907779543e-08 3.382950404001763e-07 9.154598865683202e-06 2.83620930223886e-07 9.319254107657851e-08 -5.561417946667923e-07 2.148876867976134e-08 1.3613432949627305e-07 -1.6175932738367647e-08 -1.9065067646324017e-07 1.5330379695356765e-07 6.7551813201801e-08 -2.4242112448302797e-07 -2.603172804722593e-07 2.6679877611850683e-07 -4.606168759968652e-07 -7.546556044610563e-07 1.8898120097497992e-07 -1.4852902209586436e-06
PC9 1.347915106614362e-06 -4.666604262486934e-09 -1.9918457131038413e-07 -6.881421776580362e-07 4.322438267156308e-07 -3.063905414938786e-07 2.5077588878026037e-07 -2.6445531698092157e-07 2.83620930223886e-07 8.258160784299696e-06 -2.8071217439871517e-07 -1.3683458475151857e-07 -1.4070912496019697e-07 -2.0528745884705542e-07 -3.2648240903319596e-07 3.271473787734343e-08 2.0522812495246403e-07 1.9573124147416123e-07 -4.0753099572334634e-07 -2.0896257439001347e-07 -2.896290017429149e-07 4.818523134069188e-07 -4.668225813561571e-06 6.641648452786123e-06 1.5076192169110661e-06
