 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003165441125935895 5.707743311527549e-07 -3.1803142148813115e-06 -4.377428560614934e-07 3.3513885880077003e-07 -1.9705343268991515e-07 5.107813812543232e-07 1.5400067940050658e-06 9.238892723061961e-07 5.186105485425826e-07 -4.8942349166116116e-08 1.117803231931239e-06 -3.768683355775427e-07 9.469859188017941e-07 -6.931266772967408e-09 -8.42654084907815e-07 -3.811063928913822e-07 -8.563864568689103e-07 1.7629118043145827e-07 1.309193647061588e-06 -1.9489393536867375e-08 7.695451882176062e-06 3.6108539708889126e-05 -3.977953545468122e-05 -5.194445960155871e-05
PC1 5.707743311527556e-07 1.143762397514107e-06 -1.0521562103801027e-06 3.7945823241960514e-09 -7.876072147009682e-08 -1.829721247471917e-07 3.4927737632424305e-08 1.1126721719055484e-07 1.4866861819308053e-07 -4.221207818102666e-08 1.3732896345667342e-07 -6.031748789696987e-08 3.033965212158897e-07 -7.441017655743677e-08 -1.4003101848193888e-07 -3.063800923865678e-07 -2.4717040467461107e-07 -1.2581912817033376e-08 -2.2693639651704038e-08 6.570437460828595e-08 4.0107497188005446e-10 -2.0973878571800702e-06 1.4378655496260055e-06 -3.7080172436510523e-06 -1.2498570915638298e-06
PC2 -3.1803142148813128e-06 -1.052156210380103e-06 2.6706530015094125e-05 4.429656762579408e-07 9.64011455345535e-07 -7.858544867579814e-08 -5.793627262730122e-08 -2.640224559353573e-07 2.4699492617786844e-07 -2.318621542265498e-08 -7.434443768621402e-08 -1.4280257449895524e-07 -3.436487078007714e-07 2.7652267489386683e-07 -3.8713799732110267e-07 2.3967792897550073e-07 -7.874586024378849e-08 6.58204102852228e-07 6.074786038009591e-08 -3.3763570027458756e-07 8.498886141419951e-08 2.47320817854347e-07 1.5074264541645237e-06 -1.8880100790149052e-06 1.4097516076615394e-06
PC3 -4.377428560614934e-07 3.794582324196107e-09 4.4296567625794063e-07 2.319721384494588e-06 6.707578676312253e-08 5.112514612675833e-07 3.080499352039795e-08 1.2483926106289195e-07 -1.037294592748904e-07 -4.925118288677972e-07 3.2623741941126166e-08 1.816388886142228e-07 1.1176489366115197e-07 -4.1033238485409547e-07 -6.407179699740857e-08 7.564667128442097e-09 3.885299565448988e-08 -1.5860489232618502e-07 -3.27368605084474e-07 2.1766149388604233e-07 6.396273937848178e-08 -2.770480254462642e-07 2.701291591003858e-07 -1.8500215624717854e-06 -9.430390768194559e-07
PC4 3.351388588007689e-07 -7.876072147009686e-08 9.640114553455343e-07 6.70757867631225e-08 4.140495000321411e-06 1.0386000234824402e-06 -3.1279348276663387e-07 7.464211264402024e-08 -8.386670171987313e-07 1.6071837821250052e-07 1.5445218005798473e-07 4.159103432645953e-09 -3.960252087915592e-07 -1.9798019825513814e-07 -1.0761487254990892e-07 -5.2129114844765506e-08 1.0039643708171379e-07 1.4955942644123143e-07 -1.8580384897927548e-07 -1.218058410373811e-07 4.0047449490766345e-08 -8.81352434628792e-07 -2.917999452006635e-06 5.230079372315986e-07 4.118724130683609e-06
PC5 -1.970534326899158e-07 -1.8297212474719167e-07 -7.85854486757984e-08 5.11251461267583e-07 1.03860002348244e-06 8.479319309069086e-06 1.731531271500519e-07 7.920757994819323e-07 -5.800675846634353e-07 -2.10864273216139e-07 -2.711039065065368e-07 -7.027982186892621e-07 3.592144802404746e-07 -5.856005712996653e-07 2.3014724514179243e-07 -1.9583654216875203e-08 -1.1583328941805128e-07 4.5931341900948467e-07 -1.6794314473795276e-07 3.5527352941716237e-07 1.4161997030578304e-07 -1.1281139962856515e-06 -3.928789398388971e-06 8.651953754355457e-06 1.1959359890019976e-06
PC6 5.107813812543237e-07 3.4927737632424384e-08 -5.7936272627301216e-08 3.08049935203978e-08 -3.127934827666338e-07 1.7315312715005175e-07 8.464893799764004e-06 1.1073103677447593e-08 8.059380292788821e-08 4.532683997040321e-08 8.957946833832153e-09 -1.478141109833529e-07 9.681234435283242e-08 -2.9040333366565596e-07 -1.0628261816611205e-08 1.400787567501817e-08 -2.1803076412682622e-08 2.628901201426868e-07 -1.0465582244311848e-07 -2.733099198479188e-08 -2.5810783654195805e-07 1.2824828730927637e-08 -1.194875019407242e-06 1.9082377077049706e-06 -1.4660727113837362e-06
PC7 1.5400067940050658e-06 1.1126721719055484e-07 -2.6402245593535717e-07 1.248392610628918e-07 7.464211264402014e-08 7.920757994819323e-07 1.107310367744751e-08 6.973367429098727e-06 4.523482225898247e-07 -1.2918631410404892e-07 -4.6009566710655706e-08 6.436548395630489e-07 1.1404115927726405e-07 3.415052293864407e-07 -1.1723856730579883e-07 -3.673569099448846e-07 -2.0271560648822377e-08 -3.651565852181155e-08 1.3102428306742673e-08 3.66078166192479e-08 -1.655161754590152e-07 1.3935331803250734e-06 -3.782139605667268e-08 5.133729564936647e-06 -7.322858692472875e-06
PC8 9.238892723061958e-07 1.486686181930805e-07 2.469949261778687e-07 -1.0372945927489047e-07 -8.386670171987312e-07 -5.800675846634357e-07 8.05938029278881e-08 4.523482225898244e-07 7.6014637816795286e-06 1.858595492777724e-07 2.38852910695983e-07 -2.2564071655701046e-07 1.8263676624755355e-07 9.13881211237608e-09 -5.8273387121277915e-08 -1.956580098407674e-07 9.700977173540484e-08 1.1781939806949408e-07 -1.6424852973919987e-07 -1.995773348460856e-07 1.844112104242025e-07 -3.769920706508301e-07 2.78790081932545e-06 -5.195402664478026e-07 -5.13746871954815e-06
PC9 5.186105485425832e-07 -4.2212078181026716e-08 -2.3186215422654722e-08 -4.925118288677972e-07 1.6071837821250055e-07 -2.1086427321613905e-07 4.532683997040328e-08 -1.2918631410404895e-07 1.8585954927777228e-07 6.7648499236954614e-06 -1.0060218552309253e-07 -1.504177924150787e-07 -1.6393136521180502e-07 -1.1227477132151503e-08 -3.0244758423286453e-07 1.2636832321179862e-07 2.460151997512716e-07 3.189057672167338e-07 -1.5720736463349362e-07 -1.310983480046757e-07 -2.4219372951475235e-07 -2.331057022955808e-07 2.458869610906206e-06 -1.1417968546706636e-06 -2.3697516652785714e-06
