 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.03470778905265324 0.013256500405977343 -0.0004276980240286086 4.3860362111347276e-06 0.06805415860423861 -0.006999476042624212 0.0002280169405936669 -2.3679980209454015e-06 6.267414335223529e-06 2.4969782248287885e-06 3.1258780706227304e-06 -8.51828575216896e-06 4.591461671819682e-06 -1.661884012182747e-05 8.912083235523145e-06 1.7399374940866997e-06 -3.120668784316925e-06 -1.7185375482316673e-06 -2.739944003428355e-05 -9.740288290983508e-06 -2.0514577078004717e-06 -2.247452728797651e-06 -1.5316027127283952e-06 1.5438344378580364e-06 9.364424284777487e-06 -1.7217714507995681e-06 2.2510251584482864e-05 -1.1328498532499185e-05 -7.197153007117718e-05 0.00018322257491313256 0.00023989484421040004 -0.00021015918128753315 0.00010206097807434429 -0.00012850366642144458 3.0132607809731e-06
age 0.013256500405908339 0.010322134104611155 -0.0003112073368902144 2.9708213702579235e-06 0.10415974492189042 -0.0099986808001107 0.0003012041180548938 -2.8734956055387114e-06 4.31151660249885e-06 -1.4950688419088014e-06 -6.5884043772027225e-06 3.2656460143579035e-07 3.0807949733287e-06 -6.783967271126521e-09 3.5066797563376007e-06 8.904826320743053e-07 8.148739949614502e-07 -5.611121375865727e-06 -5.949386998503447e-06 1.2517930705607003e-06 1.268260117764708e-06 -3.995451003681403e-06 2.115367554750695e-07 1.1138996086215662e-06 1.3289744929441331e-06 -4.336676424972895e-06 4.75605147448477e-06 1.2498628684764483e-06 -5.835169714364138e-06 0.0001838898392878995 0.00014869465167054486 -3.9044245934116944e-05 -0.00021082146722092547 -0.00023288805152366652 0.00010118661813227725
age2 -0.0004276980240267785 -0.0003112073368905683 9.487641404912463e-06 -9.153550286435602e-08 -0.0031079863671205086 0.000301633146093993 -9.186603248575789e-06 8.856390640458418e-08 -1.52573976583859e-07 7.480420227697188e-08 1.760348746688215e-07 3.3992565514487194e-09 -8.996011650230895e-08 8.994861368423076e-09 -9.17114797289508e-08 -1.0152147158904327e-08 -2.145892490201298e-08 1.334051243933006e-07 2.2132865041740562e-07 -3.207547313507043e-08 -5.338709330729991e-08 1.0442023425525804e-07 5.105807681560721e-09 -7.61469197464713e-09 -6.213995319271418e-08 1.224495314781307e-07 -1.6338572404414287e-07 -3.2540188602446157e-09 4.528132046751073e-07 -5.774120923543525e-06 -4.55331469047836e-06 2.182057608778773e-06 5.547780792853532e-06 6.690317257422441e-06 -2.8864409540743014e-06
age3 4.386036211117322e-06 2.9708213702618423e-06 -9.1535502864378e-08 8.926765452528285e-10 2.9411307466122082e-05 -2.882417046824589e-06 8.870937240083234e-08 -8.643399688076139e-10 1.6655029297793437e-09 -8.946715149267088e-10 -1.503218480995091e-09 -1.6898910055947413e-10 7.84159283941661e-10 -1.859161283978315e-10 7.6842481041046e-10 1.5282398847400173e-11 2.0204364853415e-10 -9.217290443966864e-10 -2.5592438868268323e-09 2.2757615883524058e-10 6.358880552026435e-10 -9.133383337249251e-10 -1.5354247705415308e-10 -1.1976534206654748e-10 8.430358965705061e-10 -1.0794249244354617e-09 1.8330549191020654e-09 -2.5082849766691226e-10 -7.412488204524196e-09 5.6566027337009366e-08 4.458151120179922e-08 -2.6698846909604145e-08 -4.6188196370440125e-08 -5.908657855618112e-08 2.3803024033344755e-08
sex 0.06805415860098483 0.10415974491982329 -0.003107986367059772 2.9411307465559652e-05 2.1561975085558496 -0.2024336445919193 0.005954656244472036 -5.5364199287598746e-05 6.553608423059333e-05 -3.566074405081949e-05 -7.395312975656449e-05 2.4661911679456696e-05 -4.507330868132577e-05 0.00014270143721805992 -1.264281237232393e-05 3.881648128659071e-05 2.505199909901689e-05 2.7549120927878347e-05 2.940266142764549e-05 6.981000386841272e-05 5.947073249052386e-05 -5.707856273634401e-05 -4.389807210045213e-05 -7.038553512864894e-05 1.580897241258475e-05 -3.92476128940106e-05 3.7715306430665836e-05 9.569654929549819e-05 -0.0007508181400863066 0.0025180025358474342 0.0031923531101377654 0.00126976741064999 -0.0037978165867076463 -0.003639409668345491 -0.00010376590773155674
agesex -0.0069994760423400275 -0.00999868079994758 0.0003016331460891503 -2.8824170467791965e-06 -0.20243364459191068 0.019249757694095572 -0.0005727178925744491 5.378916272022019e-06 -6.650986319518461e-06 3.978010267738125e-06 7.294197185618123e-06 -2.374563423127495e-06 3.991928990074716e-06 -1.3806384790538921e-05 1.9173748754922588e-06 -3.2007587213125103e-06 -3.4756557283565513e-06 -3.267015978462174e-06 -1.6245835057759244e-06 -7.025701928973486e-06 -6.563176351032445e-06 5.146037664341254e-06 3.7365450774039234e-06 7.805456140150739e-06 -2.745012642872608e-06 3.951790401948683e-06 -3.0196580070104637e-06 -8.269762868681347e-06 7.586698092503557e-05 -0.00024772303762190146 -0.00030159126930977016 -8.788112057938619e-05 0.000335129912381865 0.000368804276427558 -9.82356229708474e-06
age2sex 0.00022801694058404448 0.0003012041180487988 -9.18660324839634e-06 8.870937239916818e-08 0.005954656244471782 -0.00057271789257445 1.7234227114528943e-05 -1.6362586194500254e-07 2.1371409384275826e-07 -1.4341866650387393e-07 -2.237008652458159e-07 7.835569015062615e-08 -1.1701833885147342e-07 4.1938129912743165e-07 -7.33895914049674e-08 8.306235368675358e-08 1.3205048394759355e-07 1.229654453039288e-07 -1.585328004721049e-10 2.1908776237896748e-07 2.2262764638440927e-07 -1.436577367635961e-07 -1.0701971524686369e-07 -2.5787145867887024e-07 1.1607061941283899e-07 -1.208850249817462e-07 7.795401964091099e-08 2.2323348013205555e-07 -2.495579745136443e-06 7.632614462894424e-06 8.829315447365628e-06 1.973445616374276e-06 -9.348980083620856e-06 -1.0835210572811614e-05 5.466804223404844e-07
age3sex -2.3679980208651896e-06 -2.8734956054939207e-06 8.856390640325154e-08 -8.643399687950878e-10 -5.536419928759936e-05 5.3789162720223185e-06 -1.6362586194501116e-07 1.5708039294836208e-09 -2.2401301342011306e-09 1.6254903191337059e-09 2.1860915937281693e-09 -8.039734363712598e-10 1.120480060615115e-09 -4.024225852516235e-09 8.496615227869725e-10 -6.746296732829813e-10 -1.462863534063032e-09 -1.4201136814285575e-09 5.185161167006927e-10 -2.1399658424218017e-09 -2.347826885386635e-09 1.3475023592085953e-09 9.43432942581201e-10 2.5779130132850674e-09 -1.428621133826283e-09 1.1250652381995029e-09 -7.533973510446111e-10 -1.913923003942398e-09 2.5997514289750645e-08 -7.442272331081031e-08 -8.08750952358451e-08 -1.4223350399968827e-08 8.327729091070904e-08 9.639501679365112e-08 -5.511158563017365e-09
pcs.V3 6.267414335138627e-06 4.311516602466724e-06 -1.5257397658287886e-07 1.6655029297698857e-09 6.55360842308095e-05 -6.650986319539571e-06 2.1371409384339308e-07 -2.240130134207051e-09 4.122758823963845e-06 7.149152102030284e-08 -6.086739406748862e-08 -5.540539243315988e-08 1.7491181593779545e-07 1.2562787451871018e-07 4.838079858335065e-08 3.598620580486337e-08 -1.1289965096803486e-07 1.6159538584136059e-07 -1.230097961543015e-07 3.349831896540161e-08 1.4367760375868967e-08 -5.590483739400927e-08 -2.094984668592158e-07 4.66501815739991e-08 5.8750148508966766e-08 -8.289030289779794e-08 1.167659075427005e-07 7.931342021389333e-08 1.0001857789004268e-06 -3.4539197305730617e-06 -4.9336131882889344e-06 2.4511959439516717e-06 4.534188723934609e-06 1.1995104024812438e-06 8.545527824300755e-06
pcs.V4 2.496978224921398e-06 -1.4950688418441988e-06 7.480420227506955e-08 -8.946715149090535e-10 -3.566074405067283e-05 3.978010267724256e-06 -1.4341866650345659e-07 1.6254903191296632e-09 7.149152102031329e-08 3.882976945969876e-06 -7.704679688133499e-10 4.7104731454640025e-08 7.987750258456877e-08 -3.97264835579524e-08 -1.7206549600820105e-07 3.213320411636675e-08 1.1595612396753391e-07 -1.1134804537924562e-07 7.027492387557662e-08 -3.6377625692271425e-08 -2.446288376208486e-07 7.942757342151033e-08 1.0334446902306601e-07 8.417146502145251e-08 1.4887792959292105e-07 7.046782199053035e-08 -2.8953775895869052e-08 8.370377538374821e-08 -2.1395769264150163e-06 -4.291251262979227e-06 1.87161780260631e-07 -6.422003720051255e-08 4.403795212002529e-06 -6.559191003064398e-06 2.524447832963466e-06
