 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011062202055996265 0.004314896032602235 -0.00013576214775441343 1.3560190970587847e-06 0.015377455076319069 -0.0014955681399954465 4.56686345942012e-05 -4.428250533750367e-07 -3.9258589963363903e-07 3.188824345896852e-06 2.972852237056913e-06 -1.5872539577921734e-06 8.078186519806773e-07 -1.0342320957961065e-05 -3.3604670529605914e-06 -3.200876584248049e-06 -2.006752336997324e-06 -4.9522525035329965e-06 -1.2928845044205974e-05 -4.448394214030771e-06 -6.359286994494714e-07 1.4972781066090366e-06 3.5273202303087338e-06 -1.9491173670897297e-06 -5.803758131932616e-07 -5.467460203090401e-06 7.871671174915499e-06 -3.69019882241113e-06 -1.7380571581084573e-05 1.254013145530713e-05 -8.789838775984561e-05 9.338186609537858e-05
age 0.004314896032570327 0.004904919570147792 -0.00014222322027566598 1.2992463672974356e-06 0.05206864829376434 -0.004834202033201991 0.0001401385954378427 -1.2799951211363888e-06 -4.1510356447247663e-07 4.5867666980319975e-07 -1.6582011188884938e-06 4.907300341610717e-07 -5.894697247531186e-07 -1.8329090422202796e-06 -5.782080432402555e-07 -2.4459983058870994e-06 -1.270389548924432e-06 -4.406040707982553e-06 -3.0497163444037e-06 1.4018183625924495e-06 8.079332723476051e-08 -1.1624753882261963e-06 1.0486885617396543e-06 -3.4092786038190216e-07 -2.582625926477267e-06 -4.289474979999981e-06 2.0093560259384236e-07 1.468331500664561e-06 9.708065183585039e-06 -1.9838497749406686e-05 -2.4079491216950356e-05 4.4439557904503926e-05
age2 -0.0001357621477534872 -0.00014222322027564015 4.172966406434252e-06 -3.8553642376654165e-08 -0.001491921161654961 0.0001401679521476471 -4.111282889755625e-06 3.797505643437659e-08 3.9448639920017016e-09 5.2309204332986e-09 3.8043871404286405e-08 -1.2077394149572199e-08 1.2868807766522933e-08 5.769954706923826e-08 2.9671542696745e-08 8.706534966930554e-08 3.748469747034424e-08 1.2786379095474615e-07 1.0628757513819751e-07 -3.6360375472164256e-08 -1.0074112990268942e-08 2.4886234211021507e-08 -2.9519936783052706e-08 2.3377577322326745e-08 6.408721164363755e-08 1.2063659039209612e-07 -1.8937395365519277e-08 -2.964013261059285e-08 -2.1297412542034313e-07 3.6766508908485177e-07 1.1008114977829727e-06 -1.4190592241311546e-06
age3 1.3560190970508348e-06 1.2992463672986076e-06 -3.855364237669142e-08 3.6034637358566403e-10 1.3488600187509278e-05 -1.2806229049233467e-06 3.7985035647247065e-08 -3.549273682893366e-10 4.77676045514282e-11 -1.5737388340421372e-10 -2.447336608484869e-10 7.532455109061169e-11 -9.01929371933016e-11 -5.995125252012271e-10 -3.976281592845341e-10 -9.221287505800225e-10 -3.3104888663150504e-10 -1.1657118333491867e-09 -1.148571093276908e-09 2.834361978075703e-10 1.608677848782528e-10 -1.8424620051110121e-10 2.6595871395604817e-10 -3.3357286577130276e-10 -4.6090243966237687e-10 -1.090446634735646e-09 3.148629927107691e-10 1.615974150798773e-10 1.0281510837030019e-09 -1.6747533983218312e-09 -1.2145018084974376e-08 1.337184172914564e-08
sex 0.015377455075567049 0.05206864829332847 -0.00149192116164195 1.348860018738661e-05 1.1444643202051805 -0.10483490766947867 0.0030007606166088637 -2.7066202010619348e-05 2.7016105913737867e-05 1.0116780317112213e-07 6.763632760966714e-06 7.612270969531575e-06 -3.3156167203651985e-05 5.667365949717915e-05 -7.894506093595076e-06 -3.586958225451944e-05 -1.3365579984204e-05 -1.176150703948804e-05 1.8170803161178725e-05 5.9479467668043496e-05 1.4593567734686424e-05 -2.756273722946068e-05 -2.4370227043644338e-05 -3.655298194102309e-05 -1.4679776333996312e-05 -3.4261035569469736e-05 -9.523486941360265e-06 4.5178245292574684e-05 -6.707955932289946e-05 -0.000811169936998726 0.0016882676035318614 -9.030216985584642e-05
agesex -0.0014955681399245592 -0.004834202033150934 0.00014016795214614138 -1.2806229049094258e-06 -0.10483490766948761 0.009740267273973506 -0.0002823300560960283 2.575052523023007e-06 -2.4081501137401372e-06 5.047298634246505e-07 -5.509317046344869e-07 -6.292870012748032e-07 2.779579632212709e-06 -5.4445741277835845e-06 1.20502487983886e-06 3.869860591997993e-06 8.995323938609802e-07 1.246433071773991e-06 -1.5550625862902627e-06 -5.593417467981636e-06 -1.769674667845709e-06 2.278291658584265e-06 2.4426228221396064e-06 3.926165398027126e-06 7.094652991468584e-07 3.1537809597053864e-06 1.0418293176690248e-06 -4.242430132180174e-06 7.5835545043939125e-06 6.333670452367401e-05 -0.00013553229096836797 3.861883349550739e-06
age2sex 4.566863459214677e-05 0.00014013859543663798 -4.111282889719903e-06 3.798503564691205e-08 0.003000760616609439 -0.0002823300560960576 8.286810284430984e-06 -7.64917959956554e-08 6.805430717049442e-08 -3.0995546086940066e-08 1.6358661863532093e-08 1.8259773142153483e-08 -7.531346765765275e-08 1.6104252585677173e-07 -4.6101639781442195e-08 -1.2834912692658225e-07 -1.38370378002919e-08 -3.860606985064439e-08 3.818148359210763e-08 1.6422563572032587e-07 6.378367972293904e-08 -6.164888693176015e-08 -7.697949017448366e-08 -1.2958500483378463e-07 -3.3054666087899553e-09 -9.223481426862016e-08 -3.484052573225611e-08 1.2226124201599295e-07 -2.738082439800412e-07 -1.5346176403529516e-06 3.4836840692014718e-06 -2.214437814413646e-08
age3sex -4.428250533552349e-07 -1.2799951211250799e-06 3.7975056434044735e-08 -3.5492736828623997e-10 -2.7066202010628055e-05 2.5750525230235953e-06 -7.649179599566471e-08 7.148196445094239e-10 -6.448157792729344e-10 4.409358461638654e-10 -1.6111891119046147e-10 -1.5971520468972247e-10 6.504825728952653e-10 -1.488046661139181e-09 5.348384111312484e-10 1.3178292395654929e-09 9.823968405038247e-12 3.632933466834076e-10 -2.8187005782898744e-10 -1.5140507311970248e-09 -7.064271192622922e-10 5.755227277943821e-10 7.163234858841096e-10 1.307269952490192e-09 -1.550436850249643e-10 8.481190934455983e-10 3.1951146546321145e-10 -1.1065756900416094e-09 3.3014963025172983e-09 1.1247591740070425e-08 -2.8515464356162273e-08 -2.958398042466834e-10
pcs.V3 -3.925858996547512e-07 -4.151035644967957e-07 3.944863992712732e-09 4.77676045448683e-11 2.701610591345392e-05 -2.4081501137133464e-06 6.805430716970474e-08 -6.44815779265602e-10 2.9372059983582763e-06 2.1125058638455113e-07 5.668429226566459e-09 -2.127299900551064e-08 8.877039938238828e-08 4.6500604869725595e-08 -1.374690340182119e-08 6.258927968100669e-08 -8.818853640490685e-08 1.0385091072868192e-07 -4.558278491187267e-08 -2.8543336755976787e-08 -1.3643319820567023e-08 -3.91174289139587e-09 -8.327909758034144e-08 4.832233090035847e-08 1.7467295620239854e-08 -7.4251533173244935e-09 9.313040345074265e-08 2.8962772935517913e-08 7.236318591308535e-07 -2.5236834705825965e-06 6.427055927973478e-07 3.858194704982177e-06
pcs.V4 3.188824345902861e-06 4.5867666980417643e-07 5.2309204332664366e-09 -1.5737388340386907e-10 1.0116780313360637e-07 5.04729863428083e-07 -3.099554608703749e-08 4.4093584616473015e-10 2.112505863845479e-07 2.910759029291948e-06 1.0318936785389641e-07 1.0465963026997207e-08 2.5902329078103497e-08 -7.627527039720009e-08 -6.642900280847771e-08 5.7495690147872406e-08 1.0145715244779151e-07 -4.381721133651538e-08 2.6187795750815997e-08 -4.742358481743062e-08 -1.5413549801127973e-07 7.564360101164949e-08 1.1256406282136179e-07 5.733779558758903e-08 4.989991419404929e-08 4.2130302565851246e-08 -3.3023914922907514e-09 1.2179701787929034e-08 -2.020128561393155e-06 4.236935370426441e-07 -1.7868794914752272e-06 -3.601986940633394e-07
