 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0003558071923427754 -0.0004822599236110347 9.000514645873045e-06 -5.37145702789447e-08 0.002139862536980958 -0.00013816026432759697 2.8545083735391036e-06 -1.8933625306783666e-08 -2.9908768334373727e-07 1.1030812202362495e-06 -3.2910764462375897e-07 1.6565790802998828e-08 -8.683329426343874e-08 -7.483503791604624e-08 3.199797213104835e-07 4.810480205424387e-07 -4.1005785806509095e-08 -2.4363655883269076e-07 -5.72776625581158e-07 1.867892854167315e-08 -1.07599044836343e-07 2.6092506738199756e-07 -9.75613565060264e-08 1.6307505393776177e-07 -7.55602148277084e-07 -3.1761318879959134e-08 3.854530912524265e-08 -3.374350302406425e-07 6.947521838687421e-07 3.4289394777106795e-06 -4.271108634885999e-07
age -0.0004822599236097443 0.0023079385660162927 -4.486856284130168e-05 2.8042525449698035e-07 0.03496252668274844 -0.0021191219021122064 4.114767681595207e-05 -2.56992425794021e-07 1.1612209077912371e-06 -8.312068791927203e-07 2.6869566868627925e-07 -6.796157706400665e-07 -4.092345881830526e-08 2.759392109338162e-07 6.366511752727165e-08 -4.6169570305489095e-07 5.17648412943723e-07 5.044844243802205e-07 6.035706298582468e-07 -3.2956845594676045e-07 5.531041775864154e-07 -5.245840121158833e-07 -1.3890459729993518e-06 -2.1144536207476547e-07 2.291295884760242e-06 8.882554612384561e-08 1.415160339821641e-07 6.789452227617587e-07 -2.04526804894766e-07 1.0688125527280714e-05 -6.661890730453639e-06
age2 9.000514645829886e-06 -4.4868562841288175e-05 8.80143337228471e-07 -5.550067986291194e-09 -0.0006727379475308296 4.113926081674388e-05 -8.060270723681494e-07 5.078954230639597e-09 -1.9221205195393497e-08 1.4623568820172534e-08 -5.682407714620238e-09 1.1691192972328635e-08 -5.857120498735636e-10 -7.540026098652783e-09 -1.089419803416761e-09 9.3845248555813e-09 -1.031262190638981e-08 -8.381727082196172e-09 -1.0541276613714804e-08 7.392782294376645e-09 -9.953599200515476e-09 9.126185002621775e-09 2.572165301876309e-08 4.020578116950982e-09 -4.581262605272012e-08 -1.1412799673877095e-09 -4.86307496591988e-09 -1.3251292067946964e-08 1.3445583556666822e-10 -2.1019258923137073e-07 1.4764145291488425e-07
age3 -5.3714570279046505e-08 2.804252544974445e-07 -5.550067986301217e-09 3.532383175738434e-11 4.165757743103229e-06 -2.568983645074762e-07 5.0784823105008394e-09 -3.229672712464361e-11 9.839538164398153e-11 -7.907927251287363e-11 3.435354067449963e-11 -6.558469847048399e-11 8.794829302261906e-12 6.123057959003834e-11 5.646307291707332e-12 -6.101080196614095e-11 6.837672905129708e-11 4.472445141119581e-11 5.495211575945523e-11 -5.397684001057651e-11 5.755018737438909e-11 -4.769757303560282e-11 -1.534371216596159e-10 -2.651376856735477e-11 2.9449857530122746e-10 4.716139824427069e-12 4.298287223196506e-11 8.132389849691654e-11 2.4766305093243936e-11 1.3416558352578558e-09 -9.778510222978849e-10
sex 0.0021398625369027694 0.034962526682781624 -0.0006727379475313595 4.165757743105797e-06 1.6132025544353565 -0.09846360921594136 0.0019277401930044382 -1.2157960795466296e-05 -2.0833063282140445e-05 1.4892390383958301e-05 5.99975815832146e-06 -2.3846283758959328e-05 -1.0090657949035132e-05 -2.1038015201712018e-05 4.2486090985187835e-05 1.2756532593369564e-05 8.556372019335626e-06 2.5378947792869165e-05 -1.2577183145302484e-05 -9.257706857811749e-06 1.7428176587508416e-05 7.268262206330188e-06 -5.066696376911833e-05 8.760451571081568e-06 4.752435252234213e-06 1.932490183034452e-05 -1.6305825804863846e-06 -1.1401452538800398e-05 0.000159533989650326 0.0003684683662344111 -0.00014942343764837997
agesex -0.00013816026431781608 -0.002119121902122008 4.113926081692079e-05 -2.568983645084922e-07 -0.09846360921594229 0.0060649645596771475 -0.00011976957596154155 7.614925182122531e-07 1.4249019184732996e-06 -8.610485024153073e-07 -3.259752311190942e-07 1.4713683219494873e-06 5.615502673653458e-07 1.2464802384187241e-06 -2.528255494428427e-06 -7.648121142075787e-07 -4.818721849244464e-07 -1.5138411596531998e-06 7.619884465650992e-07 6.949222184041971e-07 -1.054553128641474e-06 -5.140400961700658e-07 3.05783449128392e-06 -4.834783909871076e-07 -3.6393143912020264e-07 -1.0533448509270598e-06 -1.4187458857069536e-07 7.650336080231349e-07 -9.109140274614971e-06 -2.1344050361828163e-05 8.839229417116695e-06
age2sex 2.854508373528086e-06 4.1147676815895786e-05 -8.060270723669327e-07 5.078482310492488e-09 0.0019277401930044612 -0.00011976957596154182 2.385789059143055e-06 -1.5297993586172234e-08 -3.126602590322256e-08 1.6011341381597958e-08 5.541852698608035e-09 -2.86862485842121e-08 -1.0332920063525433e-08 -2.3418038609580532e-08 4.866091248931558e-08 1.4235644436765922e-08 9.385437802226297e-09 2.9255470715481902e-08 -1.5581379629922065e-08 -1.5990214343199087e-08 2.0793928013904788e-08 1.2150028975488588e-08 -5.956625058154632e-08 7.648429245060313e-09 8.671266016109719e-09 1.8003345189330134e-08 7.1778374169098565e-09 -1.6714148884402963e-08 1.6817696410382187e-07 3.9753827277144894e-07 -1.6176637446089892e-07
age3sex -1.893362530681673e-08 -2.5699242579360405e-07 5.078954230630836e-09 -3.2296727124584986e-11 -1.2157960795466373e-05 7.614925182122502e-07 -1.529799358617214e-08 9.89431344403908e-11 2.1632804086961575e-10 -9.416955623489781e-11 -2.8241327825917486e-11 1.771515141103723e-10 6.54019095849222e-11 1.4240739149238552e-10 -3.039248501097704e-10 -8.630403731114404e-11 -6.151567179064208e-11 -1.8324260663331494e-10 1.0270854172738767e-10 1.1493906993733988e-10 -1.319538828425067e-10 -9.090918613555013e-11 3.754340239850209e-10 -3.2422416895006e-11 -6.47709291465829e-11 -9.784456244117853e-11 -7.137427750175688e-11 1.1584261971876632e-10 -9.71226775521784e-10 -2.4041041784912147e-09 9.400654148700048e-10
pcs.V3 -2.9908768334516595e-07 1.1612209077971039e-06 -1.922120519550778e-08 9.839538164469682e-11 -2.0833063282041915e-05 1.424901918467022e-06 -3.126602590309449e-08 2.1632804086877603e-10 1.6893363724135893e-06 1.1623940428802729e-07 -3.874274792007893e-08 -1.562282176022086e-08 -3.629318731450287e-09 3.7334835100840834e-08 -3.3035323076472925e-08 1.5100653384465276e-09 1.3612207428375569e-08 -1.8445557062231606e-08 -1.099094154994053e-09 1.7697526667681435e-08 1.349941267734784e-08 -2.1560077921074172e-08 -2.0408685755402762e-08 -2.4732031549131158e-08 -1.5691814828424447e-08 -2.895937438329449e-08 2.4521543496362455e-08 -1.3796312757038324e-09 1.3626269311382792e-07 7.355351420855663e-07 9.988640291845913e-07
pcs.V4 1.1030812202360174e-06 -8.312068791920751e-07 1.462356882016295e-08 -7.90792725128322e-11 1.4892390383983915e-05 -8.61048502416569e-07 1.6011341381616437e-08 -9.416955623497545e-11 1.162394042880273e-07 1.8065661856466589e-06 5.6791968086398757e-08 2.1338626596542766e-08 1.144240458380122e-08 -4.200548480212823e-08 -5.0698237227426784e-09 5.345578286723084e-08 -6.7630883248889174e-09 -1.1587623284599922e-08 2.3090814983797597e-09 1.755652923017845e-08 -1.7507286372961763e-08 5.68918058488611e-09 1.3477538548435809e-08 5.4566984246734025e-09 1.9841787796906647e-08 5.6769238589673706e-09 -1.2205105816773307e-08 -4.776657781722199e-09 -2.0433362532094216e-07 -1.2370219325026562e-06 -1.1435989942691063e-06
