 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00011766467210870688 8.220369668540298e-06 -2.274695292786905e-07 2.192618459819055e-09 -3.1039461065321995e-05 2.7622491080447422e-06 -7.561224564477846e-08 6.724915814561426e-10 2.29678815305772e-07 2.5566629624022857e-07 -1.8483345642563457e-07 -5.64089837686251e-08 -8.849420753281133e-08 6.413029235144206e-08 -5.778371377325579e-08 7.390854154132682e-08 -4.393735492434282e-08 -1.1466393958995273e-07 -1.0311753050224472e-07 -7.226163078610028e-08 4.245230240677595e-08 4.876233413267763e-08 -1.5030000633932126e-08 -4.507326864882997e-08 3.069032696299098e-08 -2.359682082191805e-08 3.739403875330753e-08 -3.211529534099702e-08 4.2715099578266095e-07
age 8.220369668501974e-06 0.00027291784101799983 -6.290668270434042e-06 4.503284445729244e-08 0.003360602431889175 -0.00025463893577198313 5.848856843801101e-06 -4.1681773386963355e-08 -6.974151097701952e-08 2.409015714549949e-07 -1.2937306613213524e-07 2.255232817827563e-07 1.2108995566965965e-07 1.0432000411961242e-07 1.0050472889511052e-07 6.744630312159625e-08 8.956114038405483e-08 -3.9357234053600924e-07 -3.478919354108829e-08 4.362911305640419e-08 -1.844370832746824e-07 -2.3725148506812543e-07 -2.2431316807283647e-07 2.6014159888332473e-07 2.3113871499787912e-07 -1.8120152366668947e-07 1.3479352855313006e-07 3.4221935005823423e-07 -6.17395906866465e-07
age2 -2.2746952927996993e-07 -6.2906682704353945e-06 1.4775133969892378e-07 -1.0754795249676506e-09 -7.567284602600245e-05 5.85782131156701e-06 -1.371650551432543e-07 9.942629285520566e-10 3.5992365963290393e-09 -5.1251696924441525e-09 2.248605249510141e-09 -5.530137449184451e-09 -2.9809715691223933e-09 -3.357813743836473e-09 -1.6560011812765952e-09 -9.450288273879077e-10 -2.0251711660294185e-09 8.9793365681634e-09 1.2839256089265917e-09 -8.194451005565286e-10 3.874008796018374e-09 4.52595658717935e-09 4.002693836504151e-09 -5.273970502040389e-09 -5.9941933313912025e-09 3.856939387225248e-09 -3.6580210382385307e-09 -7.88651459879824e-09 1.0019445185951712e-08
age3 2.1926184598108168e-09 4.503284445729345e-08 -1.0754795249674702e-09 7.954876486990701e-12 5.309029374659349e-07 -4.180875006187206e-08 9.958469229364709e-10 -7.33733349131335e-12 -3.696671071473554e-11 3.754567420415721e-11 -1.5059775495429795e-11 4.0613726927563343e-11 2.069713242961867e-11 2.9576441410841214e-11 8.183787003439244e-12 4.701870942031558e-12 1.643045689991525e-11 -6.36952593248774e-11 -1.4693695149956297e-11 3.3474935500255496e-12 -2.6289300214754053e-11 -2.557484776948711e-11 -2.2420263099098262e-11 3.308831781611275e-11 4.6905177627819574e-11 -2.5736714437274726e-11 2.941715278280846e-11 5.5571288045647344e-11 -3.440467108214594e-11
sex -3.103946106714296e-05 0.0033606024318930845 -7.56728460260917e-05 5.309029374665587e-07 0.11803366008623968 -0.008866526410901104 0.00020313863804525496 -1.4502364693743654e-06 -1.0599137244229386e-06 -7.056881037607298e-07 2.4444026349610575e-07 1.6678112770881578e-06 -2.186303837319812e-06 2.4987219400658586e-07 1.4683558215660464e-06 -8.579146144968403e-07 -1.6244035895592993e-06 -2.7525851536256477e-06 -7.118556905387798e-07 2.590464953581304e-06 -2.2632367131212617e-07 -2.6595610275354926e-06 -5.0217657844402855e-06 3.0472533024154305e-06 3.6570412687733024e-08 -1.8610661738906787e-06 2.926465023565195e-06 1.5458613909367576e-07 4.2213308161665924e-06
agesex 2.762249108238336e-06 -0.000254638935772315 5.8578213115746026e-06 -4.180875006192526e-08 -0.008866526410901026 0.0006838592051036912 -1.598786528557003e-05 1.160017079451981e-07 1.2577623799105003e-07 6.680844068964204e-08 -1.4884088782425421e-08 -1.009508162245755e-07 1.3111081672108686e-07 -8.78802284971784e-08 -2.07104469985056e-08 8.002708097728952e-08 1.1132395912806845e-07 2.1077792779261265e-07 3.628549762613731e-08 -1.821852995515564e-07 -2.342545361807106e-08 1.8605622199934847e-07 3.357321355967938e-07 -1.7137917126724866e-07 -8.270202325361242e-08 1.384696719272788e-07 -2.657633605722709e-07 -1.6938182246453445e-08 -1.3387771024162428e-07
age2sex -7.561224565952252e-08 5.848856843809367e-06 -1.371650551434452e-07 9.958469229377941e-10 0.00020313863804525254 -1.5987865285569966e-05 3.807288009371067e-07 -2.807587832918581e-09 -3.981662104136708e-09 -1.7917386130207553e-09 1.754052466570015e-10 2.3129758398312925e-09 -2.6780237881856707e-09 3.2942089689716128e-09 -9.190029726645612e-10 -2.3811589979528915e-09 -1.8712375487366833e-09 -4.568824671282487e-09 -1.061390885170678e-09 3.676235411024827e-09 1.2608895085373109e-09 -3.5601941494805777e-09 -7.342796323897707e-09 2.5769813670493554e-09 3.0634159159453585e-09 -3.455233973821106e-09 6.799125627792745e-09 -1.3636083820824898e-11 2.7859867763929742e-09
age3sex 6.724915814981945e-10 -4.16817733870181e-08 9.942629285533222e-10 -7.337333491322282e-12 -1.4502364693743487e-06 1.1600170794519769e-07 -2.8075878329185826e-09 2.1024552192913285e-11 3.306874305115544e-11 1.584995440586205e-11 9.532323746517185e-13 -1.9368215813654607e-11 2.002955326936675e-11 -2.990127854378244e-11 1.3498229410086116e-11 1.860611765629799e-11 7.405881229042436e-12 2.995279485148774e-11 9.374634587776304e-12 -2.2233245553859494e-11 -1.2063571716757576e-11 2.1009969390416262e-11 5.1237496675069146e-11 -8.500323373636507e-12 -2.769405680144527e-11 2.7287578242309123e-11 -5.295345878193692e-11 2.7361917183140506e-12 8.49813241309286e-13
pcs.V3 2.2967881530586976e-07 -6.974151097698376e-08 3.5992365963281802e-09 -3.6966710714728875e-11 -1.0599137244178875e-06 1.2577623799065555e-07 -3.981662104127374e-09 3.306874305108686e-11 1.240068521394463e-06 8.620745833731482e-08 -2.8125820991712744e-08 -6.725582516550298e-09 6.341535535773133e-09 1.787560994030916e-08 -5.634479231312984e-09 1.1080333344847868e-08 8.542756696025956e-09 2.586020644116905e-09 -6.692498728082126e-09 7.0082115481289135e-09 3.790708718859289e-09 -1.3495606089074971e-08 -1.0275020664114793e-08 -1.1674734694590988e-08 -2.116011535012403e-09 -1.2591505177850767e-08 1.0617088875829478e-08 8.387197178629649e-10 5.225955085585046e-07
pcs.V4 2.556662962402126e-07 2.409015714549911e-07 -5.1251696924439805e-09 3.754567420415535e-11 -7.056881037600937e-07 6.680844068958577e-08 -1.7917386130193015e-09 1.5849954405850754e-11 8.62074583373149e-08 1.3245278745314074e-06 2.9491819791421183e-08 -1.6716887696759954e-11 1.85200696595381e-08 -2.3912155575245627e-08 -4.384382415621029e-09 2.4485830631093164e-08 -2.143337961177622e-09 -6.161928293330313e-09 1.3506774984161793e-08 -8.070771796015967e-09 -9.289037481836022e-09 1.5347807155118524e-08 1.375103457543967e-08 8.324342799930704e-09 6.216761561377741e-09 -5.604834917796293e-09 -4.906436142677156e-09 2.5005621740226073e-09 -8.257655494009663e-07
