 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0029416582788900645 0.0010303332355319393 -3.146446803175303e-05 3.04692683379863e-07 -0.0036322885523231243 0.00036889200693732 -1.1704095807968558e-05 1.1656597851316872e-07 -2.5920721611850045e-06 2.517899342088482e-06 7.680592222871608e-07 6.332505864962797e-07 1.661615290814247e-06 -8.791545985176318e-07 2.4912475119903556e-06 -9.858957258149536e-08 1.1090446745321954e-08 2.520785121949567e-07 1.0721714870082496e-07 -2.0078263042634876e-06 2.2077360958253786e-07 1.4138188813389967e-06 1.2855963321802347e-06 4.828799466561773e-07 -1.9391766032781817e-06 -3.5022085043462926e-07 -1.2138091712463126e-06 -2.2612775954050986e-06 6.397113327381754e-06 9.247391127957867e-06 2.3967859798879557e-05 -2.164607260861725e-05
age 0.0010303332355368693 0.0020904430450215065 -5.752014677470926e-05 4.946913380660467e-07 0.021747324245361483 -0.001932550554401879 5.308870752045802e-05 -4.559176119717309e-07 -1.9282133831779353e-06 7.767476224773819e-07 -9.885522383951704e-07 1.7801809226738612e-06 8.444402474787909e-08 -2.142328863967817e-07 1.6361529296316235e-06 1.1373614913635134e-06 5.130082108769547e-07 -1.7277638234763232e-06 7.721621901771857e-07 4.2389321496522515e-07 -5.143008052803791e-07 -4.12395629068816e-08 5.320663922524117e-07 8.228427442842135e-07 -1.5015828729828384e-06 4.611531775280653e-07 -1.0244996613249642e-06 3.840136156966194e-07 -3.969308075737407e-06 6.6873865525378965e-06 -1.5222579030352409e-05 1.5174067791497146e-05
age2 -3.146446803187264e-05 -5.752014677465945e-05 1.603281636507851e-06 -1.39544860669277e-08 -0.0005882498426931476 5.297298260829028e-05 -1.4739412747031195e-06 1.2808199240664295e-08 5.350270573647229e-08 -1.5775777673349427e-08 2.2621921248289964e-08 -4.82981520119587e-08 -5.3416801008603586e-09 4.285085684792681e-09 -4.406217968978901e-08 -2.569957460387696e-08 -1.4892566330471505e-08 4.182857251800292e-08 -2.3247061637269615e-08 -9.89445115692097e-09 1.0069036457939723e-08 -6.309289157763974e-09 -1.8203620630432812e-08 -1.3519046268220212e-08 4.325635533929268e-08 -1.3387877146024102e-08 3.233759478451583e-08 -6.470234933092088e-09 4.812440499866895e-08 -1.3948525219044305e-07 3.655841242843414e-07 -4.4431949803135327e-07
age3 3.0469268338077646e-07 4.946913380651124e-07 -1.3954486066914762e-08 1.22930586467634e-10 4.9853192351341784e-06 -4.540094563685435e-07 1.2782897558686193e-08 -1.124107436004468e-10 -4.57221579396585e-10 1.1446685592386794e-10 -1.576308984006955e-10 4.102957070395626e-10 7.096511995458404e-11 -3.661493713359978e-11 3.7293480042883504e-10 1.8296570001411523e-10 1.3747818104450015e-10 -3.0517865379120306e-10 2.036794961573836e-10 6.114260351478308e-11 -6.200343442398573e-11 1.0790109179828797e-10 1.7719697547057412e-10 5.2845010687966444e-11 -3.8839604922455685e-10 1.1987022090376817e-10 -3.043777563361968e-10 2.096571500792908e-11 2.094131905429861e-10 9.531279546605769e-10 -2.12768166543354e-09 3.3490960717493695e-09
sex -0.0036322885522291452 0.021747324245411197 -0.0005882498426946237 4.985319235148035e-06 0.6431653504626356 -0.05689552758574858 0.0015617126536549909 -1.3441739456475436e-05 -6.191315518143192e-06 5.007096714797893e-06 5.953932971527312e-06 2.178966864554041e-05 -3.3007783755732654e-05 2.390960692881109e-05 -1.4419199873753602e-05 1.1251232177116062e-05 -3.096805875106833e-06 -1.7430905314124326e-05 1.0526159391975012e-05 2.557196892218167e-05 -2.341915477781804e-06 5.3098881809841715e-06 -1.2350155904205915e-05 -9.878966294071508e-06 7.15409628993388e-06 1.641860282598706e-05 1.2367331977326643e-05 3.068582974292288e-05 -7.808077578162865e-05 0.0005622185205217713 -0.00046297617206281726 0.0001089485936979188
agesex 0.0003688920069301894 -0.0019325505544049283 5.297298260838556e-05 -4.540094563694759e-07 -0.05689552758574863 0.0051115698669906865 -0.00014216881631021652 1.2374601914512891e-06 5.345839999211678e-07 -5.190301476176005e-07 -5.416667770745691e-07 -1.8761425292728218e-06 2.7910593415991323e-06 -2.3834542429098315e-06 1.6830466260076446e-06 -8.768739038694246e-07 1.495739564649137e-07 1.3862544822487937e-06 -9.871184041337854e-07 -2.409167739321617e-06 7.301953600306454e-08 -5.73721841334984e-07 7.818987919989651e-07 1.401117310833078e-06 -8.258599454866566e-07 -1.6513406359766168e-06 -1.00697848333104e-06 -2.896839023143317e-06 5.975492174819003e-06 -4.8236593146911155e-05 4.417886848501611e-05 -1.1844896527784413e-05
age2sex -1.1704095807638216e-05 5.308870752086988e-05 -1.473941274714532e-06 1.2782897558784988e-08 0.001561712653654985 -0.00014216881631021604 4.005263021705677e-06 -3.5278729860678176e-08 -1.2438999597961714e-08 1.4754119324682996e-08 1.4992769037649873e-08 5.260119263483852e-08 -7.414262551818465e-08 6.911872139906056e-08 -5.5409053803847274e-08 2.07256491657112e-08 6.357895570140364e-10 -3.2111077094983155e-08 2.509745790942985e-08 7.07256839998344e-08 -1.1168523159334349e-09 1.8565454305839176e-08 -1.7033358192052574e-08 -5.138422781393385e-08 2.5404057702701864e-08 5.0280679878936224e-08 2.4410357426248585e-08 8.352768568719198e-08 -8.766574304129784e-08 1.2075431523928553e-06 -1.1525054658703854e-06 3.7713157357533594e-07
age3sex 1.1656597851047285e-07 -4.559176119741322e-07 1.2808199240732473e-08 -1.1241074360105372e-10 -1.3441739456475282e-05 1.2374601914512758e-06 -3.527872986067792e-08 3.1445846753433866e-10 6.975042492108247e-11 -1.0767208419938234e-10 -1.3089194158378962e-10 -4.682585337136262e-10 6.181758893812205e-10 -5.945673015709713e-10 5.535074400015122e-10 -1.6413725050590316e-10 -4.5861367920702e-11 2.2251914502007928e-10 -1.937137187270075e-10 -6.421652551887963e-10 1.9405016166897976e-11 -1.5710234087365776e-10 1.2173414245792977e-10 5.33985220419138e-10 -2.361721509340595e-10 -4.757487409030309e-10 -1.8940846649042962e-10 -7.579042734096376e-10 -2.0588860684741305e-10 -8.975472658841123e-09 8.603333363897156e-09 -3.4150706687574107e-09
pcs.V3 -2.5920721611886265e-06 -1.92821338317407e-06 5.3502705736370225e-08 -4.572215793957496e-10 -6.1913155180027834e-06 5.34583999908442e-07 -1.2438999597604966e-08 6.975042491795573e-11 2.645808558628917e-06 1.7686522260126165e-07 -3.8241124049921235e-08 -1.4320461942854284e-08 6.722979670385235e-08 4.790339864131853e-08 5.660217945421288e-08 7.524649131744342e-08 -1.571749420842414e-08 2.6386073175165096e-08 -6.38971704665123e-08 -1.967475158298598e-08 4.086567540889503e-08 -1.9340710103679153e-09 -4.865717182296091e-08 6.618131872076054e-08 1.365540132955963e-08 -5.383711484992213e-09 3.6915952944009117e-08 3.32783337451944e-08 4.912384562675036e-07 1.9113951741234556e-07 1.0768210370062209e-07 1.2655533131964324e-06
pcs.V4 2.5178993420901912e-06 7.767476224761582e-07 -1.577577767331666e-08 1.1446685592359392e-10 5.007096714728462e-06 -5.190301476113012e-07 1.4754119324506214e-08 -1.0767208419783071e-10 1.7686522260126086e-07 2.7286310145264137e-06 9.536204054023377e-08 8.74818961753384e-09 2.9301627927155425e-08 -5.0400986936404854e-08 -4.6934426485747566e-08 6.290906542189952e-08 -1.3978844365314145e-08 -4.5064642958054984e-08 2.5900209007589833e-08 -7.648786988255285e-08 -6.036369632418246e-08 6.274185097592883e-08 6.554401913870203e-08 5.6695031240115026e-08 4.327853770845811e-08 1.8598659027049968e-08 -3.9881922691830605e-08 4.012385217841665e-08 -1.5078082254970619e-06 1.3754819650432954e-07 -2.0607987719028775e-06 -6.418455264075767e-07
