 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.015196780753978257 0.019635529127101238 -0.0005026711119314218 4.207730107375383e-06 0.15556921579272628 -0.011655775822735333 0.00028510599320664325 -2.275848431384034e-06 -6.463975405117266e-06 1.4366357016874588e-05 6.728496513582706e-06 -2.3534723698122475e-06 -4.1698693174685035e-07 -1.6170041328715e-05 -8.10364159791487e-06 -1.0734587387576346e-06 -3.6305916660654634e-06 -7.36684075037945e-06 -1.85458564008303e-05 -9.713135242596222e-06 2.5981855982588397e-06 1.1476418031721728e-05 8.972609663380633e-06 -4.819871757299046e-06 -5.198008994632656e-06 -6.315260344774614e-06 1.4961271659054731e-05 -6.816104843642258e-06 -8.217847189663148e-05 4.338278687528343e-05 -0.00010917970359714572 2.1284052700838188e-05
age 0.019635529126172543 0.10091918055795526 -0.0023917811061547126 1.8458047321021296e-05 1.2915000060596524 -0.09371297461579871 0.0022167953096862785 -1.708115780775515e-05 -5.641493513109696e-05 1.990427718784255e-05 1.7806159187925278e-05 -3.4395099918447216e-06 -1.4334272391028036e-05 -1.1022813278525939e-05 2.567187735009875e-06 1.516102485059711e-05 9.775639040114705e-06 -1.062013846301343e-05 1.4246934667494606e-05 -1.1952818273021143e-05 1.2131801364357894e-05 1.0400430972501163e-05 5.959343301856093e-06 7.075299669166005e-06 -1.759401828565487e-05 2.4195643712224713e-05 9.262556382689328e-06 2.7694192029873176e-05 -0.0002907793235732973 -0.00010703152294295074 0.002475144951024303 -0.002447091097726919
age2 -0.0005026711119086607 -0.0023917811061553063 5.6938601338091866e-05 -4.4139486123965925e-07 -0.030391914699323827 0.002214532470417777 -5.261000632551981e-05 4.0712682887499314e-07 1.2885036002740547e-06 -4.6888733667387367e-07 -4.035089795906072e-07 7.401597766556006e-08 3.180404473755165e-07 2.8872080311994284e-07 -2.2716822950301405e-08 -3.36115037980866e-07 -2.0999819759132365e-07 2.850688318958385e-07 -2.5879710444270224e-07 2.775802044156236e-07 -3.0150839683124675e-07 -2.9159752794810946e-07 -1.804169252291408e-07 -1.4762176282961954e-07 4.408412738450975e-07 -5.196001435822844e-07 -2.548086243610385e-07 -6.057690712824297e-07 7.018796637928549e-06 2.3084175190420297e-06 -5.539304359209962e-05 5.5415608264236556e-05
age3 4.207730107199847e-06 1.84580473210295e-05 -4.413948612397835e-07 3.4379220177252363e-09 0.0002328972734359976 -1.704007687076574e-05 4.06571814196521e-07 -3.1605064172505795e-09 -9.539202418861636e-09 3.598517064235919e-09 3.0266397471402473e-09 -5.52723438013406e-10 -2.298799530828114e-09 -2.5081195790648124e-09 -2.05716172496426e-10 2.359400140889269e-09 1.4602701955601466e-09 -2.4501520164739116e-09 1.2920537137641235e-09 -2.1309187334173493e-09 2.44952426292781e-09 2.5857239070603286e-09 1.6900846210725304e-09 9.243784961393687e-10 -3.479430332436916e-09 3.573741932304259e-09 2.3346448734526913e-09 4.231621243914435e-09 -5.5950341029267e-08 -1.5466145839561916e-08 4.038877687656009e-07 -4.09341977317264e-07
sex 0.1555692157504243 1.291500005907392 -0.030391914695697363 0.00023289727340788485 33.43823913500145 -2.401168344346682 0.056111454517198366 -0.00042645203803891714 -0.000634125085010201 0.0005491903760553951 0.0004998235734190146 -0.0001352636002850891 -0.00040484865990575317 -0.00020004276091338774 0.00016813811898675187 0.00043911833708337516 -5.976247076619041e-06 0.00012467504053752376 6.82151957525573e-05 -0.0003624671916724947 5.598736592002486e-05 -0.00010569105781798093 -0.0002514636482762317 0.000417612969232334 -0.00018808097217652692 0.0004291197771744515 -4.760829053129057e-06 0.00025724659267612555 -0.0038273878094454246 0.0016873734531533645 0.030710306555532172 -0.03688107620765026
agesex -0.01165577581950587 -0.09371297460487318 0.0022145324701574416 -1.7040076868744876e-05 -2.401168344347571 0.17323475230246974 -0.00406741761626902 3.105846005203889e-05 4.481014926524775e-05 -3.877636174809592e-05 -3.421236593294493e-05 8.652572283173164e-06 2.8326596100101588e-05 1.3143322246241174e-05 -1.1097764259735e-05 -3.04361393680411e-05 1.8983371855154576e-07 -7.850193053409472e-06 -4.408336222869877e-06 2.4242360551365998e-05 -4.868883790840934e-06 6.551123247153589e-06 1.682729301938535e-05 -2.8349527673823818e-05 1.3848529060760052e-05 -2.8724646523336808e-05 -5.64505774011508e-07 -1.8761211191211765e-05 0.0002968496975689148 -8.926260908518695e-05 -0.0021933712176299045 0.0025828138141067336
age2sex 0.0002851059931320332 0.0022167953094283477 -5.261000631937932e-05 4.065718141489053e-07 0.056111454517251115 -0.004067417616271324 9.597336606876385e-05 -7.365732077267408e-07 -1.0318590146311181e-06 8.794108347176791e-07 7.621232705359526e-07 -1.7326913495538836e-07 -6.487880292757601e-07 -2.7621294517684994e-07 2.3189035884233665e-07 6.773918982555e-07 8.571845294551832e-09 1.5777114080242046e-07 8.499272636490167e-08 -5.152826487785106e-07 1.4103305149938555e-07 -1.2787252370613094e-07 -3.6663561750395526e-07 6.168713292279293e-07 -3.2459409627905633e-07 6.193353004777704e-07 3.030428469733637e-08 4.4518233608699317e-07 -7.531424992712794e-06 1.4624395069409792e-06 5.103563068963192e-05 -5.887188411032636e-05
age3sex -2.2758484308086967e-06 -1.7081157805788217e-05 4.071268288281447e-07 -3.160506416887131e-09 -0.00042645203803964594 3.105846005208008e-05 -7.365732077272956e-07 5.683648871679094e-09 7.694631022945985e-09 -6.386941005176702e-09 -5.527559211547728e-09 1.1038436275062928e-09 4.8369322920184686e-09 1.856162157539272e-09 -1.4757399380494385e-09 -4.837448940238315e-09 -2.193987674720409e-10 -1.0185197835368681e-09 -4.761159704762917e-10 3.4524347319614673e-09 -1.3521690385415823e-09 8.135169992180162e-10 2.5452306084174343e-09 -4.304285793386957e-09 2.3602793567029694e-09 -4.3185649275795515e-09 -3.950144385705414e-10 -3.442601967503997e-09 6.256681431024798e-08 -6.9880267729701196e-09 -3.895642017187395e-07 4.387792933173422e-07
pcs.V3 -6.463975404782889e-06 -5.641493513201834e-05 1.28850360029577e-06 -9.539202419027939e-09 -0.0006341250851045771 4.481014927207398e-05 -1.0318590147916285e-06 7.694631024172014e-09 6.9170514411111965e-06 5.40356538187591e-07 1.264414796109808e-07 -9.687983917040221e-08 6.015771943998505e-08 2.1827153062313045e-07 -2.4717367420673326e-07 1.4766602317867186e-07 -3.6994909204977233e-07 2.594461543208306e-08 6.61135427959358e-08 -1.124501582562482e-08 1.277171163109624e-07 7.996436664473259e-08 -5.973306723685632e-10 5.81589300193787e-09 -8.793238281323586e-08 -7.131022475148324e-08 3.2219797623361023e-07 -1.415641566929663e-07 2.6964690462817343e-06 -5.6322586072261965e-06 7.30795732838331e-06 7.519339206510497e-07
pcs.V4 1.4366357016202608e-05 1.9904277185594144e-05 -4.688873366203387e-07 3.5985170638206573e-09 0.0005491903760584636 -3.8776361748304275e-05 8.794108347220937e-07 -6.386941005205473e-09 5.403565381890099e-07 6.6426719411090476e-06 1.9966494490683868e-07 2.697402574912411e-07 -2.2801681342201167e-07 -1.4720109248832525e-07 -2.426936247522672e-08 2.944580713121052e-07 1.5674808926019952e-07 -2.227588625770874e-07 1.1590733429088193e-07 2.145239179795859e-08 -3.2433253857719286e-07 1.8845794749220126e-07 1.9075255007559356e-07 -8.584792310019031e-08 1.9298608792997045e-07 1.6903187384068024e-07 5.146292997166385e-08 -1.5849790244828952e-07 -2.428945508049273e-06 -5.3789243839093325e-06 1.3549502449303269e-05 -7.867561279271261e-06
