 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 9.071028555974613e-05 6.983452592791584e-06 -1.9162022973702346e-07 1.8546496188248584e-09 -2.872023710459472e-05 2.610762360931769e-06 -7.341962676021505e-08 6.687989427455581e-10 2.0077611811709783e-07 2.533755824288201e-07 -2.1651622045747456e-07 -1.3725900790389927e-07 -5.4515452488094524e-08 6.306537699997968e-08 -8.331109158998858e-08 5.376620992341201e-08 1.821101389031205e-09 -1.0477577537669093e-07 -9.19172164342571e-08 -5.0108740941238236e-08 -2.0360406589185572e-08 2.2624440130335785e-08 -3.829697301129402e-08 -2.7539665454416523e-08 3.07349880055277e-08 -1.8683762069120086e-08 5.2282318685765994e-08 -1.1372656032068695e-08 -4.044265203092028e-07 2.3886699082548055e-06 -2.1778672951661085e-08
age 6.9834525928396275e-06 0.00026674101592690186 -6.141158445965922e-06 4.387479095880894e-08 0.0033422061913525635 -0.0002532942048140772 5.8202683581014066e-06 -4.149382364313959e-08 -6.402986411436779e-08 2.2031633452517268e-07 -9.870908112299762e-08 1.8483548984917316e-07 4.5789593856638805e-08 5.498042226077413e-08 1.2123940289450482e-07 9.731026704468839e-08 1.0968952721979585e-07 -3.2142224388369673e-07 -7.706464748921076e-08 6.0214628217659e-08 -1.5871413922925265e-07 -1.6474841524045427e-07 -2.0477331634561614e-07 2.3336150335485447e-07 1.7256711971935776e-07 -1.869463487028303e-07 1.220135990275735e-07 3.3598878576707417e-07 -7.242459013080745e-07 -3.563048253070538e-08 5.994757390416376e-07
age2 -1.9162022973714996e-07 -6.141158445967515e-06 1.441313427616457e-07 -1.0473529850393704e-09 -7.521833164293288e-05 5.823378983952737e-06 -1.364019167073953e-07 9.890203904831542e-10 3.662956847633421e-09 -4.884064829918908e-09 1.5290668199803512e-09 -4.569152914374264e-09 -1.1427655883859367e-09 -2.0061716016618675e-09 -2.157181825658457e-09 -1.540234370791642e-09 -2.530247177748693e-09 7.107926870506909e-09 2.08050233083738e-09 -1.16175286523753e-09 3.3942517476783746e-09 2.8066827288474297e-09 3.7017871837003248e-09 -4.477544297374521e-09 -4.548647189363474e-09 4.1524764796603106e-09 -3.2636104303025493e-09 -7.658475643973751e-09 1.3223661931095683e-08 -5.880315312587073e-09 -8.787752788306665e-09
age3 1.8546496188367135e-09 4.387479095881279e-08 -1.0473529850391931e-09 7.735346459940075e-12 5.275151209859614e-07 -4.15434265858455e-08 9.897170302574781e-10 -7.293268693498153e-12 -3.899507391440431e-11 3.72841208189449e-11 -9.758394836168304e-12 3.3331243450594887e-11 7.1439109739622354e-12 1.8660948159693917e-11 1.1691766026830003e-11 7.6940233094282e-12 1.9907655974963734e-11 -4.870910106069702e-11 -1.9504995921575916e-11 6.009064770917631e-12 -2.358822190031838e-11 -1.3106870642248929e-11 -2.141317860030385e-11 2.5740131453585327e-11 3.595046356078971e-11 -2.84056185301361e-11 2.6169577189463538e-11 5.3229433388154976e-11 -6.96328188091474e-11 7.804475786570792e-11 6.264941279815479e-11
sex -2.8720237106757977e-05 0.003342206191352545 -7.521833164293345e-05 5.275151209859645e-07 0.11653136929638329 -0.00874673745181062 0.00020027666284951493 -1.4289711812766877e-06 -1.0413832638855298e-06 -6.165653362464382e-07 5.521677492718405e-07 1.4791115902333962e-06 -2.2642524524502933e-06 -8.659719071597751e-07 2.368232932743589e-06 -7.954469739248395e-08 -5.003651239597317e-07 -2.5600430474786363e-06 -1.4349142720048174e-06 2.3385711552117832e-06 3.8262187378391087e-07 -1.6655515577985745e-06 -3.518284649694394e-06 2.4692482027944184e-06 -6.716334727488813e-07 -2.3144168040564537e-06 4.024242479328264e-06 6.651897909445689e-07 -6.648962542378148e-06 -2.2511649188627848e-05 6.814285929264934e-05
agesex 2.6107623611297597e-06 -0.0002532942048140458 5.823378983952233e-06 -4.15434265858426e-08 -0.008746737451810184 0.0006741673994647044 -1.5753860423073312e-05 1.1424718905443955e-07 1.3550418309051979e-07 5.852046543208182e-08 -3.975359182825608e-08 -7.610675978247932e-08 1.3429643524687272e-07 1.5187724851397564e-08 -1.0257122002068823e-07 2.2602889406685984e-08 3.044642414970163e-08 2.0182212674971505e-07 8.114384335885292e-08 -1.6696984927249728e-07 -7.335882373862176e-08 9.402338958024793e-08 2.2749384392530988e-07 -1.0420050356105437e-07 -2.1987476722813286e-08 1.9078304432227184e-07 -3.4248320768018124e-07 -5.098378357386422e-08 4.993617944713667e-07 1.7296164359618842e-06 -4.7631207457818135e-06
age2sex -7.341962676467458e-08 5.820268358103603e-06 -1.3640191670744956e-07 9.897170302578744e-10 0.00020027666284949544 -1.5753860423072576e-05 3.750122370012551e-07 -2.7642260726874355e-09 -4.414294429843682e-09 -1.5783703000803315e-09 7.645752532809311e-10 1.480550737543922e-09 -2.6462486977442475e-09 4.108741050580192e-10 1.2055343790563304e-09 -1.191203958363581e-09 -1.923177349906291e-10 -4.41247318257428e-09 -1.940018834803038e-09 3.452582986326583e-09 2.4976893432014134e-09 -1.056231995438289e-09 -4.887280725067719e-09 5.019862258756609e-10 1.5170798772539934e-09 -4.9621747022692165e-09 8.567297585654113e-09 7.299276594600517e-10 -9.543860328375123e-09 -4.191322456735907e-08 1.0618841969341147e-07
age3sex 6.687989427356819e-10 -4.149382364313911e-08 9.890203904831482e-10 -7.293268693498171e-12 -1.4289711812764823e-06 1.1424718905442929e-07 -2.76422607268732e-09 2.0691576937231103e-11 3.773662236148977e-11 1.4220386561991628e-11 -3.3195872054594046e-12 -1.1252382768770948e-11 1.8562866762491303e-11 -5.707434699594475e-12 -2.7796964877563266e-12 1.2129690399354143e-11 -2.8401762470431217e-12 2.8955281963461742e-11 1.4762505509508223e-11 -2.168085995683817e-11 -2.1976413231816073e-11 5.336379630713693e-13 3.381731474544819e-11 1.0128462896568405e-11 -1.5825286027716604e-11 3.957762461175779e-11 -6.588611564846071e-11 -2.3887214069001686e-12 7.543108980240966e-11 3.1631430971588624e-10 -7.468669300911128e-10
pcs.V3 2.0077611811705675e-07 -6.402986411428058e-08 3.66295684763145e-09 -3.899507391439061e-11 -1.0413832638838717e-06 1.3550418309040343e-07 -4.414294429841219e-09 3.77366223614736e-11 9.947234498960158e-07 7.391041892276219e-08 -2.8311093781690074e-08 -5.402599376099797e-09 6.169472920455774e-09 1.4155582083297599e-08 -5.229705461362595e-09 9.095889500854547e-09 1.0089782898564263e-08 1.5086486449932262e-09 -3.646847982040556e-09 9.783476160051883e-09 8.951302191754331e-10 -1.374871927766004e-08 -1.455164849337565e-08 -6.980148970743493e-09 -3.0806473464086515e-09 -1.505115700962703e-08 7.895424298035024e-09 4.6210346785922555e-09 4.885205575326182e-08 4.2903784110401976e-07 5.434077238460172e-07
pcs.V4 2.5337558242880214e-07 2.2031633452530156e-07 -4.884064829921972e-09 3.728412081896738e-11 -6.165653362427348e-07 5.852046543179269e-08 -1.578370300073486e-09 1.4220386561941406e-11 7.391041892276209e-08 1.0666527398284442e-06 2.905816487657277e-08 3.4530506425452316e-09 1.6976926280750675e-08 -2.415639922058149e-08 -9.559665521116601e-09 2.4677663560626993e-08 -3.3689847353914816e-09 -7.118345773231154e-09 9.80953910793007e-09 -2.909707695862922e-09 -1.3028920441070798e-08 1.2443716993652288e-08 1.2907275933175092e-08 6.491721296952672e-09 6.716175623579988e-09 -5.367968915375654e-10 -2.522795487567173e-09 2.504948630967941e-09 -1.4574640378915743e-07 -7.311516785278139e-07 -6.494347763512064e-07
