 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.003112139766462217 0.0010442425325242488 -3.315123497772811e-05 3.2345074395926264e-07 -0.017930989088857964 0.0014115885414711315 -3.6312797235244076e-05 3.0469464439010253e-07 -4.401723393282118e-06 6.631998814607163e-06 1.4212841732857636e-06 2.377844638617175e-06 3.0286588386201644e-06 -1.326352637708702e-06 4.435513136355806e-06 5.396804958119938e-07 -1.7734134409051257e-07 -7.492237991052321e-07 -9.323406018236284e-07 -3.0860402446075006e-06 -3.4160386988130776e-07 1.7390838028935758e-06 2.560352937205881e-06 -8.291743642803653e-07 -3.3493839726836856e-06 -5.833148011653608e-07 -2.445641410439369e-06 -4.751784244999616e-06 1.603490150073635e-05 7.740634813534693e-06 0.0001730301224931672 -0.0001582134324865759
age 0.001044242532552147 0.03277386283452176 -0.000739448894528797 5.412220465226463e-06 0.43737153594827244 -0.03032182979404893 0.0006823749101707875 -4.983572064974689e-06 -1.871864193482176e-05 -6.88024250965691e-07 5.338966662842296e-06 -3.1411566034465574e-06 -1.4179511593365621e-05 -7.524738671174491e-06 9.598113629770136e-06 7.140753620684701e-06 6.094221561880982e-06 -2.0984090239182666e-06 6.782531812098664e-06 -2.0130881532821276e-06 3.962099451947906e-06 -6.167530424811575e-06 3.343754379797282e-06 3.520273497053811e-06 -5.554810228687273e-06 6.167303387367647e-06 -9.402309153540911e-06 1.7984845796737513e-06 -8.183361876280166e-05 -9.00027952362195e-05 0.0004600142834487506 -0.0003872007239555485
age2 -3.3151234978267504e-05 -0.0007394488945294474 1.6778403693652872e-05 -1.234955764167627e-07 -0.009778443958264313 0.0006815560359589903 -1.5421880778538618e-05 1.1323747026470633e-07 4.3205536275499157e-07 5.18193792718816e-09 -1.2089751035563848e-07 5.0960661921356406e-08 2.986281312665629e-07 1.7458968887060128e-07 -2.2153685224367603e-07 -1.6584858991699076e-07 -1.4069964027762535e-07 5.69355339396156e-08 -1.5975256116410574e-07 4.734271045238469e-08 -8.377543882355719e-08 1.2036592433274686e-07 -9.431385762564415e-08 -6.580318630326124e-08 1.4142544066628386e-07 -1.3860670893927864e-07 2.203870708717389e-07 -2.4237238183433753e-08 1.7987314454345754e-06 2.0484238402885835e-06 -1.0675430404497175e-05 9.02800826738461e-06
age3 3.23450743964945e-07 5.412220465223148e-06 -1.2349557641658018e-07 9.142165847034973e-10 7.097015554910714e-05 -4.972080365521082e-06 1.1311389790838652e-07 -8.351525888785779e-10 -3.2232689027282772e-09 4.659546757874369e-11 9.021359832401586e-10 -2.321583054535832e-10 -2.0303022369330645e-09 -1.3244187402425697e-09 1.660589961667973e-09 1.2313749538545465e-09 1.0599221952864642e-09 -4.4895607358706856e-10 1.2059939557399236e-09 -3.8524561570427527e-10 5.788513655174522e-10 -7.438213145581097e-10 8.099031143477647e-10 3.7223690263753186e-10 -1.1510279797664875e-09 1.0177716232723119e-09 -1.67696771981457e-09 5.0036265640343096e-11 -1.2402435513510615e-08 -1.5292873284454117e-08 8.41050861896872e-08 -7.119989773590308e-08
sex -0.017930989087463958 0.43737153595843137 -0.009778443958493581 7.097015555078935e-05 18.075513463160537 -1.262324442472921 0.028639376348754235 -0.00021110253622845269 -0.00014903297718389465 3.967464876827857e-05 0.00020866138846375025 -0.00011799272603133674 -0.00026089558925783835 -0.00010156692022695525 0.00010158082133920058 0.00015094597511379365 -0.00012094083979606853 0.0002192307851067848 -0.00011723443070959021 -3.464849538013599e-05 0.00019113248927573896 0.00011371345538412197 -0.00030408212049275174 0.00026201415748006916 9.269637076510847e-05 0.00016388037384318222 2.8657650759070763e-05 3.699112776857217e-05 -0.00026390764405278053 -0.00401868571052752 0.016522877300512107 -0.008641193118866167
agesex 0.0014115885414091706 -0.030321829794912096 0.0006815560359784829 -4.972080365663714e-06 -1.2623244424732574 0.0886153646350794 -0.0020208041405973174 1.496878390130147e-05 1.0350630604927029e-05 -2.5746585541499705e-06 -1.4556918148227985e-05 7.519407002519035e-06 1.7745892589124483e-05 6.452284996368442e-06 -5.115945479194478e-06 -1.0676072496261241e-05 8.527111776647992e-06 -1.5201349323381493e-05 7.210809246165068e-06 1.885436047536876e-06 -1.2911743266151054e-05 -8.901689681469675e-06 2.0273604564078338e-05 -1.739224855212905e-05 -6.997172157039714e-06 -1.1574253998286428e-05 -3.0413223149341633e-06 -3.315860257118935e-06 2.847001286442441e-05 0.0002592027609633428 -0.0011194056398445525 0.0006030374662817234
age2sex -3.6312797234050776e-05 0.0006823749101911187 -1.5421880778995504e-05 1.1311389791171458e-07 0.028639376348770097 -0.0020208041405978937 4.632382288601985e-05 -3.449106096151526e-07 -2.3072548937008587e-07 5.2946427204771145e-08 3.304747129859374e-07 -1.5137638547140505e-07 -3.9363932584622986e-07 -1.3326943497967718e-07 7.052868924229443e-08 2.41816601560392e-07 -1.891844463120056e-07 3.4663268835694184e-07 -1.4609817598962484e-07 -2.69366577544464e-08 2.826259394809002e-07 2.2272815897039464e-07 -4.428211718888352e-07 3.687421011562349e-07 1.7044023083349074e-07 2.693065529966096e-07 8.876858651462178e-08 9.260138338384633e-08 -7.678621792594573e-07 -5.595365687441984e-06 2.510544736809442e-05 -1.3790083964248435e-05
age3sex 3.046946443785232e-07 -4.983572065127012e-06 1.1323747026814844e-07 -8.351525889037892e-10 -0.00021110253622863489 1.4968783901310261e-05 -3.449106096152554e-07 2.5816855978176087e-09 1.6327727290249769e-09 -3.204006825834553e-10 -2.4430948789108144e-09 9.698119499209263e-10 2.838886713867701e-09 9.2709419578025e-10 -1.6922247691206e-10 -1.772576467089936e-09 1.3369361105069953e-09 -2.597786056665765e-09 9.715103975646957e-10 7.198008249513722e-11 -1.9966149161233976e-09 -1.7474625047392317e-09 3.1649929196003403e-09 -2.514618750609591e-09 -1.3478434197408829e-09 -2.0632537533982518e-09 -7.922185534006587e-10 -8.26834419154246e-10 5.690937153477256e-09 4.08094810096356e-08 -1.8711775248208935e-07 1.0407071495651358e-07
pcs.V3 -4.401723393301037e-06 -1.8718641934702585e-05 4.320553627523376e-07 -3.2232689027090933e-09 -0.00014903297717531566 1.0350630604323577e-05 -2.3072548935629236e-07 1.6327727289225268e-09 4.672954980415615e-06 2.218580691279524e-07 -5.302359527124562e-08 -3.195012527504685e-08 1.872790611975947e-09 2.1661061326548462e-07 -7.257767275982948e-09 1.0648837178655572e-07 -1.4057492955794294e-07 2.8644264093301198e-08 -4.3425801410809504e-08 -2.4860806685416174e-08 1.9172303869825612e-07 4.7365327835960906e-08 -3.960148333862151e-08 3.506587889519441e-08 -5.351769710465581e-08 -7.502125811605031e-08 1.375580461184254e-07 -1.324373852093538e-07 7.641435882502476e-07 2.0324727773760922e-06 -3.3442926288124035e-07 9.995963053477957e-09
pcs.V4 6.631998814606705e-06 -6.880242508987816e-07 5.181937925686464e-09 4.659546758966664e-11 3.96746487695031e-05 -2.5746585542349846e-06 5.294642720668712e-08 -3.204006825974723e-10 2.2185806912792253e-07 4.689575308383148e-06 2.0051528398947884e-07 1.8853599700968397e-07 -6.898281627344835e-08 -1.0423664083761988e-08 -2.587162851628078e-08 9.445576325563431e-08 3.5247027481082215e-09 -1.4274215858355711e-07 8.726847701806786e-08 -1.2278518265258512e-08 -1.4548866878165053e-07 2.5768067794933484e-08 1.6767984850320206e-07 -3.0002405712608335e-08 1.5934851734922152e-07 6.685496747028585e-08 -7.707986799636372e-08 -9.180024073310274e-08 -2.959342666997306e-06 7.062083931819634e-07 -5.349212936541407e-07 -5.49978948112348e-06
