(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband paternal gpp gmp
(Intercept) 0.0070751458544627 0.00507994256502927 3.94886426030328e-05 -9.23417579226802e-05 0.000293598411269382 -8.0841507539893e-05 -0.000135951692863079 0.000311253795608585 0.000270880696046964
covarage 0.00507994256502927 0.00505580833001941 0.000187909492620564 -1.32544657373008e-05 0.000227826725832532 2.70809545544325e-05 -0.000114395833221643 0.000241549139386869 0.000124565274144972
covarsex 3.94886426030328e-05 0.000187909492620564 0.00154067320556927 -1.35747681936673e-05 1.32402407912014e-05 3.50757115535584e-05 -2.10936549962832e-05 4.47357160565543e-05 1.50490502258743e-05
covarpcs.V3 -9.23417579226802e-05 -1.32544657373008e-05 -1.35747681936673e-05 0.00168641011159609 0.000158363800792835 5.47328921892991e-05 -0.000141061160871175 -4.02634664248429e-06 0.000276869450381292
covarpcs.V4 0.000293598411269382 0.000227826725832532 1.32402407912014e-05 0.000158363800792835 0.00147814203010668 -0.000106237897126592 -1.60245802987396e-05 -4.2727954022483e-05 -2.20113051286546e-06
proband -8.0841507539893e-05 2.70809545544325e-05 3.50757115535584e-05 5.47328921892991e-05 -0.000106237897126592 0.00221560390302741 -0.00138859915436867 0.000117086602154702 0.000431789831675627
paternal -0.000135951692863079 -0.000114395833221643 -2.10936549962832e-05 -0.000141061160871175 -1.60245802987396e-05 -0.00138859915436867 0.0110781735019504 -0.00919687920774266 -0.00741027337888846
gpp 0.000311253795608585 0.000241549139386869 4.47357160565543e-05 -4.02634664248429e-06 -4.2727954022483e-05 0.000117086602154702 -0.00919687920774266 0.0372176148248498 -0.019796103189362
gmp 0.000270880696046964 0.000124565274144972 1.50490502258743e-05 0.000276869450381292 -2.20113051286546e-06 0.000431789831675627 -0.00741027337888846 -0.019796103189362 0.0338787966405659
