 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00011329576904955832 7.941838156515625e-06 -2.225661041736567e-07 2.1805688895316787e-09 -2.2819787505363098e-05 2.0597238821233064e-06 -5.7409890012225287e-08 5.382425855618223e-10 2.445949029796754e-07 3.022698968288938e-07 -1.931360948294255e-07 -1.24576371965607e-07 -7.899257268164051e-08 5.0074636051211314e-08 -8.805270062636982e-08 8.262464351276663e-08 -6.533449662324029e-10 -1.1165128077237972e-07 -1.5592290658695854e-07 -6.016948353021505e-08 -2.2519291965572622e-08 1.3627163352907176e-08 -3.057925027074529e-08 -6.982959511977641e-08 5.349090507106945e-08 -2.8408086102800514e-08 4.0797739953816954e-08 -9.18849025223562e-09 6.306223486453257e-07
age 7.941838156549188e-06 0.0003100752360222539 -7.1353832278855235e-06 5.097382631715115e-08 0.003894729653024965 -0.0002949623006180182 6.773812982783866e-06 -4.826632999661983e-08 -1.0618800068761853e-07 2.393161947437304e-07 -7.923297128335067e-08 2.4645090173436626e-07 4.300530422997219e-08 6.613365829564211e-08 1.4111678333895192e-07 1.5641296405817516e-07 1.813874114654718e-07 -3.596513469978001e-07 -8.326772297576259e-08 5.104361707484276e-08 -1.5836056934880504e-07 -2.4455587772662143e-07 -3.1300165201554106e-07 2.774584882191644e-07 2.6225196782936267e-07 -2.3519799676108843e-07 1.8241054208735335e-07 3.635304233758861e-07 -6.897411949944424e-07
age2 -2.2256610417615084e-07 -7.13538322788697e-06 1.6735413086223494e-07 -1.2158278575962091e-09 -8.762739570915065e-05 6.779634014465233e-06 -1.5870834522248083e-07 1.1501370668109471e-09 4.82336403582586e-09 -5.1247034985828975e-09 8.880791086655626e-10 -5.8066418339795475e-09 -9.998501790886374e-10 -2.6091020776297795e-09 -2.385102009283801e-09 -2.716581327034963e-09 -4.226176082313685e-09 8.052583627268969e-09 2.264459184192456e-09 -8.937995440943376e-10 3.0931334399399484e-09 4.581591342477515e-09 5.937635190012759e-09 -5.378703835039899e-09 -6.948469534172188e-09 5.324055545848051e-09 -4.592375331055836e-09 -8.20561991064303e-09 1.0583120901600915e-08
age3 2.1805688895396585e-09 5.0973826317168325e-08 -1.2158278575963894e-09 8.97650641736772e-12 6.144111636314882e-07 -4.8356868337577694e-08 1.1513771878175784e-09 -8.479943054380528e-12 -4.8103248310736926e-11 3.850451771284497e-11 -4.465227562391119e-12 4.080632290518657e-11 4.7728356130367004e-12 2.4930364324789748e-11 1.2054722781153682e-11 1.5346750004565057e-11 3.2560977048765506e-11 -5.592472119107161e-11 -2.157927044271244e-11 3.816436005828094e-12 -1.985705149639641e-11 -2.5212982763228748e-11 -3.5990827389158405e-11 3.129461880378297e-11 5.5226631657231e-11 -3.773453691997788e-11 3.516040744001107e-11 5.668832455095361e-11 -2.7219002060019692e-11
sex -2.2819787501947217e-05 0.003894729653028713 -8.762739570923313e-05 6.144111636320642e-07 0.13460887002902097 -0.01008615352117024 0.00023048168725188706 -1.6409634037171885e-06 -2.8232325328350857e-06 -8.454253068332394e-07 2.6519957329282157e-07 1.318874243884924e-06 -4.0081719563801945e-06 -1.8394375434396415e-06 2.6788808775752093e-06 5.646828193035855e-07 -2.389514092081151e-07 -2.8781808327305796e-06 -1.7328049595130534e-06 2.912232921671649e-06 3.036363392075939e-07 -2.2305403866006715e-06 -6.458116430137941e-06 2.5785956683357835e-06 -2.9125330626405727e-07 -4.340023791327474e-06 6.0685753798254755e-06 3.3476049905563384e-07 4.85941325485731e-06
agesex 2.059723881980341e-06 -0.00029496230061833753 6.779634014472249e-06 -4.835686833762609e-08 -0.010086153521170541 0.0007762208699368786 -1.810454503218126e-05 1.3102841656872937e-07 2.7518381799090756e-07 7.404889966399097e-08 -2.561991693499208e-08 -4.285394415138984e-08 2.71435840330849e-07 7.709642258540772e-08 -1.0361318478379014e-07 -9.012421976784556e-09 4.701816480152782e-09 2.189531078980385e-07 1.0255205679710255e-07 -1.9897771198004876e-07 -8.911640348134482e-08 1.3829404037483844e-07 4.3749876264864894e-07 -1.0480383950915434e-07 -7.884742510797363e-08 3.4965304511304845e-07 -5.007158819063264e-07 -3.546965935703995e-08 -5.223573318562758e-08
age2sex -5.740989000586456e-08 6.773812982791827e-06 -1.5870834522265672e-07 1.1513771878188059e-09 0.00023048168725190013 -1.8104545032181728e-05 4.302090490035049e-07 -3.165064550524872e-09 -7.70797249860415e-09 -1.839302783533434e-09 6.169553545381522e-10 3.351748515977477e-10 -5.9504490456958546e-09 -8.793840389264518e-10 9.478749476990082e-10 -7.907791411402508e-10 5.015175863729881e-10 -4.7781105936522056e-09 -2.567759996770763e-09 4.2202157112958014e-09 3.254665867642194e-09 -2.150095496212096e-09 -9.635035244475526e-09 4.114081192218412e-10 3.2097580312449465e-09 -8.942091377352079e-09 1.2198035911563981e-08 5.24731958383312e-10 -1.897990195681588e-09
age3sex 5.382425855864768e-10 -4.8266329996687905e-08 1.1501370668124886e-09 -8.479943054391289e-12 -1.6409634037173276e-06 1.3102841656873612e-07 -3.1650645505249504e-09 2.3650793564189173e-11 6.140343858772524e-11 1.5297644120186976e-11 -3.0415271800646547e-12 -1.1682553571692015e-12 4.413421052694323e-11 3.2374373854300626e-12 5.626770420615757e-13 1.0551487678700061e-11 -8.3100554011571e-12 3.159907741086326e-11 2.0003685087500015e-11 -2.8310827520282465e-11 -2.966253494492466e-11 9.200845380275547e-12 6.763076292797034e-11 1.1211070416789169e-11 -2.99528771293278e-11 7.09721423623622e-11 -9.156561442199411e-11 -2.0557707708871387e-12 5.4895739066076326e-11
pcs.V3 2.4459490297960815e-07 -1.0618800068807457e-07 4.823364035836318e-09 -4.810324831081161e-11 -2.8232325328437297e-06 2.75183817991567e-07 -7.707972498619445e-09 6.140343858783521e-11 1.2383783437968617e-06 1.0802140629638692e-07 -2.2519664580575696e-08 -9.809546768650675e-09 1.1776662058292379e-08 1.6045665020705094e-08 -6.388670861001063e-09 1.2659859827221363e-08 1.1973542673925464e-08 -1.0417166117464628e-10 -1.2768428668487908e-08 1.038427519466917e-08 5.5622920944406325e-09 -1.4162795984086475e-08 -1.4375902974269356e-08 5.422684228751525e-11 -4.200269602952343e-09 -1.4049290135743621e-08 9.685147367359805e-09 1.1137119059212175e-08 5.859748003180231e-07
pcs.V4 3.0226989682888893e-07 2.393161947433036e-07 -5.124703498572816e-09 3.850451771277118e-11 -8.454253068471714e-07 7.404889966508292e-08 -1.8393027835593448e-09 1.529764412037741e-11 1.0802140629638743e-07 1.3385200226924333e-06 4.71266574847433e-08 -5.450330510046793e-09 2.0799765769562138e-08 -3.430417893597242e-08 -6.511583482869511e-09 3.513745544044762e-08 -1.9276711017244207e-09 -9.583655746088311e-09 8.628230484549467e-09 -6.01493062366829e-09 -1.0751590235999355e-08 1.8226814259770422e-08 1.5329603309921548e-08 1.9350105452001336e-08 4.932801584259606e-09 3.5588201848836432e-09 -8.783545692904847e-09 8.510555961792332e-09 -8.861691546780574e-07
