 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 8.476025638628462e-05 6.57220774624781e-06 -1.7978233020494528e-07 1.739813138428026e-09 -2.4304263762395825e-05 2.1858257896670107e-06 -6.159069405150833e-08 5.66337414293931e-10 1.9156088098106378e-07 2.4153385003636377e-07 -2.0597130354621184e-07 -1.3705074259037407e-07 -4.8383421023757874e-08 6.191910284674903e-08 -7.576771275506597e-08 5.431748945561871e-08 -1.064964785066818e-09 -1.0059122796280311e-07 -8.7082973100915e-08 -4.358380404926618e-08 -2.7476589660219996e-08 1.5485125733622733e-08 -3.2959596629022094e-08 -2.7551248027031597e-08 2.582316160433419e-08 -9.439386689166475e-09 5.017021541299329e-08 -1.3187697792767402e-08 -3.214396264806326e-07 2.2281840651791803e-06 -8.376989637966287e-08
age 6.572207746281297e-06 0.0002519640159334806 -5.801115467123945e-06 4.144214625528502e-08 0.003153426736745206 -0.00023901769818325934 5.4926005100046435e-06 -3.915920770709615e-08 -5.740638002766142e-08 2.069567671084954e-07 -8.914777907683636e-08 1.7166965163268203e-07 4.703490238315689e-08 4.663868976129992e-08 1.1054823306833057e-07 9.757336722648228e-08 9.815319092935578e-08 -3.08041825667434e-07 -7.199816379784474e-08 5.3273075774055e-08 -1.538636246603482e-07 -1.5445017154005356e-07 -2.0428572950001438e-07 2.24210146311165e-07 1.694578743541209e-07 -1.8188062303076087e-07 1.337726856171831e-07 3.179843520270331e-07 -6.674272004308652e-07 5.2392417806440846e-08 5.332788030663832e-07
age2 -1.7978233020411267e-07 -5.801115467125026e-06 1.3615833647933806e-07 -9.89360897822039e-10 -7.097170896349481e-05 5.495212498046155e-06 -1.2872182821285506e-07 9.333544608025005e-10 3.382443700596237e-09 -4.582862383836245e-09 1.3352518718443025e-09 -4.244517952944488e-09 -1.1675299978604765e-09 -1.7697388968538642e-09 -1.9509524775154903e-09 -1.6062349031763447e-09 -2.265854016953235e-09 6.811478603230244e-09 1.9613438997386678e-09 -1.0390344587125547e-09 3.2967667327686158e-09 2.633213878773868e-09 3.7572702789877756e-09 -4.323211589930194e-09 -4.441087960248735e-09 4.073701934278982e-09 -3.5328552968436135e-09 -7.238355087103208e-09 1.1709223590268433e-08 -7.2337927577498044e-09 -7.553215213947778e-09
age3 1.7398131384392985e-09 4.144214625528375e-08 -9.893608978218267e-10 7.306793937345845e-12 4.977445620758465e-07 -3.920258641628182e-08 9.339825788496966e-10 -6.882640370740987e-12 -3.6297296857737895e-11 3.5038909373237754e-11 -8.376951462373996e-12 3.093397570948917e-11 7.363000994442676e-12 1.6692851213803774e-11 1.0448724295152504e-11 8.430056237143305e-12 1.7917019403217897e-11 -4.662507440436366e-11 -1.848046585976817e-11 5.437345888400908e-12 -2.285579838012491e-11 -1.2292554740928732e-11 -2.2036712789501454e-11 2.496369568720174e-11 3.4887467197606346e-11 -2.798694408604744e-11 2.7957157006709094e-11 5.023841105316486e-11 -5.74795537351932e-11 8.380208787925899e-11 5.360327964165568e-11
sex -2.4304263763008386e-05 0.003153426736744608 -7.097170896348274e-05 4.977445620757698e-07 0.1092215453649186 -0.008197856944317976 0.0001876682195948853 -1.3385443443891681e-06 -1.0356640494416748e-06 -4.1130842816139817e-07 4.1030251475083285e-07 1.1098331941498252e-06 -2.0910614088674117e-06 -8.004315174076506e-07 2.2121981829686158e-06 1.865135654078869e-07 -3.327456020374539e-07 -2.6909150490966734e-06 -1.6639459455666576e-06 2.2386913440175423e-06 4.156984927802097e-07 -1.6220789053943334e-06 -3.5994464117754046e-06 2.388206261736635e-06 -3.5575840481370854e-07 -2.313359533083631e-06 3.842279470475276e-06 6.050027278514787e-07 -4.367654244438295e-06 -2.1205510014467173e-05 6.620141486939062e-05
agesex 2.185825790066728e-06 -0.00023901769818360054 5.4952124980538515e-06 -3.920258641633446e-08 -0.008197856944318327 0.0006318678312825721 -1.4762470623929488e-05 1.070217268220746e-07 1.343911427053692e-07 4.079472021243562e-08 -3.2190116451087915e-08 -5.1078207394729284e-08 1.2457584044416236e-07 1.3694719306353658e-08 -9.158253933037545e-08 3.2581348274365685e-09 2.1485487666775277e-08 2.1051212374999545e-07 1.0171734357796091e-07 -1.5750555985673245e-07 -7.07551155959452e-08 9.15549933002889e-08 2.350233666614122e-07 -1.027597547476633e-07 -3.762848439220744e-08 1.9249587410115193e-07 -3.261302786122064e-07 -4.994612096725996e-08 3.2505780306637334e-07 1.583785685861181e-06 -4.577164665845373e-06
age2sex -6.159069405150244e-08 5.492600510005482e-06 -1.287218282128705e-07 9.339825788497828e-10 0.000187668219594901 -1.476247062393005e-05 3.513478202358575e-07 -2.5889716150272422e-09 -4.381059165440379e-09 -1.1201502326958454e-09 6.777654259114118e-10 9.309033758507683e-10 -2.4750786741147986e-09 4.219759635633618e-10 9.62604103100009e-10 -7.255691721899029e-10 -4.0024890588196404e-11 -4.606694405882466e-09 -2.471899995748234e-09 3.2291975818061095e-09 2.358269003490712e-09 -1.019918143984391e-09 -5.052590906755487e-09 5.946279853483816e-10 1.719276137678739e-09 -4.99687678067135e-09 8.110124671339207e-09 7.960427514964504e-10 -5.400004607527808e-09 -3.8019161206734484e-08 1.0120928159189543e-07
age3sex 5.663374143193234e-10 -3.9159207707111254e-08 9.333544608028198e-10 -6.882640370743002e-12 -1.3385443443893314e-06 1.0702172682208248e-07 -2.5889716150273307e-09 1.9374045645394573e-11 3.7751796308094937e-11 1.0453986769488056e-11 -3.3309211949552985e-12 -7.293887063730106e-12 1.747847743872341e-11 -5.919770677354441e-12 -1.1134390650392674e-12 8.731924147678696e-12 -3.63446630537982e-12 3.0353630405710434e-11 1.8950595007186798e-11 -2.008376542531024e-11 -2.0624024506585607e-11 2.8059147257797297e-13 3.478291133116726e-11 8.525136829576199e-12 -1.630353522504944e-11 3.9689504795561025e-11 -6.186518960434106e-11 -3.3445329748556176e-12 4.383627068840218e-11 2.861157346411349e-10 -7.080165297222987e-10
pcs.V3 1.9156088098104827e-07 -5.740638002769653e-08 3.3824437005969077e-09 -3.629729685774189e-11 -1.0356640494398903e-06 1.3439114270521386e-07 -4.381059165436379e-09 3.7751796308063536e-11 9.316453985284888e-07 6.994442762750972e-08 -2.6710869561744764e-08 -4.576533567114737e-09 5.604301182114563e-09 1.365529796226131e-08 -5.233477389359211e-09 8.997233087224155e-09 9.720798460602931e-09 6.934580787556098e-10 -4.4260409208998126e-09 9.311522299449152e-09 4.3256913521449285e-10 -1.3641843042762156e-08 -1.379759156156839e-08 -6.007401918312397e-09 -2.5968812821489633e-09 -1.4510780335721629e-08 7.718003914659773e-09 4.5753768898281805e-09 4.272110147121147e-08 4.078586154570164e-07 5.020491058557002e-07
pcs.V4 2.415338500363815e-07 2.0695676710844896e-07 -4.5828623838350756e-09 3.503890937322871e-11 -4.11308428163368e-07 4.0794720212594284e-08 -1.1201502326997313e-09 1.0453986769517504e-11 6.994442762750983e-08 9.98771126649469e-07 2.718815961670918e-08 3.1668949140229422e-09 1.5570543440139443e-08 -2.273777463784783e-08 -9.401234314347558e-09 2.3092041144950746e-08 -3.088506565690361e-09 -6.657509823577909e-09 9.771633398004927e-09 -2.994568261608498e-09 -1.237589818538707e-08 1.1807081727610482e-08 1.2689167106738141e-08 5.639714473615767e-09 5.761196768868509e-09 3.1969037967391454e-10 -2.8431655628101777e-09 2.7218947669228322e-09 -1.3130720732258978e-07 -6.907561199989921e-07 -6.134474401170815e-07
