 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01763478312908046 0.023180789917953845 -0.0005922305595898236 4.947461315185122e-06 0.18480977222225664 -0.013809046444331478 0.0003368183002002688 -2.6803826810548237e-06 -7.322806547558889e-06 1.6941048126905533e-05 5.77354705232448e-06 -3.517552680900592e-06 4.754749379854083e-07 -2.069955675249104e-05 -9.087716009657319e-06 -6.1926294860258e-07 -4.3625977978283295e-06 -9.369316847513112e-06 -2.3915944532951578e-05 -1.2251637572322259e-05 2.279413381858608e-06 1.3223868440071419e-05 1.1511565291950357e-05 -4.814627249783521e-06 -6.298807150924798e-06 -8.109482085646591e-06 1.8718718121213806e-05 -7.329229464336682e-06 -9.169876046378668e-05 6.708446420279698e-05 -0.0009076990134819038 0.0007717123143679927
age 0.023180789918621054 0.1194205909767282 -0.0028289746905957717 2.1824127963257266e-05 1.5422247721457507 -0.11185389797203066 0.0026444214200882672 -2.0363777715927487e-05 -6.88746276138314e-05 2.2713787699753864e-05 1.7762616836400392e-05 -5.447564042770474e-06 -1.4181061677063334e-05 -1.440369080976861e-05 2.7209541445523086e-06 1.6828298884548396e-05 9.34665472836814e-06 -1.3469484674289109e-05 1.2411772855945123e-05 -1.76195226936083e-05 8.843986914565365e-06 8.299716598904257e-06 7.689547990535557e-06 1.0233379916044923e-05 -1.707799351868905e-05 2.6564931833824148e-05 1.2117947554208902e-05 3.2076011111956606e-05 -0.0003673380442883244 -8.40574187104512e-05 0.001454226686072528 -0.001494196947260439
age2 -0.000592230559604912 -0.0028289746905951194 6.731408575631774e-05 -5.216254552752386e-07 -0.03628983163816124 0.0026430786786931057 -6.275641115418862e-05 4.853624328224714e-07 1.566845374606072e-06 -5.348980011825426e-07 -4.0463557954463314e-07 1.1976060428047167e-07 3.075828828066791e-07 3.802021573121364e-07 -1.7298307433869177e-08 -3.703383771091363e-07 -1.9807557900152952e-07 3.631787087414137e-07 -2.0371306518322812e-07 4.08520505764615e-07 -2.3107109376650826e-07 -2.576661306951749e-07 -2.238545610337496e-07 -2.157686265746826e-07 4.3577005353339546e-07 -5.697050984905225e-07 -3.2906168723533586e-07 -7.037780180914241e-07 8.752100108495653e-06 1.8303621588457667e-06 -3.189788786574387e-05 3.356179729771407e-05
age3 4.947461315278708e-06 2.182412796325791e-05 -5.216254552753161e-07 4.061122553385212e-09 0.00027809937169461196 -2.0338103779618302e-05 4.850023582972324e-07 -3.768053655417179e-09 -1.1555890540579809e-08 4.109479852669656e-09 3.056121557981484e-09 -8.997851975526056e-10 -2.1725145131156382e-09 -3.309571445056956e-09 -3.3436625744338107e-10 2.5724559040983627e-09 1.361518434685258e-09 -3.1315812016860257e-09 7.567584850116602e-10 -3.124653493215082e-09 1.96589789342781e-09 2.4308486325204756e-09 2.0488362227429117e-09 1.388085007285014e-09 -3.483685575723857e-09 3.906307262415883e-09 2.97444843423132e-09 4.936470219385122e-09 -6.88711529283969e-08 -1.1947883128597693e-08 2.2563167033732247e-07 -2.4421620490177647e-07
sex 0.18480977224829853 1.5422247722326983 -0.03628983164023493 0.0002780993717107369 39.93318274170803 -2.8684510208789944 0.06705058921493165 -0.0005097652119888207 -0.0008038549200211446 0.0005766572597422403 0.000578141363063534 -0.00013564046090518738 -0.0004688382652439719 -0.00020246275999074938 0.00017707337409523274 0.0004822567134148578 -3.0178747615376726e-05 0.00014590400323877907 3.78989541693745e-05 -0.0004507505438325008 -8.010979232382513e-06 -0.00020494664459252366 -0.00030392157548153164 0.00047974264148671993 -0.0001397784329757207 0.00047808442497217663 -1.7156645701706712e-05 0.0002966142371521897 -0.0051481488875452334 0.002177383899311656 0.02832678506832859 -0.035823768995509764
agesex -0.013809046446253479 -0.11185389797834866 0.0026430786788440397 -2.0338103780793537e-05 -2.868451020878021 0.2070130822790244 -0.004862003036248127 3.7139465343612695e-05 5.640248386833319e-05 -4.0654380546487104e-05 -4.0249442393640865e-05 8.491970007036146e-06 3.2559111326021506e-05 1.3219424642014113e-05 -1.1404884971699212e-05 -3.315324120233488e-05 1.8986853455789602e-06 -9.058717161449659e-06 -2.6355730491694343e-06 3.0233565991858843e-05 -5.535860282727255e-07 1.311817975995967e-05 2.0842759707566944e-05 -3.2171191160606876e-05 1.0626614620117216e-05 -3.216233975808551e-05 2.366223914451782e-07 -2.17552896877174e-05 0.00039161463422667154 -0.00011295422065613463 -0.0021949295523835837 0.002668406153924621
age2sex 0.00033681830024353046 0.0026444214202366516 -6.275641115774222e-05 4.850023583249265e-07 0.06705058921487891 -0.004862003036245967 0.0001147601568282149 -8.811045479328982e-07 -1.2877735561201527e-06 9.20507776295157e-07 9.152448739441785e-07 -1.6418633208258632e-07 -7.394841839484269e-07 -2.749178556190883e-07 2.2834903571639256e-07 7.285014175867146e-07 -2.7984774557065293e-08 1.771758912711874e-07 5.357762141096236e-08 -6.446222638072536e-07 4.956959979407384e-08 -2.684855471860691e-07 -4.6830876883883655e-07 6.899981718527694e-07 -2.53376034558747e-07 6.975856253171235e-07 1.1338331829148464e-08 5.181162215215216e-07 -9.753058156761602e-06 1.8034073933164333e-06 5.5370241368741874e-05 -6.494633216616145e-05
age3sex -2.6803826814074923e-06 -2.0363777717062267e-05 4.853624328495443e-07 -3.768053655627836e-09 -0.0005097652119881359 3.713946534357581e-05 -8.81104547932419e-07 6.801765281422467e-09 9.518248414358862e-09 -6.6633593527510954e-09 -6.799333702119008e-09 9.941224898266962e-10 5.469744729265285e-09 1.8102428410902199e-09 -1.337985018962324e-09 -5.1072443953924146e-09 1.7927106556542386e-11 -1.095738738555149e-09 -3.1846023463034986e-10 4.3377326007278235e-09 -7.48178738870775e-10 1.7997951469208423e-09 3.3811607659929835e-09 -4.732653846674543e-09 1.821607261781555e-09 -4.900839259561651e-09 -2.3986753659586353e-10 -4.014163527205955e-09 7.962991971913833e-08 -8.204994174834416e-09 -4.592714161518513e-07 5.199353108102866e-07
pcs.V3 -7.322806547747483e-06 -6.887462761330562e-05 1.5668453745939122e-06 -1.1555890540488022e-08 -0.0008038549199645656 5.640248386424977e-05 -1.2877735560243653e-06 9.51824841362906e-09 7.809545223885226e-06 7.234359135438834e-07 1.8214873076544178e-07 -1.0371927261028487e-07 6.489258073445439e-08 2.331797589399908e-07 -2.702364962093606e-07 1.696861497600199e-07 -3.985543120623127e-07 2.036321921053266e-08 8.499697599490078e-08 1.443786983521946e-09 2.0137924592285643e-07 1.3314234970267348e-07 -3.3789027410589044e-10 2.068522657126932e-08 -1.2531744107326858e-07 -9.59954484358194e-08 3.762255379563721e-07 -1.792066806518631e-07 3.1694391936265675e-06 -5.637000133086006e-06 8.674663699036133e-06 -1.1903585429785825e-06
pcs.V4 1.6941048127234442e-05 2.271378770075074e-05 -5.348980012063801e-07 4.109479852855347e-09 0.0005766572597364705 -4.065438054608197e-05 9.205077762860021e-07 -6.663359352684644e-09 7.234359135432075e-07 7.589293961199802e-06 2.781306258772675e-07 2.7336805875297027e-07 -2.1462421438481288e-07 -2.0949123742190499e-07 -5.011527100321369e-08 3.344777691305554e-07 1.547235395824046e-07 -2.7188463309341396e-07 1.3086260284146496e-07 -1.882504752077673e-08 -3.4601756080408776e-07 1.9322241436905676e-07 2.3090323280846797e-07 -9.075883148222038e-08 2.0959071436295244e-07 1.330113892982869e-07 5.5844864513047e-08 -1.6126281572704027e-07 -3.06589180994768e-06 -4.665714792059266e-06 1.0325303749387642e-05 -6.6468873268764485e-06
