 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002590971103987808 0.0008845646269192339 -2.6967265616180073e-05 2.607021591428366e-07 -0.0036916538730896085 0.00037603292263439905 -1.1963530073125552e-05 1.194695290249286e-07 -2.285807792700399e-06 2.21445904317928e-06 6.423790832430828e-07 7.746104386289064e-07 1.0859838549183103e-06 -8.983520236455217e-07 2.214208197252525e-06 -7.568618554744853e-08 -4.7619866333412645e-07 -2.7239621851247213e-08 8.043135463432996e-10 -1.4176055605317961e-06 -1.5105320333453872e-07 1.3119660707848233e-06 1.2466453552832622e-06 1.6983336495531807e-07 -1.990839648180571e-06 -4.5365753502813304e-07 -1.45653071802436e-06 -2.180171543560008e-06 5.03158878350198e-06 9.68280100067042e-06 3.883829598980465e-05 -3.6040824186611687e-05
age 0.00088456462693179 0.0018223272480464982 -5.006115264402512e-05 4.297006390869021e-07 0.018777499743628367 -0.001666621750423281 4.570269122092114e-05 -3.9157720510037085e-07 -1.5384633024638014e-06 7.725007799216612e-07 -8.435755729924003e-07 1.5242473531397241e-06 5.102552213987487e-08 -9.43404508390391e-08 1.280274256253228e-06 7.549385187422485e-07 3.9330220749012457e-07 -1.7660304636007617e-06 7.16954238101827e-07 4.5615343589480813e-07 -5.130634152037155e-07 3.042216419812265e-08 3.9972672264351747e-07 1.0301745343617602e-06 -1.3705749089608567e-06 -1.164858393904795e-07 -1.2380451722989264e-06 3.4359935638795737e-07 -4.266809261101537e-06 5.771816773675154e-06 -7.408911569801398e-06 1.1805677181669456e-05
age2 -2.696726561651129e-05 -5.00611526439531e-05 1.3930357228531934e-06 -1.210044382779681e-08 -0.0005071639380712176 4.561814107008319e-05 -1.2671244636560594e-06 1.0985993917910781e-08 4.248803137864746e-08 -1.6479806575981263e-08 1.9371709759674177e-08 -4.199653343325522e-08 -3.8727836129103205e-09 1.5381364294891296e-09 -3.431043915764026e-08 -1.6756444228039977e-08 -1.1906253480115053e-08 4.281885595761938e-08 -2.081950132374808e-08 -1.125885895306657e-08 1.0513046545708374e-08 -7.248179370580849e-09 -1.3818945094142296e-08 -2.0657498480151523e-08 3.943327174035094e-08 1.4470738563867724e-09 3.7421285570058715e-08 -6.19226621743644e-09 6.43706116273373e-08 -1.1165150582993501e-07 1.070820831820347e-07 -3.0266944117065896e-07
age3 2.607021591458512e-07 4.297006390869059e-07 -1.2100443827812952e-08 1.0638283634255583e-10 4.291527925351388e-06 -3.9038752937888967e-07 1.0973324478316287e-08 -9.62844901333552e-11 -3.612293366136546e-10 1.218154834429558e-10 -1.3588294414696967e-10 3.6115603543111107e-10 5.487851524516428e-11 -1.6159988457476605e-11 2.894848522032288e-10 1.1665200445658333e-10 1.1486329424868581e-10 -3.1411558955366037e-10 1.799241380638899e-10 7.705310474859147e-11 -7.107753524190616e-11 1.0748977012504112e-10 1.3505162495459798e-10 1.232107008897228e-10 -3.524714445383688e-10 8.109248565525005e-13 -3.4231569513067005e-10 2.3497963095645437e-11 -5.227000383956134e-11 7.001937510537e-10 5.50681176079723e-10 1.7007399939615572e-09
sex -0.0036916538727812124 0.01877749974392094 -0.0005071639380793292 4.291527925421804e-06 0.561068445552548 -0.0496708904958365 0.001364493118961311 -1.1754265111532783e-05 -3.2253887097941413e-06 -1.7188448867670459e-06 5.050335085948848e-06 1.477267525498626e-05 -1.9738760572385508e-05 2.471963031737498e-05 -1.5165591364239834e-05 6.177646969056332e-06 -3.1074922212810235e-06 -1.3671545675160935e-05 1.4350746996635094e-05 2.13505126750986e-05 2.2998177004406205e-08 1.532410773849633e-07 -1.4617767325359225e-05 -3.6851706821878525e-06 5.982706405495785e-06 1.2568288988561895e-05 3.514553720760201e-06 2.404221540756506e-05 -8.332521600699484e-05 0.000466708062249195 -0.00018949376375248733 -6.936385197923128e-05
agesex 0.00037603292260673146 -0.0016666217504487455 4.561814107079108e-05 -3.9038752938505443e-07 -0.04967089049584593 0.004466211680009914 -0.00012432632156302113 1.0831444087682083e-06 2.774145316203168e-07 1.2257457664745223e-07 -4.290896095952314e-07 -1.2781526207672604e-06 1.6248248524543902e-06 -2.427128759900105e-06 1.7214731271334142e-06 -4.745381343772308e-07 9.659905543485076e-08 1.0477899088296622e-06 -1.3063236383020713e-06 -1.9853320429837193e-06 -1.3532641772213787e-07 -8.460674011326225e-08 1.055605118020582e-06 7.506649358074974e-07 -7.071987050380105e-07 -1.3242281312724454e-06 -3.078316285075678e-07 -2.277257078896671e-06 6.485802195873502e-06 -3.961706690535388e-05 2.0562199491806152e-05 2.903280210564245e-06
age2sex -1.196353007236376e-05 4.57026912216401e-05 -1.2671244636760399e-06 1.0973324478490175e-08 0.0013644931189618645 -0.00012432632156304753 3.505811406007441e-06 -3.090946948504069e-08 -5.567749747004173e-09 -3.884723941724934e-09 1.1131093242433372e-08 3.6195311515407806e-08 -4.2352793031043723e-08 7.03794143324995e-08 -5.5870417642849766e-08 1.0584038050492644e-08 4.181427355405792e-09 -2.2345060875610984e-08 3.442286074612154e-08 5.659777297872989e-08 4.949844536364676e-09 4.646303886987129e-09 -2.6080238648695205e-08 -3.0576189053319334e-08 2.2977838211652054e-08 4.162257142258932e-08 8.099395274141011e-09 6.58196661065153e-08 -1.1476273747452009e-07 9.840272709475792e-07 -5.033953345816073e-07 -2.5269085330184378e-08
age3sex 1.1946952901837409e-07 -3.915772051064728e-07 1.0985993918081139e-08 -9.628449013484376e-11 -1.1754265111540378e-05 1.0831444087686873e-06 -3.090946948504761e-08 2.757953346125381e-10 1.1865455461196588e-11 5.5705739397842516e-11 -9.22504060539227e-11 -3.262931836757543e-10 3.445147793389962e-10 -6.08935803070818e-10 5.506228683073496e-10 -7.879813923572384e-11 -9.901486259041316e-11 1.333326112274364e-10 -2.804185658682745e-10 -4.983773619553576e-10 -3.753098190661199e-11 -3.850021007914926e-11 2.0916718949999923e-10 3.3058171380203914e-10 -2.2775360315836084e-10 -4.027759686247089e-10 -7.666726389226872e-11 -6.015878417211379e-10 2.416698887712218e-10 -7.223096558747813e-09 2.824427069969909e-09 1.5130997157802196e-10
pcs.V3 -2.28580779270437e-06 -1.5384633024515616e-06 4.24880313783097e-08 -3.6122933661074124e-10 -3.225388709395672e-06 2.7741453158422125e-07 -5.567749745992024e-09 1.1865455452319105e-11 2.3526825076067688e-06 7.812497444494639e-08 -7.367089891521455e-08 4.556400868322151e-10 4.6725799706375447e-08 4.4088845681671396e-08 5.10419812274483e-08 6.074855567322868e-08 -2.0355718215829544e-08 2.795008820744665e-08 -3.914676589412056e-08 -1.3983158096377385e-08 3.117941777936806e-08 -1.4682598364696293e-08 -3.9464507998313615e-08 2.0964777078328602e-08 1.597769818074358e-08 -1.1862296297123374e-08 3.880476209225763e-08 6.537200604748904e-09 4.1876801589068255e-07 1.4591426510270783e-07 1.3314933631512704e-07 1.0957490843866937e-06
pcs.V4 2.214459043180448e-06 7.725007799129725e-07 -1.6479806575741553e-08 1.2181548344088916e-10 -1.7188448870041132e-06 1.2257457666891314e-07 -3.884723942326167e-09 5.5705739403109776e-11 7.812497444494793e-08 2.3863927529609645e-06 2.7848665075435992e-08 2.610035820446075e-08 2.354126940065644e-08 -2.8090602912907747e-08 -4.404685807365734e-08 2.5715999621937627e-08 -1.3729453777582485e-08 -2.9460993145985135e-08 4.553296994263707e-08 -6.1423705199442e-08 -5.8487118643688974e-08 4.5330019719584246e-08 5.37125951170797e-08 1.0533679153346777e-08 4.408917808450699e-08 -1.0301192674333771e-08 -3.2191746115761e-08 5.388269297566222e-09 -1.4444935895767058e-06 1.2231384471459348e-07 -1.648036663566466e-06 -6.215797288451884e-07
