 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01575204154557856 0.0074292105310880974 -0.00022787723295039763 2.223021994687699e-06 0.037075921499317634 -0.0035423241991409597 0.00010624416188468556 -1.010481776448186e-06 5.4655085321966595e-06 7.96664318302208e-06 -6.3848494354924685e-06 8.477514351491004e-06 1.1645975982554704e-05 -9.365276122628198e-06 -1.891857191864948e-05 -8.820866970069051e-06 2.640530903203424e-06 6.174641120951214e-07 -2.244968976720084e-05 -1.2071744433610769e-05 -9.475631410680852e-07 2.9657913540723877e-06 1.082308793245797e-05 -7.2995532441595494e-06 -7.225592831245172e-06 -1.8401300363862304e-05 1.8800819120137227e-05 -1.0257188707255336e-05 -0.00011296602339485199 -5.26295526356549e-05 -0.00023176626908816907 0.0002901643077418395
age 0.0074292105310822055 0.01094833495162635 -0.00030723725326498513 2.719855294858951e-06 0.11837191205518413 -0.010575815726744693 0.00029633278490295015 -2.620055325121656e-06 -9.747360644897383e-07 -1.4381838355684154e-06 -9.687945283867999e-06 1.1263232959405337e-05 5.6979430191299065e-06 1.0085029452527147e-05 -1.0458213342471558e-05 -1.0013126575559003e-05 -7.100542808600398e-07 -1.3244264567703494e-06 -1.6314116968319713e-06 2.4077062828986155e-06 9.955399401727087e-06 -3.715477932891837e-06 1.5458783813928568e-06 -1.675014760241021e-06 -1.676550687154137e-05 -9.189330115551414e-06 -9.967270449841017e-06 -2.3708112584500585e-07 6.492643069549284e-05 -0.00029699258280800215 -0.000329307489134207 0.0006721612983697369
age2 -0.00022787723295029404 -0.00030723725326494707 8.722690707411883e-06 -7.806493495112106e-08 -0.0032741220964432067 0.00029607700668078126 -8.391962956559523e-06 7.500184829093284e-08 1.4652442072080313e-08 7.597246324269863e-08 2.740262783890638e-07 -3.2178603706120755e-07 -1.8450248851504682e-07 -2.683777409996538e-07 3.0892052976844084e-07 3.069571706752467e-07 -2.1888146389388356e-09 3.725717166138869e-08 1.0244187892122801e-07 -5.822654902386601e-08 -2.7949233826856575e-07 8.334115920888216e-08 -6.338309845697e-08 6.849541742129546e-08 4.5075366071034266e-07 2.926352733513145e-07 2.2798770611200622e-07 2.558756894904756e-08 -1.6561294645951625e-06 7.62066484164772e-06 9.103367967066523e-06 -1.7352080969369748e-05
age3 2.2230219946873796e-06 2.7198552948585503e-06 -7.806493495112201e-08 7.064348463831423e-10 2.8616000629552375e-05 -2.6149928042403076e-06 7.492348650437698e-08 -6.77010567853211e-10 9.043204432187074e-11 -8.67574976509553e-10 -2.4138299630487995e-09 2.8908673135321106e-09 1.7666834328711837e-09 2.2312317056034473e-09 -2.9531220520497776e-09 -2.91868555361461e-09 2.0963016832371586e-10 -3.069064971660131e-10 -1.3698396364805092e-09 4.6371074683752135e-10 2.4582120477052035e-09 -6.502354762665566e-10 7.001673859454203e-10 -8.249086179322307e-10 -3.772308244176796e-09 -2.8507917931479902e-09 -1.586680876536192e-09 -4.123003183220179e-10 1.1752713018155689e-08 -6.170824052136545e-08 -7.778392983985247e-08 1.4260039470688967e-07
sex 0.037075921499114754 0.11837191205500412 -0.003274122096438107 2.8616000629506425e-05 2.5466722254368355 -0.2224159328570375 0.006101049634920897 -5.2858485181370294e-05 6.399460814770668e-05 1.5547519768873875e-05 8.936891620393588e-05 0.00018640467261113363 1.5660304483643593e-05 0.0002500447915223188 -0.00014754244644694838 -0.0001459241830031103 3.071895149657755e-05 0.00011791751251991324 0.0001418464715303664 0.00014402289489866672 9.137142906155801e-05 -0.0001468086739242985 -3.2881004078291455e-05 -0.00010161949758072387 -0.00015419223289388939 -4.686133297061714e-05 -0.00019717768739782663 9.50999252070414e-05 -0.00015243099634302455 -0.005478688556966935 -0.0004950791804480006 0.008764067207105855
agesex -0.003542324199125557 -0.010575815726728225 0.0002960770066803039 -2.6149928042359822e-06 -0.2224159328570474 0.019721788057202577 -0.0005482291008765123 4.805520277611741e-06 -5.411253306263977e-06 -1.3926208386437366e-06 -6.958190681805071e-06 -1.7029737572637737e-05 -1.3026645640139822e-06 -2.2355639232196037e-05 1.4276545934519165e-05 1.4584613830544179e-05 -3.591985387706647e-06 -9.702737465353454e-06 -1.1073862770748167e-05 -1.4086064855243575e-05 -9.248559651678875e-06 1.1381106452894527e-05 2.798489884919867e-06 8.81955178710565e-06 1.2540847470702579e-05 4.378859795611147e-06 1.5954029087921467e-05 -8.896831375249572e-06 1.682818041589313e-05 0.00045810099219691515 3.099428431889118e-05 -0.000711625373424453
age2sex 0.00010624416188409228 0.00029633278490250704 -8.391962956546453e-06 7.492348650425576e-08 0.006101049634921463 -0.0005482291008765384 1.5438383801079324e-05 -1.3699267502825943e-07 1.5155142415856982e-07 1.892639114289533e-08 1.698982617575258e-07 4.811836969431068e-07 2.406895584140713e-08 6.337530784927541e-07 -4.1389677886024955e-07 -4.4557747157659807e-07 1.2339867178120568e-07 2.475176174551639e-07 2.7123186586831927e-07 4.2939456572925106e-07 2.9384289752875414e-07 -2.8051214840028037e-07 -8.95060226102652e-08 -2.484521408698753e-07 -3.289261989774192e-07 -1.301270590478194e-07 -4.2900324872679156e-07 2.469401484384937e-07 -5.796453210914998e-07 -1.1983642599388967e-05 -3.7005999239157697e-07 1.830157581406302e-05
age3sex -1.0104817764446665e-06 -2.6200553251176264e-06 7.500184829082007e-08 -6.770105678522151e-10 -5.285848518137807e-05 4.805520277612225e-06 -1.3699267502826657e-07 1.2309415453423556e-09 -1.4175998669815286e-09 1.5285070759399798e-10 -1.2853354038776114e-09 -4.236883840010787e-09 -1.5537037888760245e-11 -5.6844394318447406e-09 3.7188732325275998e-09 4.216564685272639e-09 -1.2750250229498127e-09 -2.0106478674669973e-09 -2.1608225906621723e-09 -4.105711921904966e-09 -2.953501594075346e-09 2.3483008259231833e-09 8.594766619117685e-10 2.2449672013059696e-09 2.6306581943895163e-09 1.1942906212365172e-09 3.757752829091034e-09 -2.1173452481931543e-09 7.01660034450614e-09 9.810781358370884e-08 -1.3325478867818216e-09 -1.5002931421531707e-07
pcs.V3 5.465508532185064e-06 -9.747360645060576e-07 1.4652442072548072e-08 9.043204431765196e-11 6.399460814751792e-05 -5.4112533062467144e-06 1.5155142415807478e-07 -1.4175998669770496e-09 7.256466264861453e-06 9.740910326413172e-07 3.028296873830604e-07 -8.751046124213829e-08 -1.0378338703536792e-08 7.75384574719347e-09 -2.8076610837915075e-07 3.832594146542881e-09 -2.3222279951942653e-07 7.055909781237113e-08 -2.1011868239992776e-07 -1.6270326817918203e-07 1.3801403791736349e-08 2.7430831727803534e-07 -8.004580122942562e-08 2.7391748305219553e-07 -1.217658132467184e-07 -1.4045425641882086e-08 -5.396010389511288e-09 1.0115748629158106e-07 4.28962372238653e-07 -4.868091875460718e-06 -2.935443570123004e-07 1.1061442371651796e-05
pcs.V4 7.966643183021586e-06 -1.4381838355720083e-06 7.59724632428033e-08 -8.675749765105081e-10 1.5547519768759132e-05 -1.39262083863348e-06 1.8926391142607856e-08 1.5285070759654016e-10 9.740910326413117e-07 7.39074824641063e-06 5.362741521008014e-07 2.617285873928325e-07 3.582201987859119e-07 -1.4461079864455746e-07 -4.474568530917059e-07 3.641156734919371e-08 4.304040489279272e-08 -2.52351250274245e-07 -5.388151379773967e-08 -4.845357241156252e-08 -1.498655708481136e-07 4.118951211120246e-07 9.327496736484268e-08 2.524582523977306e-07 2.354085587596799e-07 2.580070686344793e-07 -8.837127742998757e-08 1.7478372290129235e-07 -5.3175146030413785e-06 2.65386933372792e-06 -1.725797489180989e-07 -7.556011331350762e-06
