 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.07019985497991327 0.10113289984111476 -0.0025841226974239345 2.1650994803745213e-05 0.8340033763659264 -0.06441673939655607 0.001633553758639014 -1.3599422963721815e-05 -2.4879836439767814e-05 4.320163087026847e-05 2.861594446175579e-07 -1.782987589576062e-05 2.0933759634284157e-05 -4.9949577104745637e-05 5.385348597312919e-06 1.543667865221229e-05 -1.2754096429349069e-05 -1.4978847041450133e-05 -5.6148244426601726e-05 -2.6012935543461837e-05 -9.41195610427929e-06 1.075180224992558e-07 1.8320670222697623e-05 3.8900277506093127e-07 -1.7574477761365862e-06 -6.3562117124483146e-06 5.871955676619803e-05 -3.831347592037041e-05 -0.00022930298217710543 -0.000329160774614567 0.0005207194518605367 -0.002720982226955734 0.0032094623119569817 0.0009937018236531486 -0.0012799846505432302
age 0.10113289984324898 0.2844448728021607 -0.006964363438095788 5.579627056132758e-05 3.631097414873385 -0.27103044744245886 0.006621946971002618 -5.2947029452121744e-05 -0.00010979122541604268 6.950478735079677e-05 1.1662779880095727e-05 -6.585477625813177e-06 6.929895563956021e-07 -5.7438753102733354e-05 1.4438889004780879e-05 4.6404270361762436e-05 2.930905147658064e-06 -3.105554234647432e-05 -1.2736125609008901e-05 -8.2358936788725e-06 -1.1513921761043027e-06 -2.3372244621804498e-05 2.369167220048948e-05 3.57432919570054e-05 -2.4684173803909178e-05 2.3132068859996323e-05 5.0579679065988165e-05 -2.0801613751410432e-05 -0.000926853451137225 -0.0005568133748780124 0.0008401450691538568 0.0020326825332019605 -0.0009840177000939854 0.002705746167356054 -0.0032656145987667307
age2 -0.0025841226974725323 -0.006964363438084037 0.00017114599781833118 -1.376284912061738e-06 -0.08855647229575099 0.00663338095272631 -0.00016265671179231482 1.3053019336575984e-06 2.516423087777785e-06 -1.690110278074668e-06 -2.2674493844983945e-07 1.8220254868919832e-07 -1.1591875218282756e-07 1.4443599584183344e-06 -3.009733467759393e-07 -1.1493645553609015e-06 -5.094844565642154e-08 7.590582604834528e-07 4.970255968296728e-07 1.8634603320931855e-07 1.7827436653437037e-08 5.187308591465291e-07 -6.187699309250076e-07 -8.123759809023413e-07 5.742822880480782e-07 -4.685196464154138e-07 -1.3531726768245836e-06 6.371991239023007e-07 2.163896256204722e-05 1.3604685256503333e-05 -2.078274296911245e-05 -4.397110367201839e-05 2.0394531532563167e-05 -6.309065066284485e-05 7.79046236490292e-05
age3 2.1650994804143034e-05 5.57962705612394e-05 -1.3762849120617235e-06 1.1110398714184392e-08 0.0007069808814002033 -5.3141872734623974e-05 1.3078544660839973e-06 -1.053513352918861e-08 -1.8759005030839974e-08 1.3441927305039775e-08 1.4136975382285758e-09 -1.730939057978122e-09 1.6150480414126554e-09 -1.193475990977363e-08 1.9301402682001583e-09 9.315659212205208e-09 2.4003962053291405e-10 -5.947798774688577e-09 -5.647742508177502e-09 -1.4646995265314308e-09 -8.111021942967846e-11 -3.841144692745374e-09 5.202131454553912e-09 5.940310372333283e-09 -4.203474261676698e-09 3.0496088006440484e-09 1.195752275822545e-08 -6.169169904035303e-09 -1.6671294822793452e-07 -1.0779445459125638e-07 1.6956656159870723e-07 3.0660935968164073e-07 -1.3277442906588984e-07 4.91717183665665e-07 -6.183223791029946e-07
sex 0.8340033764620072 3.631097415055159 -0.08855647230027767 0.0007069808814370833 89.1263874350813 -6.579607281134209 0.15874185555675788 -0.001251399440687255 -0.0009675625138004698 0.0012123769304252126 0.0006137188661268219 -9.221809847500295e-05 -0.0008456763377643161 -0.00048354753708006247 0.00016785244419412256 0.0012968617914641642 3.698855344411464e-05 0.0003303733233393924 -0.00019662928389850277 0.0003113966331242571 0.00021232175569092457 -0.00048412912716413136 -0.0002028466410232246 0.0008703454999302962 0.00019291956629502227 0.0006111660391024569 7.510236609060271e-05 -0.00030761453739001194 -0.007750897019181901 0.0036337096229120494 -0.011283109214883971 0.08547565696655694 -0.08972103402767453 0.05900136544616113 -0.04311720063358889
agesex -0.06441673940370425 -0.2710304474558413 0.006633380953059575 -5.314187273733911e-05 -6.579607281126917 0.487580048288706 -0.011808475781889205 9.344020464689385e-05 6.677392031190869e-05 -8.710905544238606e-05 -4.1003438559879805e-05 5.25616811180185e-06 5.8433790350530174e-05 3.228811607015641e-05 -9.329706074304144e-06 -9.705046885872821e-05 -5.7540893890562845e-06 -2.439772334267783e-05 1.4688910007213746e-05 -2.6449040973107157e-05 -1.7231363352312344e-05 3.486872593929086e-05 1.2552530349804903e-05 -5.939960231105498e-05 -1.547825892824068e-05 -4.102091681353965e-05 -1.0037769002078003e-05 2.3966425369128505e-05 0.0005658204415351663 -0.00021531813374118966 0.0007019500742414796 -0.0067026210112387545 0.007009118697124142 -0.003959470620082405 0.003056836950245599
age2sex 0.0016335537588137868 0.006621946971318771 -0.00016265671180020082 1.3078544661483572e-06 0.15874185555638604 -0.011808475781874744 0.0002871106761658377 -2.280968656324362e-06 -1.4888285316071777e-06 2.0232482794623532e-06 8.896258345014966e-07 -8.201081555201129e-08 -1.3244819163830048e-06 -6.903490740563451e-07 1.3965637460927095e-07 2.3607624233692027e-06 2.1833073802924993e-07 5.979907169480531e-07 -3.942743955752244e-07 7.35873889393034e-07 4.627184394142487e-07 -8.290371419651017e-07 -2.560383731615633e-07 1.30594483798643e-06 4.111479440337869e-07 8.904152448700378e-07 3.446490140598219e-07 -6.117842434077888e-07 -1.3692021456044451e-05 4.448614698620753e-06 -1.3877143225866047e-05 0.00017187810899773172 -0.00017942236633330204 8.791992856034761e-05 -7.189599761785173e-05
age3sex -1.3599422965066547e-05 -5.294702945448206e-05 1.3053019337166474e-06 -1.0535133529671788e-08 -0.0012513994406826378 9.344020464665531e-05 -2.2809686563213555e-06 1.819674658979922e-08 1.0654147350528268e-08 -1.517228201873416e-08 -6.252633951888206e-09 2.982901977366164e-10 9.823498610260234e-09 4.720270813188927e-09 -2.7677776819539144e-10 -1.8702862695000775e-08 -2.352802496475889e-09 -4.881393758482134e-09 3.6717271029376356e-09 -6.643078935297079e-09 -4.071022894423106e-09 6.598773311314983e-09 1.6202020553150557e-09 -9.280754066324906e-09 -3.666362435419562e-09 -6.2955939388981e-09 -3.629781003732911e-09 5.094234021841899e-09 1.0965404944320122e-07 -3.187148612685052e-08 8.699292912367136e-08 -1.4464434182181764e-06 1.5076818334154513e-06 -6.497899972714153e-07 5.627302691194325e-07
pcs.V3 -2.4879836439738337e-05 -0.000109791225414125 2.516423087731427e-06 -1.875900503047289e-08 -0.0009675625137188582 6.677392030590503e-05 -1.4888285314629784e-06 1.0654147349397667e-08 8.782907837146087e-06 3.714411553649189e-07 1.278833621953169e-07 -1.7351117115131016e-07 1.1888228318348138e-07 5.067737756766854e-07 -3.2946529887271847e-07 1.7121783961538115e-07 -4.078537977077788e-07 1.686050296437671e-07 -2.2514215516442793e-09 -4.591664518791037e-08 4.3371383593457584e-07 1.5726355540845927e-07 -8.368450640060066e-08 2.239991872191988e-08 -9.876408701627716e-08 -2.4567268789877714e-07 3.3319420561345084e-07 -2.5384980994314483e-07 2.3033491947439173e-06 -1.400563396744844e-06 -1.9821561792059046e-06 -1.323451842742275e-05 1.5118222084647145e-05 1.0003563250388905e-05 -4.8025119370921264e-06
pcs.V4 4.320163087127112e-05 6.950478735226085e-05 -1.6901102781115089e-06 1.3441927305342608e-08 0.0012123769304056436 -8.710905544102321e-05 2.0232482794316847e-06 -1.5172282018511577e-08 3.7144115536405466e-07 8.348316354213627e-06 1.6484212655812266e-07 4.006403098870716e-07 -2.024616451373347e-07 -1.7644536756780395e-07 -3.322387532351709e-08 3.3903751128228174e-07 1.915180828071674e-07 -3.6322359052146026e-07 1.5625743085236488e-07 -8.812682648726189e-08 -4.994580627563776e-07 1.971567254254497e-07 4.07957727389043e-07 -1.9324062962700863e-08 3.739410511639991e-07 1.9108860511782818e-07 -9.213856433020302e-09 -3.6418650270701517e-07 -1.2735654076632987e-06 -1.9379500851999728e-05 1.2133592454656735e-06 3.4796355335387386e-05 -1.0964315112506059e-05 -3.084924005584632e-06 -1.1696223776997694e-05
