 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.009619172688558171 0.0036578363924641808 -0.00011552386737091368 1.1578269190212017e-06 0.012876244790727534 -0.001255042909430561 3.841840250448061e-05 -3.738933934780969e-07 -1.5119561443293015e-06 2.7845055041268896e-06 2.7775873888825904e-06 -6.210436540942473e-07 6.07554341292574e-07 -8.960851894077317e-06 -2.6635633184713767e-06 -2.3405060866413417e-06 -1.5332690753518625e-06 -3.74182093253632e-06 -8.869580884045545e-06 -3.6407725134529814e-06 -1.0942113204625071e-06 1.6030022985865606e-06 3.9785028727084596e-06 -1.090060759824176e-06 -3.3742649834255624e-07 -3.217519067256141e-06 5.537771386336483e-06 -3.778112702006958e-06 -1.8895630037129948e-05 -1.9403989962455945e-06 -1.7908105981742831e-06 2.785564084775184e-05
age 0.003657836392454667 0.004098976403737302 -0.00011882753570046198 1.0847519474514781e-06 0.041612249792665076 -0.0038595161817271168 0.00011176995387855255 -1.020043141305855e-06 -8.929534296041595e-07 1.451664409653084e-07 -2.2644948946409155e-06 9.610918481048867e-07 -7.135587994442379e-07 -1.4533651581830398e-06 2.486138675422663e-07 -1.5083948784270415e-06 -8.358383573227418e-07 -2.8223963412237468e-06 -2.1750203338035534e-06 5.929140146631937e-07 3.345714532965306e-08 -6.956366086979415e-07 1.5753771839747745e-06 -6.726361350115463e-08 -2.2183825779348457e-06 -3.3552832289046422e-06 -6.402480762142828e-08 8.583123347463997e-07 1.4312010849739147e-06 -9.25863341858145e-06 -2.9390014977125068e-05 4.460622645031233e-05
age2 -0.00011552386737074975 -0.00011882753570063663 3.4869227140087194e-06 -3.220381275260054e-08 -0.001192830075847953 0.00011195865239412349 -3.2808044205031405e-06 3.028348835354335e-08 1.703559154811964e-08 1.2814828485256486e-08 5.675986896772418e-08 -2.6406235879784936e-08 1.4888723368405434e-08 4.683263882761553e-08 6.199875120633801e-09 5.5901434934649114e-08 2.544404051432839e-08 8.57737797753861e-08 7.591106201052848e-08 -1.6276977711412517e-08 -5.216422874353919e-09 1.1608610541021061e-08 -4.8771873738321904e-08 1.0075250768504248e-08 5.318101017713797e-08 9.104090480632581e-08 -8.933835742479407e-09 -1.2391074506701565e-08 2.9180203501415704e-08 1.1536956442541294e-07 1.1722300522776093e-06 -1.3959814239214053e-06
age3 1.1578269190191526e-06 1.0847519474522333e-06 -3.220381275257944e-08 3.0100555304689244e-10 1.0792245093161205e-05 -1.0237071618320291e-06 3.033999701091081e-08 -2.8335291918613735e-10 -7.700443204509784e-11 -2.1253765476853485e-10 -4.288479464099107e-10 2.1595520614241955e-10 -9.44885352038501e-11 -4.998070292870242e-10 -1.807538416079109e-10 -6.023304978745857e-10 -2.2472736719542304e-10 -8.125581872053282e-10 -8.175527104580259e-10 1.41341631497658e-10 8.559078222004419e-11 -5.970201971699471e-11 4.742684024412151e-10 -1.6823432879343608e-10 -3.6892518848350705e-10 -7.962978107514868e-10 1.9153824609949626e-10 9.595135853187306e-12 -1.1306892136054863e-09 1.2567576757666172e-10 -1.2163901635052151e-08 1.2929987389342613e-08
sex 0.01287624479065723 0.04161224979264149 -0.0011928300758470985 1.07922450931519e-05 0.9108720254076007 -0.08339718608932427 0.0023860709873411304 -2.1517684648989074e-05 1.9561996559390898e-05 -1.8417316563006602e-06 -5.213906988569131e-06 1.3747032384414014e-05 -2.86607841769366e-05 4.976901899864473e-05 -2.894119528826976e-06 -2.3279018002135713e-05 -7.750752301788512e-06 -2.2650177942445523e-06 1.4254848441942702e-05 4.751102656228096e-05 1.368702856390959e-05 -2.139083935617392e-05 -9.786630442063548e-06 -1.9693488869407337e-05 -9.465636754557913e-06 -2.9452945599622982e-05 -2.8079838058329757e-06 3.4828742147885206e-05 -0.0001852594542288128 -0.00042241594887524486 0.0009968008519830166 0.00017289281130887838
agesex -0.0012550429094261443 -0.003859516181731561 0.00011195865239423495 -1.0237071618328332e-06 -0.0833971860893289 0.007744418938140979 -0.00022437442990383863 2.04606613194172e-06 -1.8327273696674945e-06 6.000645714737241e-07 6.568743224409497e-07 -1.257011099803995e-06 2.3332538839902877e-06 -4.7185603227311824e-06 5.891238853039013e-07 2.4704640375991036e-06 4.462693961617608e-07 4.507292709507277e-07 -1.2202283202274533e-06 -4.483030549458807e-06 -1.5643377172553554e-06 1.7340726091149992e-06 8.753447706518339e-07 2.182375901006111e-06 3.1542059077147176e-07 2.6242971856569823e-06 3.6815970526710334e-07 -3.220578781736911e-06 1.9091874773384288e-05 3.018690842783587e-05 -7.200735413196087e-05 -2.3735035411776405e-05
age2sex 3.841840250414189e-05 0.00011176995387831297 -3.2808044204961203e-06 3.03399970108459e-08 0.002386070987341405 -0.00022437442990385143 6.582736031659467e-06 -6.075266457648087e-08 5.408039677391937e-08 -3.1257551020499786e-08 -2.248006015152939e-08 3.71014828836812e-08 -6.064273602118652e-08 1.3858558534473145e-07 -2.5223958924413385e-08 -8.128701915166683e-08 -3.1800628172468472e-09 -1.8535569720569766e-08 2.996499615153686e-08 1.338649571459204e-07 5.3797468734864105e-08 -4.5319262197235607e-08 -2.513891463055045e-08 -7.465716758208582e-08 5.275816124082739e-09 -7.48386408204079e-08 -1.4553148737247034e-08 9.160806623064934e-08 -6.220013492097376e-07 -6.442226562649729e-07 1.5909223271528383e-06 9.09243863940503e-07
age3sex -3.738933934745393e-07 -1.0200431413032398e-06 3.0283488353461764e-08 -2.8335291918535866e-10 -2.1517684648992818e-05 2.046066131941952e-06 -6.075266457648422e-08 5.676733602828411e-10 -5.26283399868093e-10 4.1230600337424184e-10 2.300803957541668e-10 -3.376001771229386e-10 4.964614059113633e-10 -1.2713354557319432e-09 3.117447026423194e-10 8.288503323984519e-10 -6.569227258580603e-11 2.105712777659811e-10 -2.1988740441713023e-10 -1.2688819622072997e-09 -5.766561686848006e-10 4.0565420353387045e-10 1.98698306250808e-10 7.804656012063463e-10 -1.9562058033577964e-10 6.797402340428876e-10 1.4099715779694435e-10 -8.214972410069145e-10 6.502606547669508e-09 3.7494222736243775e-09 -1.0303080099769377e-08 -1.0261609598042566e-08
pcs.V3 -1.511956144329141e-06 -8.929534296076262e-07 1.7035591548221882e-08 -7.700443204604045e-11 1.9561996559296044e-05 -1.8327273696586608e-06 5.408039677366269e-08 -5.262833998657466e-10 2.941029294117084e-06 1.5462459958416098e-07 -1.1927278617352295e-08 -3.9450207325835015e-08 7.763762927478407e-08 3.818574878742646e-08 -1.9673858656510557e-08 5.5297677409407674e-08 -7.84123998020779e-08 9.118777069641333e-08 -5.726947832717066e-08 -2.821535885610668e-08 -1.7896632196207453e-08 1.6923095997316725e-09 -5.341639446040787e-08 3.849007136429701e-08 2.209566316504258e-08 1.5460649779462135e-09 7.073319640698318e-08 1.5748272058072477e-08 5.841036207151408e-07 -2.3525511650367544e-06 4.91555539612784e-07 3.8430565516117434e-06
pcs.V4 2.7845055041246386e-06 1.4516644095908077e-07 1.2814828485439258e-08 -2.1253765477023453e-10 -1.8417316564623488e-06 6.000645714887756e-07 -3.1257551020936934e-08 4.123060033782381e-10 1.546245995841574e-07 2.8900961278510323e-06 6.39162804236431e-08 1.316767204426989e-08 2.205638238247064e-08 -6.44197994643918e-08 -5.5058291827091865e-08 4.297009944329895e-08 7.441327822672897e-08 -2.9914086458246386e-08 2.9655795417065694e-08 -5.415865517827313e-08 -1.099259866117601e-07 4.6047525882031476e-08 1.0611177386725773e-07 3.9330378787695785e-08 3.39471067532268e-08 2.8765311821050704e-08 -1.2962563271897414e-08 9.668678632939285e-09 -1.725651969647814e-06 1.9991662016928692e-07 -1.6217475207557769e-06 -1.902264847215942e-07
