 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.03094651335422545 0.011462178876198083 -0.0003697691332232197 3.789137444285531e-06 0.053455757682955934 -0.005480191063244717 0.00017771147915141616 -1.8364378585747402e-06 4.057213721662734e-06 1.2051851329977339e-06 2.9192595917980636e-06 -8.173854786760992e-06 4.050955482601484e-06 -1.614267093323913e-05 4.510160458669551e-06 8.251194287528191e-07 -3.907665153233348e-06 -3.585617101647845e-06 -2.123631277472578e-05 -6.555567175388356e-06 -6.1165901161250815e-06 -4.2849105443380576e-07 8.908610015579744e-07 1.0091183824191007e-06 7.0621339507441365e-06 1.109613480029947e-08 1.6255744142938827e-05 -1.0431285617075964e-05 -1.593325316735652e-05 -1.4997994892806144e-07 0.00017019214744302946 -9.344914465295341e-05 0.00015848980769131907 -3.114160527486466e-05 -1.1620574807921427e-05
age 0.0114621788762054 0.008842435197443871 -0.0002664137081676801 2.539765236328234e-06 0.08596561033088247 -0.00824780390106361 0.00024819842370106586 -2.3645544888200446e-06 4.112343386697324e-06 -2.9728865573354456e-06 -6.073915067612517e-06 2.5104040036153656e-07 1.2771198775487363e-06 -9.13177192057191e-07 2.1991608478719556e-06 2.4337222681814003e-07 3.3484088170180917e-07 -3.836174686372735e-06 -5.474479380695408e-06 1.6984540715312848e-06 -2.1371119224812863e-06 -2.282279473769661e-06 5.905821806603558e-07 1.2592000400314348e-06 1.4616999893652154e-06 -3.5032596177798123e-06 2.3694296785436897e-06 -4.5066211219320374e-07 1.5726105096440236e-05 8.053763281084304e-05 9.500154284412575e-05 -0.0001095169804493552 -1.3193672300639407e-05 -0.00014383250095870642 7.641221228400339e-05
age2 -0.0003697691332236452 -0.0002664137081678054 8.116870890572141e-06 -7.82059785054408e-08 -0.0025640017434408603 0.00024869616818158055 -7.565993631235874e-06 7.283717942712196e-08 -1.4191852418058389e-07 1.1813974743981128e-07 1.6808029328844186e-07 3.5697514890952656e-09 -3.863303809589045e-08 3.125755736453379e-08 -4.838376230556255e-08 5.310209988636131e-09 -7.9560148631484e-09 1.0099181955508034e-07 2.044203306905951e-07 -5.297273194556194e-08 5.6585186613690656e-08 5.242807359625446e-08 -1.2628293897537123e-08 -1.5650335507098084e-08 -5.729042298270036e-08 9.801953183805586e-08 -9.407404786660753e-08 3.8095770763998776e-08 -3.522367997660831e-07 -2.4717360869821773e-06 -2.79415448756025e-06 3.5786092542802995e-06 1.4766797894839258e-07 3.820515071615027e-06 -2.061522768679937e-06
age3 3.789137444285173e-06 2.5397652363249446e-06 -7.8205978505316e-08 7.616862685397245e-10 2.425370184325054e-05 -2.3754719539787967e-06 7.302313242725963e-08 -7.104641826191887e-10 1.512632944366583e-09 -1.2967048456449213e-09 -1.4819936711092335e-09 -1.629804426012911e-10 3.3432420825951793e-10 -3.7366269840035694e-10 3.16748654716963e-10 -1.0145560157766695e-10 6.422974385157171e-11 -8.053702601482201e-10 -2.3245926081654048e-09 4.944780536562226e-10 -4.728025672320435e-10 -4.0821002758422534e-10 6.97900266891937e-11 -3.4629981382051043e-11 6.991287582344041e-10 -8.542179208935207e-10 1.168869704845002e-09 -5.631754099285751e-10 1.7147376658391212e-09 2.3745674700037604e-08 2.6869793957121633e-08 -3.477408167185644e-08 4.497288332099834e-10 -3.0734399052130154e-08 1.5892411292936475e-08
sex 0.05345575768290852 0.08596561033076881 -0.002564001743437996 2.425370184322828e-05 1.7982579416340267 -0.16895896980423963 0.004973939606544372 -4.628729347333535e-05 7.346850943555043e-05 -5.743953446023883e-05 -6.619867050037826e-05 3.062184693748617e-05 -5.987238738455849e-05 0.00011814120780835584 -1.8111736999335773e-05 1.1837260513521017e-05 1.449679406106929e-05 2.2470877345371805e-05 1.1857215651050768e-05 8.590517474391876e-05 6.008864803747193e-06 -3.6957887584552275e-05 -4.2912051854007265e-05 -6.14825852871728e-05 4.1922775464099227e-07 -2.6708983710459694e-05 2.7709293941685278e-05 5.5669683060057265e-05 -0.000373446052020096 0.0014703312842118885 0.0021228042208724903 -0.0004135891910075768 -0.0006873085501989597 -0.002050402821923875 -8.377248473279918e-05
agesex -0.005480191063252897 -0.008247803901064887 0.000248696168181659 -2.3754719539798365e-06 -0.16895896980422948 0.01607787782673058 -0.00047871254684728 4.5000180058026875e-06 -7.294981532733427e-06 6.074460736834151e-06 6.8767078049681685e-06 -2.9851310421343976e-06 5.388868209069211e-06 -1.173403881299546e-05 2.3046219920273724e-06 -8.617985794741313e-07 -2.1021588047066017e-06 -2.385060575092061e-06 5.712100909714714e-08 -8.448255432578014e-06 -1.3655629385602843e-06 3.12380743552367e-06 3.6219871444328675e-06 6.7692427426922146e-06 -9.461003088182016e-07 2.710205137327334e-06 -2.58612435420275e-06 -4.9072093925005494e-06 3.4661635998912436e-05 -0.00014702182298953934 -0.00020165658810630783 5.167151130786224e-05 6.573222529556161e-05 0.00020435107254217086 6.75396465657216e-06
age2sex 0.00017771147915219684 0.00024819842370195377 -7.5659936312614625e-06 7.302313242748862e-08 0.0049739396065437815 -0.00047871254684725314 1.441614333463426e-05 -1.3699097439620056e-07 2.2892003789892607e-07 -2.0445322329626494e-07 -2.2174883295188513e-07 9.29044362689538e-08 -1.5714076694119637e-07 3.621139900442445e-07 -8.360949623547782e-08 1.848367770159369e-08 8.370213340477734e-08 8.204561206614834e-08 -4.676659353262407e-08 2.586521106607414e-07 6.260598894958052e-08 -8.205261374906951e-08 -1.0026933145675416e-07 -2.245057927100101e-07 5.262967777903699e-08 -8.724367942563224e-08 7.709183707470077e-08 1.3370129274841498e-07 -1.097752430185754e-06 4.628136913007655e-06 5.8814668624962645e-06 -1.7785905985167375e-06 -1.9796653490931248e-06 -5.770307942316283e-06 -2.5186990604777697e-07
age3sex -1.836437858574127e-06 -2.364554488817965e-06 7.28371794270743e-08 -7.104641826188528e-10 -4.628729347332736e-05 4.5000180058022055e-06 -1.369909743961937e-07 1.316255637561936e-09 -2.3151761554242024e-09 2.166607261612515e-09 2.2512413911903414e-09 -8.927695199210939e-10 1.4725887773011406e-09 -3.493447121185909e-09 9.353951436182757e-10 -1.3126940008015279e-10 -9.556654956648842e-10 -8.947673633318365e-10 8.840139128407841e-10 -2.486988954058911e-09 -7.791501159070192e-10 7.319952344768387e-10 8.387854227926705e-10 2.2697988344564274e-09 -7.360563691472406e-10 8.643110556496577e-10 -8.165316698120781e-10 -1.1560312872338887e-09 1.1403809591798729e-08 -4.6112248696063905e-08 -5.3354085466322786e-08 1.8404613446148844e-08 1.909497419789068e-08 4.791990484372488e-08 3.749728693743394e-09
pcs.V3 4.05721372165404e-06 4.1123433866848855e-06 -1.419185241802319e-07 1.5126329443634315e-09 7.346850943542201e-05 -7.294981532721536e-06 2.289200378985805e-07 -2.315176155421024e-09 4.215874880120286e-06 1.0239586310004645e-07 -7.754233298402903e-08 -7.032198654670023e-08 1.377319963576458e-07 1.0156154973883738e-07 4.5750382047791407e-10 9.340741493247413e-08 -9.156953432860546e-08 1.4377984605501906e-07 -1.35976029629289e-07 -9.135532974029523e-09 3.593765068544895e-08 -2.6059770993681137e-08 -1.6534033087001195e-07 3.837039047724732e-08 6.417784137967679e-08 -2.7460851489417727e-08 1.3253156550611756e-07 7.690990337548203e-08 6.51542105715522e-07 -2.7754314244889856e-06 -3.908897623934369e-06 1.0629260586818705e-06 4.730145028779864e-06 1.4633893607131437e-06 6.73798138492836e-06
pcs.V4 1.205185132995847e-06 -2.9728865573334826e-06 1.1813974743975781e-07 -1.2967048456444302e-09 -5.743953446012039e-05 6.0744607368231855e-06 -2.0445322329594656e-07 2.166607261609589e-09 1.023958631000467e-07 3.987872931049499e-06 1.3960708736383008e-08 6.262172692988918e-08 8.822738521560421e-08 -3.38880569636156e-08 -1.1148795098643771e-07 2.3536489093334508e-08 8.034556066456475e-08 -7.925787768043244e-08 3.487502315081766e-08 -9.218597679948972e-08 -2.193524997281377e-07 1.0832683546712784e-07 1.3859948839004997e-07 7.947303255179994e-08 1.0978673547481092e-07 5.188992862091243e-08 -6.632728772949442e-08 3.5082748065721614e-08 -1.1588912747520858e-06 -4.682629414813441e-06 -4.61903261853459e-07 8.587143980591034e-07 3.3159249818887893e-06 -5.5420144862310315e-06 1.6101503815742824e-06
