 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010504521493298961 7.967286052809546e-06 -2.220308824154048e-07 2.1419666520435898e-09 -1.3630833188063232e-05 1.329651206522691e-06 -4.048274389876556e-08 4.118434357239407e-10 2.57684643836466e-07 2.6155578906214426e-07 -2.190791504012421e-07 -1.39426250580418e-07 -6.891931110185043e-08 7.565521156372818e-08 -9.949914942410182e-08 6.609924876839921e-08 -4.827524320193845e-10 -1.0804363134862712e-07 -1.083089772242237e-07 -4.8209543931956937e-08 -1.18873493272777e-08 2.8677321338564703e-08 -4.0424983046669826e-08 -2.9066706370677692e-08 5.006334824339657e-08 -2.0260721349199767e-08 5.450943392086609e-08 -1.110747532952645e-08 -2.2340284695922704e-07 2.2213011734472158e-06 -1.95099283790875e-07
age 7.96728605293948e-06 0.0002988471869044895 -6.879506824159707e-06 4.916129707227009e-08 0.0038141067374416492 -0.0002891732025195024 6.6467701115961496e-06 -4.739790671549281e-08 -5.933030347361948e-08 2.45460278342156e-07 -9.537258404284755e-08 2.1002842836787993e-07 8.472258369877007e-08 7.373642574108407e-08 1.3108691920718252e-07 9.556838290911915e-08 1.0820334947721274e-07 -3.8302887748825405e-07 -6.007326006107329e-08 6.011777722510445e-08 -1.70512743586237e-07 -2.298794200091176e-07 -2.4622141773049254e-07 2.635338611847553e-07 2.2205223667942455e-07 -2.0942034657017792e-07 1.7721343043610482e-07 3.8115953188077e-07 -1.044024488397637e-06 3.540663124857254e-08 8.834677678916572e-07
age2 -2.2203088241939066e-07 -6.8795068241589535e-06 1.613946814300874e-07 -1.1727949559279325e-09 -8.589075464514967e-05 6.652275729386082e-06 -1.558648390355417e-07 1.1304026092744652e-09 3.793133653964978e-09 -5.424323635010876e-09 1.397037834016334e-09 -5.133955910462221e-09 -2.038828271660314e-09 -2.542257831362177e-09 -2.303091732226093e-09 -1.4250103178340456e-09 -2.476125148556219e-09 8.575798748255598e-09 1.7758369221531533e-09 -1.1849499709391025e-09 3.613692631845371e-09 4.238997375622451e-09 4.53126198472813e-09 -5.1560262585132e-09 -5.703662126629486e-09 4.579916805773832e-09 -4.60206594313141e-09 -8.755428983696701e-09 2.012262438186902e-08 -9.106351188721445e-09 -1.4088925817906314e-08
age3 2.1419666520370877e-09 4.916129707226877e-08 -1.1727949559280585e-09 8.659934512640113e-12 6.02626476715369e-07 -4.7477063755897144e-08 1.1314111184386246e-09 -8.339150087021028e-12 -4.135117558950487e-11 4.1191474897819724e-11 -8.849681136800534e-12 3.7270450142149456e-11 1.311608968530229e-11 2.3055432201419337e-11 1.2416660505138356e-11 6.805408355542536e-12 1.9848007286835357e-11 -5.955695759628547e-11 -1.8143196482562763e-11 6.10792657595686e-12 -2.49910431848093e-11 -2.2831272390107564e-11 -2.6584846079355646e-11 3.039782270982615e-11 4.435852648537112e-11 -3.104639934101043e-11 3.611739794597754e-11 6.15350874947114e-11 -1.1415954244400416e-10 1.070037802352585e-10 9.452063701799605e-11
sex -1.3630833186122334e-05 0.0038141067374438736 -8.589075464520428e-05 6.026264767157867e-07 0.13085202790218525 -0.009803163804767692 0.00022394627804584076 -1.5937223799265294e-06 -1.5005532016113863e-06 -6.631583887666928e-07 4.0205041766116677e-07 1.073202489282833e-06 -2.1414438632282135e-06 -1.2143007302429867e-06 2.929016751992995e-06 4.3857013796407216e-07 -1.607444463587932e-06 -3.0933907843109758e-06 -1.4598168252334545e-06 3.2909186311601367e-06 5.913564942132061e-07 -2.3340626761527073e-06 -4.986737953452117e-06 2.65599471304575e-06 1.6441688177634985e-07 -2.8917115277369193e-06 4.129857601850952e-06 1.0391245857554321e-06 -1.8213684233591254e-05 -1.7200498363127534e-05 8.847281648388068e-05
agesex 1.329651206405822e-06 -0.0002891732025199749 6.652275729396989e-06 -4.7477063755975614e-08 -0.009803163804767492 0.0007542959040020848 -1.7587737722403388e-05 1.27232679371679e-07 1.7897005734769981e-07 6.077903620286978e-08 -2.906041938937047e-08 -3.738151026195691e-08 1.2185968392447068e-07 3.7357724160138e-08 -1.34010937069982e-07 -1.046540656099393e-08 1.1909288815881788e-07 2.405883968189591e-07 8.010090474645348e-08 -2.407790424065611e-07 -9.62264157316908e-08 1.4400771638510644e-07 3.383474710717405e-07 -1.1802360523334548e-07 -9.020857544863494e-08 2.3134670540752418e-07 -3.516864169042932e-07 -9.394295035661314e-08 1.5205064808467434e-06 1.076209185434711e-06 -6.236988034086298e-06
age2sex -4.048274389650893e-08 6.646770111604535e-06 -1.558648390357432e-07 1.1314111184401253e-09 0.00022394627804583076 -1.758773772240298e-05 4.1781496587769206e-07 -3.0726769256888463e-09 -5.696677413418179e-09 -1.6189158985066883e-09 5.687277735283643e-10 5.103181214332402e-10 -2.380710357980313e-09 -4.171870007348452e-11 1.8131138830915407e-09 -5.311884070894035e-10 -2.2525299434837584e-09 -5.281203835688877e-09 -1.9137618646033133e-09 5.164489584432081e-09 3.1327731890810835e-09 -2.1423298481873035e-09 -7.556283815187788e-09 7.338303582116923e-10 3.1034349286690227e-09 -5.935253421050164e-09 8.724915846422431e-09 1.9681033019611597e-09 -3.54401647470284e-08 -2.2784567618121128e-08 1.400286752616834e-07
age3sex 4.1184343572197244e-10 -4.739790671555213e-08 1.1304026092758664e-09 -8.339150087031284e-12 -1.5937223799264241e-06 1.2723267937167333e-07 -3.0726769256887813e-09 2.2952616232487832e-11 4.86865203603355e-11 1.4589465698283468e-11 -2.0834456829744855e-12 -4.271054778000864e-12 1.7546595016870277e-11 -2.4505082311458894e-12 -7.063581508345732e-12 7.309028396336769e-12 1.1655868077834053e-11 3.5138476679462744e-11 1.4650763213230215e-11 -3.3886583643210523e-11 -2.690423825715692e-11 7.90751779796467e-12 5.3906829564820516e-11 9.262321757001943e-12 -2.708628280545889e-11 4.716151582539646e-11 -6.642708526168076e-11 -1.3111769833974291e-11 2.7978881051223666e-10 1.5389040629447753e-10 -9.917039222635242e-10
pcs.V3 2.576846438364228e-07 -5.933030347375083e-08 3.793133653967988e-09 -4.135117558952638e-11 -1.500553201613959e-06 1.7897005734788621e-07 -5.696677413422279e-09 4.8686520360363505e-11 1.1492255778793755e-06 8.98597729081127e-08 -2.836368473175627e-08 -4.592317880602446e-09 8.279857504331498e-09 1.827178071205405e-08 -7.1661421426703204e-09 9.601886407683041e-09 1.1346239268886006e-08 -3.1448227912134415e-10 -5.03413153269984e-09 1.0049219679717176e-08 1.8750404002770996e-09 -1.4837586704606318e-08 -1.4993318249580345e-08 -8.824277032762206e-09 -3.095927305974047e-09 -1.5968722472148513e-08 9.771247776057836e-09 4.914608418637159e-09 5.940160663315692e-08 4.927186504584052e-07 5.885631197939124e-07
pcs.V4 2.615557890621297e-07 2.4546027834202876e-07 -5.424323635007881e-09 4.1191474897797816e-11 -6.631583887706484e-07 6.077903620318668e-08 -1.6189158985143919e-09 1.458946569834142e-11 8.985977290811278e-08 1.2389249722358613e-06 3.458838062058945e-08 2.102792837178601e-09 1.872390886435509e-08 -2.6767626150486257e-08 -9.271692420489434e-09 2.7249908971275577e-08 -4.006910398200314e-09 -6.59784984683018e-09 1.1834523797742489e-08 -3.265882323171435e-09 -1.3719203130465584e-08 1.5351551881764226e-08 1.4673626657081851e-08 6.283090021293197e-09 8.410832571467577e-09 -1.8203379931073173e-09 -2.4245627092282984e-09 2.8370834337419335e-09 -1.6929096434793843e-07 -8.139593358008547e-07 -7.343375813262477e-07
pcs.V5 -2.19079150401238e-07 -9.537258404277883e-08 1.397037834014739e-09 -8.84968113678905e-12 4.020504176644885e-07 -2.906041938962989e-08 5.687277735345205e-10 -2.0834456830198342e-12 -2.8363684731756296e-08 3.458838062058942e-08 1.2663974472886138e-06 3.775892992625952e-09 -9.975484566141027e-10 -2.1338474524706548e-08 6.326540373988637e-09 -8.227852864387046e-09 1.4237306929264974e-08 1.948872966663926e-08 1.117955463361132e-08 4.559079656113803e-09 9.7199957106404e-09 1.0790426775195603e-08 -1.3908127686010178e-08 -4.326419642699957e-09 2.9479812154658922e-09 1.1133558284516842e-08 2.6076608921560125e-09 2.247910270133664e-09 -1.3413325895023521e-07 5.836138983808544e-08 1.297649801015582e-07
pcs.V6 -1.3942625058040926e-07 2.100284283677316e-07 -5.133955910458685e-09 3.727045014212343e-11 1.0732024892784443e-06 -3.73815102616004e-08 5.103181214245151e-10 -4.271054777934938e-12 -4.5923178806023105e-09 2.1027928371786215e-09 3.775892992625993e-09 1.2476593447807988e-06 6.818197810006708e-09 -5.096266365538836e-10 8.852343845127393e-09 -1.2696911926233988e-08 2.2450214327220492e-08 4.799247049528122e-10 -1.2880422519483934e-08 -1.2629626179836195e-08 3.0841880037922923e-09 7.854573861625207e-09 -2.1502588567441793e-10 5.781241487401321e-09 7.573436216398934e-10 6.985863134278835e-09 -2.94934061451954e-08 -1.2548650328266429e-08 -8.729509592262042e-08 -3.338547098611733e-07 6.458288031762456e-08
pcs.V7 -6.891931110186345e-08 8.47225836985728e-08 -2.0388282716556136e-09 1.3116089685267655e-11 -2.1414438632335587e-06 1.2185968392489846e-07 -2.3807103579906655e-09 1.75465950169477e-11 8.279857504331579e-09 1.8723908864355072e-08 -9.9754845661406e-10 6.818197810006679e-09 1.404761044489497e-06 6.574260231883748e-09 -4.092319340854397e-09 -2.4524648744831437e-08 2.0920517711910316e-09 -6.6001966488388835e-09 1.6273897272655265e-08 -4.27526025534684e-09 -6.992715710749169e-09 -6.433425272480047e-09 -2.215063163353811e-08 9.083044854495175e-09 4.004264913887866e-09 -2.4522894281725263e-08 -1.0182111398549331e-08 -3.226204446618044e-10 -1.0750568238135859e-07 -1.8353677152265647e-07 2.387785616432083e-07
pcs.V8 7.565521156371674e-08 7.373642574100723e-08 -2.5422578313603683e-09 2.30554322014061e-11 -1.2143007302458603e-06 3.7357724160365354e-08 -4.171870007893602e-11 -2.4505082311054084e-12 1.827178071205406e-08 -2.6767626150486264e-08 -2.1338474524706525e-08 -5.096266365538611e-10 6.574260231883784e-09 1.392612737930747e-06 1.669539094090758e-08 -7.70037073213937e-09 -1.1443500620764658e-09 3.920286595241148e-08 7.433749429545702e-09 -2.745913123270433e-08 5.05512792549103e-09 7.651969688269788e-09 -8.626662648116046e-09 1.724206590586228e-08 2.3648741895570594e-08 1.2827525358361543e-08 6.332968605164822e-09 8.119632122557223e-10 7.33772395487896e-09 -2.8666139852743364e-10 -4.436547515083824e-08
