 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0026088495573795083 0.0009286688866532133 -2.832105271760204e-05 2.740681132324689e-07 -0.002834266772436723 0.00028953312845602514 -9.216338487832062e-06 9.174239389842936e-08 -2.4209877915832475e-06 2.5386588374754222e-06 4.238753436087345e-07 9.176274957718815e-07 9.696364074914162e-07 -1.347500863288903e-06 1.87124244189973e-06 -2.5913460600913234e-07 -3.318367902536273e-07 1.6625322081849173e-07 1.5710655373928096e-07 -1.695322230229753e-06 -3.7273732977101406e-07 1.2452984486164999e-06 9.968640733913457e-07 3.559737910353356e-07 -1.949998840785293e-06 -2.808998158452629e-07 -1.6461256336460087e-06 -2.2598570619141694e-06 5.238866515004297e-06 2.2749931924049152e-05 2.5056756230938868e-05 -4.0308302577947406e-05
age 0.0009286688866618144 0.0019137466220963892 -5.247109224795533e-05 4.4981732335336035e-07 0.019713703945052025 -0.0017442198869615697 4.7715718076065385e-05 -4.082186537859945e-07 -2.032379026136588e-06 8.176468883015663e-07 -8.233844718558567e-07 1.526013618923171e-06 -2.592276495993429e-07 -4.914571079687319e-07 8.033581034086048e-07 5.449917628638921e-07 2.041510768375365e-07 -1.3896189414040601e-06 4.625122395898374e-07 1.5239175478187056e-07 -3.631183171652286e-07 -3.1132329252030068e-09 7.69450673860988e-07 8.258913607647035e-07 -1.5689158633997663e-06 -6.004710988421896e-07 -1.488130062586421e-06 1.471717907133841e-07 -3.6668084169204067e-07 5.1779877106765234e-06 -1.5332681107891216e-05 1.3471947989796223e-05
age2 -2.83210527178377e-05 -5.2471092247959644e-05 1.4575479381073539e-06 -1.2647063674615309e-08 -0.0005312174181507282 4.7638620586795874e-05 -1.320192874300546e-06 1.143032150841514e-08 5.4754900434819735e-08 -1.7109407079950542e-08 1.9074922496845895e-08 -4.224638044493906e-08 4.253116304731518e-09 1.271430108412958e-08 -2.1719819542214592e-08 -1.0507698706187204e-08 -6.515592979184844e-09 3.276855847966034e-08 -1.515052844420119e-08 -2.080724742016493e-09 7.067107213769731e-09 -5.966072466677943e-09 -2.2828086081649657e-08 -1.4875052343440188e-08 4.481863377431461e-08 1.309959834052827e-08 4.451544497179946e-08 -7.296834598450383e-10 -3.758645709901331e-08 -1.311864514428572e-07 3.2842426974255874e-07 -3.2749861832283205e-07
age3 2.7406811323456307e-07 4.498173233529237e-07 -1.2647063674602416e-08 1.1108861095476057e-10 4.487484064746851e-06 -4.070484602298178e-07 1.1416448206317934e-08 -1.0004605842123747e-10 -4.5499852491245025e-10 1.2355072702624558e-10 -1.3692423530530525e-10 3.652542892994864e-10 -1.4191057369362454e-11 -1.1740689099233527e-10 1.8474357478104144e-10 6.103017177236643e-11 6.464480960146211e-11 -2.303191828511155e-10 1.4090929635044733e-10 -7.319099788425683e-12 -4.545316909974784e-11 9.083741315170867e-11 2.0270753228886128e-10 7.447414293960413e-11 -3.981414157135924e-10 -8.682664007221968e-11 -4.0135076230401625e-10 -2.633953234261932e-11 7.661826840180517e-10 1.282442321318162e-09 -1.5980256390524627e-09 1.76530500073346e-09
sex -0.002834266772239128 0.019713703945198002 -0.0005312174181548799 4.487484064784076e-06 0.5709838037158619 -0.05036050126441133 0.0013784117302406919 -1.1833072968923808e-05 -6.076382906856142e-06 -2.689205054848471e-06 1.2530828979784908e-05 1.2045938104883392e-05 -2.5550294793352382e-05 2.5035387663727125e-05 -1.7764741332515335e-05 2.2066475930130074e-06 -8.825388173298852e-06 -9.105602399451463e-06 8.92801770207946e-06 1.880202552760146e-05 7.705488271056867e-06 6.951331412346944e-07 -7.560753458882314e-06 -4.745850301300186e-06 9.481761114932338e-06 5.96588533634068e-06 4.88152899068071e-06 2.221615226419641e-05 -6.920568551472123e-05 0.00043613348685794524 -0.0004188812150774122 0.0001445680675040084
agesex 0.0002895331284374402 -0.0017442198869795584 4.763862058730417e-05 -4.070484602343062e-07 -0.05036050126441054 0.004512264339783696 -0.00012516688308600418 1.0867701024520224e-06 5.10159134939421e-07 2.4192197229430334e-07 -1.0464111086890762e-06 -1.0383633612169822e-06 2.0984491533809433e-06 -2.4259486228030503e-06 1.9282761720186777e-06 -6.141867321940561e-08 6.398389062347963e-07 6.844286247169858e-07 -8.307142347681147e-07 -1.7229890533917435e-06 -8.445563854144634e-07 -1.361301020419992e-07 4.5131473859576297e-07 8.481812984842205e-07 -9.514699627815047e-07 -7.554878837592437e-07 -3.9203029102919134e-07 -2.0681048216733393e-06 5.504542726308607e-06 -3.765775534601543e-05 3.805003392477025e-05 -1.3374686738052617e-05
age2sex -9.216338487275175e-06 4.77157180765508e-05 -1.3201928743143012e-06 1.1416448206440089e-08 0.0013784117302406615 -0.00012516688308600356 3.5173392524461897e-06 -3.090687436312214e-08 -1.119363530142517e-08 -8.480951358112162e-09 2.6822060687488885e-08 2.9652708055868643e-08 -5.459948724972462e-08 6.910146257855408e-08 -6.086477735276063e-08 -1.202361592221498e-09 -1.2045836632745983e-08 -1.3163160608079202e-08 2.159661906640364e-08 4.9178547132453114e-08 2.4747992668056555e-08 5.5857251376309446e-09 -9.81746310843464e-09 -3.4030369682904593e-08 2.751171191033513e-08 2.6656916254654412e-08 1.0298779731185951e-08 5.835725083483792e-08 -9.300124427138433e-08 9.661646876175527e-07 -9.603396989170404e-07 3.69383762090629e-07
age3sex 9.174239389379869e-08 -4.082186537899594e-07 1.143032150852768e-08 -1.0004605842223869e-10 -1.1833072968923679e-05 1.086770102452028e-06 -3.090687436312243e-08 2.74844257396638e-10 5.15322863450316e-11 1.0513616320425265e-10 -2.153574144068546e-10 -2.6835904233587544e-10 4.486217841902077e-10 -5.861319208936804e-10 5.893597644239626e-10 2.0312940833460784e-11 5.5358606152251956e-11 5.954280660839875e-11 -1.7213952028313073e-10 -4.3389779109528794e-10 -2.0919898318020504e-10 -3.8762894090642446e-11 7.12995684836592e-11 3.689311214788183e-10 -2.468587680926402e-10 -2.793419138851318e-10 -9.893828242685952e-11 -5.214268588391784e-10 1.1125686871996901e-10 -7.490677870947538e-09 6.86669734662213e-09 -2.8960056603280755e-09
pcs.V3 -2.420987791586137e-06 -2.032379026129794e-06 5.4754900434632085e-08 -4.5499852491083213e-10 -6.0763829066260535e-06 5.101591349185135e-07 -1.1193635300837335e-08 5.153228633986466e-11 2.465941488996306e-06 1.0183833398219597e-07 -7.223877358102971e-08 -7.080989887627765e-09 5.248508769864475e-08 4.853089148261533e-08 5.037649779911357e-08 6.467904475261689e-08 -2.533828100284082e-08 3.036780191844152e-08 -3.7554083015538174e-08 -2.2099761029632732e-08 2.1457052097046442e-08 -1.937751028769206e-08 -3.616428947795183e-08 3.066751990437992e-08 2.2735346492686785e-08 -3.2075649233121677e-09 4.913275322470856e-08 -3.341346835356847e-09 4.4349652538420167e-07 2.75239923671801e-07 -7.265955415049927e-08 1.2459125533170236e-06
pcs.V4 2.5386588374744426e-06 8.176468882944486e-07 -1.7109407079751036e-08 1.23550727024496e-10 -2.6892050550152765e-06 2.419219723095292e-07 -8.480951358541576e-09 1.0513616320803437e-10 1.0183833398219871e-07 2.5259074590763773e-06 5.667077351808892e-08 4.1222177294245366e-08 2.073536027685163e-08 -3.236422984173318e-08 -4.963090396984319e-08 3.5160479721527476e-08 -1.0135366711046452e-08 -2.95637490344478e-08 3.524080894439385e-08 -7.276485795587636e-08 -5.416216513051932e-08 4.141263905750738e-08 6.372198725426504e-08 1.2196374485149473e-08 5.272235742657573e-08 4.48497062306085e-09 -4.268923936205524e-08 -1.3732263170516808e-08 -1.542119272074922e-06 1.2969805187761092e-07 -1.6342386534532633e-06 -6.8185341951527e-07
