 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002240099798970742 0.0007763815952625259 -2.370278385524987e-05 2.2951241071388355e-07 -0.0026501654501441528 0.0002700099117708833 -8.590438002601274e-06 8.568841500668795e-08 -1.971374400368302e-06 2.0247486431118497e-06 6.920629020497953e-07 9.858136083528915e-07 9.283599892087831e-07 -9.406433356998851e-07 1.8667406405981798e-06 -3.3164669648646395e-07 -2.578465827179968e-07 1.0568176601163163e-07 8.766402211145953e-08 -1.1646585598699314e-06 -3.082821611117087e-07 1.104274125770923e-06 1.110869157647526e-06 3.4387325974326367e-07 -1.6154500670138618e-06 -1.1982506816877988e-07 -1.2858471311928199e-06 -1.7696800379618655e-06 3.966104285282279e-06 7.994846271995353e-06 4.313844480237408e-05 -3.804219937742035e-05
age 0.0007763815952599815 0.0015879882519992932 -4.3612196451782036e-05 3.742487369967969e-07 0.016029786975320055 -0.001422370529179039 3.899030828060389e-05 -3.3398916174044334e-07 -1.3896664231155237e-06 6.831651432421941e-07 -6.835931937720512e-07 1.3869769864474932e-06 5.575971438930479e-08 -1.8037685147725102e-07 1.090755520630297e-06 5.911659988852506e-07 3.455669660742441e-07 -1.5263660047971425e-06 5.070747793273842e-07 4.0275218699581674e-07 -3.638736632892746e-07 -6.53729715740192e-08 3.173158876902324e-07 1.0317170917316288e-06 -1.0740122394204985e-06 -1.389327568438782e-07 -9.737102346542882e-07 2.841152347056546e-07 -4.098830199008377e-06 3.132440960344376e-06 -2.665749349791775e-06 1.3300692863025835e-05
age2 -2.370278385516225e-05 -4.36121964517506e-05 1.213299518382046e-06 -1.0536602341861746e-08 -0.0004323363747517453 3.8876586011794956e-05 -1.0793856663191301e-06 9.355154725007987e-09 3.8141831148896124e-08 -1.4519008319472556e-08 1.554696958632118e-08 -3.810359270042859e-08 -3.664261619759422e-09 4.265409571894786e-09 -2.9227052367305595e-08 -1.2355967707171146e-08 -1.0254866847427273e-08 3.693216735246825e-08 -1.4817116223287944e-08 -9.640986735027973e-09 7.080402570261794e-09 -3.781228506491584e-09 -1.1698276410815623e-08 -2.1993086792748387e-08 3.1265784897001175e-08 2.3729554603251983e-09 2.978113486897035e-08 -4.857216126389862e-09 6.54235184976367e-08 -4.495576606093243e-08 -3.2622902413575406e-08 -3.2006720641738306e-07
age3 2.2951241071315677e-07 3.742487369965522e-07 -1.0536602341861989e-08 9.26121681601911e-11 3.653752031685638e-06 -3.322657818689394e-07 9.334707132941083e-09 -8.186984073124478e-11 -3.226771821883133e-10 1.0729075537978136e-10 -1.07087891884531e-10 3.2784404789206036e-10 4.8302543757549245e-11 -4.1397032888884344e-11 2.480217519685343e-10 7.898899214466132e-11 9.703033252774832e-11 -2.7029622059030266e-10 1.2838905273455663e-10 6.319940060203337e-11 -4.693511354013903e-11 7.261419691603374e-11 1.1765822124811982e-10 1.4412148105942167e-10 -2.832721215549539e-10 -9.23901918092046e-12 -2.7363266323053835e-10 1.5058911340240627e-11 -1.1467144780512226e-10 1.7064368167460037e-10 1.7804732403275794e-09 1.693316052024549e-09
sex -0.002650165450227487 0.016029786975265706 -0.0004323363747501139 3.6537520316704285e-06 0.47417145600826266 -0.04187892930386592 0.001147365565751315 -9.855467156941433e-06 -6.3059207880748325e-06 -2.092502231415627e-06 5.7081111544553014e-06 1.1102636823835776e-05 -1.89214009651256e-05 1.8077428756958407e-05 -1.3283165562960197e-05 6.322010691838447e-06 -5.188353502764383e-06 -1.3802587782305261e-05 1.1884247976424793e-05 1.8122340381046445e-05 2.7473070858186055e-07 5.113809607434614e-07 -1.327161876492262e-05 -2.924952390071402e-06 6.231664365223182e-06 7.614351643710982e-06 5.575173361821672e-06 1.9246805893755326e-05 -6.102362386917049e-05 0.000401990443351427 -0.00017940660203316102 -8.848595095299048e-06
agesex 0.000270009911778153 -0.001422370529176628 3.8876586011715246e-05 -3.3226578186812713e-07 -0.04187892930386774 0.0037570778427985694 -0.00010431104429679443 9.06164152898718e-07 5.766676385091213e-07 1.6238342700205204e-07 -4.827468177437338e-07 -9.260901107064304e-07 1.5776132383733225e-06 -1.7839806734976313e-06 1.4822958338062894e-06 -5.009055025912529e-07 3.225482794983547e-07 1.0675659649939008e-06 -1.0508809075316505e-06 -1.656949171087319e-06 -1.5431217485202772e-07 -1.1162203545714935e-07 9.362041940026356e-07 6.062286036929979e-07 -6.776475476289262e-07 -8.224339943300883e-07 -4.811400131001572e-07 -1.8317706825406333e-06 4.847726789099308e-06 -3.4233985337858515e-05 1.8944974360833062e-05 -1.7590188373854517e-06
age2sex -8.590438002750325e-06 3.8990308280547694e-05 -1.0793856663172256e-06 9.33470713292165e-09 0.0011473655657514045 -0.00010431104429679792 2.9337262497612664e-06 -2.579113194670349e-08 -1.4617382900785844e-08 -5.059531966921977e-09 1.2341229203039637e-08 2.5440308864067416e-08 -4.161972823381221e-08 5.206595600575063e-08 -4.745772457975946e-08 1.1892167863622124e-08 -3.6621657195157725e-09 -2.3599087281195946e-08 2.6727945970457025e-08 4.650920986476133e-08 5.684917449886199e-09 5.158097538068577e-09 -2.2567445088293254e-08 -2.478445214303092e-08 2.0625416752438523e-08 2.627830659903174e-08 1.2951871600652061e-08 5.273385541265657e-08 -8.295877722219377e-08 8.521456704581154e-07 -4.555548043270865e-07 7.997925991242653e-08
age3sex 8.568841500856832e-08 -3.339891617396079e-07 9.355154724982739e-09 -8.186984073100362e-11 -9.85546715694241e-06 9.061641528987666e-07 -2.5791131946703997e-08 2.2945506001866468e-10 9.752603691318121e-11 6.414963541916923e-11 -9.989322955041368e-11 -2.2324028137067056e-10 3.4405799203536303e-10 -4.523198921936317e-10 4.610314288699698e-10 -9.533684069256996e-11 -1.5048372385753465e-11 1.5215769505939086e-10 -2.0881814090607968e-10 -4.036151065721227e-10 -4.768192548456601e-11 -4.436417084568285e-11 1.776398379170815e-10 2.6925570099113575e-10 -1.9175021796862692e-10 -2.572432256538806e-10 -1.2094160593389372e-10 -4.799863686036642e-10 9.021870884179996e-11 -6.2557204630031594e-09 2.4416740844275044e-09 -5.502757504313789e-10
pcs.V3 -1.971374400366331e-06 -1.389666423117268e-06 3.814183114894112e-08 -3.2267718218867665e-10 -6.305920788162648e-06 5.766676385169176e-07 -1.4617382901000458e-08 9.752603691503433e-11 2.1820375911949693e-06 5.2446783534876167e-08 -6.768000354307636e-08 -6.336464991253202e-10 4.1777417678004586e-08 4.163818114753056e-08 4.4938991831329363e-08 5.326063189014763e-08 -2.0107751061133518e-08 2.418695929011869e-08 -4.012711604640203e-08 -8.760340364605279e-09 2.8209961350786297e-08 -9.605400720404509e-09 -3.543389418956858e-08 1.6842307186548215e-08 1.5163285954731118e-08 -3.5516551427025322e-09 4.081467124169097e-08 5.203300488376223e-09 3.725476807755065e-07 1.0904025900261482e-07 1.4175237844674122e-07 1.0237045573583885e-06
pcs.V4 2.0247486431107566e-06 6.831651432432671e-07 -1.4519008319500173e-08 1.0729075538000117e-10 -2.0925022313762775e-06 1.6238342699855953e-07 -5.059531966825861e-09 6.414963541833955e-11 5.24467835348761e-08 2.2033804284780774e-06 1.764333325546223e-08 2.9990506220047634e-08 1.7355716532746007e-08 -2.4461741219094003e-08 -3.610392659972703e-08 2.2026890884872173e-08 -1.1784435085985787e-08 -2.8832955046060143e-08 3.908911773161386e-08 -5.570562653412028e-08 -5.015987327164188e-08 3.974286690562647e-08 4.889217087198653e-08 9.497254970208712e-09 3.715613827809313e-08 -1.2548452376728039e-08 -3.143735273558829e-08 3.578105794076664e-09 -1.2408437501879716e-06 5.773247048316545e-08 -1.518237034362931e-06 -5.840221541518265e-07
