 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.000204917929838524 -4.1902769175067565e-06 -3.645506557846656e-08 1.6110564944134942e-09 3.9075675602788694e-05 -4.99575155540547e-06 1.629528191181848e-07 -1.5743699324792143e-09 7.356405587342656e-07 4.552581352348578e-07 -3.838991334710515e-07 -6.854954453298189e-07 -1.5369432116500128e-07 -3.7085973656145385e-07 -6.520722633012596e-07 2.3347756995131814e-08 4.4830460006017187e-07 2.410125729438489e-07 -2.4411364736920655e-07 -3.6948250518390925e-07 -2.445700553433376e-07 -1.0475083646234433e-07 -6.48158368532237e-08 4.2030055684833127e-08 5.918294977667807e-07 -4.168982789390762e-07 2.4569511038403275e-07 1.0110546977284832e-07 -9.690988802617e-06 4.397036964143187e-06 -2.7898624311279506e-06
age -4.190276919286814e-06 0.0007504753040002986 -1.6789030032377015e-05 1.1727778768909587e-07 0.010123687664018735 -0.0007388107821164152 1.652169110020309e-05 -1.1533105022862359e-07 4.877972888121525e-07 7.364050433865956e-07 1.1047929255813111e-07 2.49467425163599e-07 8.058908265356227e-07 1.0019636848535344e-06 -3.8414737209233067e-07 -2.1341150626648343e-07 1.5417107612594347e-08 -1.6067386021587918e-07 -4.132828579202171e-07 6.695095332969722e-08 5.213858187822971e-07 -5.702497756707737e-07 -8.15014088159197e-07 6.026559367231905e-07 6.903284966720346e-07 -1.7475786271584592e-07 3.7959253332657493e-07 -4.57407532733552e-09 2.2782411593403747e-06 -4.766274392529165e-07 4.389330843934404e-06
age2 -3.645506557380334e-08 -1.6789030032447284e-05 3.83168908031033e-07 -2.724523412631751e-09 -0.00022145982652048126 1.6526853143590862e-05 -3.7706869383782654e-07 2.6793776652359687e-09 -4.890663593171508e-09 -1.8542484644969188e-08 -3.670720400513121e-09 -6.478590571877336e-09 -1.8973250896664215e-08 -2.3322432313254877e-08 1.0231134779926177e-08 5.323473609825463e-09 -1.219578165426153e-09 3.93065413646505e-09 1.1865988440980125e-08 2.3371474783327047e-10 -1.0731161678276492e-08 1.0668786673020981e-08 1.3404897100068304e-08 -1.4179063178720217e-08 -1.8154185462990427e-08 5.930247114403063e-09 -1.1752888058773113e-08 -1.842259130346088e-09 -7.699752594695394e-08 2.5714071258475102e-08 -8.502529850622066e-08
age3 1.611056494332158e-09 1.1727778768952248e-07 -2.724523412629997e-09 1.970441349176484e-11 1.5183551686740878e-06 -1.1539441887076652e-07 2.6801930699211906e-09 -1.9371402920337365e-11 -1.411525774135635e-12 1.4979943635923448e-10 2.7383724191623573e-11 4.539261755220977e-11 1.3723726261901355e-10 1.744335572270687e-10 -8.336670620028133e-11 -3.93565199151082e-11 1.874570466607202e-11 -3.0250720834106384e-11 -1.0290813031388081e-10 -1.0673792671822248e-11 6.249182924249722e-11 -5.6654086282706855e-11 -7.45467899232999e-11 1.0055152082019763e-10 1.428817584635866e-10 -4.761628198852322e-11 9.599222732376734e-11 1.8718643540992202e-11 7.808724226346846e-10 -2.516176356866061e-10 5.506358437557811e-10
sex 3.9075675575300286e-05 0.010123687663981086 -0.00022145982651959278 1.518355168667521e-06 0.36193838832632597 -0.025913594728046833 0.0005713120741738582 -3.947663814715328e-06 -1.0013958244234543e-05 -6.187503397534887e-06 1.0538004769323332e-05 -9.910256648915954e-06 1.1122555770681912e-05 9.333540679908809e-06 2.0306157212574212e-05 -6.203203709864367e-06 -1.6878932073669986e-06 1.2909525588086555e-05 1.713643987891511e-07 2.6341672315167332e-06 1.3360643418164304e-05 -1.6551058831121155e-05 -1.8143663610830386e-05 -1.739622151003231e-05 7.256110495490645e-06 -1.5767182446877657e-05 2.9502603319604843e-06 -9.476462921633547e-06 4.403873436380387e-05 -0.00010075002078137639 0.00019666403434883607
agesex -4.995751557169394e-06 -0.0007388107821194984 1.652685314365849e-05 -1.1539441887123535e-07 -0.025913594728048984 0.0019045361268795538 -4.2863045331377296e-05 3.011876541012257e-07 9.925340737026344e-07 1.7187741545444873e-07 -6.225274577024976e-07 7.809500166558128e-07 -8.828796941004992e-07 -8.085309814319364e-07 -1.172527957570762e-06 5.032698700853222e-07 5.997479809061469e-08 -8.512510607175331e-07 2.0710898546412525e-07 -2.7261559592067783e-07 -1.0142571965725836e-06 1.086837914354455e-06 1.1601817951449808e-06 1.1767570346457981e-06 -7.526432827593873e-07 1.214236034891726e-06 -5.13335830028026e-07 3.5398824208665394e-07 -2.2681814228515213e-06 8.912703567025492e-06 -1.5416541186987906e-05
age2sex 1.6295281903902746e-07 1.6521691100088263e-05 -3.770686938351669e-07 2.680193069901839e-09 0.0005713120741739476 -4.286304533138031e-05 9.82954368764832e-07 -7.022837720155023e-09 -2.81363155108843e-08 1.4331750654959157e-09 1.0938955772174425e-08 -1.8020499220796193e-08 2.0813140242738954e-08 2.137112475963885e-08 2.113423823525304e-08 -1.283440939300823e-08 4.847753744440435e-10 1.834035763641439e-08 -9.970374861494997e-09 7.894374814568705e-09 2.2223730987919733e-08 -1.9628960817132853e-08 -2.5700570916056532e-08 -2.5906761424356447e-08 1.8451057931976312e-08 -2.9175272090664933e-08 1.5383341670999168e-08 -4.089116532600637e-09 4.216407636790669e-08 -2.224782307326561e-07 3.629100336064816e-07
age3sex -1.5743699320587383e-09 -1.153310502280176e-07 2.6793776652217003e-09 -1.9371402920232142e-11 -3.947663814716209e-06 3.0118765410126567e-07 -7.022837720155448e-09 5.0972113678979294e-11 2.268521213606951e-10 -3.548379443545366e-11 -5.7233085793890195e-11 1.2365076602669384e-10 -1.474305710666948e-10 -1.7389004665173304e-10 -1.1551004849015061e-10 9.869849388921294e-11 -1.6587843760324295e-11 -1.3194866990130346e-10 1.000832980135248e-10 -6.517361882963677e-11 -1.4362978860591192e-10 1.0441783141950135e-10 1.9172148772812338e-10 1.8660509978633328e-10 -1.3189387334269364e-10 2.1513660009973805e-10 -1.2194843676521124e-10 9.135225448511865e-12 -2.2372332285725273e-10 1.6672727572194808e-09 -2.606517419764219e-09
pcs.V3 7.356405587347558e-07 4.877972888177549e-07 -4.890663593301068e-09 -1.4115257732012323e-12 -1.0013958244048823e-05 9.92534073688512e-07 -2.8136315510556986e-08 2.2685212135833353e-10 2.5278993484875608e-06 3.1838274931607425e-07 -3.246226308632606e-09 7.176489214415276e-09 7.873676984112265e-09 9.310269295513083e-09 -8.413037103831807e-08 1.2157530438845804e-08 2.0069827482282082e-08 9.56374165527774e-09 -5.777606395924438e-08 -1.2825574534013346e-10 1.3350539186652577e-08 -8.27628437271829e-09 1.662759944751079e-08 -3.5135551228089476e-09 1.4530058043026434e-08 -7.98759467891192e-08 -1.0278532419830228e-08 -1.5764806755495966e-08 -1.5548023274512452e-07 1.0838621906820563e-06 1.5054120687560243e-06
pcs.V4 4.5525813523516417e-07 7.364050433934532e-07 -1.8542484645124708e-08 1.4979943636033518e-10 -6.187503397307381e-06 1.718774154374727e-07 1.4331750658832517e-09 -3.548379443820887e-11 3.1838274931606303e-07 2.848744793197672e-06 1.7028343539259578e-07 4.7287346599881203e-08 9.295908185605779e-08 -5.110615313515833e-08 -1.2774284259686774e-07 7.253557424908011e-08 -9.790600453870053e-09 -1.7892340232614542e-08 3.3886903530079707e-08 -4.3168194087336444e-08 -1.67730613670606e-08 5.49495920079801e-08 3.125879724848404e-08 4.63141061253785e-09 2.7285208142184247e-08 2.280461398540175e-08 -4.499239789993137e-08 -2.5729977422029417e-08 -3.83303062814209e-07 -1.7745776197060097e-06 -1.61346459428725e-06
