 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00035780424428868556 -0.0004888008874612258 9.123078115860964e-06 -5.445188589891427e-08 0.002166373712528839 -0.0001398635935739882 2.8893857219870738e-06 -1.9162136935972727e-08 -3.148318257638506e-07 1.1288808856505263e-06 -3.3602987596136603e-07 1.6293269256153754e-08 -8.081757337209689e-08 -8.62392454559232e-08 3.214554846262998e-07 4.912531316327262e-07 -4.186931104805329e-08 -2.4345471756345694e-07 -5.84909242570035e-07 2.2643047118932417e-08 -1.2182735907727884e-07 2.606882455629626e-07 -8.757867739194814e-08 1.6346709322195065e-07 -7.569388369170357e-07 -2.2705417968564402e-08 4.259308110188251e-08 -3.37677991937087e-07 1.913747631464618e-06
age -0.0004888008874599551 0.0023466591035306746 -4.562986529113289e-05 2.8523571468174913e-07 0.0356532958612505 -0.002161552566270577 4.198211064132204e-05 -2.6226473374609164e-07 1.1793272799331754e-06 -8.266609261369639e-07 2.8000120372407377e-07 -6.67103540266503e-07 -2.477943763535986e-08 2.5969992193598004e-07 7.242555682984715e-08 -4.374870688593602e-07 5.383175500960507e-07 5.151058391241634e-07 5.741875272933958e-07 -3.364517885587181e-07 5.753969048910113e-07 -5.202646219343168e-07 -1.4002790259936078e-06 -2.249187171377365e-07 2.347275372528434e-06 6.908277282228196e-08 1.5704886240456882e-07 7.060372242116123e-07 1.4809740980514949e-06
age2 9.123078115807741e-06 -4.5629865291084545e-05 8.95255415628953e-07 -5.646459496637044e-09 -0.0006861935719619755 4.197324280261482e-05 -8.22579568049376e-07 5.1845008259769415e-09 -1.9550082035464445e-08 1.4568404639069479e-08 -5.956051991128693e-09 1.1412607430504277e-08 -9.056746947804564e-10 -7.211425884225442e-09 -1.2382945047281121e-09 8.899980604062179e-09 -1.0737335202597054e-08 -8.611327005844498e-09 -9.926217919494259e-09 7.55382013427144e-09 -1.0368620486063358e-08 8.997093267529163e-09 2.5945030424234018e-08 4.308463025087551e-09 -4.6941395942496346e-08 -7.325222575229316e-10 -5.190405586487675e-09 -1.3786998921536576e-08 -2.6701082182244967e-08
age3 -5.4451885898713475e-08 2.8523571468173907e-07 -5.646459496642504e-09 3.594462686413576e-11 4.250039840882671e-06 -2.621665659922496e-07 5.1839926645178945e-09 -3.297585018730549e-11 9.99712193569027e-11 -7.851699137914491e-11 3.626628067451047e-11 -6.365311125711374e-11 1.0749714178608306e-11 5.914187230447485e-11 6.429381367800676e-12 -5.794124856259703e-11 7.117128997906043e-11 4.629898594128507e-11 5.07468887634514e-11 -5.501186502670401e-11 5.994687077024905e-11 -4.655883006442895e-11 -1.548051095168253e-10 -2.8587731768908198e-11 3.0178626549026375e-10 2.03141660281694e-12 4.522656751482805e-11 8.463258908224642e-11 1.8345423964592525e-10
sex 0.0021663737125949215 0.03565329586119081 -0.0006861935719605834 4.2500398408726265e-06 1.6425362569674615 -0.10026290986524097 0.0019630925141738732 -1.2381364682018423e-05 -2.149141273816403e-05 1.606434684762594e-05 6.061193450975699e-06 -2.359676921528767e-05 -9.503729654121227e-06 -2.236090815996307e-05 4.353913522039846e-05 1.388296967101532e-05 8.870158612797899e-06 2.5834782526267844e-05 -1.3837720976344886e-05 -9.348857056369921e-06 1.7746084465394374e-05 7.460334036557622e-06 -5.077407812356878e-05 8.345642331054523e-06 5.560052927297548e-06 1.9359286988312562e-05 -1.2116634094783954e-06 -1.0928476767320142e-05 0.00025126439991048907
agesex -0.00013986359357686016 -0.0021615525662679515 4.1973242802553636e-05 -2.6216656599180893e-07 -0.10026290986526579 0.006176369690060115 -0.00012197802377008085 7.755660636945042e-07 1.467271580270601e-06 -9.275488036115996e-07 -3.291084657496238e-07 1.4597246161788604e-06 5.266269474564395e-07 1.3252021809288988e-06 -2.5921503837174823e-06 -8.319861688902764e-07 -5.011721059490589e-07 -1.542076993530568e-06 8.389563880376657e-07 7.014263382191899e-07 -1.075419101909363e-06 -5.282404447765712e-07 3.0675153498128598e-06 -4.5617704181951805e-07 -4.111163242632466e-07 -1.0523830253991459e-06 -1.6870684944820196e-07 7.368148872162516e-07 -1.4370410066669133e-05
age2sex 2.889385722017652e-06 4.1982110641250914e-05 -8.225795680478864e-07 5.183992664507981e-09 0.001963092514174835 -0.00012197802377010976 2.429965940070445e-06 -1.558203309659822e-08 -3.217186774804766e-08 1.7253710867625808e-08 5.589163755268567e-09 -2.852704410228348e-08 -9.673483418854679e-09 -2.4922964492733352e-08 4.9908574043645586e-08 1.5503837709978178e-08 9.764802602817228e-09 2.9819383572956674e-08 -1.7094007376143284e-08 -1.611634322744914e-08 2.1231770191344535e-08 1.2489506493468332e-08 -5.982180074696207e-08 7.0455945699333956e-09 9.543627008997084e-09 1.7915580570319696e-08 7.730521660576325e-09 -1.6184666399684786e-08 2.6765104822149507e-07
age3sex -1.916213693651783e-08 -2.6226473374561466e-07 5.184500825966251e-09 -3.297585018723055e-11 -1.2381364682027332e-05 7.755660636948607e-07 -1.5582033096601633e-08 1.007861738016861e-10 2.2259090665400159e-10 -1.017839842939104e-10 -2.84433153706128e-11 1.7654735698305737e-10 6.138342952662443e-11 1.5175667784168214e-10 -3.1174173217732017e-10 -9.399438022148067e-11 -6.39014112819362e-11 -1.8686436696809692e-10 1.12290863398642e-10 1.1566545208806609e-10 -1.3490991387495574e-10 -9.345255219287873e-11 3.774124958634431e-10 -2.802158313904084e-11 -6.995586490090133e-11 -9.686435928424304e-11 -7.503351964526145e-11 1.1265837413943627e-10 -1.5888451136769862e-09
pcs.V3 -3.148318257665874e-07 1.1793272799356534e-06 -1.955008203551136e-08 9.997121935718558e-11 -2.1491412738194155e-05 1.467271580272128e-06 -3.217186774807153e-08 2.2259090665411553e-10 1.6816445844947804e-06 1.2557436469286115e-07 -3.996469637225872e-08 -1.4433008104391861e-08 -3.9676145405153534e-09 3.756419370093061e-08 -3.250303059801051e-08 2.86006314688727e-09 1.3103198866533408e-08 -1.9609015113821722e-08 -1.4405222114501709e-09 2.067750322139044e-08 1.1975355876462628e-08 -2.1738766789851115e-08 -1.8808029509462096e-08 -2.4739648900135552e-08 -1.6051089813817107e-08 -3.0045942176314465e-08 2.56289139529209e-08 -2.0938867997750692e-09 8.14020422710821e-07
pcs.V4 1.128880885650097e-06 -8.26660926147677e-07 1.456840463927923e-08 -7.851699138046557e-11 1.6064346847163886e-05 -9.275488035828028e-07 1.7253710867050616e-08 -1.0178398429021394e-10 1.255743646928683e-07 1.796404089514424e-06 5.9234717299200895e-08 1.9291201243684763e-08 1.1751253604551616e-08 -4.231738189185876e-08 -5.980854652029364e-09 5.176792540426256e-08 -5.606735513325304e-09 -1.118794652157866e-08 3.506475484386182e-09 1.4459205373139482e-08 -1.507325662464819e-08 5.217380439434945e-09 1.0885028885898373e-08 6.140106439637369e-09 2.0048101944461242e-08 6.406552093213484e-09 -1.3691527962222148e-08 -3.882381001413785e-09 -1.1361527745278818e-06
