 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00012273707881470966 7.265541746129808e-06 -2.0310555939277403e-07 1.9951290294151167e-09 -2.3650531164826155e-05 2.068601449108809e-06 -5.653572518810985e-08 5.094882626799721e-10 2.2262951089780212e-07 2.562702967083732e-07 -1.6417609566146015e-07 -6.131914648707099e-08 -9.766532464039647e-08 6.446834189655913e-08 -7.176579063732922e-08 7.252252336839419e-08 -2.6604556544943954e-08 -8.515838484779347e-08 -6.845760130489227e-08 -6.608575915146834e-08 3.028505086513079e-08 3.7889826990125705e-08 -2.7069216559730855e-08 -4.399280208728804e-08 2.799622828835164e-08 -3.7014058181461213e-08 4.1586161387862654e-08 -3.864102948259236e-08 -8.314281865713115e-08 1.8680157641869156e-06 -4.977701319795134e-07
age 7.265541745990418e-06 0.00026868174452746865 -6.177763307925176e-06 4.411773654860166e-08 0.0033166008234826773 -0.0002507781901816944 5.747259971701325e-06 -4.0862204606052555e-08 -6.990248814971971e-08 2.435012804523692e-07 -1.6367239822531052e-07 2.203899408894627e-07 1.380325137904915e-07 9.38830851033422e-08 1.1704946921653427e-07 4.7216173511026964e-08 8.385289094265505e-08 -3.531452857804056e-07 -4.752746223737208e-09 1.783950106625226e-08 -1.4945266021689263e-07 -2.801448318775863e-07 -2.0550690762383852e-07 2.488372525258074e-07 1.9177307195481334e-07 -1.7252568828863336e-07 1.5860701770913378e-07 3.573859289490472e-07 -1.2940508710427654e-06 -6.253480983648979e-08 8.008456020048438e-07
age2 -2.0310555939011509e-07 -6.1777633079246495e-06 1.4473348029914946e-07 -1.0508918904793688e-09 -7.452523996084482e-05 5.757251475496041e-06 -1.3450350429030114e-07 9.726258660857513e-10 3.536978484129207e-09 -5.158957029395162e-09 2.958557390500016e-09 -5.227106470290535e-09 -3.332689272437744e-09 -2.9934669770655406e-09 -2.0367881862809752e-09 -4.18353359080153e-10 -1.85503698340268e-09 8.037538749095245e-09 4.365118786919322e-10 -2.787899388908125e-10 3.150228969010182e-09 5.574789252423125e-09 3.6448411749396443e-09 -4.992327116183366e-09 -5.048145343266822e-09 3.7167943931716895e-09 -4.113826321425893e-09 -8.187080214479447e-09 2.5819441999725353e-08 -7.694798980851115e-09 -9.707802111730663e-09
age3 1.995129029367705e-09 4.4117736548608616e-08 -1.0508918904796192e-09 7.753187983130395e-12 5.217332795691385e-07 -4.1003216149897385e-08 9.74383177884076e-10 -7.161362998782548e-12 -3.621183558444413e-11 3.74547295885658e-11 -1.9938669925691247e-11 3.725749269380021e-11 2.2951410307398157e-11 2.631034688954739e-11 1.1063074325378834e-11 5.804049631012545e-13 1.483332500572507e-11 -5.6640021171520026e-11 -7.525321590375545e-12 -5.598070224920163e-14 -2.1658966115808178e-11 -3.362113021624859e-11 -2.0463424240054482e-11 3.084896518764808e-11 3.978115948473999e-11 -2.4982427606909123e-11 3.207348206386888e-11 5.7456674670120754e-11 -1.54677728573455e-10 9.905187353969536e-11 4.9318876188945495e-11
sex -2.365053116455619e-05 0.00331660082348097 -7.452523996080208e-05 5.21733279568816e-07 0.11503949375630246 -0.00861243016836083 0.00019661786667349995 -1.3986748137334658e-06 -1.1376654155972081e-06 -9.85345705617543e-07 2.472713482091437e-07 2.3364002085508748e-06 -1.9132662075295657e-06 -1.5462014900374293e-06 2.497088261919136e-06 -1.015342180572905e-06 -2.111146155893228e-06 -2.7847549449295213e-06 -5.739428461890675e-07 2.497936508102116e-06 6.094730879998797e-07 -2.726225121806356e-06 -3.9932735726481824e-06 2.168175378954708e-06 3.031788025081409e-07 -1.9634007547842743e-06 4.154381616457284e-06 1.4860309997627127e-06 -2.922218246604356e-05 -1.3680307913149133e-05 8.070148655376531e-05
agesex 2.068601449647389e-06 -0.00025077819018156576 5.757251475492839e-06 -4.100321614987178e-08 -0.00861243016836127 0.0006621875482113679 -1.5428832577004666e-05 1.1156123910456928e-07 1.3716447287782957e-07 8.966797739279619e-08 -2.3454986543118587e-08 -1.3749225224547148e-07 1.1878537932239273e-07 6.659239126574648e-08 -1.064602358530596e-07 9.599442872979998e-08 1.5483135433091068e-07 2.1824625146507963e-07 2.5345762654413338e-08 -1.8213858200716397e-07 -8.71238074038244e-08 1.8031775669057297e-07 2.6133275040461964e-07 -9.83232137149343e-08 -1.1128256325317216e-07 1.6250591697569468e-07 -3.5107339913073813e-07 -1.221953824953876e-07 2.3585771024732423e-06 7.830014141331613e-07 -5.579217660736573e-06
age2sex -5.653572519296094e-08 5.747259971698113e-06 -1.3450350429022054e-07 9.743831778834504e-10 0.0001966178666735187 -1.542883257700532e-05 3.662231665679652e-07 -2.691730721605549e-09 -4.396327194357107e-09 -2.329456733756167e-09 3.897940786866577e-10 2.9002320385273063e-09 -2.5231437016363953e-09 -6.554481430750004e-10 1.2738077964050316e-09 -2.7970438683204207e-09 -3.0363928851247517e-09 -4.8844035563947155e-09 -7.901957058557307e-10 3.90599981935307e-09 2.7633619451501545e-09 -3.162296624501997e-09 -5.6759628617615715e-09 7.211459745450028e-10 3.935350893620519e-09 -4.2627780287233035e-09 8.594115925203174e-09 2.5149697703106246e-09 -5.460838894599744e-08 -1.4775672241322718e-08 1.2241251830270186e-07
age3sex 5.094882627867567e-10 -4.0862204606069694e-08 9.726258660860847e-10 -7.161362998784302e-12 -1.3986748137336481e-06 1.1156123910457763e-07 -2.6917307216056333e-09 2.0093944392977945e-11 3.729321788993437e-11 1.9841683255936217e-11 7.302416708640936e-14 -2.191326908703346e-11 1.9622256891250348e-11 8.236457140062252e-13 -3.9191551292831085e-12 2.1772212071126944e-11 1.7108539371187864e-11 3.2874222177401794e-11 7.283640060134482e-12 -2.5757636145384834e-11 -2.3341600787491146e-11 1.608936199580855e-11 3.967907423038122e-11 6.136378170313249e-12 -3.5285384270377715e-11 3.442434379015641e-11 -6.497482675791325e-11 -1.6179651695207182e-11 4.1123319849662123e-10 8.298662323300637e-11 -8.472852163412185e-10
pcs.V3 2.226295108978599e-07 -6.990248814933492e-08 3.536978484120144e-09 -3.621183558437794e-11 -1.1376654155844419e-06 1.3716447287682425e-07 -4.396327194333172e-09 3.729321788975809e-11 1.294474449629067e-06 7.792841259725392e-08 -3.039070931320415e-08 -4.4406235499861445e-09 6.964523214900626e-09 1.691397436729815e-08 -6.868048926846259e-09 9.021977823806168e-09 8.038877165113897e-09 4.479226078296859e-09 -8.385670013625037e-09 7.791131976479798e-09 2.1788930824088146e-09 -1.3413469905021762e-08 -1.0319364833095189e-08 -1.1852251672140851e-08 -1.583578781110841e-09 -1.043241019108908e-08 1.038102129998505e-08 1.247225117127374e-09 9.980279042377843e-08 5.250075219136e-07 6.085075625468339e-07
pcs.V4 2.562702967084243e-07 2.4350128045278047e-07 -5.158957029404719e-09 3.745472958863473e-11 -9.85345705604055e-07 8.96679773917473e-08 -2.3294567337314838e-09 1.9841683255756256e-11 7.79284125972538e-08 1.3803816034346897e-06 2.704400566302125e-08 1.983368283143741e-09 1.9067077076030514e-08 -2.272699010863103e-08 -2.4114917706042734e-09 2.598617010496579e-08 -5.0451681610468305e-09 -7.63996189353425e-09 1.1469158562798392e-08 -4.418239841982974e-09 -1.0856239163104977e-08 1.6372480775040408e-08 1.526000003302323e-08 4.192433574537893e-09 5.498685756315555e-09 -6.233937266445157e-09 -6.382606287114945e-09 8.659433891431226e-11 -1.897138156669107e-07 -8.442648314637745e-07 -8.235818655549982e-07
pcs.V5 -1.6417609566146214e-07 -1.636723982255978e-07 2.9585573905066766e-09 -1.9938669925739116e-11 2.4727134819942007e-07 -2.3454986542361753e-08 3.8979407866882717e-10 7.302416721659089e-14 -3.0390709313203985e-08 2.7044005663021348e-08 1.3883985312894157e-06 7.57119442784425e-09 -2.539329144910347e-09 -2.284756501354839e-08 3.951384400595225e-09 -8.102097396749789e-09 1.8629417711910435e-08 1.438628221036955e-08 1.1945726836417813e-08 7.075492255069772e-10 1.3088120171942634e-08 1.2387973059437349e-08 -9.772488202920775e-09 -3.5143687310274006e-09 1.0500121035792476e-08 1.201536566208002e-08 4.844197738786224e-09 -1.0858961155051829e-09 -1.2211292864228174e-07 1.3927560740300069e-08 1.2520171968413776e-07
pcs.V6 -6.131914648702668e-08 2.2038994088938552e-07 -5.227106470288619e-09 3.725749269378578e-11 2.336400208549702e-06 -1.3749225224536762e-07 2.900232038524605e-09 -2.191326908701208e-11 -4.4406235499862934e-09 1.9833682831435627e-09 7.571194427844373e-09 1.3770767826144637e-06 7.644706322207074e-09 -5.442254905388438e-10 1.0299653403924782e-08 -9.882675845679247e-09 2.4685164704500915e-08 1.2719502216550282e-09 -1.2938651472430777e-08 -1.498500964227241e-08 2.257085347124913e-09 6.204394193409425e-09 -7.491400430444898e-10 2.5029002879120964e-09 -7.15605823788178e-10 5.498963172581955e-09 -3.0727615245352293e-08 -9.927315845481856e-09 -1.3162348332957215e-07 -3.095750384807945e-07 9.434831832122043e-08
pcs.V7 -9.766532464035889e-08 1.3803251379047866e-07 -3.3326892724373934e-09 2.2951410307395384e-11 -1.9132662075313093e-06 1.1878537932253068e-07 -2.523143701639709e-09 1.9622256891275064e-11 6.964523214900839e-09 1.906707707603074e-08 -2.5393291449104812e-09 7.644706322207039e-09 1.535588082816606e-06 7.688437257290372e-09 -5.1427624742253885e-09 -2.3326848370072115e-08 5.092510582015352e-09 -8.692541024314286e-09 1.462884969641255e-08 -6.621636612855479e-09 -5.657778280318728e-09 -8.66067017299234e-09 -2.305368971260127e-08 9.410178022660562e-09 5.925923144622421e-09 -2.4486903002232996e-08 -1.1348757454235379e-08 9.302632331456814e-10 -9.551180912951557e-08 -1.7126361158438088e-07 2.2062722621623706e-07
