 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0029108039720823044 0.0009561166657106551 -3.0508060190752803e-05 2.9877128615778575e-07 -0.01572256651328068 0.0012411330322344072 -3.2007763069775736e-05 2.691216543309847e-07 -4.146636150072317e-06 6.134359109862262e-06 1.454604774288325e-06 2.242969164672852e-06 2.319802241876237e-06 -1.2238641987904706e-06 4.0220856949164515e-06 2.7276047008097073e-08 -6.447126931960937e-07 -6.703974017537964e-07 -6.162295078035002e-07 -2.7457900770250497e-06 -5.235717932100289e-07 1.5191378513294865e-06 2.215538097994628e-06 -1.0059773300568024e-06 -3.169120663682064e-06 -3.546027219448245e-07 -2.529465119151572e-06 -4.42516045592319e-06 1.4127064454456402e-05 8.057958343018273e-07 0.00020188445124119395 -0.00017532488899958904
age 0.0009561166658045815 0.02991177870355654 -0.0006752271424031714 4.944512737142838e-06 0.3935648503524973 -0.027299954435450045 0.0006148033487491888 -4.493818906871886e-06 -1.7030677771665382e-05 -5.811046180870958e-07 4.7700161813879345e-06 -1.8353506505283092e-06 -1.2704987851334842e-05 -7.89151516449979e-06 6.9934650068105245e-06 5.405907873847374e-06 7.279721841623401e-06 -1.9456864541023437e-06 6.346124665849295e-06 -7.901070075892706e-07 4.72525204899291e-06 -4.880254503605344e-06 3.478684774085333e-06 2.851759078755679e-06 -5.985446619737902e-06 5.7357535064067434e-06 -8.417778741111607e-06 2.504857254770384e-06 -6.421377072733303e-05 -9.846258249958246e-05 0.0004972130723430673 -0.00039606721439663315
age2 -3.050806019300264e-05 -0.0006752271424031961 1.532962812261913e-05 -1.1288823259911119e-07 -0.008800303341281856 0.0006137127086272082 -1.3896190826334974e-05 1.0211577327942388e-07 3.9371542808672717e-07 4.045763255824817e-09 -1.0834786364287881e-07 2.3478384865612648e-08 2.6846394691675845e-07 1.8271352247292604e-07 -1.6397668814907088e-07 -1.2581424325686901e-07 -1.644784718531023e-07 5.3571928933397136e-08 -1.4841497478206897e-07 2.1476685009914908e-08 -1.0112817388613593e-07 9.492680999765138e-08 -9.542798731695373e-08 -5.1329931456390595e-08 1.4925585341797894e-07 -1.2729661628904548e-07 1.991214226340297e-07 -4.0312392337599026e-08 1.4102125649742422e-06 2.2595556223598167e-06 -1.1704207557786849e-05 9.375847090068564e-06
age3 2.9877128617600876e-07 4.944512737133382e-06 -1.1288823259890655e-07 8.361258084479179e-10 6.38847934512883e-05 -4.478030988697233e-06 1.0194008839568796e-07 -7.532148956266421e-10 -2.9398770741160635e-09 4.378473144215168e-11 8.119602702035839e-10 -4.447282437263044e-11 -1.8323963992513987e-09 -1.3814609307254063e-09 1.2476732505232018e-09 9.292376981328782e-10 1.2112449851586173e-09 -4.272997892603531e-10 1.1150477643818745e-09 -2.0517301086215393e-10 7.03090398311058e-10 -5.824165818626729e-10 8.060134267547515e-10 2.719037122401175e-10 -1.196098800020069e-09 9.273275159835917e-10 -1.5246847827144928e-09 1.7029932042441951e-10 -9.663372760153654e-09 -1.7053607375894325e-08 9.306103304673291e-08 -7.479526698067205e-08
sex -0.015722566510541828 0.39356485038320715 -0.008800303341978044 6.38847934564067e-05 16.33589855686022 -1.1406958578281396 0.02587833310858207 -0.00019074552890986255 -0.00013462574290044085 5.952867091520974e-05 0.0001929657601899826 -0.00011549655541300332 -0.00021496200891063866 -0.00011600741902075345 7.551357495737878e-05 0.00011453867039590207 -7.811326437839297e-05 0.00020057252911650784 -0.0001039958261554665 -3.2178899607110724e-05 0.000183268084695688 0.00010901847264668536 -0.0002623865968033102 0.00023334884122357949 4.391434784786626e-05 0.0001378134378939462 2.8201137515460848e-05 4.288111913888886e-05 3.3795676984303866e-05 -0.003787084860288786 0.015773096821670666 -0.008594171496314784
agesex 0.001241133032051421 -0.027299954437662567 0.0006137127086773573 -4.4780309890657745e-06 -1.1406958578288267 0.08006696304562735 -0.0018257341980451943 1.3523193711539516e-05 9.489750883389375e-06 -3.968633079437435e-06 -1.3446410741053696e-05 7.4029312140202016e-06 1.4570464352373613e-05 7.5224782788490435e-06 -3.541706832904737e-06 -8.203882301216775e-06 5.549831522590957e-06 -1.3826953918522961e-05 6.430006901646586e-06 1.8987359259273445e-06 -1.2412842700387611e-05 -8.351447495458739e-06 1.7417088949160818e-05 -1.5497665566623212e-05 -3.6159042017810926e-06 -9.606965081823949e-06 -2.9031538901086703e-06 -3.5280201656557095e-06 7.160618867483788e-06 0.0002484146112171278 -0.001079479265316132 0.0006030242597570433
age2sex -3.20077630646822e-05 0.000614803348796639 -1.389619082741339e-05 1.0194008840364055e-07 0.02587833310861405 -0.0018257341980463396 4.18483621009981e-05 -3.1156479867264973e-07 -2.144293299884733e-07 8.439095213367983e-08 3.0452517131143977e-07 -1.5032591005422828e-07 -3.2219969880314905e-07 -1.5895184803562002e-07 4.08213792400328e-08 1.8776306255960002e-07 -1.2301425632329426e-07 3.1372112370799977e-07 -1.3194698874146185e-07 -3.2190676645121484e-08 2.719110698612647e-07 2.05369815055776e-07 -3.785668910973339e-07 3.291821738842187e-07 9.415775099270699e-08 2.2165165594574069e-07 8.457581759677169e-08 9.360027525160719e-08 -2.7673735709270026e-07 -5.461907377561182e-06 2.4456899247756155e-05 -1.387431789264289e-05
age3sex 2.691216542993522e-07 -4.493818907255559e-06 1.0211577328813171e-07 -7.532148956907089e-10 -0.000190745528910226 1.3523193711556892e-05 -3.1156479867285265e-07 2.3318376638991578e-09 1.536231868593672e-09 -5.51615633673746e-10 -2.2447102090787645e-09 9.739463256176837e-10 2.3148577860127614e-09 1.1249526437700792e-09 1.1391337082320834e-12 -1.3910548656938576e-09 8.613405081758945e-10 -2.3402695971048576e-09 8.942910606431867e-10 1.4851960886218997e-10 -1.9213291934685502e-09 -1.5886273482704593e-09 2.6892836751722723e-09 -2.2514787305627588e-09 -7.883124705629963e-10 -1.6937423850781288e-09 -7.638620846148189e-10 -8.099505664437239e-10 2.039179700607387e-09 4.051776795869445e-08 -1.840281870504982e-07 1.0537717436060877e-07
pcs.V3 -4.146636150116266e-06 -1.7030677771439214e-05 3.937154280816148e-07 -2.9398770740784897e-09 -0.000134625742879266 9.489750881889825e-06 -2.1442932995396627e-07 1.5362318683357066e-09 4.498244341819206e-06 1.4207318491505322e-07 -8.201513216037804e-08 -1.7402853352765443e-08 1.1163980110010477e-08 2.1056627813834103e-07 -1.0830673422485717e-08 1.0092811564757627e-07 -1.4888624176910867e-07 3.228622926274568e-08 -4.896212958488968e-08 -3.2626771737227065e-08 1.6875590398134558e-07 2.9977939141533385e-08 -2.6531659371744522e-08 2.066506959453731e-08 -4.5065555059095e-08 -6.426898476835243e-08 1.330202356558957e-07 -1.2735001801453956e-07 7.525781742210473e-07 1.927635619023497e-06 -5.548499770443702e-07 2.732964253987663e-07
pcs.V4 6.134359109868231e-06 -5.811046179418893e-07 4.04576325254523e-09 4.378473146618781e-11 5.952867091716558e-05 -3.968633079573016e-06 8.439095213673072e-08 -5.516156336960239e-10 1.4207318491496717e-07 4.460898343335747e-06 1.4499294113701208e-07 2.1044697285870512e-07 -8.364569587202735e-08 4.8165211000432e-09 -1.4274880674021497e-08 9.099475302867869e-08 7.000732669365858e-09 -1.2861921756991073e-07 8.689240466681837e-08 1.0427627583052083e-08 -1.3731169094622749e-07 3.8022352919945816e-08 1.4731599718236213e-07 -3.35492561712506e-08 1.5411522698841802e-07 9.437564207267485e-08 -7.439897538738175e-08 -9.832449109331399e-08 -2.607684972615029e-06 5.296887572343677e-07 -5.490762972309997e-07 -5.229136046499727e-06
