 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0025451030933431634 0.0009241335774552968 -2.812156502886437e-05 2.7117247362921327e-07 -0.002993984727749143 0.00030636460028259126 -9.79542821111926e-06 9.833727668262468e-08 -2.511163700705152e-06 1.935832560316208e-06 8.670400532686749e-07 6.484626292527112e-07 1.8495222199161253e-06 -8.495736482119467e-07 2.526223692371864e-06 3.9689481980458406e-07 1.1396705307159497e-07 -2.178961858911285e-07 8.34786237609824e-08 -1.7325924161271233e-06 -6.337542035809125e-08 1.6074691755445562e-06 1.5801970187779071e-06 8.249326994933747e-08 -1.7184692654703461e-06 1.131157663650675e-07 -1.6540761901313197e-06 -2.3715045738070408e-06 1.0210759715648506e-05 8.197238285849062e-06 1.6768152544740416e-05 -1.672083023536156e-05
age 0.0009241335774506114 0.0019468539392413972 -5.346205222645605e-05 4.5884011785045263e-07 0.0209870543921795 -0.0018633585980657558 5.112256890209189e-05 -4.3833936601751195e-07 -2.0979289989657597e-06 8.289719979896843e-07 -1.4281721141437108e-06 1.3568754463289035e-06 1.504850105347996e-07 -3.331583815517324e-08 1.6780066679548505e-06 1.348997560176915e-06 6.904522608783895e-07 -2.5458474561465524e-06 1.2733096646293337e-06 4.405956320358566e-07 -5.083675491361017e-07 1.560960415203e-07 1.0527296641390982e-06 7.661736404441434e-07 -1.691694381375093e-06 -1.6193108154201236e-07 -8.682849904438762e-07 7.170292453242014e-07 -9.957041211242994e-07 -4.001331352409437e-06 -1.383314461961395e-05 1.8860193923466172e-05
age2 -2.81215650287495e-05 -5.3462052226447346e-05 1.4872671986945142e-06 -1.2918519431300473e-08 -0.0005674244361953577 5.1060153351326316e-05 -1.4191352318471745e-06 1.231425816186899e-08 5.9232289176990724e-08 -1.9873160065992605e-08 3.3573621627237984e-08 -3.566475345420204e-08 -7.635833361001554e-09 1.740775632251624e-09 -4.5622316855228644e-08 -3.137517864755927e-08 -1.899823857220059e-08 6.19273068219974e-08 -3.8280478698777e-08 -9.071918204822197e-09 1.0485420080010582e-08 -1.093427521149009e-08 -3.055118529939527e-08 -1.2727043223494384e-08 4.7758380226337605e-08 2.9570921765380895e-09 2.944689669544342e-08 -1.3760455100282472e-08 -1.653734703964131e-08 1.3379003325591602e-07 3.906448139008974e-07 -5.785783666810793e-07
age3 2.711724736281087e-07 4.588401178504352e-07 -1.2918519431301795e-08 1.1357533138554632e-10 4.80507235769523e-06 -4.373227754565676e-07 1.230103962909572e-08 -1.0803150471771436e-10 -5.18186138755641e-10 1.6357602204191082e-10 -2.478384071487654e-10 2.942599460190788e-10 9.130621223147993e-11 -2.6149480217200596e-11 3.882158729673319e-10 2.304405272639824e-10 1.692665508280128e-10 -4.6053482005676504e-10 3.3670233988714384e-10 4.541781897678032e-11 -6.745622136954496e-11 1.4161857941452322e-10 2.71935590083487e-10 5.5213018815511595e-11 -4.207026060814453e-10 -1.3499156308596427e-11 -2.9126252039187045e-10 7.013675762621601e-11 5.620228795433062e-10 -1.1351026481178927e-09 -2.820220910422293e-09 4.684555208500005e-09
sex -0.0029939847278505306 0.020987054392147052 -0.0005674244361943197 4.805072357684795e-06 0.6087295308623016 -0.05378918015184247 0.0014746391390712168 -1.2675165226987221e-05 -7.832514532441714e-06 2.0733964729458654e-06 -3.916952796156637e-06 7.513260835015448e-06 -2.575008099736892e-05 2.3993234433848614e-05 -1.2362867463637171e-05 1.4320698858052542e-05 -3.069263197699763e-06 -2.477917838348719e-05 1.8785213859656377e-05 2.248596852222656e-05 7.607118595970536e-06 -1.9378971289271825e-06 -1.0494421402035618e-05 -1.3843976161245705e-06 2.452879429142954e-06 7.708937299513823e-06 1.3554911130755817e-05 3.831811707245143e-05 -6.541829200188406e-05 0.000633522019314399 -0.0006907672475011579 -4.146393702907749e-05
agesex 0.0003063646002927151 -0.0018633585980605452 5.106015335116788e-05 -4.373227754550639e-07 -0.05378918015184298 0.0048281482116716914 -0.00013414257785447512 1.1661598890593753e-06 7.994964692612543e-07 -2.8333209269488476e-07 2.836181349818975e-07 -4.893836148344761e-07 2.2014323691518614e-06 -2.248922546137579e-06 1.5285489891898076e-06 -1.1612615434842876e-06 8.723087309432694e-08 1.9548125692091325e-06 -1.8522816739324966e-06 -2.079775246373657e-06 -7.42719958596171e-07 1.271274155760401e-07 6.862145785095584e-07 6.35366745297312e-07 -4.2407941070143407e-07 -7.789314235605715e-07 -1.0504526835741222e-06 -3.4244257473250566e-06 6.418382252845811e-06 -5.3398935335689034e-05 6.596920557856596e-05 -3.2151924577735556e-06
age2sex -9.795428211355343e-06 5.112256890202369e-05 -1.4191352318447865e-06 1.2301039629070573e-08 0.001474639139071236 -0.0001341425778544755 3.775576627204359e-06 -3.321804297682612e-08 -2.3409782828654618e-08 9.357742013943883e-09 -7.168154927151265e-09 1.2539370891084315e-08 -6.024706999865495e-08 6.33391774363485e-08 -5.189835820538779e-08 2.8896632174469632e-08 2.8715663968636594e-09 -4.4677716431130724e-08 5.2079390829199904e-08 5.905215203701486e-08 2.059928392522699e-08 -1.0247221400057733e-09 -1.6418551522589456e-08 -2.8605037036645973e-08 1.4806039029559128e-08 2.3807234174906978e-08 2.4299711360903682e-08 9.46657588933123e-08 -1.5316768633847594e-07 1.3545882081761432e-06 -1.788044967240773e-06 2.231282739204589e-07
age3sex 9.833727668538786e-08 -4.383393660152896e-07 1.2314258161806591e-08 -1.0803150471716174e-10 -1.2675165226987284e-05 1.1661598890593694e-06 -3.321804297682588e-08 2.9578473186329424e-10 1.9145829190764903e-10 -7.356571505791716e-11 6.259587875245836e-11 -1.0958943407456629e-10 5.274693535673936e-10 -5.397053974765502e-10 5.302957729983626e-10 -2.2957616884471788e-10 -6.809135280508627e-11 3.027444962459622e-10 -4.418111940341886e-10 -5.204207253116578e-10 -1.6707668005918092e-10 1.3689561184009229e-11 1.3146893077234984e-10 3.1542019454260704e-10 -1.4834265026976192e-10 -2.240427429064514e-10 -1.810665581375652e-10 -8.319812866224985e-10 8.993267907197686e-10 -1.0468029218590266e-08 1.4300527517415259e-08 -2.5775075584101117e-09
pcs.V3 -2.5111637007022465e-06 -2.0979289989688035e-06 5.9232289177074726e-08 -5.181861387563635e-10 -7.832514532575572e-06 7.994964692735355e-07 -2.3409782829003116e-08 1.9145829191074052e-10 2.1438159272217367e-06 9.952984509592812e-08 -7.044799097492885e-08 1.0220732006983178e-08 5.510128933015518e-08 5.658998421095322e-08 4.987311856395741e-08 5.6163695475481394e-08 -3.435137336986899e-08 3.458221776818004e-08 -3.030814520454578e-08 -7.27454683844911e-10 2.253074778600452e-08 -1.5562312639306694e-08 -4.757310440347363e-08 2.596159938853777e-08 1.758571970074956e-08 -3.389759197741077e-08 4.4613908659464756e-08 9.639674375791429e-09 5.955442147532427e-07 5.3226082364125325e-08 -1.23246812523421e-07 1.1633193457462558e-06
pcs.V4 1.9358325603151523e-06 8.289719979914859e-07 -1.987316006604226e-08 1.6357602204233778e-10 2.073396473010902e-06 -2.8333209270081743e-07 9.357742014111419e-09 -7.356571505939681e-11 9.952984509592776e-08 2.198940198945096e-06 4.092882143842758e-08 1.7820956144788663e-08 2.194844531999672e-08 -1.8244209082265492e-08 -5.256132185892136e-08 4.4211005132155724e-08 -3.5070838818533e-09 -2.9159042846000007e-08 5.7424905338865377e-08 -4.357548584927391e-08 -6.061837839331643e-08 4.2225756916979345e-08 5.659420280841367e-08 2.393264648928717e-09 6.697989837102556e-08 -1.7694991814892843e-10 -1.2223756382810541e-08 2.1290733920674487e-08 -1.725445042597842e-06 5.095838890987592e-07 -1.8894357402984107e-06 -4.5837393993531124e-07
