(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband maternal gmm gpm
(Intercept) 0.00349754805190699 0.00246079322889038 7.61340051724522e-05 -3.35892510405455e-05 0.0001326875539949 1.06690965347582e-05 4.646340685107e-05 2.71397345224279e-06 -5.4649782812316e-05
covarage 0.00246079322889038 0.00270402676848441 9.09391013073366e-05 -1.15238899024588e-05 0.000131501379982442 6.39412639007932e-05 0.000139147448543095 -0.000195469073114939 2.18286590927036e-06
covarsex 7.61340051724522e-05 9.09391013073366e-05 0.00105484529744185 -4.67752689773461e-06 1.62822569102576e-05 3.11206931305474e-05 -2.63816183316662e-05 9.35199676258308e-06 8.79648797115859e-05
covarpcs.V3 -3.35892510405455e-05 -1.15238899024588e-05 -4.67752689773461e-06 0.00119044198443608 9.40818711824487e-05 1.73071917770325e-05 8.05387151167471e-06 7.84110554872475e-05 4.03848896081426e-06
covarpcs.V4 0.0001326875539949 0.000131501379982442 1.62822569102576e-05 9.40818711824487e-05 0.00109104327087808 -7.34186321402091e-05 1.73941281013818e-05 -3.26473610058243e-05 -0.000109465804032372
proband 1.06690965347582e-05 6.39412639007932e-05 3.11206931305474e-05 1.73071917770325e-05 -7.34186321402091e-05 0.00153445742584514 -0.000709660784543018 -0.000113348572695148 1.3936466627766e-05
maternal 4.646340685107e-05 0.000139147448543095 -2.63816183316662e-05 8.05387151167471e-06 1.73941281013818e-05 -0.000709660784543018 0.00600427158551975 -0.00399762040729475 -0.00461351075965527
gmm 2.71397345224279e-06 -0.000195469073114939 9.35199676258308e-06 7.84110554872475e-05 -3.26473610058243e-05 -0.000113348572695148 -0.00399762040729475 0.0127890594570609 -0.00498642297637234
gpm -5.4649782812316e-05 2.18286590927036e-06 8.79648797115859e-05 4.03848896081426e-06 -0.000109465804032372 1.3936466627766e-05 -0.00461351075965527 -0.00498642297637234 0.0141930776346309
