 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.035065604715988616 0.01318700612066414 -0.0004251894122758173 4.357374245882315e-06 0.06346510777820151 -0.006518906003543225 0.0002120930775311504 -2.200655446948962e-06 6.636449315947418e-06 2.154012191364333e-06 1.8942806330030266e-06 -7.622761661842162e-06 3.5467355865760413e-06 -1.689681686397552e-05 4.573366464151583e-06 -2.2351560410757268e-07 -2.8193602854541205e-06 -3.430103145440066e-06 -2.731532455628226e-05 -9.321904751609579e-06 -2.9036930262453945e-06 -8.939704159949424e-07 7.88895311857076e-07 5.15224023436348e-07 9.458371753335575e-06 -4.15177075997441e-07 2.1689554941852913e-05 -1.211904518368095e-05 -1.3714172394903467e-05 7.26602888615062e-05 0.00022451257245846757 -0.00011222057200514089 7.243444136559382e-05 -0.00013729212574448737 -9.248778965974313e-06
age 0.01318700612082196 0.01018978618831678 -0.0003074162901486031 2.9366403061265093e-06 0.1020829015755539 -0.009807004578686357 0.0002956898543745658 -2.8236568839216804e-06 5.412284327470668e-06 -2.4142259115540017e-06 -6.736513909979285e-06 9.246633301966278e-07 9.64229303252852e-07 -4.947706209644475e-07 1.9688154681595673e-06 -1.2839049937610072e-07 5.207693963328441e-08 -4.466173497537631e-06 -6.5430620075035535e-06 1.3190094583160852e-06 1.460265609986249e-07 -2.309230033775741e-06 5.136841751447612e-07 5.835194651776899e-07 2.0539453452396574e-06 -3.132271827727914e-06 3.717941756135411e-06 -7.053670030465314e-07 1.3350386710111118e-05 0.00011183421860221943 0.00015278323928102165 -0.00010588199226128606 -6.289421720533993e-05 -0.00018621327296534985 3.8720712837357225e-05
age2 -0.00042518941227933814 -0.00030741629014723797 9.37624794291976e-06 -9.0505068576649e-08 -0.0030477265573358434 0.00029597642002148514 -9.020861137663644e-06 8.703854420331793e-08 -1.8203015153384772e-07 1.0295385734890208e-07 1.8816847428872962e-07 -1.681709760140549e-08 -2.5976779297746435e-08 1.7377293646721998e-08 -3.882737888633656e-08 1.8819169333691957e-08 -3.2874925224679887e-09 1.1458377211960044e-07 2.437809416370251e-07 -3.6661953951485876e-08 -1.4555177707865625e-08 5.476565917051018e-08 -8.115544807494458e-09 8.356759756276202e-09 -7.898910755063968e-08 8.57002561186669e-08 -1.3974141793453263e-07 4.8133558787321794e-08 -2.500143769388029e-07 -3.522069822853304e-06 -4.598510666322096e-06 3.7677007203427955e-06 1.4890025108982836e-06 5.29785834089109e-06 -1.0579539776076903e-06
age3 4.357374245917603e-06 2.9366403061160967e-06 -9.050506857669157e-08 8.828881933457427e-10 2.8861443917668545e-05 -2.8300107875950494e-06 8.71471271631535e-08 -8.497022466437171e-10 1.913350966073746e-09 -1.1674408535645354e-09 -1.6728818945817512e-09 2.5483103476848824e-11 1.838409867887539e-10 -2.3188044977634137e-10 1.9501582852461933e-10 -2.515595630572721e-10 5.976272988342693e-11 -8.822522110180458e-10 -2.7763487072197087e-09 2.904554091815562e-10 2.260168659351717e-10 -4.535857479389781e-10 8.339132626758831e-12 -2.86998810937895e-10 9.580275281947178e-10 -7.327962753295155e-10 1.6645076746904138e-09 -6.82458628204369e-10 4.477877292586869e-10 3.468095130954664e-08 4.441006403090498e-08 -3.8634474117615725e-08 -1.1235591498511504e-08 -4.6600761858482095e-08 7.646218478243249e-09
sex 0.06346510778162982 0.10208290157721686 -0.0030477265573865668 2.8861443918158238e-05 2.136526383307386 -0.20096923134420286 0.005923865500056836 -5.520207854116597e-05 8.596620117840396e-05 -5.201239768321414e-05 -6.589077819986987e-05 2.9001172637238783e-05 -6.903041945147179e-05 0.0001455200226891754 -2.8804791628890316e-05 1.7267756653660866e-05 6.663998472274898e-06 2.5121128520009138e-05 3.464835426941596e-05 8.858440940008423e-05 2.6140464351283357e-05 -4.178806027125771e-05 -5.1982256617545096e-05 -8.197581212925348e-05 1.0905159012446676e-05 -1.8495723022403855e-05 2.4133794460793106e-05 6.091579549175901e-05 -0.0006462599816953559 0.001621242948726675 0.0030900413128756537 -0.00018614354113082607 -0.0008882812122254644 -0.0024029827595645472 -0.0007221593778129925
agesex -0.006518906003829079 -0.009807004578791972 0.00029597642002482545 -2.8300107876286055e-06 -0.2009692313441738 0.01914403016134593 -0.0005706883173988409 5.371441325320526e-06 -8.516989615100781e-06 5.616572092443923e-06 6.9285011284178715e-06 -2.8806071600260612e-06 6.3548703615025145e-06 -1.4305004013599689e-05 3.5511384017945292e-06 -1.1730029723018199e-06 -1.5748588740126075e-06 -2.6927612399833514e-06 -2.02133579721872e-06 -8.714478448805407e-06 -3.3700995172290517e-06 3.588133395045245e-06 4.587949241358265e-06 8.898934984975863e-06 -2.077515399374989e-06 1.800695157603433e-06 -2.311628196875182e-06 -5.472087373308064e-06 6.113800955131148e-05 -0.00016447067108032662 -0.0002974197497938001 4.476022547966649e-05 7.425408065505854e-05 0.0002502336240557508 6.191605763437429e-05
age2sex 0.0002120930775386473 0.0002956898543765185 -9.020861137729345e-06 8.714712716385469e-08 0.005923865500054831 -0.000570688317398732 1.7204936200291823e-05 -1.6368516128831278e-07 2.6700230288402323e-07 -1.936694205826921e-07 -2.2338561310317752e-07 9.170497146472852e-08 -1.8943726728582303e-07 4.3775370972655873e-07 -1.2738399181745378e-07 2.2135055931504433e-08 7.430073575204985e-08 9.463967623853673e-08 8.972355276707866e-09 2.654138167843839e-07 1.2493317084181494e-07 -9.688500031602035e-08 -1.329676180761599e-07 -2.9247756238307524e-07 9.094048898240373e-08 -5.798585084530996e-08 7.149878776683419e-08 1.5087051449891372e-07 -1.9146376735177506e-06 5.249842999656847e-06 8.810158444267957e-06 -1.9235740362243345e-06 -1.9861670013582045e-06 -7.4111608977967575e-06 -1.7315503977380736e-06
age3sex -2.2006554470459653e-06 -2.823656883972315e-06 8.70385442048482e-08 -8.49702246658317e-10 -5.520207854113348e-05 5.371441325318206e-06 -1.636851612882742e-07 1.5744642906617772e-09 -2.698647536515452e-09 2.103263881904641e-09 2.268052103720484e-09 -8.960881012598947e-10 1.813964994491558e-09 -4.1979348496657575e-09 1.4147798129751752e-09 -1.1507933391456749e-10 -9.223881833243985e-10 -1.051337665487356e-09 4.375046838518107e-10 -2.5249058595011918e-09 -1.4027985927133924e-09 8.94689457115853e-10 1.1685205413556392e-09 2.9281985519812537e-09 -1.1533254967943713e-09 5.697695348469814e-10 -8.057003318387323e-10 -1.312255644695303e-09 1.9336788174933617e-08 -5.302489589960297e-08 -8.132656808465419e-08 2.2776374197668352e-08 1.712801556245603e-08 6.564122956570433e-08 1.6050297530233917e-08
pcs.V3 6.636449316126481e-06 5.412284327575457e-06 -1.820301515369296e-07 1.9133509661022648e-09 8.596620117803695e-05 -8.516989615066917e-06 2.670023028830584e-07 -2.6986475365069153e-09 4.212227482661494e-06 1.7051739428051562e-07 -4.4344166137891124e-08 -5.179371413316069e-08 1.5509437778766847e-07 1.0596880887948777e-07 1.8286738933744295e-08 8.718115015499047e-08 -8.719093678786225e-08 1.3696034364617666e-07 -1.1446974811380185e-07 -2.2601611140391103e-08 2.5806102588257386e-08 -2.2479694580997784e-08 -1.789858192271733e-07 6.263972891864941e-08 6.023659481375736e-08 -3.30551933198701e-08 1.3586931378276309e-07 8.765477379435133e-08 4.3327904466419067e-07 -2.6870110872429574e-06 -3.710276542777145e-06 5.544172349219992e-07 5.362422644464709e-06 1.0829537051286393e-06 7.133677778290152e-06
pcs.V4 2.154012191256652e-06 -2.4142259116091325e-06 1.0295385735059298e-07 -1.1674408535809781e-09 -5.201239768342008e-05 5.616572092464333e-06 -1.9366942058333304e-07 2.1032638819110725e-09 1.705173942804955e-07 4.049896123464216e-06 4.791756991614393e-08 5.864319586418767e-08 1.003555581805775e-07 -6.033525548993065e-08 -1.1474939001028223e-07 3.58375969431753e-08 9.967256302839531e-08 -7.350793549725617e-08 2.206601908186751e-08 -1.0008628537003192e-07 -2.4080378745853865e-07 1.1659029761493941e-07 1.42452443213603e-07 8.949123198874656e-08 1.300667010213584e-07 6.733362944110758e-08 -5.573488849421207e-08 3.750940067965455e-08 -1.2661073356243144e-06 -4.971757442192012e-06 -5.006096506028994e-07 1.8477830318083742e-06 3.026286357711513e-06 -5.7222892781652355e-06 1.8323300393068297e-06
