 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.025957403744412473 0.009846824240666546 -0.0003165609813456952 3.2337187368073137e-06 0.047469816032649055 -0.00484151199795401 0.00015628460000890774 -1.6083859679916748e-06 2.6136508305809145e-06 2.1961691747228304e-06 2.0114359772648057e-06 -7.0405276018002685e-06 2.2233742516089214e-06 -1.4816422484329695e-05 3.6082890072634487e-06 -8.212379810045941e-07 -3.3241337615586106e-06 -8.174784721957918e-07 -1.9278835630662204e-05 -6.021680977215872e-06 -4.1600608493918865e-06 -1.4390414746494945e-06 7.24341670708226e-07 1.418499434299919e-07 5.838900553129577e-06 -1.0688734996877953e-07 1.4778168998969126e-05 -8.790766198426502e-06 1.570125388586795e-05 -9.406046651455529e-05 8.213635452241827e-05 9.851213535495647e-05 0.00011639753448372502 -4.5175626776623075e-05 9.831622361531093e-05
age 0.009846824240633857 0.007710748649876606 -0.00023162582168224542 2.2028011804350378e-06 0.07534111493336458 -0.007202032800018553 0.00021607471771115357 -2.053408375019588e-06 2.1757205084881168e-06 -1.8449343449345191e-06 -5.128632267121087e-06 -7.346337518928454e-08 -1.9526042085532738e-08 -1.970914718562977e-06 1.0778827798065992e-06 -4.052960178780995e-07 -5.580605588812332e-07 -1.7019862037700806e-06 -5.737368213718246e-06 1.1025533274762687e-06 -2.227781489163439e-07 -2.639005887202192e-06 1.2204598972874535e-06 -5.8470956160516046e-08 9.918231868678327e-07 -3.8614693696176365e-06 2.6712822899170205e-06 -8.106821835377044e-07 3.48554538720058e-05 7.99040102050792e-05 8.507839199198488e-05 -9.820515760674005e-05 -5.2513366601621534e-05 -0.00014181681677395526 5.588537762750782e-05
age2 -0.00031656098134446214 -0.00023162582168187822 7.0356378498552725e-06 -6.76205941168053e-08 -0.002240731509953395 0.0002165607396172148 -6.568542439565719e-06 6.30765334094862e-08 -8.537845452000739e-08 8.199060322212515e-08 1.4270598847587525e-07 1.0558792314861936e-08 -3.234052344803873e-09 6.114382916228485e-08 -1.9836761412920125e-08 2.2493827030696657e-08 1.8848080413468678e-08 4.1113440797449584e-08 2.010356565619503e-07 -3.2586361537203784e-08 3.1019234491505073e-09 6.68353272406376e-08 -2.8896492212758458e-08 1.674034156579983e-08 -4.2183551023094706e-08 1.016933478247218e-07 -1.0228225131213965e-07 4.1305618058466744e-08 -9.175049715276427e-07 -2.3910131592048588e-06 -2.4992551245453323e-06 3.3031465272571957e-06 1.1166005050767197e-06 3.963487591278757e-06 -1.6541062546871612e-06
age3 3.2337187368013222e-06 2.2028011804388617e-06 -6.762059411700092e-08 6.569002582064884e-10 2.1146493896215372e-05 -2.0637994809477306e-06 6.325053517233214e-08 -6.138112911657303e-10 9.866648480534272e-10 -9.40174708931913e-10 -1.2595186743984774e-09 -1.997163897517153e-10 3.570437342337813e-11 -6.359391923781175e-10 8.595123733550025e-11 -2.5419950791309187e-10 -1.8475772945127295e-10 -2.7336161185789414e-10 -2.1979924168148846e-09 2.9083112012951476e-10 -1.4193737863312481e-12 -5.744034174810754e-10 2.0727070805233072e-10 -2.7963627105670634e-10 5.40983210201406e-10 -8.340575317493116e-10 1.2293055917817313e-09 -5.337220898352673e-10 7.098366029203558e-09 2.21007449636721e-08 2.3715747479163098e-08 -3.212174028993729e-08 -7.0135290930190866e-09 -3.443060836528917e-08 1.4891155980334316e-08
sex 0.04746981603226233 0.07534111493331593 -0.002240731509951481 2.114649389619225e-05 1.5622921077165526 -0.14640066102475727 0.004299391067126674 -3.9920837848602154e-05 5.862264501857806e-05 -4.6012466880684225e-05 -4.2140558885871935e-05 1.3669691828002996e-05 -5.283807336713415e-05 9.918442052001123e-05 -2.2127920445775144e-05 1.1381039098961209e-05 -2.0116262076894245e-06 3.644758515266541e-05 3.849399117510345e-06 6.214265757558744e-05 3.258078791537419e-05 -3.904208004206088e-05 -2.2136810864163652e-05 -5.824361341852642e-05 8.019813046931485e-06 -1.987885529281519e-05 3.278487183937302e-05 3.894880954735006e-05 -0.000239178854592278 0.0009895435000602548 0.0018309598816339905 -0.0005406927553437329 -0.00014149771499216812 -0.0018783146448318048 -3.36204764763563e-08
agesex -0.004841511997898716 -0.007202032799989945 0.0002165607396163633 -2.0637994809397046e-06 -0.1464006610247492 0.013895081632412343 -0.0004127208921960771 3.871001454967675e-06 -5.970456134508186e-06 4.997335492328661e-06 4.614554518638352e-06 -1.4121932990057443e-06 4.565965628029873e-06 -9.682846997872999e-06 2.582537014071755e-06 -7.737444796808302e-07 -3.614465686086435e-07 -3.4302546328440922e-06 4.779533295624114e-07 -6.126819062531243e-06 -3.6281882800552245e-06 3.424232413765992e-06 1.8538572181071465e-06 6.135972342135499e-06 -1.4603292616450026e-06 1.8435443892894712e-06 -3.1490727879300304e-06 -3.5503438584367808e-06 2.2842534988536808e-05 -0.00010253919661907318 -0.00017269183481910205 7.595752954621435e-05 2.3725459862426532e-06 0.00018628405991875344 -5.329195457235773e-06
age2sex 0.00015628460000664238 0.00021607471770957278 -6.568542439520063e-06 6.32505351719163e-08 0.004299391067126262 -0.0004127208921960608 1.2398671917688522e-05 -1.1755328300139383e-07 1.90462067930837e-07 -1.7206334664992622e-07 -1.5378018021880765e-07 4.731151943205425e-08 -1.2809694158993405e-07 2.937936301958673e-07 -8.909452814023005e-08 1.5876697206550043e-08 2.7718752878074116e-08 1.0604575331838755e-07 -4.777755646435161e-08 1.9006195625051685e-07 1.205951511552061e-07 -9.437652578766822e-08 -5.194178752699536e-08 -1.9907541787535382e-07 6.127694422200127e-08 -5.45517773949018e-08 9.684427581903346e-08 9.903507703571696e-08 -7.508293827367078e-07 3.2818875146738097e-06 5.022276737864682e-06 -2.775425692006338e-06 2.299198479541412e-07 -5.377927531188622e-06 2.9923529106964595e-07
age3sex -1.6083859679636983e-06 -2.0534083749953584e-06 6.3076533408794e-08 -6.138112911595305e-10 -3.9920837848597465e-05 3.871001454967445e-06 -1.1755328300139158e-07 1.1268934306904812e-09 -1.9461244127434585e-09 1.8447935078173511e-09 1.6004913058427734e-09 -4.806163580502666e-10 1.1595217431316988e-09 -2.7938018491379787e-09 9.621020680317441e-10 -1.078002501947369e-10 -4.005585065243734e-10 -1.062497402859023e-09 7.907746628341506e-10 -1.8504957078003248e-09 -1.237894267837603e-09 8.701979884543788e-10 4.255789461637486e-10 1.9891693336048595e-09 -7.519360309855229e-10 4.999405104132981e-10 -1.0159932043149917e-09 -8.766021478129316e-10 8.075481995687756e-09 -3.318578718867953e-08 -4.54800858359167e-08 3.0171526277367935e-08 -4.5233314951440255e-09 4.6658635255374366e-08 -3.67905402571092e-09
pcs.V3 2.6136508305343433e-06 2.1757205084478213e-06 -8.537845451884022e-08 9.866648480428273e-10 5.8622645018507995e-05 -5.970456134501652e-06 1.9046206793064315e-07 -1.946124412741607e-09 3.5760724378594376e-06 1.495153238103811e-07 -3.999131603657049e-08 -5.778516307132246e-08 1.3355251074632213e-07 9.291451214506065e-08 6.90236855042031e-09 8.109886200882506e-08 -7.437577001031287e-08 1.1180208740979632e-07 -9.717276042247917e-08 -5.4845383144514864e-08 1.8717579644883092e-08 -3.1603880362753266e-08 -1.211198573173289e-07 5.25301484077571e-08 5.570572994704064e-08 -9.709708163497243e-09 1.2390647797115235e-07 6.059416059458784e-08 4.612168991109768e-07 -2.2145803672764957e-06 -3.011510444569019e-06 -1.4106301892143474e-07 4.6620867380100735e-06 8.605822507635261e-07 5.785006808845074e-06
pcs.V4 2.196169174758152e-06 -1.844934344910802e-06 8.19906032214291e-08 -9.40174708925452e-10 -4.6012466880614416e-05 4.997335492322256e-06 -1.7206334664973969e-07 1.8447935078156022e-09 1.4951532381038057e-07 3.462259880040182e-06 5.909153808915789e-08 5.1495563709653014e-08 6.031636211162815e-08 -4.784815081309885e-08 -8.913868190314627e-08 2.527796823330366e-08 7.818558161007736e-08 -3.7484575957839794e-08 1.4638476194051431e-08 -1.0682863488167929e-07 -1.7394804158243622e-07 6.559410333489511e-08 1.4062029905584382e-07 7.157902800269927e-08 1.0346496144923317e-07 5.504664024610989e-08 -6.88711944300067e-08 -7.941761133714266e-09 -1.144753846272142e-06 -2.8762201163884495e-06 -8.135197384134652e-07 3.5099133225021423e-07 1.49038050055559e-06 -4.972651948917897e-06 2.7902783215632267e-06
pcs.V5 2.0114359772713774e-06 -5.128632267131881e-06 1.427059884762331e-07 -1.259518674402237e-09 -4.2140558886506234e-05 4.614554518699466e-06 -1.5378018022064815e-07 1.6004913058602398e-09 -3.999131603660236e-08 5.9091538089186305e-08 3.0572779616105324e-06 4.937740053519739e-08 2.6374296134715578e-08 -1.215893718774497e-08 -1.512133699593241e-08 -8.32172943777041e-08 5.265473912042581e-08 8.401975446600006e-08 -4.575687126941898e-08 -5.261400338567677e-08 1.0742594008248116e-08 -5.101783334548076e-08 -9.775404338829872e-08 -1.5317153369496906e-07 1.1927045324593425e-07 9.631688113299949e-08 7.102059989796356e-08 3.037503828680121e-08 -1.384141239743803e-06 1.2188485978320436e-07 1.172739222304665e-06 -3.3059745244349973e-06 3.3970832578451866e-06 -6.057902202663162e-07 1.922381120191312e-06
pcs.V6 -7.040527601812542e-06 -7.346337520011525e-08 1.0558792315182252e-08 -1.9971638975470316e-10 1.3669691827922696e-05 -1.41219329899805e-06 4.731151943182272e-08 -4.806163580480587e-10 -5.778516307132546e-08 5.149556370965596e-08 4.937740053520704e-08 2.9306520016303446e-06 5.7298687493452866e-08 8.329564701524161e-08 -2.93852144532258e-09 -9.063254839631086e-08 1.078916845059181e-07 -5.472993500739961e-08 -6.020846905336564e-08 -6.598147073049753e-08 2.78490411870996e-08 6.863705127110328e-08 -5.846109304966676e-08 2.7961092497980468e-08 -4.2338238864723986e-08 -6.240858816890334e-10 -1.117335038765889e-07 2.751297626420219e-08 -1.2205897213573269e-06 7.434477262287403e-07 3.045421458823874e-06 -1.6922660291775868e-06 -9.325284159465353e-07 -2.3670125221132333e-06 -3.353582443884248e-06
pcs.V7 2.2233742516544207e-06 -1.952604204008515e-08 -3.2340523461256783e-09 3.570437343546421e-11 -5.28380733668966e-05 4.565965628007065e-06 -1.2809694158924626e-07 1.1595217431251283e-09 1.3355251074633198e-07 6.031636211161893e-08 2.637429613468694e-08 5.729868749345335e-08 3.5680199154214754e-06 6.641699486400894e-08 -3.2127184365309494e-08 -1.374445025871107e-07 -6.355852158790188e-09 -8.107850268043164e-08 -7.285023192492587e-08 -1.2629332006191054e-07 1.1075917665377399e-07 -6.353297502852744e-08 -8.167922208493055e-08 -2.5830110326451897e-08 2.2490535663233223e-08 1.3943773810051531e-08 -3.4592160802431945e-08 -2.0960649841468863e-08 -2.0704267246580736e-07 -1.5852202528957044e-06 1.5637565469902032e-06 4.8089288687036946e-06 -1.0570262560289365e-06 7.740740091898109e-07 -1.5672440318246257e-06
pcs.V8 -1.481642248436825e-05 -1.9709147185798786e-06 6.114382916288839e-08 -6.359391923849234e-10 9.918442051928414e-05 -9.682846997803334e-06 2.9379363019377284e-07 -2.7938018491180466e-09 9.29145121450307e-08 -4.7848150813070884e-08 -1.2158937187674625e-08 8.329564701523865e-08 6.641699486401451e-08 3.4629179885096745e-06 9.030299771383794e-08 6.918534828660555e-08 7.631512165214487e-08 2.3585154675652746e-07 -6.8459031609986e-08 -2.3668305185631156e-07 -7.235464341404945e-08 -3.389859800732639e-08 6.135442724998382e-08 7.425995611822411e-08 1.4881185389449357e-07 9.067435852761998e-08 -3.931514615393545e-09 -4.0417590937081046e-08 2.1739382134363648e-07 2.0861981376758475e-06 8.811933102209453e-07 3.823636038700027e-06 -6.250918429876754e-06 7.262685147552337e-07 -1.4957411512162482e-06
pcs.V9 3.6082890072962437e-06 1.0778827798401137e-06 -1.9836761413923773e-08 8.595123734500876e-11 -2.212792044534052e-05 2.5825370140301066e-06 -8.909452813897917e-08 9.621020680198656e-10 6.902368550438334e-09 -8.913868190316294e-08 -1.5121336995961888e-08 -2.938521445319674e-09 -3.212718436531675e-08 9.030299771385075e-08 3.3596433421257707e-06 4.2425420916235896e-08 5.0499768515324126e-08 -6.776780827805564e-08 -4.715110382106104e-08 -1.5529453360294792e-07 -1.5578329030619207e-08 -2.8218084163066156e-08 2.3497564492620488e-08 -7.286014132478687e-08 -1.342581950106111e-07 -9.23118610741415e-08 7.046310774836128e-09 2.692995707510999e-08 -1.9476332054355518e-07 -2.5749675833904324e-06 -1.7177140061902759e-06 6.178176603850526e-06 -5.526539749865895e-07 2.7774922426460965e-06 1.3314997864864338e-06
pcs.V10 -8.212379810087903e-07 -4.0529601788211887e-07 2.2493827030821733e-08 -2.5419950791432587e-10 1.1381039098883428e-05 -7.73744479673315e-07 1.5876697206322482e-08 -1.0780025019256074e-10 8.109886200882117e-08 2.527796823330706e-08 -8.32172943776985e-08 -9.063254839631157e-08 -1.3744450258710905e-07 6.91853482866025e-08 4.2425420916236227e-08 3.5294024164229468e-06 1.0574383848853617e-08 3.5967527223952156e-08 2.5623873110758476e-08 2.246278712183388e-09 -4.919676690591056e-08 -3.3283803422974136e-08 1.7376220394713013e-07 3.886935062696513e-08 4.251186064208311e-09 8.78493652977229e-09 5.726625330500831e-08 -2.9722965736941477e-08 -8.694964511928256e-08 1.3364723266516835e-06 2.294916720206925e-06 -1.066672974440714e-06 -2.65104198146086e-06 -6.130988896033152e-06 5.768799560652169e-07
pcs.V11 -3.3241337615694463e-06 -5.580605588914541e-07 1.8848080413777656e-08 -1.847577294542303e-10 -2.0116262078290367e-06 -3.6144656859523005e-07 2.7718752877670147e-08 -4.0055850652052704e-10 -7.437577001031845e-08 7.818558161008289e-08 5.2654739120434615e-08 1.0789168450591728e-07 -6.355852158788379e-09 7.63151216521416e-08 5.049976851532408e-08 1.0574383848853878e-08 3.4979671352208805e-06 1.2864696166011016e-07 5.700143970752417e-08 -7.311411152572768e-08 8.593124210046295e-08 -1.4856917975270834e-07 -4.345920430024421e-08 1.0713555220916355e-07 -1.0836785366807674e-07 8.222372239922282e-08 -6.094147882982027e-08 1.2226015041189828e-07 8.942718196111557e-07 -9.184847627957399e-07 -2.287305602403331e-06 3.95400633181882e-06 -2.2152177513432653e-06 2.988273039073462e-06 1.4979757653139396e-06
pcs.V12 -8.174784722222608e-07 -1.7019862037935138e-06 4.111344079816694e-08 -2.733616118648383e-10 3.644758515233749e-05 -3.430254632812494e-06 1.0604575331743293e-07 -1.0624974028499007e-09 1.11802087409782e-07 -3.748457595782608e-08 8.401975446602887e-08 -5.4729935007401616e-08 -8.107850268042809e-08 2.358515467565232e-07 -6.77678082780585e-08 3.596752722395325e-08 1.2864696166011045e-07 3.4075144826470944e-06 -2.2054887049847545e-07 -3.403714994163465e-08 2.6836754961540454e-08 -9.842652525056653e-08 -3.824979793836571e-09 -1.4163284355416913e-07 -7.389860278876836e-08 -1.5929954383026644e-08 -1.6033026074146766e-08 4.243919798504483e-08 2.7970285387239107e-07 3.8621721753143015e-07 1.250799550529356e-06 3.7589036887037746e-06 -4.085104778024789e-06 -1.9951939817297723e-06 3.143877592061623e-06
pcs.V13 -1.927883563066331e-05 -5.737368213727421e-06 2.0103565656223974e-07 -2.1979924168177653e-09 3.849399117228822e-06 4.77953329589929e-07 -4.777755646519281e-08 7.90774662842252e-10 -9.717276042249581e-08 1.463847619406663e-08 -4.5756871269414505e-08 -6.020846905337065e-08 -7.285023192491297e-08 -6.845903161001705e-08 -4.715110382104815e-08 2.5623873110756408e-08 5.7001439707518785e-08 -2.2054887049848847e-07 3.609148360299001e-06 -8.924340532637007e-08 5.8855752901325676e-08 1.6141492257630934e-08 -1.471342811024202e-07 -4.358280737686744e-08 -2.1015798072871886e-07 2.397795333499538e-08 -5.026805393455526e-08 -3.559605479613205e-08 1.2047121048082227e-06 -2.5940637695083197e-07 1.617440920589493e-06 2.499210631180971e-06 -1.1415050022988569e-06 -2.9968257615623655e-06 -2.1909401332111728e-06
pcs.V14 -6.021680977242961e-06 1.102553327460017e-06 -3.25863615366949e-08 2.908311201244595e-10 6.214265757535817e-05 -6.126819062509468e-06 1.9006195624986635e-07 -1.850495707794154e-09 -5.4845383144522375e-08 -1.0682863488167231e-07 -5.261400338564024e-08 -6.598147073049651e-08 -1.2629332006191464e-07 -2.3668305185629422e-07 -1.5529453360296206e-07 2.2462787121863757e-09 -7.311411152572346e-08 -3.403714994162517e-08 -8.924340532635327e-08 3.460325535166413e-06 -5.3972951063602953e-08 1.7916627542637683e-08 -1.1283715931907022e-08 -1.3427820003729337e-07 -2.7750920876921547e-11 -1.1372326479304932e-07 -9.83728429905875e-08 7.757716864602273e-08 -9.91717577152435e-07 2.9700575377713477e-07 -4.0404536508398254e-06 2.6262224118872243e-06 -5.574785982137394e-06 6.006127097007694e-07 2.8918230921157266e-06
pcs.V15 -4.160060849432777e-06 -2.227781489572031e-07 3.101923450372965e-09 -1.419373797908216e-12 3.258078791484384e-05 -3.6281882800045923e-06 1.205951511536908e-07 -1.2378942678232595e-09 1.8717579644861814e-08 -1.7394804158241692e-07 1.0742594008284939e-08 2.784904118709643e-08 1.1075917665378264e-07 -7.235464341406301e-08 -1.5578329030620798e-08 -4.919676690591016e-08 8.593124210046385e-08 2.6836754961537692e-08 5.885575290134068e-08 -5.397295106361946e-08 3.536660811348507e-06 -9.039820188909161e-08 -4.7746763390250854e-08 -2.5934562707928928e-08 3.556355479219586e-08 -1.4928940129601854e-07 -4.456020786352689e-08 -7.041567343711379e-08 -3.142800485526391e-07 1.0373606344469794e-06 9.079624787083574e-07 3.9336071830816635e-06 -5.08811351153098e-06 2.1721557606756034e-06 -5.338455739538537e-07
pcs.V16 -1.43904147464004e-06 -2.6390058871991657e-06 6.683532724053405e-08 -5.744034174799529e-10 -3.90420800419918e-05 3.4242324137596186e-06 -9.437652578748295e-08 8.701979884526617e-10 -3.160388036275168e-08 6.559410333489433e-08 -5.1017833345497186e-08 6.863705127110229e-08 -6.35329750285248e-08 -3.389859800733684e-08 -2.8218084163058023e-08 -3.3283803422975334e-08 -1.4856917975271106e-07 -9.842652525057133e-08 1.614149225762526e-08 1.7916627542635833e-08 -9.039820188910163e-08 3.4975112272306887e-06 1.1342173207260683e-08 -4.129953033541465e-08 -1.4366465393048983e-07 -6.60371997992065e-08 -1.4689319288489413e-07 -3.4412291344586967e-08 1.467485614902188e-07 -1.484454693281027e-06 -1.1030440602762067e-07 4.300176574636989e-06 -2.4269579052674205e-06 6.703598691900895e-07 -9.085074155659658e-07
pcs.V17 7.243416707250373e-07 1.2204598973031843e-06 -2.889649221323098e-08 2.0727070805682112e-10 -2.2136810863968824e-05 1.853857218088465e-06 -5.1941787526433774e-08 4.2557894615841175e-10 -1.211198573173208e-07 1.4062029905583652e-07 -9.775404338831406e-08 -5.846109304966577e-08 -8.167922208493312e-08 6.13544272499864e-08 2.349756449262197e-08 1.7376220394712962e-07 -4.345920430024461e-08 -3.824979793836476e-09 -1.4713428110242726e-07 -1.1283715931901588e-08 -4.774676339025214e-08 1.134217320725747e-08 3.668340401761362e-06 1.0528453595755467e-07 2.1172042027306524e-07 5.985485133625432e-08 -4.726449069812642e-08 -2.30449751607077e-07 -1.1362768952157412e-06 2.2685913861109915e-06 -1.987072572726579e-06 -1.2011484186170412e-06 -4.641735081436439e-06 1.8102936715335082e-06 2.815130146834406e-06
pcs.V18 1.4184994348450668e-07 -5.8470956110199477e-08 1.674034156430062e-08 -2.796362710425695e-10 -5.824361341795655e-05 6.135972342081357e-06 -1.9907541787374024e-07 1.9891693335896323e-09 5.253014840777836e-08 7.157902800268027e-08 -1.5317153369501803e-07 2.7961092497982466e-08 -2.5830110326457297e-08 7.425995611822588e-08 -7.286014132477768e-08 3.886935062696355e-08 1.0713555220915981e-07 -1.4163284355417204e-07 -4.358280737688772e-08 -1.3427820003727892e-07 -2.5934562707937855e-08 -4.129953033542435e-08 1.0528453595755594e-07 3.3856878934557906e-06 -6.74560127668064e-08 1.361928865462241e-08 -4.530354534406735e-08 1.1593452147888499e-07 -8.705320546565705e-07 -5.932960074825319e-08 6.256118761907463e-07 -4.394691288635585e-06 6.674420483244741e-06 7.221025913318188e-08 -1.3692986471758062e-06
pcs.V19 5.838900553115226e-06 9.91823186856458e-07 -4.218355102275224e-08 5.409832101981433e-10 8.019813046808406e-06 -1.4603292616333348e-06 6.127694422165399e-08 -7.5193603098225e-10 5.5705729947036766e-08 1.0346496144923704e-07 1.1927045324594757e-07 -4.2338238864723814e-08 2.2490535663232677e-08 1.4881185389449715e-07 -1.3425819501061505e-07 4.2511860642091655e-09 -1.0836785366807515e-07 -7.389860278876563e-08 -2.10157980728712e-07 -2.775092087872346e-11 3.5563554792199743e-08 -1.4366465393048774e-07 2.1172042027306368e-07 -6.7456012766808e-08 3.413829028809593e-06 1.1882885567158745e-07 1.43601425037185e-07 -2.5746567522641358e-08 8.174350176413582e-07 3.0521780215353252e-06 1.2307482205722596e-06 -7.331076500536311e-07 -5.7914792648132386e-06 -1.140341987847299e-06 1.5669591926791624e-06
