 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 9.87097799044884e-05 1.0804730421043351e-05 -3.0388224111106817e-07 2.8473126436835977e-09 -2.8182704426936093e-05 2.6749871228577245e-06 -8.041636875383544e-08 7.734120804619231e-10 3.207739547186413e-07 1.6528956385054265e-07 -1.372756768782909e-07 -6.88573234659857e-08 -9.900582277794957e-08 7.925532794713605e-08 -8.128033045732949e-08 1.091580185703025e-07 -6.238588598867006e-08 -9.239749019305496e-08 -5.688091832522408e-08 -2.4360300763887754e-08 -3.0939420698323725e-08 6.312161203095712e-08 -1.0779770059363115e-07 -6.852925795499868e-08 -1.7840940495192403e-08 -2.2263435744876832e-08 6.434995953466142e-08 4.125764785059022e-08 -5.947318889642351e-07 3.2702527730032936e-06 5.647336763630663e-07
age 1.0804730421098891e-05 0.00029096813614155567 -6.7438124674227645e-06 4.856997014105616e-08 0.003713775305837747 -0.00028346065804552337 6.568317688387712e-06 -4.7273518289240624e-08 8.107358892930207e-08 2.0634567810595952e-07 -1.6296011970566975e-07 2.4163742987998626e-07 5.38758068543752e-08 1.6542051223500052e-07 1.247680868582699e-07 2.7691483315583545e-07 1.7810414963648502e-07 -4.964897812140325e-07 -7.300430733064329e-08 4.617846722057407e-08 -2.632614531217011e-07 -1.9846307573011985e-07 -1.4563666650894226e-07 1.8800908874018046e-07 1.3492037647607038e-07 -2.432713460198412e-07 3.486769433074635e-07 4.3170292395451507e-07 -1.2867880648899136e-06 3.878508127613959e-07 3.9631037852410505e-07
age2 -3.0388224111049976e-07 -6.743812467424407e-06 1.592884574306732e-07 -1.1666132007911256e-09 -8.42852130147531e-05 6.5716910324234044e-06 -1.5521991394672223e-07 1.1361682186862061e-09 -2.640405659216463e-10 -5.0974440339672795e-09 2.575612405619713e-09 -5.553618405495501e-09 -1.384854233873497e-09 -4.510407922368182e-09 -2.07540084547211e-09 -6.164035759741543e-09 -4.154344974855334e-09 1.1015414811313395e-08 1.7020774902498492e-09 -8.050588787228237e-10 5.7695931292127915e-09 3.4731009199911883e-09 2.251312783885719e-09 -3.4289420104330832e-09 -3.827813504998301e-09 5.3588809745564996e-09 -8.432199838743226e-09 -9.881071836950035e-09 2.8447483133141005e-08 -1.838652757779725e-08 -2.665571645289215e-09
age3 2.8473126436876427e-09 4.8569970141052196e-08 -1.1666132007907443e-09 8.682534016402153e-12 5.966538233142807e-07 -4.732297727083605e-08 1.1368347970879493e-09 -8.456699117045071e-12 -6.630745482569973e-12 4.302880682461324e-11 -1.5252676266214308e-11 3.847861000064617e-11 8.345145147645228e-12 3.73344984923375e-11 1.0227878401441183e-11 4.460943451161745e-11 3.1929657004600664e-11 -7.5891304112622e-11 -1.5656046756524666e-11 3.864956807348567e-12 -4.030126907121772e-11 -1.6612089608185775e-11 -1.0325104543282595e-11 1.917612451170365e-11 3.081633981852225e-11 -3.684877273438015e-11 6.362768516195838e-11 7.078757030953523e-11 -1.9433955712919338e-10 1.8746397468806566e-10 1.7930194209063265e-11
sex -2.8182704428291484e-05 0.0037137753058424676 -8.428521301486598e-05 5.96653823315114e-07 0.1281861334908037 -0.009679486968875583 0.00022328195154755452 -1.6065299303206667e-06 5.578138906059596e-07 -1.1534687177464052e-06 4.1277875754273997e-07 1.3473124283146894e-06 -1.880748130972826e-06 -1.0861209965998016e-06 2.317140193317907e-06 2.8030585740677446e-06 -2.039594372121804e-08 -4.283292048701215e-06 -2.6887841728147383e-06 3.1804720402815157e-06 3.402011669067481e-07 -3.021662600170614e-06 -4.415886204896374e-06 1.948781488842108e-06 9.937021135795173e-07 -3.3245643168208953e-06 8.505848650664137e-06 4.716520215292776e-06 4.8813751219308225e-06 -2.170017393104287e-05 7.306017056625759e-05
agesex 2.6749871229401882e-06 -0.0002834606580460151 6.571691032434912e-06 -4.7322977270919493e-08 -0.009679486968875694 0.0007503817982752944 -1.766309645290475e-05 1.2916440304508824e-07 1.3086124373839469e-08 7.926583936347522e-08 -6.991048107634594e-08 -4.193602889804781e-08 1.0231719171109661e-07 8.059197698955219e-08 -7.942341470799445e-08 -2.1161732498737807e-07 -4.1110428939217634e-08 3.268901011581521e-07 1.6342942624981658e-07 -2.2658734237435123e-07 -4.606612977879093e-08 2.0097745363534432e-07 2.923516629828663e-07 -5.5476597767196117e-08 -1.8439639933731745e-07 2.8404786120733104e-07 -6.824909440024704e-07 -3.728967919336751e-07 4.735534875863496e-08 1.2229811021296842e-06 -5.118458016405254e-06
age2sex -8.041636875678451e-08 6.56831768839726e-06 -1.552199139469445e-07 1.1368347970895493e-09 0.00022328195154755874 -1.7663096452904874e-05 4.2349139045830343e-07 -3.1474415717950297e-09 -1.6260130603689096e-09 -1.5402138665111593e-09 2.1278309080583418e-09 3.7362562928954414e-10 -1.9646035450799147e-09 -2.0562070445702555e-09 4.0822096263833847e-10 4.882326131974635e-09 2.0252496982539017e-09 -7.082121883193795e-09 -3.6231907865029213e-09 4.753222055400551e-09 1.3374651934670692e-09 -3.323034018366407e-09 -6.281201076110522e-09 -5.914728791350305e-10 5.887917425930053e-09 -7.369308140669831e-09 1.642192520932649e-08 8.756815125340715e-09 -5.252742202515329e-09 -2.2981060235611477e-08 1.1443082132831843e-07
age3sex 7.734120804596617e-10 -4.7273518289306534e-08 1.1361682186877385e-09 -8.456699117056165e-12 -1.6065299303207038e-06 1.291644030450898e-07 -3.1474415717950454e-09 2.3753687481594696e-11 1.7348950578918968e-11 1.0077410895941794e-11 -1.629116637372954e-11 -1.4510971625194918e-12 1.5201787518835404e-11 1.7850765085278302e-11 3.319518508571872e-12 -3.808815717039925e-11 -2.213465501226758e-11 4.6655268227131704e-11 2.65264173637807e-11 -3.133197440083751e-11 -9.57914699956343e-12 1.5024465529297535e-11 4.3976134681618445e-11 1.5963193851202206e-11 -5.073614962036539e-11 5.8408650740709e-11 -1.2235085408636547e-10 -6.604646828372045e-11 8.665186809127753e-11 1.260578683708338e-10 -8.184169236946505e-10
pcs.V3 3.2077395471865963e-07 8.107358892884969e-08 -2.6404056591102357e-10 -6.630745482647239e-12 5.578138905921397e-07 1.3086124374925714e-08 -1.626013060394798e-09 1.734895057911039e-11 1.0292175132185842e-06 8.473146508551589e-08 -2.5181501712602853e-08 -7.822474925937964e-10 5.135261926675377e-09 1.9327706781574534e-08 -1.226520504372522e-08 4.8069791492018696e-09 9.394568599054492e-09 2.541320508218946e-09 -2.8089336278608063e-09 1.601158701243814e-08 -1.14188639060567e-09 -1.838027261905556e-08 -1.1645029365409354e-08 -6.325040343222553e-09 -2.38418179811975e-09 -1.880095962793523e-08 9.671299036239183e-09 7.727549546509037e-09 4.7016818919899835e-08 5.063561025592494e-07 5.025620648305084e-07
pcs.V4 1.6528956385060435e-07 2.0634567810568217e-07 -5.097444033960745e-09 4.3028806824565715e-11 -1.1534687177528098e-06 7.926583936397613e-08 -1.540213866523049e-09 1.0077410896029408e-11 8.473146508551589e-08 1.1207393338361807e-06 3.0850125330753335e-08 1.1006426800540364e-09 1.9967474363434344e-08 -2.2662325964004408e-08 -1.1146305623202568e-08 2.6436477908108353e-08 4.530027329629331e-09 -2.620884544803862e-09 1.4152015657106564e-08 1.3265438058445441e-09 -1.022337415567516e-08 8.9923621747854e-09 1.4327939258276869e-08 1.8276307346732733e-09 6.911227661116486e-09 -7.120135868669243e-09 1.8254894927639972e-09 4.5882544059741295e-09 -2.167240078094733e-07 -7.054013206501465e-07 -6.256341688185993e-07
