 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01267405311838304 0.0046894225356907465 -0.00014810038282681698 1.4843274096543363e-06 0.013590749782969229 -0.0013139040604565194 3.984890549499337e-05 -3.8378818164750564e-07 -4.6454778557674487e-07 3.194125096608733e-06 2.516092264618391e-06 -9.036131328199528e-07 1.3036753796580485e-06 -1.1437157222115005e-05 -3.888782777996031e-06 -2.766183088104809e-06 -1.8991512944040064e-06 -5.297961216524542e-06 -1.336002264547765e-05 -5.574867605230825e-06 -4.855444629795022e-07 3.4320005870436023e-06 4.36972820954882e-06 -1.2739555881606144e-06 -5.066223207353212e-07 -4.842462080101551e-06 8.835822813214357e-06 -5.566966750003767e-06 -3.17814062609159e-05 5.846329535995948e-06 -4.253965432362479e-05 7.420045229229413e-05
age 0.004689422535723211 0.0052885206497398935 -0.00015343826260074696 1.4010988793036455e-06 0.05459653242152477 -0.005069116211059041 0.00014684345067491768 -1.3390994543406374e-06 -1.8552786395531232e-07 4.027698470179299e-08 -3.376396497880677e-06 1.4833411412560946e-06 -2.3941255907008395e-07 -1.7412347868987084e-06 -1.1685986184595444e-07 -1.6483903190754153e-06 -1.0982541648857206e-06 -4.777088075081622e-06 -2.40376527658653e-06 1.1243226935659737e-06 -1.8741521440092355e-08 1.55056708811652e-07 1.41428325838019e-06 8.473906709551675e-07 -2.8280722294222083e-06 -3.3351807365042928e-06 4.834749165832411e-07 8.131650152910088e-07 1.0523440544947228e-07 -1.0213581132935398e-05 -2.8907971999126938e-05 5.772947355863443e-05
age2 -0.00014810038282787392 -0.00015343826260100804 4.505446732302721e-06 -4.161537334087081e-08 -0.0015633339446182437 0.00014688998141613256 -4.305864619018155e-06 3.9715659649684836e-08 -2.9907882743406515e-09 1.7799887564834095e-08 8.78252069311668e-08 -4.178221125140347e-08 4.24179820712497e-09 5.7270998452453816e-08 2.2994367766774655e-08 6.46628574835296e-08 3.05452282052103e-08 1.3996708224892046e-07 9.176251908075955e-08 -2.855261448814675e-08 -8.577795056391467e-09 -1.8032183543376815e-08 -4.417315170724801e-08 -9.130129374942712e-09 6.96732134215863e-08 9.517524960177107e-08 -2.8794857189350488e-08 -4.554683171913259e-09 8.422199395259216e-08 8.625287889524628e-08 1.2378028554176276e-06 -1.755333906190277e-06
age3 1.4843274096629862e-06 1.401098879303131e-06 -4.161537334079657e-08 3.8896631676944705e-10 1.411115638336822e-05 -1.3399507911391376e-06 3.972748226738582e-08 -3.707719941296414e-10 1.1149664260188147e-10 -2.702124175283836e-10 -7.049745712772273e-10 3.517550485038366e-10 -2.4070414417782187e-11 -6.185270637401099e-10 -3.9310748802229107e-10 -7.216949639489192e-10 -2.4952939226374507e-10 -1.2810927019105643e-09 -1.052431219066747e-09 2.169733838060841e-10 1.589859899976099e-10 2.5418723938028754e-10 4.2917392003510194e-10 -5.932459727669538e-11 -4.997457222365386e-10 -8.777586234348124e-10 4.199085887271317e-10 -1.1712827602039197e-10 -1.908018013440477e-09 9.43798396921555e-10 -1.3185650923832125e-08 1.585538651089261e-08
sex 0.013590749783834628 0.05459653242214008 -0.0015633339446362378 1.4111156383534016e-05 1.2239771346728463 -0.11219353183829117 0.003211774739046041 -2.8958110948626496e-05 2.7357555487435122e-05 -1.7342785902963685e-06 -2.0942728971267424e-05 2.5436978606266614e-05 -3.493727990255193e-05 6.284056285140478e-05 -1.5202500692965402e-05 -2.6057249441271517e-05 -9.964565672354935e-06 -1.5037151257694866e-05 3.67489747223127e-05 7.249227810707087e-05 3.2471717411374843e-06 -1.3258840069671437e-05 -2.815720788198022e-05 -2.388967677838495e-05 -2.221698678830444e-05 -3.046295843172909e-05 -1.6420576188638484e-06 4.385376991520785e-05 -0.00020273698014997837 -0.0004693377814079892 0.0015352541777315077 -0.0001823559010375046
agesex -0.001313904060514865 -0.005069116211085678 0.0001468899814169741 -1.3399507911474593e-06 -0.11219353183827602 0.010431402992128634 -0.0003024258650396306 2.7575796477566957e-06 -2.43955173246293e-06 6.437544264277638e-07 2.113000779628655e-06 -2.4108508213713522e-06 3.0476790954434693e-06 -5.972864201229116e-06 1.9714533164749396e-06 2.9321997821327935e-06 4.213481106537721e-07 1.526296837593402e-06 -3.203313291405388e-06 -6.80905930491434e-06 -8.635988212009065e-07 7.519968530675631e-07 2.5987854351260633e-06 2.944520557787894e-06 1.2901861182328563e-06 2.8202976212040897e-06 3.149434935301875e-07 -3.969690761912078e-06 2.1590223590515387e-05 3.278425068087149e-05 -0.00012250557016649458 1.0583745301267058e-05
age2sex 3.984890549690174e-05 0.00014684345067594021 -4.3058646190491925e-06 3.9727482267682724e-08 0.003211774739045136 -0.0003024258650395869 8.879822012292331e-06 -8.195864168018476e-08 6.946260994048247e-08 -3.400396961005973e-08 -6.430408357029645e-08 7.271606718103273e-08 -8.575002616147546e-08 1.7606297971284727e-07 -7.147155049987411e-08 -1.0089848999420386e-07 4.148987097165973e-09 -4.587583543391492e-08 8.174243271936716e-08 1.9943530340934482e-07 4.145590027452638e-08 -1.0485260535362775e-08 -7.653507926182246e-08 -1.0598626356887185e-07 -1.743104369812985e-08 -8.428497776342694e-08 -1.4619911742232867e-08 1.1024579211537675e-07 -7.251191579749144e-07 -6.468498354902788e-07 3.070859134453969e-06 -1.5771958581410133e-07
age3sex -3.83788181670431e-07 -1.3390994543565576e-06 3.971565965015218e-08 -3.7077199413395436e-10 -2.8958110948613645e-05 2.7575796477558706e-06 -8.19586416801724e-08 7.660349620462431e-10 -6.637020177883226e-10 4.648864426688061e-10 6.134830935945833e-10 -6.740431042811721e-10 7.674504996595967e-10 -1.6205717806532284e-09 7.94657706291861e-10 1.062294522464461e-09 -1.8757651626331691e-10 4.1897395998925065e-10 -6.321996267799458e-10 -1.8430969856358544e-09 -5.438388741687486e-10 4.400752036842706e-11 6.683919939056609e-10 1.1309497793710925e-09 -4.757587932589383e-11 7.951168099556074e-10 1.419735367995525e-10 -9.593389375461184e-10 7.782825902288008e-09 3.0600056834188126e-09 -2.4098134115849922e-08 2.5780574979134876e-10
pcs.V3 -4.64547785557598e-07 -1.855278639335432e-07 -2.9907882749736498e-09 1.1149664260768231e-10 2.735755548767191e-05 -2.4395517324851188e-06 6.946260994113135e-08 -6.637020177942954e-10 3.4359601986364403e-06 1.743413188042709e-07 -1.0205429957661279e-08 -3.3900561724161775e-08 9.178918022296597e-08 3.9655091787181354e-08 -1.4984605199315364e-08 6.09540186728414e-08 -9.091846042313148e-08 1.09388184304009e-07 -6.711772591571274e-08 -7.002920592150186e-11 -1.3984600688798088e-08 1.7570356490383146e-08 -1.0016439976560285e-07 3.713656806034393e-08 1.3470150808840537e-08 -1.2975581004594279e-08 8.836550514809776e-08 3.655988885451028e-08 7.320085467253134e-07 -2.608089121572924e-06 9.329954263945913e-07 4.08114236728022e-06
pcs.V4 3.1941250966079414e-06 4.02769847036067e-08 1.7799887564781433e-08 -2.7021241752790593e-10 -1.7342785902287903e-06 6.437544264215506e-07 -3.400396960988176e-08 4.6488644266720645e-10 1.7434131880427306e-07 3.3420454522774394e-06 6.20432995708107e-08 1.547476641972633e-08 4.5568057334276685e-08 -7.423542782656691e-08 -7.225162954426757e-08 5.011709477803817e-08 9.712864198864362e-08 -5.545058378901346e-08 4.029875977025361e-08 -3.889026342678775e-08 -1.6049152514731838e-07 8.387181584537263e-08 1.0774441226270756e-07 4.89462693661672e-08 5.368167013374754e-08 4.00322942634447e-08 7.4444543456502794e-09 5.3112380413307974e-08 -2.1890117591716806e-06 -2.9644570758005206e-07 -1.0061311260239433e-06 -1.9925301692084453e-07
