 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.071825806459416e-05 6.9867314312167936e-06 -1.9160156862412857e-07 1.8542175730571867e-09 -2.836955893412297e-05 2.5844074240400626e-06 -7.279381554619731e-08 6.641692950497942e-10 1.9591228660757162e-07 2.62126223108528e-07 -2.170448609229432e-07 -1.3326965086957956e-07 -5.252093379000707e-08 6.293340139888642e-08 -8.355111762812124e-08 5.581743942756904e-08 1.745373402776917e-09 -1.0468602148014412e-07 -9.484433484769245e-08 -4.780296513652387e-08 -2.065701316318079e-08 2.3040913326423108e-08 -3.4797366342937854e-08 -2.835209762834872e-08 3.0082055772750426e-08 -1.5960344551582716e-08 5.2928489681720455e-08 -1.190547428702257e-08 6.664993876262539e-07
age 6.986731431213827e-06 0.0002668361782661322 -6.143370625377781e-06 4.389055938069425e-08 0.0033428462838614114 -0.0002533435956619867 5.8214011856149055e-06 -4.150184453628351e-08 -6.584492104290398e-08 2.2245063545138784e-07 -9.921160482393143e-08 1.8456640206161862e-07 4.4986489072384356e-08 5.512474978400624e-08 1.2139681799780003e-07 9.729685744354801e-08 1.092893960363771e-07 -3.2193184103828926e-07 -7.66628438705026e-08 6.095543741644378e-08 -1.5972177337098945e-07 -1.6463639210782355e-07 -2.0521973263154429e-07 2.334962548822707e-07 1.723555846438623e-07 -1.879797390758256e-07 1.2197078437761532e-07 3.3592517714266273e-07 -4.7600928490149805e-07
age2 -1.9160156862344065e-07 -6.14337062537898e-06 1.4418350315516523e-07 -1.047730773026487e-09 -7.523539477608316e-05 5.824712791938804e-06 -1.364331606017057e-07 9.892464147962453e-10 3.704075216838328e-09 -4.939346443985614e-09 1.5379291293820015e-09 -4.576944746007875e-09 -1.1365057873414387e-09 -2.00828115968857e-09 -2.1590801085262787e-09 -1.545539684474939e-09 -2.5246007558064117e-09 7.115576571805176e-09 2.08317543437686e-09 -1.1789981261569076e-09 3.4104812206719007e-09 2.8036047684819173e-09 3.6991403793686777e-09 -4.4779811141915434e-09 -4.5444087760111655e-09 4.160818633941364e-09 -3.2647633646939173e-09 -7.656800982468661e-09 6.688816834974089e-09
age3 1.8542175730633101e-09 4.389055938070072e-08 -1.0477307730264299e-09 7.738127926826985e-12 5.276383631020635e-07 -4.155323468552179e-08 9.89951263925412e-10 -7.294995426210124e-12 -3.936765379361354e-11 3.780959190215358e-11 -9.826672192013938e-12 3.344869459726132e-11 7.129953148908181e-12 1.867584164505306e-11 1.1700826411597075e-11 7.76051516712494e-12 1.9866779961500776e-11 -4.8759557414953536e-11 -1.956896727459253e-11 6.166713596160125e-12 -2.370851977780873e-11 -1.3076279910755301e-11 -2.1338928142616057e-11 2.572890748084192e-11 3.59133062656099e-11 -2.842362344339888e-11 2.6188222309371078e-11 5.320781040530384e-11 -6.695758815737972e-12
sex -2.8369558931915778e-05 0.003342846283870885 -7.523539477630467e-05 5.276383631036743e-07 0.11653158911161611 -0.008746881630196877 0.00020028061784704772 -1.4290003938128277e-06 -1.20280817760134e-06 -4.547463928474623e-07 5.090210303586072e-07 1.4080663233137747e-06 -2.3719191877334678e-06 -8.481426861631902e-07 2.3842614706441897e-06 -1.021152212863439e-07 -5.500049870739495e-07 -2.6099750428913924e-06 -1.3561527250465675e-06 2.4024415287854875e-06 2.800025174966512e-07 -1.6565043157929046e-06 -3.588576273443722e-06 2.479045505302395e-06 -6.930986347395598e-07 -2.4470866641391033e-06 4.016044550523264e-06 6.507339013345253e-07 1.3234506329395899e-05
agesex 2.5844074240412272e-06 -0.00025334359566265646 5.824712791954996e-06 -4.15532346856424e-08 -0.008746881630196943 0.0006741919514452456 -1.5754552251891832e-05 1.1425267814654408e-07 1.4648611931161814e-07 4.7777586585402105e-08 -3.676286056862895e-08 -7.086816193757349e-08 1.419484831324201e-07 1.391353030449397e-08 -1.036863700603581e-07 2.431332385966724e-08 3.3908347497626056e-08 2.0533159555302513e-07 7.544322014368294e-08 -1.7127002018511322e-07 -6.621330623596536e-08 9.341995763960767e-08 2.326249392574096e-07 -1.0490810377214505e-07 -2.055268011517669e-08 2.002427889067081e-07 -3.4188603220462607e-07 -5.0006240822886826e-08 -8.198708306800945e-07
age2sex -7.279381554188397e-08 5.8214011856318445e-06 -1.3643316060210695e-07 9.899512639283652e-10 0.00020028061784705062 -1.5754552251891927e-05 3.750328666162974e-07 -2.764398001633117e-09 -4.652598797513832e-09 -1.3510917008874267e-09 6.983711276826017e-10 1.3580342479398662e-09 -2.8194491177083578e-09 4.3979247088364637e-10 1.2303294789630288e-09 -1.2324134419956002e-09 -2.6927910384234953e-10 -4.490838979253968e-09 -1.8090029954290603e-09 3.5448399704688377e-09 2.3390056642200963e-09 -1.0431954801193981e-09 -5.006331901611534e-09 5.182967659575741e-10 1.4864702195840449e-09 -5.177047780875708e-09 8.553399476343376e-09 7.086520126615786e-10 1.8350631392771998e-08
age3sex 6.641692950460959e-10 -4.150184453641524e-08 9.892464147993842e-10 -7.294995426233238e-12 -1.429000393812854e-06 1.1425267814654535e-07 -2.764398001633132e-09 2.0693068515249297e-11 3.937017182480811e-11 1.2700707110285832e-11 -2.8565978357763213e-12 -1.035447646781096e-11 1.9797744827317235e-11 -5.913648448240643e-12 -2.9535422934815725e-12 1.2439889502806611e-11 -2.3002637781403366e-12 2.9506395471530466e-11 1.3816099098176349e-11 -2.2306301109462163e-11 -2.086419783293814e-11 4.443533279681568e-13 3.46852059059863e-11 1.001055750297204e-11 -1.5618617001737554e-11 4.1114348397664504e-11 -6.578463904442448e-11 -2.241738385408859e-12 -1.1102851665926783e-10
pcs.V3 1.9591228660751765e-07 -6.584492104291512e-08 3.7040752168386403e-09 -3.936765379361631e-11 -1.2028081775950259e-06 1.4648611931112186e-07 -4.652598797502033e-09 3.9370171824721156e-11 9.925962254214199e-07 7.742085233732455e-08 -2.8771929667664693e-08 -4.947417393454681e-09 5.836636689283103e-09 1.4249259516580325e-08 -5.160291878324305e-09 9.432632532003126e-09 9.674168799671457e-09 1.1646933757191366e-09 -3.749698864086215e-09 1.0892532651913526e-08 8.684831661360095e-13 -1.3567342082165705e-08 -1.4204321103104628e-08 -7.117141995505671e-09 -3.408189255237655e-09 -1.5425588423271128e-08 7.983392491482437e-09 4.383817696400693e-09 4.826880364002664e-07
pcs.V4 2.6212622310852847e-07 2.224506354511241e-07 -4.939346443979344e-09 3.7809591902107433e-11 -4.5474639285429065e-07 4.777758658594525e-08 -1.351091700900511e-09 1.2700707110383378e-11 7.74208523373248e-08 1.0621114139435807e-06 2.9630403221520395e-08 2.5368084287798923e-09 1.71915222746223e-08 -2.425988625418108e-08 -9.633913325660576e-09 2.4106796656259826e-08 -2.8623261737334744e-09 -6.718774310691884e-09 1.0193944500430146e-08 -4.442182904202762e-09 -1.1941601952851938e-08 1.2182881837938347e-08 1.2169211684798501e-08 6.7266059989993494e-09 7.1681212230253985e-09 -3.440100218357611e-10 -2.6796511422249666e-09 2.8382556136152906e-09 -7.63076437799913e-07
