 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0020766770717397594 0.0007902413458396143 -2.3986577865287644e-05 2.3071908990313323e-07 -0.001965043985335667 0.0002036723988450894 -6.581347572181699e-06 6.649185273558951e-08 -1.830289000537342e-06 1.989243380668398e-06 1.7482115681329902e-07 6.133435999648171e-07 8.437314667199731e-07 -7.32820036322927e-07 1.6534678689577461e-06 4.7208139978734536e-07 -2.0703071452476964e-07 -1.1633625483457271e-07 4.1965074735066914e-08 -1.2137741963994577e-06 -1.423102655012488e-07 8.70109255099586e-07 1.023100209832187e-06 4.6460186299047924e-07 -1.4320193841900776e-06 -4.5664307664092223e-07 -1.1829262746676624e-06 -1.909260234808876e-06 4.87148604884456e-06 1.5068066177975992e-05 -2.152810366131326e-06 -1.3150079767638866e-05
age 0.0007902413458312316 0.0016089144472994294 -4.425829451127832e-05 3.808501338946923e-07 0.017512066410965862 -0.0015560176407892464 4.2768991344748913e-05 -3.6772784782269303e-07 -1.4572850781403052e-06 7.578151333084688e-07 -7.370863447579431e-07 1.2119384935640883e-06 -1.952119578872382e-07 -2.587998795277593e-07 6.709797237149798e-07 9.738462294346228e-07 3.660733318011704e-08 -1.211878411067847e-06 4.7055218548954727e-07 3.970034832195151e-07 -5.020004161390432e-07 -2.528579582318659e-08 7.424233344886768e-07 5.144872642396018e-07 -1.3636890015116147e-06 -2.8444568321199063e-07 -1.1463666597363723e-06 1.0690966122211157e-07 -2.5071585185124075e-06 8.817733803093314e-06 -2.5292212884972364e-05 1.3609296032214782e-05
age2 -2.3986577865078952e-05 -4.425829451140368e-05 1.2330423020310177e-06 -1.073600529187897e-08 -0.0004748741519442849 4.275765575819646e-05 -1.1903230708859601e-06 1.0355581788188816e-08 4.034332266907377e-08 -1.6922010880307532e-08 1.7881082681045085e-08 -3.3470337671030135e-08 3.988473868800799e-09 6.077116082134034e-09 -1.9073282066521318e-08 -2.440630133154007e-08 -1.5874621239507622e-09 2.8429261279069973e-08 -1.4440692136293408e-08 -9.784082437782383e-09 1.1827135420770157e-08 -3.765468578798644e-09 -2.096389852976435e-08 -7.667016049388764e-09 3.932243866106024e-08 5.882000114306617e-09 3.447209923934574e-08 -4.487886165929297e-10 3.249433881776603e-08 -2.362882969506237e-07 6.714040309410997e-07 -3.7306091234728177e-07
age3 2.307190899012252e-07 3.8085013389543985e-07 -1.0736005291871147e-08 9.459147387262702e-11 4.0369234919239436e-06 -3.675836765677123e-07 1.0354387912242183e-08 -9.115573730151783e-11 -3.416882290496464e-10 1.2818423750967243e-10 -1.3608042177850795e-10 2.886432604733121e-10 -2.559253481343523e-11 -5.4053064358490146e-11 1.6639074984864188e-10 1.9998693854527777e-10 1.90583299716382e-11 -2.0024485739323138e-10 1.2791399167951397e-10 6.788353184526774e-11 -9.194333319331701e-11 5.941568000179479e-11 1.817892969369993e-10 2.2265903185137504e-11 -3.5116395151169555e-10 -3.8322382979927767e-11 -3.13718900248794e-10 -2.157932524121258e-11 6.072706233550869e-11 2.154510431540734e-09 -5.337468293200453e-09 2.7751027090036137e-09
sex -0.0019650439855348396 0.017512066410788833 -0.00047487415193920137 4.036923491878405e-06 0.4976371726799408 -0.04402428484823684 0.0012089282257236424 -1.0413274073450873e-05 -1.4770182573171698e-06 -8.355125189546883e-08 7.942280141853076e-06 7.697981183809864e-06 -2.3478093978225587e-05 1.925752835332416e-05 -1.305090228102507e-05 7.814201758524055e-06 -1.0606778328866523e-05 -7.910349291202773e-06 6.688232853576772e-06 2.1424078333136666e-05 2.5114795177525648e-06 9.880871439882284e-07 -4.550721562616851e-06 -1.0164417268971045e-05 5.669426446742845e-06 8.2012386064352e-06 2.953194743665417e-07 1.9970515789693783e-05 -0.00011004578799142993 0.0005146576689753194 -0.0005353775240708263 6.822767995564448e-05
agesex 0.00020367239886296169 -0.0015560176407723094 4.275765575771382e-05 -3.6758367656342165e-07 -0.044024284848239024 0.003955458258405995 -0.00011005733257728007 9.586507377138063e-07 1.4220364795840625e-07 5.227248953111739e-09 -6.729474246063491e-07 -6.284747709698122e-07 1.9986231027769596e-06 -1.901621875256529e-06 1.476560100734303e-06 -6.098867468543407e-07 8.454595833370687e-07 5.621223678133058e-07 -6.635129632125081e-07 -1.981911784102883e-06 -3.0708786339064737e-07 -1.2366120557115587e-07 2.840567215433824e-07 1.2787482924061296e-06 -5.881761576753494e-07 -8.462639049044991e-07 7.200571573359517e-09 -1.8918785007128616e-06 9.010290910942996e-06 -4.499122058340259e-05 4.919605136117763e-05 -6.693106972143598e-06
age2sex -6.581347572639324e-06 4.276899134450011e-05 -1.1903230708784853e-06 1.035438791217183e-08 0.0012089282257237409 -0.00011005733257728351 3.101585149486765e-06 -2.7336344223689802e-08 -2.571137824987796e-09 -1.3816169237582996e-09 1.7550993953291487e-08 1.7870327639296948e-08 -5.435471486933757e-08 5.4489286181421663e-08 -4.796217974943395e-08 1.5604083196404324e-08 -1.931721760491525e-08 -9.742556362100392e-09 1.8110959685948684e-08 5.6807594783184515e-08 8.423239781683835e-09 4.043350595160007e-09 -6.97111522457288e-09 -4.44817554765171e-08 1.6889326883424306e-08 2.6292052099379244e-08 -1.3121007101978038e-09 5.4152963123485916e-08 -1.9859764243285556e-07 1.1879832463696523e-06 -1.3197549581855971e-06 2.0099666367528373e-07
age3sex 6.649185273988667e-08 -3.6772784781816866e-07 1.035558178806125e-08 -9.115573730039591e-11 -1.041327407345188e-05 9.58650737713848e-07 -2.7336344223690126e-08 2.437900094647552e-10 -7.340830975753241e-12 3.6750499803966105e-11 -1.4235453606396372e-10 -1.6325791882372637e-10 4.695041810667479e-10 -4.63306809047758e-10 4.785538846216383e-10 -1.3979275564778037e-10 1.3168490293355307e-10 3.0721140078514785e-11 -1.4993328063530692e-10 -5.023959551528872e-10 -5.817426517031124e-11 -1.78894988188426e-11 5.6146962134524815e-11 4.4779721915464185e-10 -1.4934998844238958e-10 -2.5212240473168444e-10 1.2389781419449202e-11 -4.883020880049137e-10 1.1642333177603793e-09 -9.625435545073788e-09 1.0672954904349229e-08 -1.7549559284479482e-09
pcs.V3 -1.8302890005350347e-06 -1.4572850781483312e-06 4.0343322669292966e-08 -3.4168822905151936e-10 -1.4770182575571256e-06 1.4220364798009945e-07 -2.57113782559518e-09 -7.34083097043045e-12 1.7459820095529418e-06 1.1940075009511404e-07 -4.614138446453862e-08 2.444086707287517e-09 3.835556127368133e-08 4.247197237639154e-08 3.9168056641003646e-08 5.099002552069475e-08 -1.5793920158336977e-08 2.4236055037466693e-08 -2.692649841914403e-08 -2.1384832098635126e-08 1.5564673508091472e-08 -1.2249500195124778e-08 -3.755046477533681e-08 2.6226858374383244e-08 1.5592929554580585e-08 -1.0446089542906945e-08 3.646404728563814e-08 4.5921584065427264e-10 3.2066766433905175e-07 3.0680854407636165e-07 -1.4793353291106713e-07 8.295972735738122e-07
pcs.V4 1.989243380666836e-06 7.578151333129936e-07 -1.6922010880431576e-08 1.281842375107355e-10 -8.35512517556309e-08 5.227248940430147e-09 -1.3816169234021578e-09 3.675049980083599e-11 1.1940075009511462e-07 1.805902225549687e-06 6.530448700045155e-08 2.6905466882592216e-08 1.8836695299964136e-08 -2.5095047893335185e-08 -4.494378605769035e-08 3.566678492877619e-08 -3.8031664701958664e-09 -2.4190713584024564e-08 3.233093182243403e-08 -5.432611233755237e-08 -4.893264687387319e-08 3.8570423712493225e-08 5.966844471708392e-08 3.958390065183509e-09 4.822795562370296e-08 1.1580891088792223e-08 -2.6618694620175425e-08 -1.298904213035285e-08 -1.281789984239953e-06 2.3815450880856142e-07 -1.3847669953047289e-06 -2.7442663317221553e-07
