 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0015856604588142314 -6.913864908179559e-06 -6.685948562672898e-05 2.1730065439285217e-06 -5.117908379097118e-07 6.116405271074496e-06 1.128413849913082e-05 2.256715478823196e-06 1.1711688694119682e-05 -4.1915328537197096e-06 1.5862481814100712e-06 1.4651134372031842e-06 3.9205445242480165e-06 -7.515560733053436e-06 -9.709198145298519e-06 -4.326396510583666e-06 1.3157596797187498e-05 -7.320809784613802e-07 4.540152527506858e-06 6.993298583448202e-06 -4.968806508007335e-06 5.1890110457282e-05 6.980630418611814e-05 4.844460227618679e-05 -9.228466749684667e-05 -0.00011861387285730873 -0.00017167811898902694 5.453610375548469e-05
PC1 -6.913864908179436e-06 6.109414444656816e-06 -3.860720314075791e-06 -3.1261386192546017e-07 -5.665751025622732e-07 -4.595460217375837e-08 4.8911083316365645e-08 -3.8146401410733186e-07 3.3630689142038443e-07 7.886224983845654e-08 8.387921862827628e-07 -5.393666772175841e-08 1.6689406628015904e-06 -5.991613134768027e-07 -7.437842830834895e-07 -1.7277842174645118e-06 -2.3026720220405694e-06 7.628745568285889e-07 -1.939717364874943e-07 7.849492940110222e-07 1.1419293091293527e-06 -8.211436099969126e-08 1.1217336821374779e-06 7.401966469070289e-06 -1.450112532539884e-06 8.01789542560941e-06 1.0252809863302611e-05 4.6862738411452355e-06
PC2 -6.685948562672898e-05 -3.8607203140757865e-06 0.0001291696467941548 3.908662523553565e-06 3.6754629208123757e-06 -9.581329315808487e-07 -9.437815754766161e-07 1.0283019088538352e-06 2.2866070020696287e-06 1.5943922137744513e-06 -1.0397218730283773e-06 -3.0301520173856475e-07 -2.0435233415610355e-06 3.1693589516282697e-06 2.623848959784432e-06 -9.757268535017244e-07 -1.8257769954205881e-06 3.275205983700913e-06 2.3907354275639483e-06 -3.69961380532031e-06 -2.283333954193289e-06 -2.666712075078449e-05 6.180305043148016e-05 -5.426983059032826e-05 -7.924167243321802e-05 -9.817489371346881e-06 9.358077009698866e-05 3.207008578538943e-05
PC3 2.1730065439285263e-06 -3.1261386192546007e-07 3.908662523553564e-06 1.3243582702503174e-05 2.2332184463566107e-07 4.803990391719654e-06 -5.649614091031276e-07 3.6645218039366175e-06 1.530547542977782e-06 -2.1481452778637043e-06 -2.3084116292869526e-07 -5.434195566279107e-07 9.258643074164155e-07 -3.360430262487957e-06 9.211745552020456e-08 -1.2738124911943385e-06 1.2718773104420598e-06 -1.7609576455179426e-06 -1.4461968602795643e-06 1.713853186527898e-06 1.3573282955925084e-06 -8.770087343585797e-06 2.7416841781460157e-06 1.6951864693670016e-06 -2.609044505283653e-05 2.5566800139460147e-05 -3.0065492151825503e-06 1.5372387625850572e-06
PC4 -5.117908379097199e-07 -5.66575102562273e-07 3.675462920812373e-06 2.2332184463565988e-07 2.0557115975087383e-05 4.549842215237922e-06 -1.4394771486017378e-06 1.2473407991742378e-06 -3.3449581929328256e-06 4.2002255139282753e-07 1.1082777185823482e-06 2.0247916849682823e-06 -4.093403023842065e-06 -1.766476032992545e-06 8.184194453184421e-07 1.193647492885945e-06 -2.967860341516637e-07 2.7702186191914944e-07 -4.866639115533001e-07 -7.018008772949086e-07 -4.4693049238613816e-07 9.627490924689709e-06 -1.7141484477511976e-05 -1.5606867710156937e-05 -1.3840289819051773e-06 1.778328789538294e-05 -7.782729919106824e-07 1.5851669931776342e-05
PC5 6.116405271074502e-06 -4.5954602173757774e-08 -9.581329315808521e-07 4.803990391719653e-06 4.549842215237925e-06 4.675458353860071e-05 1.3655063724768613e-06 7.714977702019023e-06 -1.3309515534294946e-06 -3.1159480656404364e-06 -1.9231120501487666e-07 -1.3344334515367864e-06 4.665409407969378e-07 -4.3764930287795685e-06 -3.8549941396505124e-08 2.435839351856092e-07 1.8737651262049772e-07 2.095292330494868e-06 -1.6045063361531555e-07 1.1953060708366689e-06 -6.245410603525786e-07 1.9029030444253728e-06 1.5100231141113225e-05 1.2067673270296406e-06 -9.588679893495546e-05 4.6726474612461155e-05 2.8822208032732774e-05 -5.2624527087610066e-06
PC6 1.1284138499130815e-05 4.8911083316365526e-08 -9.437815754766106e-07 -5.649614091031273e-07 -1.4394771486017376e-06 1.3655063724768602e-06 4.205895660464256e-05 -5.829953993949803e-07 -3.076331651692497e-07 7.374278375638006e-07 -1.3767077437145643e-06 -4.3576516629929034e-07 -8.191044225236578e-07 7.63657290024624e-07 -1.5685561522573988e-07 1.4618165116331857e-06 -3.056320291450989e-07 8.19208071086039e-07 -1.4570919876555775e-06 -3.540904696164247e-06 -1.0982432678724677e-06 1.9009183263283777e-05 -5.554447184338315e-06 -1.2686705163752216e-05 1.528967494592758e-05 9.797463988042877e-06 -2.169392056220675e-05 2.6427806895166693e-05
PC7 2.256715478823215e-06 -3.8146401410733165e-07 1.0283019088538332e-06 3.664521803936618e-06 1.2473407991742391e-06 7.714977702019023e-06 -5.82995399394979e-07 3.720870246385108e-05 3.429548792340145e-06 -1.6775711121747815e-06 -1.049274386687649e-06 3.338056295733568e-06 2.8916388814702755e-06 4.3178035125476053e-07 -8.896596623479791e-07 -1.2049395733081146e-06 1.2674619328255633e-06 -1.4313868367290034e-06 8.085274423477406e-07 -5.133858818399004e-07 -1.2253470252312349e-06 -2.5937368086105005e-05 2.7799347686111543e-05 -1.2551273818655842e-05 -1.7993903239739752e-05 3.075565987226687e-06 3.75430175669887e-05 -9.406377189108224e-06
PC8 1.1711688694119675e-05 3.363068914203863e-07 2.286607002069629e-06 1.5305475429777823e-06 -3.344958192932829e-06 -1.330951553429494e-06 -3.076331651692484e-07 3.4295487923401455e-06 4.323962399008148e-05 4.0006592935006507e-07 3.125155882541648e-06 -3.670465994852414e-06 5.218683640891966e-07 -1.7629437229526038e-06 -6.667079397590039e-07 -1.6376217732676852e-06 1.385984197826101e-06 -2.1938598046280167e-06 -4.559819225560572e-06 6.157183117155173e-07 1.1363371560874057e-06 -2.328462934064548e-05 3.531129247169903e-05 9.001066642717433e-06 -6.748962850356108e-06 -3.571958339009153e-05 -1.1944974507057694e-05 3.5077850165502305e-05
PC9 -4.191532853719715e-06 7.88622498384568e-08 1.594392213774451e-06 -2.148145277863704e-06 4.200225513928277e-07 -3.1159480656404347e-06 7.374278375638e-07 -1.6775711121747815e-06 4.0006592935006496e-07 3.298278629472998e-05 -2.9557895449112185e-06 1.3235365700831966e-06 -9.85399895319021e-07 1.7951465474074447e-07 -2.547744047210087e-06 1.5876946242684201e-06 2.002802131437263e-07 2.094413101062356e-06 -1.2864613660920322e-06 -1.761833569152191e-06 -2.74597221574524e-06 -1.400738938429736e-05 1.8126040444892202e-05 -1.2473857529234032e-05 3.0609435834617505e-05 -4.7963523568061486e-05 3.2746042854082114e-05 1.808813192700435e-05
