 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006485131805433423 -3.0126726873699286e-08 -2.4046381422656104e-05 1.3288449303043343e-06 -2.9510433983301387e-09 1.2858662590382638e-06 2.6895860496539282e-06 1.3651671288574077e-06 -4.983597650847926e-07 2.0067150653786886e-06 -8.549335944850245e-07 9.018781916451103e-07 -6.475835012072177e-07 -1.1427902011935058e-06 -1.5941803114824324e-06 -2.0818771736247923e-06 7.149123793494143e-07 -2.1185980305294098e-06 -4.957255145776664e-07 5.990634845011847e-07 -9.650221546109411e-07 6.645467548036846e-06 4.364352817596071e-05 -7.881603153190873e-06 -0.00011628496831966633 3.08187246952321e-06 -4.105650187364293e-06 -6.605796826125906e-06
PC1 -3.012672687369896e-08 2.2773149541501582e-06 -1.6375341502159803e-06 -3.4167260026747476e-07 -1.2098112880542855e-07 -2.4792856766525244e-07 1.1243350398703521e-07 8.61511909039218e-08 8.891491174052834e-08 1.9855608110409597e-08 9.98406903456742e-08 4.7334768591720864e-08 6.343267264132776e-07 -1.2420259434000673e-07 -2.8709026796161954e-07 -7.120613463405298e-07 -6.668038533745528e-07 2.512771999379273e-07 5.4381112196124005e-08 2.2887733350055596e-07 2.7546268861549712e-08 -4.964720003371318e-07 2.7882324976571877e-06 6.254860981676998e-06 9.368551150575503e-07 -3.307871532552499e-07 1.6894991122009384e-07 5.478394932373779e-07
PC2 -2.40463814226561e-05 -1.63753415021598e-06 4.822909520691428e-05 9.042403508676263e-07 1.4912634869187914e-06 -5.621941636495959e-07 -5.164416281419822e-07 -4.778115882447009e-07 1.1613257547104676e-06 -3.499222829564051e-07 -3.1423721156002403e-08 -1.5295482772924716e-07 -1.1830183245956917e-06 8.688240883030287e-07 -1.1807135259489077e-06 5.320408517347552e-08 9.387887144352442e-08 6.537496279241e-07 2.066189252907278e-07 -5.737817923427368e-07 -2.7407766048363047e-07 -4.980047049854843e-06 7.687334027598525e-06 -1.1277113407527873e-05 -1.1328671798696402e-05 -9.517480062952895e-06 1.3463872090726023e-05 8.051724349809285e-06
PC3 1.3288449303043351e-06 -3.416726002674747e-07 9.042403508676264e-07 4.365763586451805e-06 1.7092509953784376e-07 1.294993271773993e-06 5.427110931495983e-09 4.853095741520617e-07 -2.088581979196102e-07 -1.0246363680454976e-06 -8.099944497304795e-08 4.58037158724633e-07 9.758416540936292e-08 -7.52135980291038e-07 1.1286560589152331e-07 -4.220455778635865e-08 2.4439222632507204e-07 -4.225941785589011e-07 -5.680739326227711e-07 4.5261094676932664e-07 1.6581881318844518e-07 -2.2167716846242798e-07 -2.422515315191503e-06 3.2525853941564353e-06 -3.277120964294601e-06 4.204859401957467e-07 -2.3621749214392933e-06 -3.497961254861592e-06
PC4 -2.9510433983299046e-09 -1.2098112880542852e-07 1.491263486918791e-06 1.7092509953784365e-07 8.414715598469611e-06 1.7093164399343727e-06 -3.825261290137167e-07 2.1952627083485566e-07 -1.3043695985047872e-06 4.223610062957549e-07 3.923673172067364e-07 2.804516050469531e-07 -1.0106253287624744e-06 -7.228209307363491e-07 -1.0880690922826116e-08 -4.787126003962476e-08 8.455088204190984e-08 3.306437484532179e-08 -5.194543661320595e-07 -1.5419669268536e-07 1.5883922815424511e-07 2.4029309744682574e-06 -8.283081949303656e-06 -7.112558699091134e-06 7.777717548487796e-06 2.8053523432707828e-06 -1.275440359486064e-07 8.084063718044666e-06
PC5 1.285866259038262e-06 -2.479285676652527e-07 -5.621941636495954e-07 1.2949932717739932e-06 1.7093164399343736e-06 1.6298911532698242e-05 3.690156072210705e-07 1.1625001398099334e-06 -8.816953119878385e-07 -6.605878020730858e-07 -4.807262583994865e-07 -8.632357271609005e-07 5.003483546413565e-07 -1.2818448268720881e-06 4.936308498376945e-07 7.209205203485719e-08 -8.078132992218333e-08 7.023335874957632e-07 -1.6325622879523166e-07 2.337297789887432e-07 -1.238112496313408e-07 -8.458937504100928e-07 1.2182925578121958e-06 -1.903413028433615e-07 -2.2806518011895326e-05 1.3224430294154102e-05 9.53609720730405e-06 -6.662083022304765e-08
PC6 2.689586049653928e-06 1.1243350398703542e-07 -5.164416281419824e-07 5.427110931495858e-09 -3.825261290137167e-07 3.69015607221071e-07 1.5379395840848638e-05 -6.932348796190653e-08 2.410656599207728e-07 2.65711476875375e-07 6.420866655009644e-08 -3.688016006831383e-07 -8.209337843264415e-08 -1.3025100447201055e-07 -2.493941893800702e-07 -1.4817517845140194e-07 -1.0222372849932205e-07 3.0760720821652616e-07 -3.914504736579113e-07 -2.2378689862039244e-07 -5.77774824343256e-07 2.4553661161471005e-06 6.212079946334126e-07 -2.564795638722962e-06 1.067332698928953e-06 3.1972020091673335e-06 -2.473282569817928e-06 6.8954073558729485e-06
PC7 1.3651671288574075e-06 8.615119090392168e-08 -4.778115882447007e-07 4.85309574152062e-07 2.1952627083485558e-07 1.1625001398099332e-06 -6.932348796190681e-08 1.3140411472273337e-05 9.5627475517827e-07 -1.9722034464844273e-07 -1.6681828011108267e-07 1.3263760522893959e-06 3.5970829081368566e-07 2.5226662007445207e-07 -4.3639701422294583e-07 -5.491395368579021e-07 1.5126248732157663e-08 -5.135925002007076e-07 1.1318606033374748e-07 9.586317396034406e-08 -4.5848453026878206e-07 -7.024433586397509e-06 7.420789056367252e-06 2.8376167526885327e-07 -1.9699885696550147e-07 -4.294072127060434e-06 8.86370248533892e-06 -3.2490961704920552e-06
PC8 -4.983597650847934e-07 8.891491174052826e-08 1.1613257547104682e-06 -2.0885819791961012e-07 -1.304369598504787e-06 -8.816953119878383e-07 2.410656599207731e-07 9.562747551782704e-07 1.4697761342070576e-05 4.071249337485983e-07 3.926286258188355e-07 -8.71561081764026e-07 3.310168083918952e-07 -9.659204841437713e-08 -4.907497523804027e-07 -4.5581575534741016e-07 3.6892531088394976e-07 1.2056406291635868e-07 -8.325280998072564e-07 -2.0841917077934833e-07 9.781439992413728e-08 -8.673668365300501e-07 5.028710511899888e-06 2.41116964327247e-06 3.159036462205999e-06 -1.001393249008193e-05 -3.1816607892287924e-06 -1.8204038738356265e-08
PC9 2.006715065378688e-06 1.9855608110409464e-08 -3.499222829564053e-07 -1.024636368045497e-06 4.223610062957549e-07 -6.605878020730858e-07 2.6571147687537496e-07 -1.9722034464844286e-07 4.0712493374859836e-07 1.2542176301326502e-05 -2.664143060261053e-07 -7.02551141365348e-08 -4.246923401612888e-07 4.687729250047211e-08 -8.304943449939655e-07 4.2717429334840105e-07 3.6501203972716455e-07 5.378838092389788e-07 -4.981501798613382e-07 -2.3588763782279357e-07 -7.345743733026237e-07 2.931005900390522e-07 -2.647552654396215e-07 -9.506238180594939e-07 1.0727639702776435e-05 -8.667615031924862e-06 8.53010643586098e-07 2.4070510263957218e-08
