 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0006202683058706397 1.0949505375675178e-07 -2.4522138088222474e-05 1.2151189840428123e-06 5.590492134276982e-08 9.561280314491898e-07 2.7598799698183953e-06 1.2929673266251347e-06 -3.9116522167856074e-07 2.232640730390775e-06 -9.507084484845498e-07 9.918712547891832e-07 -6.156516560997244e-07 -1.3393583226214897e-06 -1.6569955068136912e-06 -1.9305323376540728e-06 5.911709039608575e-07 -2.0296452028522476e-06 -5.892180192080071e-07 1.05787841071392e-06 -8.994830647987786e-07 -6.192575707603222e-07
PC1 1.0949505375675285e-07 2.1528693650577726e-06 -1.6090491240961212e-06 -3.28420113773358e-07 -1.0110097027789528e-07 -2.552523985584649e-07 1.1871893142269115e-07 5.7872419220127e-08 7.226787602778461e-08 2.28896009244001e-08 1.4245965767462674e-07 1.0195310157733194e-08 6.090064504184305e-07 -1.2672485760998151e-07 -2.802850701235469e-07 -7.256799328025646e-07 -6.440385783980474e-07 2.6528293344364727e-07 4.3737330284562925e-08 1.871389399014099e-07 2.152262621060921e-08 3.5794925770408734e-06
PC2 -2.452213808822248e-05 -1.6090491240961212e-06 4.7888765392230206e-05 9.54036186836541e-07 1.4918733626610393e-06 -6.079600979568271e-07 -5.286505597420237e-07 -5.584291632248793e-07 1.1668610556652909e-06 -3.4215293033928743e-07 -4.36361583867513e-08 -1.247495010804905e-07 -1.2154557344080016e-06 8.535641293988065e-07 -1.1763552023008972e-06 6.913514440249019e-08 8.046650883117153e-08 7.193951283287273e-07 1.8295521468896892e-07 -5.645700426041058e-07 -2.958306304565344e-07 -6.1701212098539665e-06
PC3 1.2151189840428119e-06 -3.284201137733582e-07 9.540361868365412e-07 4.212359375978087e-06 1.8819003983102032e-07 1.2612022704878042e-06 3.420623647356965e-08 5.227524448710885e-07 -2.0025463669716814e-07 -1.0105982008435067e-06 -8.550188621325507e-08 4.570989606648905e-07 1.0434137654227916e-07 -7.764045734467771e-07 1.0143264555666338e-07 -3.749422899466234e-08 2.375687604738625e-07 -4.47145018015899e-07 -5.533652839420584e-07 4.548000154377683e-07 1.476138211162553e-07 -1.6123744090020228e-06
PC4 5.590492134276773e-08 -1.0110097027789536e-07 1.4918733626610387e-06 1.881900398310204e-07 8.10347739723269e-06 1.7538593282654596e-06 -3.908002520223279e-07 2.5295241790145283e-07 -1.2944609611532677e-06 4.080225459994317e-07 3.526546843126185e-07 3.169626132709531e-07 -1.002183303812845e-06 -6.663819899882875e-07 -1.547225299172366e-09 -5.512827069973961e-08 5.916329400290179e-08 2.9815387274534085e-08 -5.209171103513489e-07 -1.5300369277534784e-07 1.4519735222380805e-07 -8.60847033274636e-07
PC5 9.561280314491856e-07 -2.552523985584649e-07 -6.079600979568275e-07 1.2612022704878034e-06 1.753859328265459e-06 1.5925352666910483e-05 3.695608210056499e-07 1.1710240465103556e-06 -8.654139957351438e-07 -5.988376049628359e-07 -5.049305717818972e-07 -9.639444051493044e-07 4.925720043901179e-07 -1.3750595991771172e-06 5.315881909455096e-07 9.012989421198563e-08 -4.121424534100385e-08 7.567631081152817e-07 -2.0695942672298034e-07 2.7457074567099515e-07 -9.237811585200122e-08 -5.774384635258849e-07
PC6 2.759879969818397e-06 1.187189314226911e-07 -5.286505597420232e-07 3.4206236473569495e-08 -3.9080025202232794e-07 3.6956082100565034e-07 1.521733456147223e-05 -9.203886001588019e-08 2.4179088065232015e-07 2.696035111949044e-07 5.297719173804558e-08 -3.6619420104269614e-07 -1.2333333204918672e-07 -1.20207885125743e-07 -2.3643378059700977e-07 -1.5819783817336276e-07 -1.0059581130564265e-07 3.00430043142371e-07 -4.073376329914254e-07 -2.07770290249621e-07 -5.458111429555828e-07 3.2493746942216957e-06
PC7 1.2929673266251345e-06 5.7872419220126924e-08 -5.58429163224879e-07 5.227524448710885e-07 2.5295241790145315e-07 1.1710240465103556e-06 -9.203886001588022e-08 1.2955185230549329e-05 9.573445162346612e-07 -2.117345309684057e-07 -1.2410817889423957e-07 1.3305107797304107e-06 3.657633177719199e-07 2.572064994608949e-07 -4.447566161443956e-07 -5.568348330657113e-07 3.736453157528205e-08 -4.842871574050263e-07 9.12793462016594e-08 7.97348459349466e-08 -4.440149304364148e-07 -3.1614008632502535e-06
PC8 -3.911652216785593e-07 7.22678760277847e-08 1.1668610556652905e-06 -2.0025463669716788e-07 -1.2944609611532672e-06 -8.654139957351433e-07 2.4179088065231994e-07 9.57344516234661e-07 1.4562937136387326e-05 3.9948034559303763e-07 4.3493056623761946e-07 -8.530310831687985e-07 2.9261275901612865e-07 -9.979889818391908e-08 -5.10554454682192e-07 -4.580926915057066e-07 3.62910747013412e-07 1.27982217604108e-07 -8.246809916819628e-07 -2.1313147129149714e-07 9.346486955271697e-08 5.881011746816177e-07
PC9 2.2326407303907754e-06 2.2889600924400126e-08 -3.4215293033928764e-07 -1.0105982008435065e-06 4.0802254599943174e-07 -5.988376049628361e-07 2.6960351119490404e-07 -2.1173453096840551e-07 3.994803455930372e-07 1.2375178851402032e-05 -2.531131121593598e-07 -2.088308122370792e-08 -4.301007398525087e-07 8.144971359471971e-08 -8.472568560973315e-07 4.175118573090998e-07 3.3804150278298675e-07 5.411613028923804e-07 -4.7067890033403164e-07 -2.5302306753133835e-07 -7.62595878477751e-07 4.3757048984238363e-07
