 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0007686769685244578 -1.6670043216843653e-07 -2.3218751192149785e-05 1.5575568566565078e-06 1.197350579718427e-06 1.5502432627277419e-09 2.3241988561404904e-06 2.0595618622906967e-06 -6.657963512432079e-07 2.496295652460811e-06 -1.2424403276468693e-06 2.109831089311268e-07 -5.689913226294405e-07 -1.9938739740344386e-06 -1.544818706638258e-06 -1.896652889339236e-06 1.1165663471839864e-06 -1.4911745859006595e-06 -6.491091410482551e-07 8.016541385985777e-07 -7.17249715317061e-07 7.1510063132764615e-06 1.5473008635885803e-07 -2.8029390014290637e-05
PC1 -1.6670043216843622e-07 2.6313041565080423e-06 -1.6592817966415317e-06 -3.721241353761777e-07 -9.485703505169517e-08 -2.7776680128733917e-07 7.888901641381651e-08 1.014243947117817e-07 8.167052869550669e-08 -1.524517449179204e-08 1.2436561108344647e-07 3.54104618175983e-08 6.369412868829372e-07 -1.2692092597188102e-07 -2.700171068037638e-07 -6.926396257085851e-07 -6.351683753163271e-07 2.1962360613742298e-07 5.309547649927839e-08 2.3260739915573146e-07 9.650514897811668e-09 -4.33042426374418e-07 3.2271218723901964e-06 7.303487624060028e-06
PC2 -2.321875119214979e-05 -1.659281796641532e-06 4.804444563695929e-05 8.658780198948149e-07 1.3974308772053632e-06 -6.039882516212816e-07 -5.21334667538465e-07 -4.108808283251143e-07 1.0955671160543495e-06 -3.568268824550349e-07 2.2349107132201893e-08 -1.8558937250751412e-08 -1.0009682437155109e-06 8.493695316332637e-07 -1.0663632299755126e-06 7.169603212587545e-08 1.2230543259676834e-07 7.663221538843508e-07 1.9424487356296332e-07 -4.4334309509420987e-07 -2.749190312303527e-07 -4.279763491027676e-06 2.032242344341046e-06 -4.881698836018162e-06
PC3 1.5575568566565089e-06 -3.7212413537617775e-07 8.658780198948147e-07 4.964758695201265e-06 1.5361118900035325e-07 1.2523706643494038e-06 -1.3843081038220136e-09 4.5950526119877987e-07 -2.5088324870660564e-07 -9.81457626749652e-07 -9.344455338145938e-08 4.3450006337585567e-07 7.150204582190089e-08 -7.575480344177376e-07 1.008254835271934e-07 -4.030080563666821e-08 2.6899095973186083e-07 -3.5882093817753064e-07 -5.555638442077129e-07 4.228049039346948e-07 1.6175841145289295e-07 -3.3713720096706135e-07 -4.11268480103498e-06 1.1205084108736253e-06
PC4 1.197350579718426e-06 -9.48570350516953e-08 1.3974308772053638e-06 1.536111890003532e-07 9.350558232142115e-06 1.620717129834025e-06 -4.3787553161159033e-07 2.3090995306985725e-07 -1.2947379997227772e-06 4.542136276864267e-07 4.158066708192312e-07 2.536973768324334e-07 -1.0714451877115167e-06 -6.829947055298167e-07 6.237884941894824e-08 -9.898984021200738e-09 7.149805348436088e-08 -6.403097750327688e-08 -4.750894456324103e-07 -1.3658127715646342e-07 1.215044175641446e-07 2.343869076156297e-06 -3.432811737334058e-06 -3.7379970619369153e-06
PC5 1.5502432627276986e-09 -2.777668012873393e-07 -6.03988251621281e-07 1.2523706643494038e-06 1.620717129834025e-06 1.6743273911147025e-05 3.851226291990489e-07 1.0008325918174907e-06 -7.108396630714891e-07 -5.759167335609823e-07 -4.171438824799131e-07 -8.482256706312636e-07 5.838318800142547e-07 -1.2064968853632118e-06 4.889288365607681e-07 6.77429051746328e-08 -6.288488001900905e-08 7.419399271661692e-07 -1.680635911823152e-07 2.0703717572183534e-07 -1.2642005990784318e-07 -6.750947285930297e-07 -1.3434498593492936e-06 2.5979452609765633e-06
PC6 2.324198856140492e-06 7.888901641381632e-08 -5.213346675384644e-07 -1.3843081038219605e-09 -4.3787553161159044e-07 3.851226291990491e-07 1.5718951594827453e-05 -4.0053166095108044e-08 2.890414292359021e-07 2.0590956616450085e-07 1.092948617600685e-07 -3.777286418232032e-07 -3.203579257180992e-08 -1.2660346961905106e-07 -2.1122681426244316e-07 -1.1240951390123103e-07 -8.37734142335917e-08 2.8953065420514266e-07 -4.114509424316671e-07 -2.2931296188901643e-07 -5.88753690351098e-07 2.496063266546691e-06 1.9230901080290883e-06 -1.253032072524768e-06
PC7 2.059561862290697e-06 1.0142439471178174e-07 -4.108808283251135e-07 4.595052611987802e-07 2.3090995306985717e-07 1.0008325918174903e-06 -4.005316609510751e-08 1.3431397248389471e-05 9.361001820838385e-07 -2.3295308075847243e-07 -1.531242102597814e-07 1.228095949828644e-06 4.077516412311168e-07 2.0808096947004173e-07 -3.5301394945505764e-07 -5.178678832673287e-07 7.914007097949153e-08 -4.1969310163348376e-07 9.817471006035098e-08 4.521743623469214e-08 -4.858388907092469e-07 -6.819265201555921e-06 6.509014434444094e-06 1.7194693730437014e-06
PC8 -6.657963512432072e-07 8.16705286955067e-08 1.0955671160543493e-06 -2.5088324870660575e-07 -1.2947379997227772e-06 -7.10839663071489e-07 2.8904142923590216e-07 9.361001820838386e-07 1.4848843934071307e-05 3.337405120095406e-07 3.3022668892451535e-07 -7.942580680268823e-07 3.985393309096269e-07 -1.0244711286403831e-07 -5.037617172922904e-07 -4.304906871905636e-07 3.556556138538696e-07 9.663848127389875e-08 -7.693810657308937e-07 -2.5000294334936866e-07 8.066266336086591e-08 -1.0851811636137454e-06 2.613035612451509e-06 1.0647220383549342e-06
PC9 2.4962956524608067e-06 -1.5245174491791962e-08 -3.568268824550343e-07 -9.81457626749652e-07 4.5421362768642657e-07 -5.759167335609821e-07 2.0590956616450088e-07 -2.3295308075847227e-07 3.33740512009541e-07 1.279896851743346e-05 -2.1987527664054852e-07 -4.3087641321804085e-08 -4.266843967653702e-07 7.42313713518305e-08 -8.234961534567054e-07 4.44158671232557e-07 4.179124407225448e-07 4.4966840267403483e-07 -5.49251543614938e-07 -2.830740803544051e-07 -7.351618178061577e-07 9.352167347403872e-08 5.248915347924544e-07 2.156190978425803e-08
