 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002396802557122935 0.00082750346214716 -2.5254779243708506e-05 2.4454694459505206e-07 -0.002448607005913592 0.00025008474552497956 -7.974160478986862e-06 7.959065254419245e-08 -2.2983909256486243e-06 2.522974527520682e-06 9.659257885650323e-07 1.0721414398213701e-06 6.749703693012147e-07 -1.3710498389636963e-06 1.91404249765014e-06 -5.505019844595134e-07 -7.209728543393287e-07 2.7260645456504446e-07 4.1781752811889547e-07 -1.0030409369714543e-06 -5.7655605253993e-07 9.504535655136912e-07 1.0420013503989233e-06 7.13583949339111e-08 -1.5490123278822562e-06 3.09023344316104e-07 -1.8300959245113753e-06 -1.8498282376268792e-06 -8.09322826394414e-07 -2.7867206572743218e-05 3.962453936347551e-05 5.337409762330877e-06
age 0.0008275034621480541 0.0016795488512657874 -4.604070681919149e-05 3.94415858745583e-07 0.01617344828672331 -0.0014320241038881336 3.917105697926906e-05 -3.3495772126002304e-07 -1.5199860746846709e-06 7.894712932794315e-07 -8.671122064629819e-07 1.502016548370579e-06 -2.6881933389393223e-08 -2.599892781806704e-07 1.1838542987460362e-06 2.6623105236795373e-07 2.9968794155265083e-07 -1.6272540314166151e-06 4.3462128682506066e-07 2.4744281911920136e-07 -5.410104621106488e-07 -7.942285985114615e-08 3.2031337411480377e-07 1.0683230566136633e-06 -9.099727759634925e-07 -1.015711522911452e-07 -1.0570878828482536e-06 2.9739404969756293e-07 6.779048752840599e-06 -1.2168930648473175e-07 4.498692832128418e-05 -4.990799516323999e-05
age2 -2.5254779243746914e-05 -4.604070681922472e-05 1.2784927424369212e-06 -1.1083729058385956e-08 -0.00043463139059383066 3.899659240626441e-05 -1.0802631257251064e-06 9.344937118820351e-09 4.179050566485392e-08 -1.6676136458815672e-08 2.0054922051544246e-08 -4.1020236297002304e-08 -1.8262448172831508e-09 7.890456183860472e-09 -3.1521651306468465e-08 -2.9102013689575413e-09 -8.670432795653356e-09 3.9805171690252016e-08 -1.3471165492219913e-08 -5.672968916388841e-09 1.2178396696127735e-08 -3.3431037302259676e-09 -1.273740118595274e-08 -2.271973068289434e-08 2.6706001161446943e-08 3.698280408440722e-10 3.249579594871102e-08 -4.379716126580978e-09 -1.8129657901655732e-07 -6.337515427067482e-08 -1.3055244113935416e-06 1.4706090253933456e-06
age3 2.4454694459521983e-07 3.944158587455577e-07 -1.1083729058377967e-08 9.724985386299447e-11 3.6619088970547374e-06 -3.322580674658439e-07 9.31220114587192e-09 -8.150147426739981e-11 -3.549200672924911e-10 1.2479778209115347e-10 -1.4005199540299698e-10 3.503847592967448e-10 3.686867330484104e-11 -8.540514514498849e-11 2.6944164409403347e-10 -6.5615855396408226e-12 8.071618566853203e-11 -2.941432052984268e-10 1.233007794594413e-10 3.2757367475062935e-11 -9.393735540283914e-11 6.59892654024122e-11 1.3128232071354081e-10 1.4729284798582164e-10 -2.4110768217196025e-10 1.7162839663639883e-11 -2.999768911158477e-10 3.830823657208993e-12 1.6765861961909101e-09 5.956360740380595e-10 1.1673197509602961e-08 -1.2804628752480825e-08
sex -0.0024486070058947333 0.016173448286752108 -0.00043463139059461524 3.6619088970614197e-06 0.47725502881246573 -0.042036386826928736 0.001148287054905279 -9.834829962715163e-06 -8.841760302021713e-06 -3.84144051435594e-07 4.519478685574544e-06 1.4341832872352723e-05 -1.9935785425907985e-05 1.829215625917608e-05 -1.1038810973241882e-05 -7.894785624871893e-07 -3.6248499743567896e-06 -1.7087607895952954e-05 1.0649680594811948e-05 1.718132831046459e-05 -8.671327520738539e-07 3.645529973334156e-06 -1.0594586512091295e-05 -2.5598974380137974e-06 1.1093863601041453e-05 6.802132105680985e-06 1.0702646981716176e-05 1.9988095715973554e-05 0.00028443839988281314 0.00047298681275855013 0.0003928517527211917 -0.0014119155195140068
agesex 0.00025008474552373793 -0.0014320241038871956 3.89965924062425e-05 -3.3225806746569666e-07 -0.042036386826928555 0.0037613653465309854 -0.00010412980714943483 9.019972261485611e-07 8.021738200601848e-07 5.087067514221044e-08 -3.530768798672488e-07 -1.1873929909985596e-06 1.6196773666660516e-06 -1.7657896241156394e-06 1.2630911989364124e-06 1.1072570076303248e-07 1.303547665318243e-07 1.3677553598495542e-06 -8.921319848627178e-07 -1.5319810604574643e-06 -4.0478545492836074e-08 -3.53636214631912e-07 6.684540249924968e-07 5.502892752333097e-07 -1.0674788026343107e-06 -7.577810353251967e-07 -9.484494160419117e-07 -1.866792225804898e-06 -2.4896620227899774e-05 -4.5881088251319396e-05 -2.8099532300723115e-05 0.0001211902657590066
age2sex -7.974160478955888e-06 3.9171056979325936e-05 -1.0802631257267632e-06 9.312201145886656e-09 0.0011482870549052683 -0.00010412980714943437 2.9203266333029233e-06 -2.5599668139598902e-08 -2.092761782627007e-08 -2.657965879940063e-09 7.924816078212417e-09 3.222096083622967e-08 -4.112337245375412e-08 5.081923776065633e-08 -4.065361786264759e-08 -4.60730611296072e-09 3.008819930637601e-09 -3.213091681316766e-08 2.140742980339152e-08 4.188271161441899e-08 2.2526993365484365e-09 1.0820757190129381e-08 -1.4348952933903921e-08 -2.2308518748068496e-08 3.0933834745331896e-08 2.4883159979979625e-08 2.6470791957197393e-08 5.254513469257898e-08 7.082672321406834e-07 1.3286325106337457e-06 6.471630257804376e-07 -3.229319022140063e-06
age3sex 7.95906525442277e-08 -3.3495772126017916e-07 9.344937118825086e-09 -8.150147426744216e-11 -9.834829962715024e-06 9.019972261485522e-07 -2.5599668139598763e-08 2.270852339513154e-10 1.5312049490160373e-10 4.616780598697721e-11 -5.68698397051731e-11 -2.7903752886695685e-10 3.230411459665828e-10 -4.363139374941659e-10 3.9217030676710405e-10 4.414442182244182e-11 -8.334645386635012e-11 2.281695222770417e-10 -1.5730909888521504e-10 -3.5563884587895995e-10 -1.5508454179071328e-11 -8.45394434536921e-11 1.0227370961261736e-10 2.411301297981772e-10 -2.8156942824143075e-10 -2.4902077575732503e-10 -2.4792679053100323e-10 -4.677386799762091e-10 -6.544506520218208e-09 -1.1450372639195285e-08 -4.794244307381971e-09 2.6744236900930077e-08
pcs.V3 -2.298390925648881e-06 -1.5199860746842044e-06 4.1790505664841565e-08 -3.549200672923919e-10 -8.841760302019243e-06 8.021738200599244e-07 -2.09276178262619e-08 1.5312049490152613e-10 2.7289108536595267e-06 4.3296257589816357e-08 -1.0318794043587748e-07 -7.462168730999935e-09 4.2057643507808687e-08 3.844128658226733e-08 5.4932149886140494e-08 6.165024596335621e-08 -3.024555374345147e-08 3.713205088630695e-08 -2.9900626264606784e-08 3.6460610738790566e-09 2.7161045035480637e-08 -7.066791101531049e-09 -2.82699904093862e-08 1.6203516258562163e-08 1.4961313978416464e-08 -1.998997467621439e-10 4.0316950495425184e-08 -4.819840172174714e-10 2.1974132015464937e-07 6.769897771047932e-07 -1.9316091504702e-07 7.737055896888675e-07
pcs.V4 2.522974527520478e-06 7.894712932795588e-07 -1.6676136458819083e-08 1.2479778209118252e-10 -3.841440514260498e-07 5.087067514135468e-08 -2.657965879916202e-09 4.616780598676859e-11 4.32962575898164e-08 2.6922442043477215e-06 1.314161932989694e-08 3.6622700085729965e-08 2.9651252007154688e-08 -1.653707800360203e-08 -4.6723195972189503e-08 4.036969301259441e-09 -1.935333871700229e-08 -2.8233287594454632e-08 2.8287570476446666e-08 -8.399122366155709e-08 -4.369931410854402e-08 4.445425348241695e-08 4.7421173228364024e-08 1.2328446352547943e-08 5.246994116732907e-08 -1.1338916539252191e-08 -3.70158800833757e-08 1.5066265885033005e-08 -5.450406910571597e-07 -1.008787985770307e-06 1.2593302951572956e-06 3.398101456661848e-07
pcs.V5 9.659257885650414e-07 -8.671122064633497e-07 2.005492205155385e-08 -1.4005199540307557e-10 4.519478685566146e-06 -3.530768798665413e-07 7.924816078193902e-09 -5.686983970502065e-11 -1.0318794043587742e-07 1.3141619329896713e-08 2.6095338974308943e-06 -3.1520688496427613e-09 1.9934486703305933e-08 -3.269754733451286e-08 6.926577451719445e-09 -3.071503734897067e-08 3.735719123422394e-08 -3.0736528324450223e-09 1.3840258761476047e-08 6.046414658161247e-09 -2.0698736921271415e-08 -1.1727853842748253e-08 -5.1416250902087676e-08 -5.557791351830706e-08 6.794567634655104e-08 5.925438866000719e-08 9.058515435306091e-08 2.784232491913971e-08 -4.787834208977718e-07 -5.681704419015488e-07 -3.138360384087082e-07 -6.077114118212295e-08
pcs.V6 1.0721414398222851e-06 1.5020165483705207e-06 -4.1020236297000385e-08 3.503847592967224e-10 1.4341832872311547e-05 -1.187392990994801e-06 3.222096083612364e-08 -2.7903752886602317e-10 -7.462168730999072e-09 3.6622700085729925e-08 -3.1520688496427753e-09 2.5833004924346994e-06 4.681409201239901e-09 1.646182427558843e-08 5.866795300956231e-09 -5.110806010878414e-08 2.8158798085165542e-08 -4.4389636080300125e-08 -1.3690107815408213e-08 -6.249848977494623e-08 -5.0184793660035944e-09 1.491735475470849e-08 -1.288412436486492e-08 2.705930666120229e-08 1.997310893355201e-08 7.797910687323961e-09 -8.315031808476881e-08 3.940706488057936e-09 -2.757288515892955e-07 4.40978895514324e-07 -3.798359362760091e-07 -1.1894648630525253e-06
pcs.V7 6.74970369301418e-07 -2.6881933389038534e-08 -1.826244817291596e-09 3.686867330490033e-11 -1.9935785425921792e-05 1.619677366667332e-06 -4.112337245379076e-08 3.2304114596690986e-10 4.205764350780907e-08 2.9651252007155092e-08 1.9934486703305453e-08 4.681409201238099e-09 2.9765819862169036e-06 -2.1431486681249173e-09 -2.5325265399546376e-08 -7.668027996545313e-08 4.179351707041493e-09 -6.147257946614231e-08 -2.0014595970125348e-09 -6.656258199941538e-08 6.268360170343762e-09 -4.7354030294143306e-08 -9.25652442797975e-08 -3.6942249080425366e-08 -2.0644899011112084e-08 -1.7789115167124387e-08 -2.8573248231584085e-08 -7.587781262773275e-09 -9.174341602185709e-08 1.205454283457474e-07 -1.2735658690006327e-06 1.3288401647170006e-06
pcs.V8 -1.3710498389622218e-06 -2.599892781785058e-07 7.890456183800149e-09 -8.540514514446575e-11 1.8292156259174583e-05 -1.7657896241155609e-06 5.081923776065563e-08 -4.3631393749417187e-10 3.844128658226724e-08 -1.653707800360259e-08 -3.269754733451262e-08 1.6461824275590202e-08 -2.143148668124152e-09 2.92454654263644e-06 7.671025836421147e-08 1.0608422601530192e-08 3.80349237250025e-08 1.2170518038395054e-07 -2.4771359468292752e-08 -1.270153500314365e-07 -1.0699047661862303e-08 6.65060067952382e-09 -4.591365517752038e-09 6.998475239940746e-08 7.648456031801763e-08 4.1436386055160677e-08 -2.5493542006947304e-08 1.1907508243458592e-08 5.8251079599876084e-08 -1.9973154092650635e-07 6.406706084687969e-07 -8.226839600520631e-07
