 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00011710503577155341 8.200938848700801e-06 -2.267701452124085e-07 2.186298785843661e-09 -3.0711371815563226e-05 2.741350685172456e-06 -7.526762741470833e-08 6.711945808580146e-10 2.2930956326938264e-07 2.5812004269878607e-07 -1.8916871448897358e-07 -5.9452691089367224e-08 -8.7613509942548e-08 6.374507727149322e-08 -5.860388244155973e-08 7.192324818285206e-08 -4.3105826876603536e-08 -1.1406852115992154e-07 -1.0280916611127265e-07 -7.328800303215821e-08 4.2107449746319984e-08 5.0174151619091234e-08 -1.2410680901889539e-08 -4.2859213913578025e-08 3.119310023353647e-08 -2.4368255000202694e-08 3.658927935460469e-08 -3.391446034815686e-08 8.968769894788326e-07
age 8.200938848581517e-06 0.0002728552300781161 -6.289360543540449e-06 4.5023333472025385e-08 0.0033576216601274673 -0.00025441904015901124 5.844038939541381e-06 -4.164942738765752e-08 -6.865402855621673e-08 2.3586122459648101e-07 -1.262753210804994e-07 2.2659555079517593e-07 1.1926204526393727e-07 1.038721706970495e-07 1.0047682995826949e-07 6.922998590152012e-08 9.021152746955873e-08 -3.932188999664057e-07 -3.6673986649441816e-08 4.421661857281313e-08 -1.8496318193376802e-07 -2.3723026890812497e-07 -2.2799313628242266e-07 2.5861075656213257e-07 2.2922996280399803e-07 -1.7993758626023612e-07 1.3581113174479961e-07 3.4268218707724775e-07 -7.735591150405485e-07
age2 -2.2677014521411496e-07 -6.289360543539641e-06 1.4772646956508778e-07 -1.0753094043615535e-09 -7.56041688153503e-05 5.852669810570752e-06 -1.370501235057338e-07 9.934804361046027e-10 3.6213136015128394e-09 -5.068242749159421e-09 2.1542115399073744e-09 -5.583928259119856e-09 -2.9411059914153454e-09 -3.349498661006353e-09 -1.6608763240749182e-09 -1.0119517612063852e-09 -2.0258983902443478e-09 8.977033760576374e-09 1.3360243104393074e-09 -8.63384243046786e-10 3.915433943968477e-09 4.534168359035737e-09 4.084742824768843e-09 -5.215750086458203e-09 -5.944284047317085e-09 3.8284556475117176e-09 -3.676165698096767e-09 -7.89631973510553e-09 2.1956017361185252e-08
age3 2.1862987858490067e-09 4.5023333472019694e-08 -1.0753094043615787e-09 7.95378069202654e-12 5.304178392976752e-07 -4.177191684490087e-08 9.950112710143579e-10 -7.331559010071202e-12 -3.748860462361413e-11 3.762485723882873e-11 -1.4245152059596745e-11 4.119288354950484e-11 2.0441105342024266e-11 2.9524886848501324e-11 8.245850616558044e-12 5.351246850296903e-12 1.6323150677901445e-11 -6.372569866398188e-11 -1.5131182784629254e-11 3.886139439026235e-12 -2.6799327836719562e-11 -2.568071064314862e-11 -2.2951945721765915e-11 3.2512762600806874e-11 4.650285785019452e-11 -2.5540947113425226e-11 2.949978221446024e-11 5.5614157841469115e-11 -1.7882388015123317e-10
sex -3.0711371818219407e-05 0.0033576216601271056 -7.56041688153395e-05 5.304178392975755e-07 0.11790382284021574 -0.008856673748732108 0.00020291265414641927 -1.4486275765239819e-06 -1.0743211777176303e-06 -6.75702980055385e-07 2.2014344731918276e-07 1.6511035700775308e-06 -2.182252523822216e-06 2.6241284734215275e-07 1.478060949774027e-06 -8.378088367154726e-07 -1.5942899642779974e-06 -2.7685624914768343e-06 -7.261592399954237e-07 2.5821043450238425e-06 -2.3303804660890137e-07 -2.641467459049511e-06 -5.011705681342916e-06 3.056868460103814e-06 1.3011902175030795e-08 -1.8732230978569036e-06 2.9164115957848827e-06 1.3576344966373587e-07 4.443766393543812e-06
agesex 2.741350685194912e-06 -0.0002544190401588387 5.85266981056664e-06 -4.1771916844870596e-08 -0.008856673748731895 0.0006830981676924015 -1.5970201789908823e-05 1.1587494940489519e-07 1.2772962348862554e-07 6.494907163996759e-08 -1.5093736122790357e-08 -1.0087490598373374e-07 1.3088444702071676e-07 -8.90206013018989e-08 -2.169951355433277e-08 7.701537249235172e-08 1.0957009087987296e-07 2.1244662668010678e-07 3.7924568369151535e-08 -1.826684690981821e-07 -2.2030416036971512e-08 1.8579228159609122e-07 3.3669584442422777e-07 -1.7032417777942475e-07 -8.009472025427222e-08 1.3883077154313986e-07 -2.6538545632837975e-07 -1.6352273748696274e-08 2.1532292262580304e-07
age2sex -7.526762741915979e-08 5.844038939538517e-06 -1.370501235056636e-07 9.950112710138188e-10 0.00020291265414640834 -1.5970201789908372e-05 3.8031399551703583e-07 -2.8045829471810954e-09 -4.071922414286552e-09 -1.715897077817899e-09 2.315998224823742e-10 2.34922863637756e-09 -2.6692727794173073e-09 3.3234395754328e-09 -8.88919169962231e-10 -2.268210513241636e-09 -1.8525509345924929e-09 -4.624703402556321e-09 -1.1158318737084177e-09 3.72873758866162e-09 1.1939908035112959e-09 -3.5804788996807626e-09 -7.39145023648336e-09 2.508009814269078e-09 2.981059601143215e-09 -3.453520953888011e-09 6.796620323989374e-09 -9.156956946728045e-12 -1.7688414814230034e-08
age3sex 6.711945808682307e-10 -4.164942738763581e-08 9.934804361040822e-10 -7.33155901006734e-12 -1.44862757652386e-06 1.158749494048886e-07 -2.804582947181017e-09 2.1002595129331964e-11 3.397379827774694e-11 1.5220033827579772e-11 1.3473087278274234e-13 -1.9891875256013568e-11 1.9951324082333262e-11 -3.014053076969273e-11 1.3245973539246043e-11 1.7509990497280457e-11 7.416820568475578e-12 3.047914334068492e-11 9.89011986392993e-12 -2.2895303350667998e-11 -1.1369021306881216e-11 2.1383137534426414e-11 5.185898794910712e-11 -7.674831389985907e-12 -2.6946907599446257e-11 2.71595437700696e-11 -5.3017323774648835e-11 2.5535155187203946e-12 2.335073643512912e-10
pcs.V3 2.2930956326939108e-07 -6.865402855623246e-08 3.621313601513184e-09 -3.748860462361647e-11 -1.0743211777202087e-06 1.2772962348883587e-07 -4.071922414291732e-09 3.397379827778632e-11 1.2322378731172794e-06 9.087634023636002e-08 -2.8786918658228478e-08 -6.1571324684111075e-09 6.8926800450608225e-09 1.7660468080056364e-08 -5.465276368011502e-09 1.167430846811973e-08 7.91647872868223e-09 2.1775125380128586e-09 -6.765277492655758e-09 7.950281137091874e-09 2.6362739590416905e-09 -1.2882819630393915e-08 -8.32038249141108e-09 -1.1507899710752103e-08 -2.228717597179736e-09 -1.351522044816271e-08 9.63955737784406e-09 2.3096067781971887e-10 2.7736094318167657e-07
pcs.V4 2.581200426988104e-07 2.3586122459653139e-07 -5.0682427491607276e-09 3.7624857238839155e-11 -6.757029800543728e-07 6.494907163987962e-08 -1.7158970778156076e-09 1.522003382756151e-11 9.087634023635987e-08 1.3106522824477453e-06 2.9654800831496896e-08 -1.6232888383352222e-09 1.75659419695841e-08 -2.3825559788117084e-08 -4.879635321479602e-09 2.276206888361848e-08 -7.18106085128234e-10 -5.2231017874101324e-09 1.3959532227810959e-08 -1.0224021876230154e-08 -6.913359406157071e-09 1.474633589877211e-08 1.0971287632630542e-08 8.901055704131987e-09 6.5807457392795915e-09 -4.416606794385594e-09 -3.439853828364684e-09 3.297504665735393e-09 -2.187656882520661e-07
pcs.V5 -1.89168714488969e-07 -1.26275321080653e-07 2.1542115399109635e-09 -1.4245152059622764e-11 2.2014344731426372e-07 -1.5093736122407393e-08 2.315998224733211e-10 1.3473087284912586e-13 -2.878691865822838e-08 2.965480083149691e-08 1.3325947839806649e-06 6.139608261753776e-09 -1.6199147233565759e-09 -2.3440061542174725e-08 1.5060536838450813e-09 -7.93466810158908e-09 1.6158723318651396e-08 1.5458990260321703e-08 1.1969043996385208e-08 3.874303662961338e-09 9.934891601265094e-09 8.775171428410563e-09 -1.249990415818314e-08 -3.865605421781674e-09 6.726761458112225e-09 1.2606960423746829e-08 5.524491391117823e-09 1.9160763709842312e-09 -2.9044362395272525e-07
pcs.V6 -5.945269108938561e-08 2.2659555079511164e-07 -5.583928259118375e-09 4.119288354949426e-11 1.651103570076062e-06 -1.0087490598362726e-07 2.3492286363752423e-09 -1.989187525599788e-11 -6.157132468411081e-09 -1.6232888383352518e-09 6.1396082617538435e-09 1.3184853796205746e-06 8.802702643528382e-09 1.6713272430451738e-09 9.898013430439073e-09 -1.2443259214707284e-08 2.2249985513601964e-08 4.0140647926636105e-10 -1.6471809573116345e-08 -1.633998748787546e-08 2.712790020065753e-09 8.402159694518568e-09 -1.1201775513460584e-09 7.041467052477719e-10 -1.182687242474205e-09 7.322507270626409e-09 -2.909077621376985e-08 -8.93230599652355e-09 -2.52038719046258e-07
pcs.V7 -8.761350994254909e-08 1.192620452639067e-07 -2.9411059914147135e-09 2.0441105342020207e-11 -2.182252523823721e-06 1.308844470208339e-07 -2.669272779420086e-09 1.9951324082353677e-11 6.892680045060791e-09 1.756594196958413e-08 -1.6199147233566416e-09 8.802702643528349e-09 1.4776409155017363e-06 7.671686096752959e-09 -7.17758142052775e-09 -2.3723253004707317e-08 3.070794774770868e-09 -7.842058690949007e-09 1.3303131589636926e-08 -3.556741525514088e-09 -4.666849667317631e-09 -8.138550894141004e-09 -2.5422627566582905e-08 9.319657822404288e-09 3.7033204875143594e-09 -2.309511890772648e-08 -1.0791482279450068e-08 1.2185060263333528e-09 1.0499674277090518e-08
pcs.V8 6.374507727152534e-08 1.0387217069707958e-07 -3.3494986610070604e-09 2.95248868485066e-11 2.6241284734473027e-07 -8.902060130210762e-08 3.3234395754379137e-09 -3.0140530769731505e-11 1.7660468080056337e-08 -2.3825559788117127e-08 -2.344006154217466e-08 1.6713272430452437e-09 7.671686096752952e-09 1.4683281981716362e-06 1.7661953974577125e-08 -3.9368832751802985e-09 -2.098760983656467e-09 4.113983975354398e-08 5.229561196332903e-09 -3.191647397791754e-08 5.237042265096469e-09 8.067207744083067e-09 -9.144949796964838e-09 1.6516114816040214e-08 2.534034411449166e-08 1.0101815923024477e-08 5.213665301363194e-09 2.1677566577680694e-09 -3.656679713684519e-08
pcs.V9 -5.8603882441563035e-08 1.0047682995837057e-07 -1.6608763240773216e-09 8.245850616575717e-12 1.4780609497766746e-06 -2.169951355454167e-08 -8.889191699572393e-10 1.3245973539209112e-11 -5.465276368011587e-09 -4.879635321479604e-09 1.5060536838451e-09 9.898013430439123e-09 -7.177581420527785e-09 1.766195397457717e-08 1.4476199005754273e-06 -6.154176684173511e-09 1.0497715207527219e-08 4.512290964319096e-09 7.0030847625412174e-09 -1.2858086316883952e-08 -3.705064822589827e-09 -9.375616118878707e-09 5.112411658226941e-09 -1.8220307154263764e-08 -2.131373234276353e-08 -1.3917460463676426e-08 -3.896363641696671e-09 1.342368937020313e-08 -5.370438751848994e-08
pcs.V10 7.19232481829148e-08 6.922998590156463e-08 -1.0119517612074618e-09 5.3512468503051025e-12 -8.378088367145886e-07 7.70153724922821e-08 -2.2682105132399787e-09 1.7509990497268256e-11 1.1674308468119668e-08 2.2762068883618495e-08 -7.934668101589143e-09 -1.2443259214707267e-08 -2.372325300470733e-08 -3.936883275180232e-09 -6.154176684173495e-09 1.4594488058449472e-06 4.5714958991342654e-09 1.1154050864464387e-08 9.703611197993027e-09 5.737527253881736e-10 -1.9245092083565737e-08 6.362153407262269e-09 8.052352657240794e-09 8.82043451330817e-09 -1.1111907325365644e-10 1.7850443869812532e-08 3.733128687993132e-09 -1.0213682498946894e-08 -2.750906939480222e-07
