 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0003450682883586429 -0.0004618357234934193 8.632698962563599e-06 -5.159498160617761e-08 0.0018742116314179823 -0.00012038707563689331 2.4761660264806026e-06 -1.6362890212602894e-08 -2.424687012708123e-07 1.0644537586719617e-06 -3.0669280368655483e-07 1.910998122437994e-08 -9.93813486154741e-08 -1.1137071132546089e-07 3.4718439205948867e-07 4.871306574483599e-07 -7.310953140105311e-08 -2.9194277515331626e-07 -4.97571487015858e-07 -2.4880346546531157e-08 -1.3478974302598975e-07 2.056341524506597e-07 -5.649195172270117e-08 1.516567934932252e-07 -7.256879363347624e-07 -2.5981548714143757e-08 4.4517297659817457e-08 -3.211468282385565e-07 1.4559750686872504e-06 3.162889666074379e-06 1.1120436929183868e-06
age -0.00046183572349449474 0.0021642865633453158 -4.206821454917343e-05 2.628582839122759e-07 0.031498722260578114 -0.0019040292264793817 3.6860160066497806e-05 -2.2944563617715462e-07 1.0443110057755422e-06 -7.29991176865562e-07 2.867913453572053e-07 -4.955055175342358e-07 1.3151720345955677e-07 1.7941429894752006e-07 -2.036903869109608e-07 -3.998651100633227e-07 4.784324943610248e-07 4.1868483410818575e-07 5.32999265380765e-07 -1.1497424485884365e-07 4.4846088037504564e-07 -5.340825410554053e-07 -1.226158793530673e-06 -3.5026998571506444e-07 2.069649861282445e-06 2.0278278137067758e-07 6.027320265360464e-08 7.278016309169545e-07 -7.857953899307214e-06 1.5694051634677085e-06 -9.266140900547315e-06
age2 8.632698962534657e-06 -4.206821454911963e-05 8.250727187066304e-07 -5.201573192892969e-09 -0.0006046962602442148 3.688369799537985e-05 -7.205899096793799e-07 4.526203158503841e-09 -1.720742148590441e-08 1.2831621748524723e-08 -5.946106886576789e-09 8.100877355124848e-09 -4.03819309325854e-09 -5.332861553395744e-09 4.280726069933109e-09 7.97783515733576e-09 -9.451316056344007e-09 -6.531968241787921e-09 -9.125925460600384e-09 3.0878505855640316e-09 -7.904897340821837e-09 9.769364253347379e-09 2.252453587434443e-08 6.6709744619824126e-09 -4.139513674415956e-08 -3.208959757539426e-09 -3.1880060147655065e-09 -1.4382208735814525e-08 1.5870679252146758e-07 -3.111852501808631e-08 1.8569818737500448e-07
age3 -5.1594981606371865e-08 2.6285828391257406e-07 -5.2015731929044816e-09 3.309845490581418e-11 3.7351937786981753e-06 -2.2978748856424728e-07 4.530342053564684e-09 -2.8725080775218652e-11 8.762193507017644e-11 -6.852750773752566e-11 3.539410762328293e-11 -4.2762193844692875e-11 3.129099759826035e-11 4.535557584048577e-11 -2.8956822465871317e-11 -5.083066944749157e-11 6.197396280686637e-11 3.209934551345282e-11 4.606696356276012e-11 -2.601386785651136e-11 4.405473550807664e-11 -5.499861257946872e-11 -1.3347922438449268e-10 -4.235963037587126e-11 2.6612030766556685e-10 1.6630179532188537e-11 3.220563383268276e-11 8.976796464042037e-11 -1.0587789264263427e-09 2.1499063348262752e-10 -1.129266603720272e-09
sex 0.0018742116315358718 0.03149872226044486 -0.000604696260241637 3.7351937786821918e-06 1.4383004445823058 -0.08746968199810624 0.0017057600665184177 -1.0712713531152232e-05 -1.754623103580076e-05 1.6926587189080626e-05 6.9683360526889365e-06 -1.8567132360658492e-05 -4.3926173258101745e-06 -2.204152998905018e-05 3.3498367552607846e-05 1.2625992168804273e-05 6.141737796693174e-06 1.9703039089271534e-05 -9.769806974876793e-06 -7.932498429271813e-07 1.3337950431281731e-05 3.0456946724779634e-06 -3.907243363341263e-05 4.9131408777223145e-06 -1.191590053208845e-06 2.118287027698493e-05 -7.601860377552468e-06 -9.935743584007025e-06 -0.00034283017518921846 0.00030445868336468446 6.719516228921803e-05
agesex -0.00012038707563786942 -0.001904029226480463 3.688369799539033e-05 -2.297874885642462e-07 -0.0874696819981172 0.005369434748222232 -0.00010564068593162873 6.689892864392638e-07 1.1963409822325568e-06 -9.717874351490941e-07 -3.916666306285328e-07 1.1283485579298085e-06 1.9984563049624654e-07 1.3137350700982776e-06 -1.9446676173577214e-06 -7.556853604952821e-07 -3.3618607540560564e-07 -1.1406822503154873e-06 5.932254634237151e-07 1.4381390995584185e-07 -8.29291516735934e-07 -2.1951401814558906e-07 2.3109527358874654e-06 -2.5912427237457977e-07 2.4944178313659605e-08 -1.1638067017515497e-06 2.611966411199672e-07 6.918938667523155e-07 2.1233977317527943e-05 -1.8823460110429102e-05 -3.0834990141214732e-06
age2sex 2.4761660263489267e-06 3.6860160066644776e-05 -7.205899096820868e-07 4.530342053580518e-09 0.00170576006651887 -0.00010564068593164343 2.0970359348051926e-06 -1.3396483202796729e-08 -2.6202369806518713e-08 1.7956760602599772e-08 6.854431610963312e-09 -2.1522457367965352e-08 -2.980368707766528e-09 -2.4844992542642528e-08 3.632607551521878e-08 1.4030534712191951e-08 6.364572473924918e-09 2.151443970203672e-08 -1.2367248369441581e-08 -4.5432145076265145e-09 1.67661219949605e-08 5.604430752728289e-09 -4.4152737155148666e-08 3.6259524282680572e-09 4.548596486122202e-10 2.0113689528254037e-08 -1.4224206080436959e-09 -1.5502662863440443e-08 -4.320049359088881e-07 3.7271682656017036e-07 5.975217548587222e-08
age3sex -1.6362890212503348e-08 -2.294456361772005e-07 4.5262031585045455e-09 -2.8725080775221447e-11 -1.0712713531156713e-05 6.689892864394559e-07 -1.339648320279868e-08 8.63482333418275e-11 1.8070706267291483e-10 -1.0515678442982367e-10 -3.628394715882436e-11 1.2885381327228668e-10 1.7210220874856963e-11 1.517200139311615e-10 -2.1902418868653897e-10 -8.459991276880208e-11 -4.078843900260324e-11 -1.326333319132327e-10 8.372862248853513e-11 3.8738169392879665e-11 -1.0859643697841954e-10 -4.455866874372621e-11 2.7337077788582636e-10 -1.0005931115441174e-11 -8.56324469936708e-12 -1.1056447901248111e-10 -1.3273868617880705e-11 1.0892684187372496e-10 2.911090987967249e-09 -2.4115878602032295e-09 -4.5110315866378525e-10
pcs.V3 -2.424687012693308e-07 1.0443110057748387e-06 -1.7207421485892025e-08 8.76219350701088e-11 -1.754623103577043e-05 1.1963409822306364e-06 -2.6202369806479515e-08 1.8070706267265623e-10 1.6752895546864314e-06 1.2524627936599197e-07 -4.586611632895976e-08 -1.0228192545240168e-08 -4.738087361866916e-09 3.9263454685259823e-08 -3.3196653844032453e-08 4.911492548995109e-09 1.007236818202637e-08 -1.4036702594649584e-08 -2.8707430538300415e-09 2.164472548492987e-08 9.45838434807715e-09 -2.110433960248862e-08 -1.3412343903153244e-08 -2.5052980662805895e-08 -1.5298579117098118e-08 -2.4173962525568783e-08 2.456132948500653e-08 -1.0252032851976648e-10 5.834153919322386e-08 1.240681172802801e-07 7.93765679820333e-07
pcs.V4 1.0644537586705965e-06 -7.299911768615487e-07 1.2831621748448902e-08 -6.852750773706679e-11 1.692658718919331e-05 -9.717874351559252e-07 1.7956760602732376e-08 -1.0515678443065177e-10 1.252462793659899e-07 1.7725578454634874e-06 5.000634321804534e-08 2.2433107010660218e-08 8.132040918517149e-09 -3.749047912283892e-08 -2.742453937785308e-09 4.4330363761405004e-08 -4.789603425744524e-09 -9.86193059858519e-09 5.740229306640304e-09 1.0884884916974622e-08 -1.2395000910838638e-08 6.871718448485286e-09 2.739359521422095e-09 5.263851701683027e-09 2.075252280168317e-08 1.1878507729426362e-08 -1.1132715976603706e-08 -8.13220330889068e-09 -3.6605288514947655e-07 -1.3496537138610267e-07 3.2616984553087433e-07
