 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 8.417022514387056e-05 6.542169144080113e-06 -1.7865069051407072e-07 1.7281698674375918e-09 -2.383246103674631e-05 2.152591728683956e-06 -6.089049715329568e-08 5.616341987804486e-10 1.8411736726540328e-07 2.542649920537686e-07 -2.088002616887268e-07 -1.3459357645068198e-07 -4.563281364317115e-08 6.129489658753591e-08 -7.590637814089644e-08 5.497266413792805e-08 -1.4567526821572131e-09 -1.0013201686183737e-07 -8.922079425005836e-08 -4.153155931885879e-08 -2.902129366089257e-08 1.702723934079458e-08 -2.6583339716575126e-08 -2.7046716720271495e-08 2.561218987556511e-08 -7.640512500422505e-09 4.9129690680852466e-08 -1.4710562913644605e-08 6.755031024755552e-07
age 6.5421691441350735e-06 0.00025117755968053846 -5.78309061136278e-06 4.131297398308862e-08 0.003142303254847086 -0.00023818224040078788 5.47357732565508e-06 -3.902491666611315e-08 -5.908557268630799e-08 2.0665374258521671e-07 -8.642059338744786e-08 1.728302958615607e-07 4.5264786688609344e-08 4.6706331453355536e-08 1.098576218488866e-07 9.996696171087938e-08 9.774687383647166e-08 -3.075755162222463e-07 -7.378297076486604e-08 5.596552285342724e-08 -1.5507207087138455e-07 -1.5467959871295944e-07 -2.0643463795900693e-07 2.2198951864120115e-07 1.6725185061240038e-07 -1.811516815166311e-07 1.342320589450785e-07 3.1787359991759625e-07 -8.421204056848263e-07
age2 -1.786506905128101e-07 -5.7830906113632e-06 1.3573815942085302e-07 -9.8630321512899e-10 -7.072189879776007e-05 5.476062756705499e-06 -1.2827768388432973e-07 9.301698211362948e-10 3.455613400093356e-09 -4.639235104404083e-09 1.25757370007392e-09 -4.307693223994346e-09 -1.1404995716123521e-09 -1.7710975679188737e-09 -1.9406246715662216e-09 -1.6913692599642345e-09 -2.2478993921487353e-09 6.804741707454997e-09 2.0221974577501036e-09 -1.1295914308973071e-09 3.3440213028553987e-09 2.6471162765624498e-09 3.7929662408645044e-09 -4.254667873878212e-09 -4.383216181670177e-09 4.048562753532296e-09 -3.539374524016389e-09 -7.234626201197046e-09 2.247912741332407e-08
age3 1.7281698674143849e-09 4.131297398309285e-08 -9.86303215129045e-10 7.284200594333051e-12 4.95982427285556e-07 -3.906538927489918e-08 9.307480886781045e-10 -6.859092025037948e-12 -3.7198531167369925e-11 3.605824372680503e-11 -7.744724214790082e-12 3.16105242392959e-11 7.234807563933225e-12 1.6707881620426303e-11 1.0422011173610648e-11 9.232588570547097e-12 1.7681869168780973e-11 -4.6632952302075984e-11 -1.901327902081068e-11 6.337018162947606e-12 -2.3399514465362596e-11 -1.243418696109067e-11 -2.217731678233226e-11 2.4355166797725478e-11 3.4415942942827454e-11 -2.781604508062183e-11 2.7950532967635975e-11 5.018558061413551e-11 -1.7571980322357786e-10
sex -2.3832461039764235e-05 0.003142303254845131 -7.072189879771727e-05 4.959824272852534e-07 0.10879292696305708 -0.008165845760214023 0.00018693576640415146 -1.3333194452047695e-06 -1.2766899069103605e-06 -8.519315048378733e-08 3.474273827883449e-07 1.0428647509527001e-06 -2.1677139679932757e-06 -7.70943268621164e-07 2.2399949816809455e-06 2.0873318491543237e-07 -3.8596983689478194e-07 -2.751536930795497e-06 -1.6004390056587954e-06 2.329064427714158e-06 2.6203428225492266e-07 -1.5894978838836297e-06 -3.5983178592572266e-06 2.390628484692618e-06 -3.9856182217698175e-07 -2.4564708349192315e-06 3.7841362657768898e-06 5.729235802575067e-07 5.174421348172158e-06
agesex 2.1525917288802138e-06 -0.000238182240400345 5.4760627566955716e-06 -3.906538927482934e-08 -0.00816584576021359 0.0006294208417257331 -1.470550759003252e-05 1.066099204835961e-07 1.5174269849700675e-07 1.8197648390254716e-08 -2.9353192697254368e-08 -4.763662390926834e-08 1.3004817548734914e-07 1.1451552565464037e-08 -9.388795252260976e-08 2.2658098262048174e-10 2.548311423668827e-08 2.1516186247134645e-07 9.795351644524943e-08 -1.6498581263650518e-07 -5.9143825760206515e-08 9.030331832110692e-08 2.3623191859097416e-07 -1.0183278043740512e-07 -3.3737194314400586e-08 2.022346304589354e-07 -3.222878296729656e-07 -4.814544569393546e-08 7.115682535178137e-08
age2sex -6.089049715743537e-08 5.473577325646493e-06 -1.2827768388413817e-07 9.307480886767624e-10 0.00018693576640413227 -1.4705507590031817e-05 3.5000075869359974e-07 -2.579099726772562e-09 -4.796219977836203e-09 -5.944432814644521e-10 6.552794806026755e-10 8.899980851375108e-10 -2.5961823771622583e-09 4.769271422041736e-10 1.0231101743236893e-09 -6.177143688335419e-10 -1.4416421737564957e-10 -4.7254387322562465e-09 -2.40500932317101e-09 3.4353287122797427e-09 2.0699775106529154e-09 -1.0186468300677305e-09 -5.102783472871408e-09 5.453040098009234e-10 1.6125289332253017e-09 -5.2098349857828294e-09 8.029345668967828e-09 7.681715852238821e-10 -1.2155329705962475e-08
age3sex 5.61634198817361e-10 -3.90249166660327e-08 9.301698211345166e-10 -6.859092025025602e-12 -1.3333194452045702e-06 1.066099204835864e-07 -2.5790997267724547e-09 1.930076134957372e-11 4.082141903471374e-11 6.733511022531146e-12 -3.5184808515555223e-12 -7.262064808396197e-12 1.8327503050421353e-11 -6.35699909638473e-12 -1.5743511537577584e-12 7.695794600642426e-12 -2.8073233572438013e-12 3.130120207337081e-11 1.8611607479830908e-11 -2.1814527546083602e-11 -1.8426776037116403e-11 4.966800330680308e-13 3.538042237213334e-11 9.088897413883709e-12 -1.5415091044962966e-11 4.113098305375889e-11 -6.13714090868679e-11 -3.2590419096908317e-12 1.761761555482702e-10
pcs.V3 1.8411736726549392e-07 -5.908557268612236e-08 3.455613400089074e-09 -3.7198531167338997e-11 -1.2766899069081961e-06 1.517426984968415e-07 -4.796219977832375e-09 4.082141903468618e-11 9.213638574916384e-07 7.718597554456079e-08 -2.7725199240925743e-08 -3.839654588134361e-09 5.7382909729149436e-09 1.3582811983550658e-08 -4.781172145381178e-09 9.662356034933566e-09 8.636575690125052e-09 6.607252344379973e-11 -4.512514857728029e-09 1.1137245590972288e-08 -1.6136530911825351e-09 -1.2935629918546531e-08 -1.172050894498729e-08 -6.108333238202768e-09 -2.903764013844077e-09 -1.546155297478071e-08 6.83246384167012e-09 3.9010166662943265e-09 2.2756533671489217e-07
pcs.V4 2.542649920537751e-07 2.0665374258551198e-07 -4.639235104411025e-09 3.605824372685561e-11 -8.519315047346289e-08 1.8197648389439996e-08 -5.944432814449947e-10 6.733511022387238e-12 7.718597554456049e-08 9.805307782349483e-07 2.7953262438836212e-08 1.1787401262478984e-09 1.4961215554343075e-08 -2.2806462691615138e-08 -1.020355878457464e-08 2.1250429676739845e-08 -1.2577053085908474e-09 -5.5105078487212515e-09 1.0442836570742897e-08 -6.3297864076199605e-09 -9.029911511869038e-09 1.1042198913426454e-08 9.46561864096812e-09 6.406282598350045e-09 6.449905412420074e-09 1.406007566680167e-09 -1.6440958701264517e-09 3.6313629922266685e-09 -1.8707083079066075e-07
