 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00011179768428808682 6.828175935934703e-06 -1.8912951636144655e-07 1.8529141103288563e-09 -1.5411740949059634e-05 1.4053435287780733e-06 -3.941391211026022e-08 3.694417553406351e-10 1.994598493102677e-07 2.3534855641830545e-07 -1.5089331449640302e-07 -5.174342912574804e-08 -7.299407309032333e-08 7.001996609170013e-08 -5.446660263845352e-08 5.678822941443403e-08 -3.585674279316915e-08 -7.996731141248353e-08 -8.324227721476377e-08 -5.6437172838092144e-08 3.3616818713345655e-08 4.50634355917983e-08 -2.3006412767110998e-08 -3.5295087171882424e-08 1.062120604745613e-08 -1.443259129683598e-08 4.373132780783502e-08 -3.640886730298058e-08 8.901976277768036e-07 5.744714499670743e-08 2.831161893391883e-07
age 6.82817593602481e-06 0.00024171914045252162 -5.5652644358635735e-06 3.979558820551093e-08 0.0029403376948300237 -0.00022254120875585934 5.105646188191483e-06 -3.634501116077455e-08 -7.883267730152197e-08 2.0981241210519076e-07 -1.0650024124042537e-07 1.9930026609093246e-07 1.035293780267498e-07 9.229382286368752e-08 1.1216900840400861e-07 7.257455950222234e-08 7.105921805961408e-08 -3.667786417066302e-07 -3.603548008063463e-08 5.699619997916247e-08 -1.6360098151415654e-07 -2.3830502632643578e-07 -2.081868173118949e-07 2.204569182591545e-07 1.7124915906717198e-07 -1.6747627223748103e-07 1.2288451789950227e-07 2.980192575599303e-07 8.144348235001915e-07 1.2015685171347213e-06 -4.818440340396204e-06
age2 -1.891295163630534e-07 -5.5652644358645154e-06 1.3057598932720335e-07 -9.494532355325975e-10 -6.613473837522655e-05 5.114041125435646e-06 -1.1961084830864073e-07 8.660411462152477e-10 3.617867180808656e-09 -4.467437562576167e-09 1.8325688637672215e-09 -4.824084874803683e-09 -2.6180590645189596e-09 -2.9204510116385752e-09 -2.045172308566956e-09 -1.060286681245197e-09 -1.5399442341078676e-09 8.391927059567228e-09 1.2806588037694881e-09 -1.1723278112239035e-09 3.4796595089327878e-09 4.740041491687016e-09 3.6579822180318075e-09 -4.530232384824035e-09 -4.453601352501501e-09 3.487799095045177e-09 -3.2919253430556434e-09 -6.929591861982847e-09 -7.551161304819915e-09 -2.704771545841484e-08 9.271305815562011e-08
age3 1.8529141103108215e-09 3.9795588205515924e-08 -9.49453235532575e-10 7.015647014002607e-12 4.635422379034773e-07 -3.646697237452236e-08 8.676055269704776e-10 -6.385066349712412e-12 -3.6176514282020446e-11 3.284436281852438e-11 -1.2617621261947256e-11 3.504749022496206e-11 1.8277411779728294e-11 2.563535634245135e-11 1.1901084734579108e-11 5.181823447343126e-12 1.2181122212241924e-11 -5.96809591112771e-11 -1.41109950682666e-11 6.272713620177656e-12 -2.413688107878957e-11 -2.844017633184647e-11 -2.0284508806845532e-11 2.8822850192682018e-11 3.482910966008988e-11 -2.265653661152889e-11 2.629023159349058e-11 4.9233376154989237e-11 -2.6204644376526676e-11 2.0531130084510015e-10 -5.322416480115427e-10
sex -1.541174094701997e-05 0.002940337694830045 -6.613473837523045e-05 4.635422379035327e-07 0.10214508511535339 -0.007649623880211718 0.00017471294513022955 -1.2434899640169665e-06 -9.351498671734563e-07 -7.811954729068202e-07 3.3913848021910635e-07 1.1328449820230307e-06 -1.8581873489968757e-06 -4.792461595495818e-07 1.9294494078467084e-06 -2.950817873819493e-07 -2.1272288620760416e-06 -3.1692196363524887e-06 -3.4766433206095707e-07 3.0088604174868356e-06 -2.3633150717808504e-07 -2.4796111858582466e-06 -4.519557085855848e-06 1.908360943861188e-06 1.3902584769706557e-07 -2.1196290975775884e-06 3.1269669890846308e-06 3.493008145108535e-07 1.5231045666782786e-05 2.665702144800098e-05 -4.178024916956159e-05
agesex 1.4053435289116775e-06 -0.0002225412087559206 5.11404112543743e-06 -3.646697237453722e-08 -0.00764962388021162 0.0005883832960172194 -1.3715869772595747e-05 9.923117794995176e-08 1.2207636262533018e-07 7.137313137184875e-08 -2.449341333433647e-08 -5.909885093247818e-08 1.0972170021889022e-07 -8.863797278914618e-09 -7.462442065688424e-08 3.650001826809319e-08 1.54524745547832e-07 2.4270861671738496e-07 1.1055188203763125e-08 -2.1902838112336892e-07 -1.6785099191476175e-08 1.7233465889003077e-07 2.962020286936131e-07 -9.272514957840001e-08 -8.405428576053697e-08 1.6322361570740985e-07 -2.7213299277761313e-07 -4.337939241983422e-08 -6.061518567263481e-07 -1.8471963727046588e-06 2.8732830125138253e-06
age2sex -3.941391211523794e-08 5.105646188193273e-06 -1.1961084830868552e-07 8.676055269708087e-10 0.00017471294513022527 -1.3715869772595584e-05 3.2573820919550946e-07 -2.3956197443307865e-09 -4.027028790484432e-09 -1.875878860132398e-09 3.4811572087474727e-10 1.289303368090342e-09 -2.2357232358176852e-09 1.0242401976243704e-09 7.333489341664836e-10 -1.3374913561783252e-09 -3.0489484817382664e-09 -5.3876716723880366e-09 -4.661773840361866e-10 4.651750490271718e-09 9.787691286191917e-10 -3.2670172978879078e-09 -6.345934163028255e-09 9.607506294061992e-10 3.036672861544942e-09 -4.102394662037953e-09 6.795605100308115e-09 8.38728429764569e-10 -3.89704969068066e-09 4.256160720233313e-08 -5.0166512178625536e-08
age3sex 3.694417552549731e-10 -3.634501116076875e-08 8.660411462151242e-10 -6.385066349711831e-12 -1.2434899640169208e-06 9.923117794994941e-08 -2.3956197443307592e-09 1.7894933920280143e-11 3.456105046521335e-11 1.6414941015981376e-11 3.817808690482269e-13 -1.1317437874551178e-11 1.7235014250205693e-11 -1.0955523692543432e-11 -1.216356751844479e-12 1.11544235379586e-11 1.740988941181303e-11 3.656313634821879e-11 5.138972631529051e-12 -3.008201894962576e-11 -9.094004133868499e-12 1.8884510706287852e-11 4.3755278371264225e-11 1.673151086040076e-12 -2.7425859707675377e-11 3.2178658148082765e-11 -5.216996358835687e-11 -5.027258381017768e-12 1.9087109769054507e-10 -3.408073841466607e-10 2.2773109187986529e-10
pcs.V3 1.994598493102717e-07 -7.883267730151605e-08 3.6178671808086033e-09 -3.6176514282020647e-11 -9.351498671743705e-07 1.2207636262540448e-07 -4.027028790486255e-09 3.45610504652272e-11 1.17056270624583e-06 7.977820334065535e-08 -2.7405394638589305e-08 -4.521623973236696e-09 5.553137275080834e-09 1.5931224155599894e-08 -5.798849208666329e-09 8.705856494025745e-09 6.310302100952186e-09 2.9197948899827255e-09 -7.874103795857273e-09 8.270695499851235e-09 3.383328665004827e-09 -1.1381865858637713e-08 -7.260632732363588e-09 -1.056044463669598e-08 -2.2741815432272513e-09 -8.490945862907321e-09 1.0756071013137926e-08 1.1146971307640216e-09 6.767982365119716e-09 1.875137081501689e-07 4.2440377950480216e-07
pcs.V4 2.353485564182647e-07 2.0981241210511643e-07 -4.467437562574573e-09 3.284436281851372e-11 -7.811954729100607e-07 7.137313137208647e-08 -1.8758788601376737e-09 1.6414941016017746e-11 7.977820334065537e-08 1.2375758871494347e-06 2.4454400071556404e-08 -4.618142957792437e-10 1.5549448827391854e-08 -2.146320131277698e-08 -4.24536856379678e-09 1.97556318540042e-08 -2.730210116045594e-09 -5.171697765690324e-09 1.2716327899782701e-08 -7.107975397848733e-09 -5.413608293739392e-09 1.3153263778121898e-08 1.1847624245346505e-08 6.428584110598608e-09 5.350934953111717e-09 -5.42210985624336e-09 -4.266043994536676e-09 3.09866567801448e-09 -2.0281458329998064e-07 -1.1508120531600465e-07 1.0608442145468504e-07
