 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002810576442415085 0.0009903044425618771 -3.016101123531705e-05 2.912077916799411e-07 -0.0038995319422024436 0.0003955027416374817 -1.2530601361564873e-05 1.2457896386983708e-07 -2.540624573306327e-06 2.6769179068408497e-06 7.401541346242068e-07 9.449967732736666e-07 1.415665863449954e-06 -8.885147845179061e-07 2.442026195524687e-06 1.627056866359254e-08 -2.093302772973148e-07 -1.7697686500766482e-07 7.583391100196596e-09 -1.5491290292363411e-06 -1.974419733540882e-07 1.5472432536197622e-06 1.2684980137864668e-06 5.169772788095989e-07 -1.989969545305397e-06 -4.0431364775828025e-07 -1.3694723272363722e-06 -2.2697450084299135e-06 -2.6462141467815556e-06 -2.736973642331928e-05 3.701501962887911e-05 3.0655349989624346e-06
age 0.0009903044425589504 0.002066717493082253 -5.682293553151941e-05 4.881951182324363e-07 0.022023734332700266 -0.001956964970069959 5.374480860782568e-05 -4.612476279074587e-07 -1.6793999740742576e-06 8.389713937461644e-07 -9.785191337899225e-07 1.6879691935410778e-06 7.727665187449224e-08 -7.755475533538613e-08 1.49640684169552e-06 8.778981010660916e-07 3.4970940659233786e-07 -1.9707705480789178e-06 8.024478795611198e-07 4.7213218502121195e-07 -6.471871644704904e-07 2.430662324015636e-07 5.303430804368898e-07 1.0726724493524977e-06 -1.6801955929999757e-06 1.1714835836868185e-07 -1.2705495897458321e-06 2.946722525325226e-07 9.042329217513554e-06 -6.969533454680597e-06 3.746692334822735e-05 -3.161696371087636e-05
age2 -3.0161011235216274e-05 -5.682293553141511e-05 1.5824676505299371e-06 -1.3757945648617215e-08 -0.0005962395428636712 5.3689468020664637e-05 -1.4934983709015573e-06 1.2969649259113816e-08 4.71414607528029e-08 -1.8618411767761444e-08 2.2787873359940124e-08 -4.6961721514783646e-08 -4.105821862234929e-09 8.714233356462391e-10 -4.026880905953291e-08 -1.9961362857602673e-08 -1.0567455826353515e-08 4.8151851859009625e-08 -2.355905324550436e-08 -1.1398096180129068e-08 1.4360583661054707e-08 -1.404623201170331e-08 -1.7534409150462292e-08 -2.0925129681374477e-08 4.854057322657855e-08 -4.534705817090532e-09 3.9135820985011136e-08 -4.115938441622472e-09 -2.416185875124254e-07 1.0345457078327697e-07 -1.1030369704766717e-06 9.82337001974713e-07
age3 2.9120779167911354e-07 4.88195118231756e-07 -1.3757945648621752e-08 1.2105174837652087e-10 5.055273639866205e-06 -4.603587718319862e-07 1.2958460252403843e-08 -1.1388118549117369e-10 -4.070408703628092e-10 1.4697105499120462e-10 -1.629086248671222e-10 4.0678665230319127e-10 5.067256769936515e-11 -8.543266667809605e-12 3.388631144200117e-10 1.4646964845441872e-10 1.0206611391096202e-10 -3.5784430219912697e-10 2.0315464251100488e-10 7.658026091343864e-11 -1.0471278449880378e-10 1.7224685236170782e-10 1.68097861084916e-10 1.1862971140142134e-10 -4.351860060284976e-10 4.6572774215554226e-11 -3.619991877669673e-10 7.180107320243021e-13 2.183939784364926e-09 -6.188400363709028e-10 9.872516611796792e-09 -8.833004028356142e-09
sex -0.0038995319422763675 0.022023734332622953 -0.0005962395428615998 5.055273639848798e-06 0.6509205269372053 -0.05763475236085562 0.0015836019112538398 -1.3643615732606604e-05 -4.037161593054085e-06 1.91315535929146e-07 4.190514551849776e-06 1.2080432487550153e-05 -2.810505236012185e-05 2.742979673496221e-05 -1.5442486695766278e-05 8.471936307237625e-06 -6.8098223238479615e-06 -1.8069820489394474e-05 1.4553504082951063e-05 2.7120740408888742e-05 -2.6766678569837606e-06 5.131049767766799e-06 -1.3121113406684266e-05 -6.046028991989362e-06 3.0335341696608073e-06 1.311277161324247e-05 4.230202606847924e-06 2.4765460464446538e-05 0.0003545712387960644 0.0005475388726614772 0.00018786494397680765 -0.0013529054393321843
agesex 0.00039550274164358443 -0.0019569649700616728 5.368946802043685e-05 -4.60358771830047e-07 -0.057634752360850666 0.00518266518736202 -0.0001442879157885636 1.257101889719583e-06 3.611411232681283e-07 -1.628622175512104e-08 -3.63073278226746e-07 -1.0080595750988739e-06 2.3933465906799763e-06 -2.689105988601297e-06 1.7842619211619085e-06 -6.43600337613263e-07 4.4599252252542346e-07 1.4102203241009315e-06 -1.3584998401165732e-06 -2.5232755581666013e-06 9.236076214708529e-08 -5.544824274507551e-07 9.069048801499159e-07 1.0552484266414748e-06 -4.234006657540661e-07 -1.356558178457139e-06 -3.1403960039178223e-07 -2.34689115554121e-06 -3.0458224974401706e-05 -5.3851685524999935e-05 -1.0333324470702686e-05 0.00011751705030299784
age2sex -1.2530601361761676e-05 5.3744808607484104e-05 -1.4934983708922901e-06 1.2958460252325924e-08 0.0015836019112535585 -0.0001442879157885506 4.068762645409799e-06 -3.5869981416895495e-08 -8.24238208826819e-09 -3.4717167328699427e-10 9.319128098106547e-09 2.853660694407528e-08 -6.489535745254076e-08 7.781408902276918e-08 -5.897576342909732e-08 1.5166457049920127e-08 -6.400226425822224e-09 -3.1417489088165935e-08 3.5975540404879297e-08 7.218716874756786e-08 -1.2803621408049463e-09 1.8217135862280864e-08 -2.1644762553427455e-08 -4.1574390503517026e-08 1.4053746525212915e-08 4.1738026751383884e-08 6.591392909679617e-09 6.774687207770383e-08 8.481278323040653e-07 1.5841071467040564e-06 1.66045557955075e-07 -3.1566455485366187e-06
age3sex 1.2457896387067847e-07 -4.6124762790701056e-07 1.296964925910106e-08 -1.1388118549106003e-10 -1.3643615732602864e-05 1.2571018897193548e-06 -3.5869981416892306e-08 3.1998962998002737e-10 3.643582804156381e-11 2.5731111473058404e-11 -7.47655484336992e-11 -2.597945033662023e-10 5.56001608554312e-10 -6.738844203645956e-10 5.933256175138064e-10 -1.2564537919291455e-10 3.008634961093986e-12 2.032886974155218e-10 -2.906340504619448e-10 -6.375456670956061e-10 1.6682899896905764e-11 -1.5565969740244002e-10 1.6563308714057444e-10 4.468862020358742e-10 -1.3881784643591098e-10 -3.9442879940249827e-10 -5.0725273811094955e-11 -6.194957370583963e-10 -7.702568562018124e-09 -1.387481712270604e-08 -6.773759377181695e-10 2.6340140832357236e-08
pcs.V3 -2.5406245733053155e-06 -1.6793999740768546e-06 4.714146075287405e-08 -4.070408703634193e-10 -4.037161593158522e-06 3.6114112327740463e-07 -8.242382088523289e-09 3.643582804376072e-11 2.4257782427995608e-06 1.2228922223910483e-07 -8.22980174269542e-08 6.654618822111379e-09 4.940146325991495e-08 5.008769869137895e-08 4.637621759860757e-08 6.406431083558457e-08 -2.2190936314847906e-08 2.629503715919006e-08 -3.389903000288123e-08 -1.1050426374958227e-08 2.580590499452461e-08 -1.0743575351576283e-08 -4.728228707715302e-08 3.155644952441275e-08 9.758679720753126e-09 -2.0582475935050243e-08 4.267510226043042e-08 5.969122423462289e-09 1.9922131934093735e-07 5.776961154336318e-07 -4.005341663537356e-07 9.543042218304869e-07
pcs.V4 2.676917906840868e-06 8.389713937470706e-07 -1.8618411767785402e-08 1.469710549914025e-10 1.9131553595545388e-07 -1.6286221757365333e-08 -3.471716732278825e-10 2.5731111472571738e-11 1.2228922223910475e-07 2.4505596739654935e-06 5.2842404980933193e-08 2.0991204561054224e-08 2.7930249248574043e-08 -3.1712322469964203e-08 -5.695831414873656e-08 3.142224663734842e-08 -6.9064891986845996e-09 -2.1887981719872908e-08 4.4117254318457044e-08 -7.982724122624363e-08 -6.473063686577669e-08 4.837538867678174e-08 5.3820851122494065e-08 8.541990447220269e-09 5.807335862384413e-08 3.068948178159743e-09 -2.349786608361119e-08 6.950411558553705e-09 -6.857721016016759e-07 -9.298772272985244e-07 1.3945790433071058e-06 7.043067121554867e-08
pcs.V5 7.401541346235101e-07 -9.785191337934662e-07 2.2787873360035948e-08 -1.6290862486793217e-10 4.19051455178377e-06 -3.6307327822099324e-07 9.31912809795131e-09 -7.476554843238696e-11 -8.229801742695263e-08 5.2842404980932955e-08 2.37906084965663e-06 -1.1164505534133526e-08 1.7072542237775515e-08 -2.4212057967626702e-08 1.5429333515498881e-09 -4.1612922984207754e-08 2.856435152653591e-08 2.58162046419116e-08 -2.5270197060480205e-09 4.608676798732787e-10 -2.7055118242975667e-08 -2.1767165318284477e-08 -7.272091114244594e-08 -5.988207634302719e-08 5.00340610344054e-08 5.1734280906832714e-08 7.369225618956429e-08 4.212407898454208e-08 -5.031870613773486e-07 -4.860156890044447e-07 -9.958501776725264e-08 5.214747473184086e-09
pcs.V6 9.449967732719958e-07 1.6879691935433472e-06 -4.696172151484647e-08 4.067866523037359e-10 1.2080432487658385e-05 -1.0080595751086268e-06 2.853660694434753e-08 -2.59794503368582e-10 6.654618822112392e-09 2.0991204561053767e-08 -1.116450553413141e-08 2.337799223882263e-06 -5.45104406395926e-09 1.0607367639132449e-08 1.2047189866587938e-08 -4.4909983399619935e-08 2.9613791378700982e-08 -5.314411290858499e-08 -2.111947915554378e-08 -3.596879164104761e-08 4.8037525084771215e-09 2.082405749241763e-08 -1.78035226990502e-08 3.097255521285971e-08 9.310385294210666e-09 1.5998730074366406e-08 -7.580081032603539e-08 8.804085697885481e-09 -3.8919184230672367e-07 7.19310017600203e-07 -7.053721580535118e-07 -1.2004988791264754e-06
