 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.03013341859345764 0.011170963565755428 -0.00036033654948450765 3.6929582101615053e-06 0.05141444761597103 -0.005282907408588084 0.00017173888385169634 -1.7791123039712024e-06 5.811214844815247e-06 3.6099053338012543e-06 1.7134196619906536e-06 -6.60493147351058e-06 3.0274501793235865e-06 -1.2934101784190224e-05 3.6460574657454215e-06 2.135284201835523e-06 -3.227599680407033e-06 -3.011010842008535e-06 -2.2228484597606056e-05 -6.607583877146506e-06 -3.880279601901771e-06 2.4174857665105284e-07 3.816485452408301e-07 -8.852122123803134e-08 6.3852928355086586e-06 -1.0435687227658695e-06 1.7433340832061915e-05 -9.96242363701635e-06 -0.00013268469507866202 3.951912785083612e-05 -0.00022380226072333487 9.712012753297962e-05 -9.60157081514873e-05 0.0004083529027102645 -5.2402339973106996e-05
age 0.01117096356569282 0.008590998438737415 -0.00025909195495151053 2.473443874920573e-06 0.08458885450317902 -0.008122604066936228 0.00024473500193527447 -2.3350713020840834e-06 4.516352601076314e-06 -1.3242260922347994e-06 -6.095908292300266e-06 5.231263772941766e-07 8.343435668138493e-07 3.733808013154015e-08 1.7917825991626661e-06 3.447606225225006e-07 1.7405674854968412e-07 -4.1717375565604644e-06 -5.193738838067672e-06 1.5701338675561575e-06 -8.57306153698018e-07 -1.3605330576262944e-06 4.344096104920814e-07 9.262274400142033e-07 6.852393057027079e-07 -3.406943694264905e-06 2.992431078856071e-06 -4.974520005890915e-07 -7.72349122944519e-06 1.35120366652883e-06 -0.00010357050393881921 0.00011078211414349756 -9.810691295842518e-05 0.00021052442999459748 -8.507960702126503e-05
age2 -0.00036033654948353734 -0.0002590919549526343 7.900775506674163e-06 -7.622363532879362e-08 -0.002524563719685612 0.0002450869294922925 -7.4656047730104104e-06 7.197862994263486e-08 -1.5515369763527778e-07 6.522452016652225e-08 1.7054302281402182e-07 -4.728382680347903e-09 -2.268597460880482e-08 5.888885380441728e-10 -3.691637186110304e-08 1.7818429770220927e-09 -5.924928095573337e-09 1.073844437669818e-07 1.9492440318124574e-07 -4.528837684064652e-08 1.6684153612656818e-08 2.7497146283344507e-08 -7.925205890085002e-09 -4.986575286061584e-09 -3.4692819459015886e-08 9.413619976022837e-08 -1.1419831976339495e-07 3.736842097447428e-08 4.3371052614078835e-07 1.4173990849599304e-07 2.930418454683366e-06 -3.3450541871747064e-06 2.4160112926742036e-06 -6.368891367615727e-06 2.6702608774832475e-06
age3 3.6929582101469347e-06 2.473443874922896e-06 -7.622363532858079e-08 7.432664621768942e-10 2.3896347554108655e-05 -2.3426359011740474e-06 7.210625091605986e-08 -7.025982495597975e-10 1.6457321958500332e-09 -7.685091558958455e-10 -1.513746992382229e-09 -7.91544657631895e-11 1.646231233483156e-10 -6.603232485427343e-11 2.0425137398299014e-10 -6.75037435907218e-11 7.174487787421236e-11 -8.386499847505205e-10 -2.2279727110642253e-09 3.9770538328487924e-10 -9.259905822658574e-11 -1.9975709556504245e-10 2.1607702268738026e-11 -1.4360784624382838e-10 5.022469048334448e-10 -8.158516700563597e-10 1.3748528630419068e-09 -5.367232235604546e-10 -5.47069630695025e-09 -2.786958847129069e-09 -2.800615277222623e-08 3.1086343726729445e-08 -1.8879287979530985e-08 6.067448047688875e-08 -2.4902742829720188e-08
sex 0.05141444761509241 0.08458885450267464 -0.0025245637196707345 2.3896347553970094e-05 1.7856367685567298 -0.16785708186179654 0.0049447467325996804 -4.60495287213099e-05 7.191721912047812e-05 -4.1124377880969694e-05 -6.442045666714084e-05 2.157616475566979e-05 -6.623247457648968e-05 0.0001228332701350296 -1.4872200950007898e-05 1.7408861953317112e-05 1.2329301668876458e-05 1.4986628188528942e-05 2.467921436164966e-05 8.026720742839745e-05 7.878531388934155e-06 -3.085540753415967e-05 -4.2738893956184146e-05 -6.417023130044464e-05 -3.6429407932312793e-06 -2.2091449506576986e-05 2.69530201127991e-05 5.315830389809094e-05 0.0013638859871774542 -0.0017519193773446987 0.0016213486444568157 0.0013034869371542196 0.0009579258149156548 -0.0005692507201352488 -0.0032888274698178533
agesex -0.005282907408545528 -0.008122604066940669 0.0002450869294923478 -2.342635901173692e-06 -0.16785708186179144 0.015980888069038773 -0.00047614164250002196 4.479273143118893e-06 -7.164402979242929e-06 4.457967366759488e-06 6.653811748465831e-06 -2.130392929845564e-06 6.0346677485082286e-06 -1.2068268582513137e-05 2.1118311939471423e-06 -1.195285233542362e-06 -1.9519466080304538e-06 -1.7253184533972595e-06 -1.266384958939697e-06 -7.882977735457435e-06 -1.5628259382398564e-06 2.596326766684432e-06 3.592431706755564e-06 7.022693651746317e-06 -5.752638851817374e-07 2.1172167883127993e-06 -2.599860920638878e-06 -4.7654536229316795e-06 -0.0001254731074276691 0.00016517983008453572 -0.00014229755994455751 -0.00014913536844143115 -6.630695885496294e-05 4.307420899899715e-05 0.0002997842299444945
age2sex 0.00017173888384982704 0.0002447350019347047 -7.465604772992371e-06 7.210625091587694e-08 0.004944746732599396 -0.00047614164250000987 1.4348588246778684e-05 -1.364589277970252e-07 2.2507796239335058e-07 -1.5356612592266038e-07 -2.1271890056650463e-07 6.69820851683778e-08 -1.7782926237217995e-07 3.6771987806524795e-07 -8.138744342629459e-08 2.2305125497182235e-08 8.074308181537247e-08 6.389098555178787e-08 -3.722344411849603e-09 2.409038689160219e-07 6.773122810886036e-08 -6.776447167995417e-08 -9.961823051235419e-08 -2.3172703992951705e-07 4.247051853579884e-08 -6.687968261568763e-08 8.066297050378289e-08 1.316220803946927e-07 3.6331038192597854e-06 -4.810952062617973e-06 3.773898383222634e-06 4.76488468927902e-06 1.6302653918097472e-06 -9.693969941658566e-07 -8.40047016593462e-06
age3sex -1.7791123039659476e-06 -2.3350713020940937e-06 7.197862994289637e-08 -7.025982495618416e-10 -4.604952872130663e-05 4.479273143118728e-06 -1.364589277970237e-07 1.3122839020887056e-09 -2.270286748149998e-09 1.6579661451771472e-09 2.1389424457346535e-09 -6.453308491489457e-10 1.677570547235279e-09 -3.4976185751773576e-09 9.537695391899955e-10 -1.042345448886663e-10 -9.45203944070665e-10 -7.287244287031042e-10 4.4520678700965004e-10 -2.31251976453927e-09 -8.155074148215225e-10 6.138338073460325e-10 8.368742299234066e-10 2.3308942508812738e-09 -6.619259502423891e-10 6.533075905341602e-10 -8.831055464348171e-10 -1.1536558976190918e-09 -3.336927646759303e-08 4.409823918818521e-08 -2.8911291833788614e-08 -4.469668931507808e-08 -1.4887318462451632e-08 5.836362979012102e-09 7.250208169122469e-08
pcs.V3 5.811214844783809e-06 4.516352601064483e-06 -1.5515369763491552e-07 1.6457321958464643e-09 7.191721912043604e-05 -7.164402979239208e-06 2.250779623932473e-07 -2.2702867481490695e-09 3.785532559289384e-06 1.2687475894602772e-07 -5.5821702385550306e-08 -6.085232419179598e-08 1.2034071100097228e-07 9.599618035526032e-08 5.795143660509604e-09 8.551701996113664e-08 -8.914474669123197e-08 1.3179893538901775e-07 -1.0137630345269751e-07 -3.7246204948307376e-08 5.479103986688485e-08 -1.599670678903847e-08 -1.571106999366216e-07 4.980728905102368e-08 4.7101650251896165e-08 -3.9085222631644155e-08 1.277089576916329e-07 6.729956011187211e-08 -1.775470421522053e-07 -4.262315031023574e-06 -2.4781899616287557e-06 1.8604145649519502e-06 8.147325806333603e-06 4.8191392145272665e-06 2.3537821167968904e-06
pcs.V4 3.6099053338253876e-06 -1.3242260922223522e-06 6.522452016611368e-08 -7.685091558915504e-10 -4.112437788062412e-05 4.457967366726509e-06 -1.5356612592167412e-07 1.6579661451678162e-09 1.268747589460422e-07 3.5777831748911977e-06 4.370950496544518e-08 3.995087506771116e-08 8.698993564721724e-08 -3.100201614456341e-08 -9.999215698055484e-08 1.6400425139771618e-08 9.51482955005367e-08 -5.452147801876911e-08 2.9024074516128323e-08 -1.1090028653259063e-07 -2.0907632195021602e-07 8.263468494376618e-08 1.0749733716369338e-07 7.284084656219462e-08 1.2950815414536642e-07 7.384679444603583e-08 -4.683717511923797e-08 4.0553011019231115e-08 -1.2181305434474104e-06 -2.162362257892975e-06 -5.727549046092281e-07 2.157623585034343e-06 9.039398341134592e-07 2.2346305202292807e-06 -2.6100389067826537e-06
pcs.V5 1.713419662020581e-06 -6.0959082922944095e-06 1.7054302281380064e-07 -1.5137469923796163e-09 -6.44204566669917e-05 6.653811748451797e-06 -2.127189005660892e-07 2.1389424457307393e-09 -5.582170238554381e-08 4.370950496545625e-08 3.263140816134081e-06 6.371344215184405e-08 2.517929159143477e-08 -7.112759044275218e-09 -3.871278017790742e-08 -8.469085268494378e-08 1.9517092616531104e-08 1.019075611653689e-07 -3.239211187136674e-08 -3.5832728800365224e-08 -2.6157774175984322e-08 -6.947527425245857e-08 -1.2299119730615637e-07 -1.6810575638237854e-07 1.1514496439485062e-07 1.1870678895299676e-07 7.946739019029427e-08 4.0653135264311437e-08 -4.700009005079112e-07 -4.0826550865485095e-06 -1.5663202768270298e-06 3.099804369870229e-06 5.402156760110005e-07 6.691005510975111e-07 8.452536961933321e-07
