(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband paternal gpp gmp
(Intercept) 0.00705678417246251 0.00507516013701729 3.76345342817119e-05 -0.000101653565123826 0.000294148290645738 -1.60706844266801e-05 0.000232921466900842 -3.87477187585842e-05 -0.000321339443201248
covarage 0.00507516013701729 0.00505764046777536 0.000185176402326407 -2.18521553104186e-05 0.000230565892398313 3.70062708778288e-05 0.000170097599358871 0.000141821779673308 -0.000380376005457397
covarsex 3.76345342817119e-05 0.000185176402326407 0.00154228508194172 -1.39386068674656e-05 1.47528880812913e-05 3.84065179623129e-05 3.42146879432298e-05 -0.000135521265816596 0.000125102261699733
covarpcs.V3 -0.000101653565123826 -2.18521553104186e-05 -1.39386068674656e-05 0.00168806736322445 0.000162668070005631 2.47148190116741e-05 -0.000164420995670425 4.79779426581685e-06 0.000344691013172541
covarpcs.V4 0.000294148290645738 0.000230565892398313 1.47528880812913e-05 0.000162668070005631 0.00146857693027891 -4.19114509171487e-05 -7.3425487188463e-05 3.36934324209779e-05 8.06915045261515e-05
proband -1.60706844266801e-05 3.70062708778288e-05 3.84065179623129e-05 2.47148190116741e-05 -4.19114509171487e-05 0.00226502544224016 -0.00114179655622133 8.59561435590962e-06 -0.000131097701543205
paternal 0.000232921466900842 0.000170097599358871 3.42146879432298e-05 -0.000164420995670425 -7.3425487188463e-05 -0.00114179655622133 0.0107009357892482 -0.00905089862097494 -0.00697844107050891
gpp -3.87477187585842e-05 0.000141821779673308 -0.000135521265816596 4.79779426581685e-06 3.36934324209779e-05 8.59561435590962e-06 -0.00905089862097494 0.030990823195546 -0.01373780771225
gmp -0.000321339443201248 -0.000380376005457397 0.000125102261699733 0.000344691013172541 8.06915045261515e-05 -0.000131097701543205 -0.00697844107050891 -0.01373780771225 0.0273278931173048
