 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0018030262306222592 0.0006333124400069305 -1.934978280620908e-05 1.874914161589655e-07 -0.0022157895316666978 0.00022478908821014462 -7.127126759626491e-06 7.093201876658304e-08 -1.5088881118991687e-06 1.8850271430570367e-06 4.1755618825706463e-07 4.6913623815169104e-07 9.054261869732059e-07 -4.3510208750109985e-07 1.494407022160336e-06 6.080933979109321e-08 -1.6691418751144495e-07 -6.582769061914125e-08 -1.6075512836019538e-08 -1.0251748593909058e-06 -1.8654274993254108e-07 9.078205263621778e-07 8.670835090292663e-07 3.736545607964062e-07 -1.2877394046456153e-06 -1.7850537385647713e-07 -8.344523710849763e-07 -1.3007790588052013e-06 -1.6003592263791189e-06 -1.712920950980575e-05 2.2534923152782558e-05 2.4135448206876504e-06
age 0.0006333124400035014 0.0012851219427348572 -3.539350295803282e-05 3.046431521712662e-07 0.0135533128218866 -0.0012052886485987816 3.3137626710354685e-05 -2.848054626479683e-07 -9.67250971111074e-07 5.317286867646236e-07 -6.226467151342143e-07 9.236754339400138e-07 7.789548231796104e-08 -1.088748553378609e-07 9.348460016282888e-07 5.947932111995971e-07 1.6178164692422547e-07 -1.1490437785528808e-06 5.374854772219158e-07 2.1336407283458665e-07 -4.700302466782867e-07 1.4620900939788607e-07 4.2855733752909336e-07 5.929217326413102e-07 -1.0752890797750425e-06 8.874002505872132e-08 -7.792576099515789e-07 2.0675938226589885e-07 5.657563399421601e-06 -5.082083957949051e-06 2.1653454607805875e-05 -1.690925136509201e-05
age2 -1.9349782806106646e-05 -3.5393502958009e-05 9.87520353106337e-07 -8.60268608699449e-09 -0.000367299752630165 3.310044534580296e-05 -9.217784763065388e-07 8.016573322258133e-09 2.7232233866991608e-08 -1.1924561190971592e-08 1.4453796407263504e-08 -2.5648866766474476e-08 -3.597704737151813e-09 2.3000938550478867e-09 -2.5188591932904936e-08 -1.3728384323213175e-08 -4.9118763181903285e-09 2.7712901569822823e-08 -1.570108648152671e-08 -4.7990717484291205e-09 1.0815117388112555e-08 -8.393099817531947e-09 -1.3684453772313293e-08 -1.1005924685924761e-08 3.102889435976682e-08 -3.2597679508069027e-09 2.398547564417218e-08 -3.3043123112108773e-09 -1.5298219306735137e-07 8.465195966558104e-08 -6.31466373615277e-07 5.295911000806761e-07
age3 1.8749141615803776e-07 3.046431521709689e-07 -8.602686086992476e-09 7.58571549722852e-11 3.118045284926495e-06 -2.841729601968152e-07 8.00801125763839e-09 -7.048120229853865e-11 -2.3604341576259374e-10 9.578431148831018e-11 -1.0365720051083429e-10 2.2141962261679299e-10 4.2372022622130134e-11 -2.0450107674372476e-11 2.1219757464164538e-10 1.015065553977727e-10 4.7371324622022814e-11 -2.0186229500856778e-10 1.3470997078530303e-10 2.7775457907796218e-11 -8.088235071959798e-11 1.0281439465857651e-10 1.2888095158059542e-10 5.770205065422965e-11 -2.783661694515632e-10 3.366524988846403e-11 -2.2206854236511156e-10 7.573577869746906e-12 1.3986891944034558e-09 -5.544537664613866e-10 5.608095093362362e-09 -4.77318239420151e-09
sex -0.0022157895317526047 0.013553312821827644 -0.0003672997526284552 3.118045284910956e-06 0.3967624186231948 -0.035141850783239635 0.0009659560742746877 -8.326480121682498e-06 -2.239650059313993e-06 -4.1794639235053786e-07 2.6560292867515188e-06 7.530623270448091e-06 -1.6943319620012823e-05 1.5049301184965109e-05 -8.523742803537972e-06 4.765138020605203e-06 -4.464940664663015e-06 -1.0988291900280049e-05 8.152831341251957e-06 1.5477847873156603e-05 -1.7541124019824492e-06 3.0788865389876044e-06 -6.579134035550213e-06 -4.587734434871068e-06 7.891596913530242e-07 7.667829632443051e-06 2.8092515405290796e-06 1.449863291011904e-05 0.00021416260685979375 0.0003577246921716707 6.325437653219442e-05 -0.0008380280795276139
agesex 0.00022478908822011676 -0.0012052886485884977 3.310044534551721e-05 -2.841729601943279e-07 -0.03514185078323937 0.0031608694736345033 -8.803144662181486e-05 7.673457922851729e-07 2.1537494051328402e-07 4.799235048509576e-08 -2.2480924893771263e-07 -6.267715400265044e-07 1.435488947918245e-06 -1.4841859650723296e-06 1.007929439010443e-06 -3.619551132161038e-07 3.146909173299657e-07 8.475243843836772e-07 -7.62952536385639e-07 -1.4386002647487195e-06 6.635539868517461e-08 -3.3226123515246685e-07 4.2234229250943204e-07 7.340259341809521e-07 -1.676048715980677e-07 -7.877507411100221e-07 -2.0935594283293272e-07 -1.3611134796292509e-06 -1.8638827615413494e-05 -3.444847120303741e-05 -1.910207988067157e-06 7.23822712972183e-05
age2sex -7.127126759894931e-06 3.313762671005894e-05 -9.217784762982948e-07 8.008011257566627e-09 0.0009659560742746642 -8.803144662181337e-05 2.4832097642981302e-06 -2.1902403210329123e-08 -5.371897326476316e-09 -2.1919457797606126e-09 5.540076195948448e-09 1.7608319742902866e-08 -3.870177079714289e-08 4.297535859875325e-08 -3.373564335071946e-08 8.406110150218383e-09 -5.440216376150787e-09 -1.839443752400057e-08 2.0060353208725246e-08 4.1257888466723434e-08 -8.513756648490274e-10 1.0996813572753624e-08 -9.495342158860783e-09 -2.795201361098231e-08 6.1613324349898505e-09 2.4408964730855267e-08 4.365396576611599e-09 3.8999482825265324e-08 5.258427230287723e-07 9.989205153210465e-07 -1.7515548616747057e-08 -1.9361052296740915e-06
age3sex 7.093201876895828e-08 -2.8480546264540075e-07 8.016573322186575e-09 -7.048120229791536e-11 -8.326480121682069e-06 7.673457922851399e-07 -2.190240321032856e-08 1.954832600512878e-10 3.031927198941597e-11 3.683968409556586e-11 -4.2239366927655744e-11 -1.590830946361322e-10 3.2929962228124414e-10 -3.701854449888839e-10 3.4257163503290135e-10 -6.800990640789825e-11 1.8844975643298594e-11 1.1308283873556394e-10 -1.6111479589198541e-10 -3.661361095910373e-10 8.500064625891577e-12 -9.454874157611286e-11 6.939471361441045e-11 2.955236537504913e-10 -6.481006909575716e-11 -2.3275620730902136e-10 -3.24899066443582e-11 -3.5517006734965586e-10 -4.832688704454596e-09 -8.678781703098024e-09 6.073728316759612e-10 1.6122854066683722e-08
pcs.V3 -1.5088881118983746e-06 -9.672509711131885e-07 2.7232233867052012e-08 -2.36043415763132e-10 -2.2396500593862734e-06 2.1537494051997008e-07 -5.371897326667791e-09 3.031927199112977e-11 1.5257435184036205e-06 7.49186095250617e-08 -5.25130212826751e-08 1.7469460649857003e-09 2.665297584765681e-08 3.0145991881979566e-08 3.1253357559079815e-08 4.232792559099723e-08 -1.593399971409566e-08 1.937398046335823e-08 -2.3065317948847244e-08 -5.167066508012015e-09 1.509660538101353e-08 -8.349853331209324e-09 -2.694152140219763e-08 1.9628262398846347e-08 4.750031116686053e-09 -1.1823620834672265e-08 2.722159445289861e-08 8.227682314199528e-10 9.146139857917253e-08 3.7830429384348896e-07 -3.5042312001858017e-07 7.168494740516343e-07
pcs.V4 1.885027143057026e-06 5.317286867677074e-07 -1.192456119105874e-08 9.578431148907929e-11 -4.17946392273009e-07 4.799235047796832e-08 -2.1919457795578073e-09 3.683968409376232e-11 7.491860952506078e-08 1.5328816085719054e-06 3.1757364577836633e-08 1.688707844142961e-08 1.612392223200982e-08 -1.3469125457615239e-08 -3.60815237132715e-08 1.80282164012533e-08 -3.2018572290106446e-09 -1.584637112278883e-08 2.7289474636872158e-08 -4.9272929132377215e-08 -3.902929763135262e-08 2.983197435066678e-08 3.673561124875937e-08 7.038423555701016e-09 3.4563101081617175e-08 2.539577438260852e-09 -1.581997386185605e-08 4.682722605570373e-09 -4.2155245569932493e-07 -5.873176452066206e-07 9.062933513504644e-07 2.6581130164360063e-08
