 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011502464729159893 0.004317649487123783 -0.00013625189279937888 1.364757936480709e-06 0.013310476802780745 -0.001294783450530269 3.9523228880978746e-05 -3.833133405692116e-07 -5.160992149594166e-07 2.8521003237577995e-06 2.75340561086051e-06 -1.2158046302646643e-06 1.281932389285827e-06 -1.1055161873877045e-05 -2.7804976209683244e-06 -1.683454476974169e-06 -1.2605711645379462e-06 -5.109192945280398e-06 -1.2846453045030204e-05 -5.357131514806151e-06 -7.997762831325302e-09 3.2248336744210605e-06 4.439803614156652e-06 -1.4141353945202921e-06 -6.661045726295932e-07 -5.339218729201127e-06 9.201351553160366e-06 -5.377363482537183e-06 -4.690201428632796e-05 7.946029455434445e-05 6.851125816415022e-05 -9.617721800923798e-05
age 0.004317649487147104 0.005035903744309366 -0.00014562159331779064 1.32458651594221e-06 0.052154066110225085 -0.004829607763603329 0.00013942412827753803 -1.2663316808728194e-06 -6.684041118124795e-07 4.498178838834819e-07 -3.296341006612619e-06 8.392274229521631e-07 9.031582672521304e-07 -6.770625209351267e-07 3.1517722936421453e-07 -8.321677716684592e-07 -1.0808039427198302e-06 -5.893044921010251e-06 -1.9750257740464215e-06 8.263575645897093e-07 4.519058052233334e-07 5.364268183671864e-08 1.9903129089151755e-06 8.753184978496085e-07 -3.3160350187017446e-06 -3.90804545251322e-06 1.1162353684978688e-06 1.599575355696795e-06 3.0418940245397743e-06 5.513303309933176e-05 4.447567826486041e-05 -7.922795980006101e-05
age2 -0.0001362518928000534 -0.00014562159331772762 4.262506064793114e-06 -3.922776859608286e-08 -0.0014885794667949712 0.00013951542991413976 -4.076277730692193e-06 3.745379165475551e-08 9.628123154680665e-09 4.553768260680862e-09 8.298360186861035e-08 -2.0817360465098045e-08 -2.6839920697333918e-08 2.9442413460985885e-08 7.717081464432293e-09 4.059542778224444e-08 3.023329300191542e-08 1.6507486676955432e-07 7.521290328701615e-08 -1.9724738572315283e-08 -2.4784197308174663e-08 -1.4893867051309398e-08 -5.97894826181666e-08 -1.1949482144062313e-08 8.096527801369581e-08 1.1164024767812308e-07 -4.166570510703802e-08 -2.560972887864486e-08 -2.6489321279681343e-09 -1.3882903567015693e-06 -1.510836042273843e-06 1.9951032071552036e-06
age3 1.3647579364859345e-06 1.32458651594044e-06 -3.922776859604629e-08 3.65404201344097e-10 1.3383452737907597e-05 -1.2678141548483518e-06 3.7471849970620124e-08 -3.484528423225569e-10 8.12879300235897e-12 -1.4148320031043814e-10 -6.461165448144655e-10 1.542016590278827e-10 2.3554234622892564e-10 -3.820767365187906e-10 -2.278687033878601e-10 -4.999032614373999e-10 -2.409939794856675e-10 -1.449203422488044e-09 -8.858829844011939e-10 1.338896794265429e-10 3.2430400572772844e-10 2.2266056343364494e-10 5.633682631030657e-10 -8.090449601048468e-12 -5.806514182084351e-10 -1.0193978981707788e-09 4.990116997169544e-10 6.343814755545652e-11 -9.818278121555434e-10 1.1497463308546547e-08 1.5159991204098808e-08 -1.597294335951715e-08
sex 0.013310476803519575 0.052154066110834306 -0.0014885794668122226 1.338345273806046e-05 1.1715367109583243 -0.10694281157300718 0.003046676045294795 -2.7321972706130338e-05 1.885955286826314e-05 5.1977290992781775e-06 -1.719936687790992e-05 1.0303375422910984e-05 -2.0064574422645737e-05 6.071794584393823e-05 -9.887615543257306e-06 -1.4618781830177911e-05 -5.773467096987365e-06 -2.0494848701480873e-05 3.227019496582918e-05 5.538552641724545e-05 1.6269175908206312e-05 -1.4755643936149217e-05 -2.3374055466126765e-05 -1.6270112210723367e-05 -2.067780671751728e-05 -3.648861468689224e-05 1.034198464779315e-05 6.446939340291491e-05 0.0006189505828477935 -0.0005363832284068769 0.00040913127674108846 0.0009313755464476575
agesex -0.0012947834505961423 -0.004829607763655191 0.00013951542991560585 -1.2678141548613587e-06 -0.10694281157302868 0.009903661678035667 -0.0002857744618347433 2.5920229237003024e-06 -1.5871515978682038e-06 -1.1276286831449747e-07 1.604882718795817e-06 -1.0484768297636014e-06 1.7007469626139923e-06 -5.658229625600553e-06 1.4635335005302945e-06 1.8231391879681016e-06 -4.965042896226271e-08 1.8670444350702127e-06 -2.8354830977215118e-06 -5.26967236853226e-06 -2.0873457951356025e-06 8.961672870749892e-07 2.065810081034645e-06 2.0736746036790536e-06 1.0237287024379772e-06 3.5196235129910653e-06 -4.306495853368067e-07 -5.6091365027336e-06 -5.506785647543111e-05 5.1222662515706336e-05 -4.555910788123178e-05 -7.825403562395832e-05
age2sex 3.952322888251611e-05 0.00013942412827859472 -4.076277730721996e-06 3.747184997088547e-08 0.00304667604529606 -0.0002857744618348034 8.352537138201328e-06 -7.669632091517798e-08 4.373421638321939e-08 -9.731309138451189e-09 -4.75259001275361e-08 3.6195323184452655e-08 -4.843964721181168e-08 1.6657579599068692e-07 -5.5263633192088944e-08 -6.59982455900055e-08 1.8476260171954497e-08 -5.032087998288471e-08 7.239718251535212e-08 1.5596267993743223e-07 7.84063856050581e-08 -1.3656866188920691e-08 -5.818739763230857e-08 -7.454122285043544e-08 -6.343638531484391e-09 -1.0367612505614514e-07 -2.2160384336829468e-09 1.5193967477322989e-07 1.503143499420426e-06 -1.4482005625366073e-06 1.3979372165605142e-06 2.1601945595961133e-06
age3sex -3.833133405869495e-07 -1.2663316808886718e-06 3.7453791655201725e-08 -3.4845284232649154e-10 -2.7321972706147753e-05 2.592022923701395e-06 -7.669632091519374e-08 7.132879417132002e-10 -4.366466103886769e-10 2.2756572535120373e-10 4.5447398750040693e-10 -3.78064243155274e-10 4.491452184294639e-10 -1.5597579976951669e-09 6.281936835757354e-10 7.303232221517737e-10 -3.1679702478509906e-10 4.1530441636382455e-10 -5.449336249872492e-10 -1.4602126623026944e-09 -8.911588726166925e-10 7.030947729415715e-11 4.832180375417675e-10 7.850684233225531e-10 -1.748728500042476e-10 9.420847996934911e-10 1.0432281974697183e-10 -1.3009736779850846e-09 -1.2412929851825535e-08 1.2411059493809754e-08 -1.2737120889495273e-08 -1.9660403514179103e-08
pcs.V3 -5.160992149431688e-07 -6.684041117905815e-07 9.628123154046949e-09 8.128793008127214e-12 1.8859552868553842e-05 -1.5871515978950166e-06 4.3734216383990306e-08 -4.3664661039564646e-10 3.290671675725699e-06 1.1383049920571195e-07 -3.881997274887323e-08 -3.062981854511501e-08 7.682128772349007e-08 5.640039685724837e-08 2.127555301392727e-09 2.938120390233991e-08 -1.1866452214535408e-07 1.0506836839305216e-07 -7.544010329595388e-08 2.287523120683639e-08 -2.4278692248499674e-08 -6.64633292494431e-09 -9.060534045721422e-08 3.011891790678776e-08 2.325948692125291e-08 -3.925818257664821e-08 7.066547278243846e-08 2.6647361111163088e-08 6.857092279692203e-07 -2.47798111235868e-06 -7.788984842042907e-07 6.044364652068196e-06
pcs.V4 2.852100323754358e-06 4.49817883874675e-07 4.553768260936492e-09 -1.4148320031276877e-10 5.197729099116421e-06 -1.1276286829937563e-07 -9.731309138891715e-09 2.2756572535523737e-10 1.1383049920571068e-07 3.1434128231005787e-06 2.973298283398088e-08 1.423635332382308e-10 2.4557403785047872e-08 -3.8813909912173685e-08 -1.1524336067566054e-07 5.4159128438047724e-08 1.0694380646557024e-07 -6.974936431314736e-08 6.879102061988476e-08 -2.971440465223873e-08 -1.633298279492002e-07 5.5649226688318465e-08 7.43479757862489e-08 3.145951723067721e-08 6.648641183834665e-08 5.347685703330047e-08 3.077043566060095e-08 8.652285125256506e-08 -9.58749364437844e-07 -1.7003978383759082e-06 1.1287187804374445e-06 1.6561618277835593e-06
