 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.04806352476934694 0.02171394236827359 -0.0006778194209666193 6.737627352568465e-06 0.11186923963616119 -0.011138119584458279 0.00035052745142884385 -3.5161571027001607e-06 6.266326930617718e-06 1.7899727110725814e-07 -1.3644343284416052e-05 -7.920448490536074e-06 3.011660866277346e-05 -1.6244188209849983e-05 -2.711701024805898e-05 4.698755138795499e-06 -1.6826020759559563e-05 7.839107540713595e-06 -4.899041695855155e-05 -3.2974483933473155e-05 -1.5666376498005785e-05 -5.8001564950924945e-06 -1.1346514993297132e-05 -3.311345324706113e-05 -2.307908301845282e-06 -1.4860026891758636e-05 4.957709580532971e-05 -1.688581276872568e-05 -0.0001820403984964077 0.0001500029957771454 -0.0005916754962563525 -0.0009479418378457773 0.0006290773835744846 0.0007614690372822339 -0.00028366958001915706
age 0.02171394236822578 0.021674923953977 -0.0006318093815693277 5.844124001139916e-06 0.23199269085086896 -0.021472532645206373 0.0006264119855939376 -5.802010866076836e-06 -1.588943881785973e-06 -1.4502500661058563e-05 -1.8170745324152606e-05 4.636732736382131e-06 8.645656056093524e-06 1.8667912664281893e-05 -2.362367693457925e-05 -1.7912232683960802e-06 -9.157292502031067e-06 3.7718240955203843e-06 1.4589163129229608e-06 8.629328981891611e-06 1.5254153084569077e-05 -7.752134646949418e-06 -2.0044998817868424e-05 -2.005245304233849e-05 -2.0004738553921816e-05 -9.428376394540124e-06 -9.08770951151726e-06 3.4919416948968053e-06 6.733512969017257e-05 0.0003959823151181267 -0.00030830618502661816 -0.001670051086269113 0.0009854270440472512 0.0007615135113839377 -0.0006759094890201363
age2 -0.000677819420966739 -0.0006318093815709603 1.861036037365189e-05 -1.7383874258930283e-07 -0.006688006219490807 0.0006257050357306409 -1.844151305650736e-05 1.724606937741521e-07 2.4706456312793435e-08 5.086854293637807e-07 5.14593655617907e-07 -1.2266018470154288e-07 -2.7292378115694905e-07 -5.396551305406646e-07 6.858659462365494e-07 7.565569708253927e-08 2.443806853484495e-07 -1.8364430576566127e-07 8.321094570235832e-08 -2.3677917771820973e-07 -3.960877036384311e-07 1.9945703042565964e-07 5.756051393535734e-07 6.380181146912018e-07 5.46407186423842e-07 2.931496710677944e-07 1.5515169243141472e-07 -8.667572963502331e-08 -1.5604923847016383e-06 -1.1656776334184514e-05 9.664138587154835e-06 4.4934635060271216e-05 -2.503458330174543e-05 -2.2908898654909596e-05 1.9005755938557307e-05
age3 6.7376273525584986e-06 5.844124001142988e-06 -1.73838742588993e-07 1.6399035741813784e-09 6.128957755616129e-05 -5.788204215153957e-06 1.7224828448504142e-07 -1.6265019772672145e-09 7.792184341420424e-11 -5.253694629254911e-09 -4.623978031798376e-09 9.5971655028906e-10 2.507000945554612e-09 4.920928682920524e-09 -6.457692381732455e-09 -7.340551428060818e-10 -2.099919189978777e-09 2.3528537147844523e-09 -1.8748293719753037e-09 2.0465703480377026e-09 3.2132889125668457e-09 -1.8335970704537993e-09 -5.222551193018799e-09 -6.389510210181153e-09 -4.513540584733678e-09 -2.728507562659303e-09 -4.899385250225544e-10 6.738695501696232e-10 1.2315089581750373e-08 1.0358276266982422e-07 -1.0001096296923496e-07 -3.867054461245109e-07 2.0825808427239722e-07 2.1384297717772394e-07 -1.6312487876183465e-07
sex 0.11186923963522713 0.23199269085013074 -0.0066880062194692 6.12895775559614e-05 5.007163916290795 -0.4514015746136388 0.012835660812128112 -0.00011593253641428071 9.936657369056272e-05 -0.00022546244755716096 7.506875411611188e-05 0.0001736364995918133 -0.00011610565318235827 0.0004949495487191219 -0.00035540745602289113 1.2463299701891936e-05 0.0001035568385498049 0.0003090649038068486 0.00044313247841245467 0.00040038257497397123 0.00018460661206029934 -0.0002560324385564169 -0.00029124396750342433 -0.00039702103075037827 -0.0001440056184196955 8.642800580914996e-05 -0.00027958644060258975 0.00033236447895699915 0.0028248209412554486 0.002469813576328872 0.0043798453612055145 -0.018796948166508405 0.013883817438341932 -0.0016701738148979751 -0.013665847851725999
agesex -0.01113811958438814 -0.021472532645154092 0.0006257050357290896 -5.7882042151394424e-06 -0.45140157461368086 0.04123668307324637 -0.0011862900761970229 1.0825038910107563e-05 -7.607835847996529e-06 2.2016872752368937e-05 -5.2661125520996594e-06 -1.7140909942419637e-05 1.218187559231387e-05 -4.7419090285566866e-05 3.326533520620265e-05 1.5689977733989608e-06 -1.0617036974840551e-05 -3.034886678073539e-05 -3.658117210014699e-05 -3.981873110499717e-05 -1.824770836285438e-05 2.12605726600258e-05 2.564215681173902e-05 3.692733052500875e-05 1.185086405977853e-05 -7.140048202406632e-06 2.331581468659563e-05 -3.163422062543596e-05 -0.00026978248728444927 -0.00022825386838238739 -0.0003092865210998564 0.0015445823609813285 -0.0010452331976249045 2.6272193622533153e-05 0.0011970308351812444
age2sex 0.0003505274514261753 0.000626411985591912 -1.844151305644777e-05 1.7224828448448982e-07 0.01283566081213062 -0.001186290076197141 3.451378991606766e-05 -3.183044876087028e-07 2.0393799785772922e-07 -7.001247850104929e-07 1.0315707041325446e-07 5.065990752046007e-07 -4.180216426351846e-07 1.4314143603999632e-06 -9.7367165198867e-07 -1.0003556512389916e-07 3.2870035324056216e-07 9.266704940061845e-07 9.206159735993186e-07 1.2269643316507798e-06 5.723072691866634e-07 -5.505589610675966e-07 -7.354995408925923e-07 -1.085469112996537e-06 -3.0709022723426873e-07 1.8544582320509068e-07 -6.475277131403888e-07 9.151466016008643e-07 7.987370369714625e-06 6.45009527793244e-06 5.869332534415389e-06 -4.079610622530234e-05 2.5766270921261886e-05 2.737423592039273e-06 -3.204908328406626e-05
age3sex -3.5161571026849895e-06 -5.8020108660656585e-06 1.7246069377382312e-07 -1.6265019772641525e-09 -0.00011593253641431608 1.0825038910109778e-05 -3.1830448760873527e-07 2.9671330553664136e-09 -1.8692580982346874e-09 7.243945906986785e-09 -4.2593929357038457e-10 -4.594591765346356e-09 4.599117897421658e-09 -1.3707763127403392e-08 9.047860448689457e-09 1.2242589166557932e-09 -3.113672634225869e-09 -8.971711374296818e-09 -7.234179066593922e-09 -1.1812876608691448e-08 -5.70461157427687e-09 4.831360382560517e-09 6.5517035947513086e-09 1.0088455057704338e-08 2.2938921976728044e-09 -1.5826306020796476e-09 5.88372138321479e-09 -8.345269730013844e-09 -7.575483077992935e-08 -5.647712636978847e-08 -1.714190213134638e-08 3.4871221102810877e-07 -2.0821969074408955e-07 -5.6425671261008494e-08 2.6220601400910254e-07
pcs.V3 6.266326930565438e-06 -1.588943881862924e-06 2.4706456315018213e-08 7.792184339381375e-11 9.936657368942318e-05 -7.607835847891657e-06 2.0393799785468986e-07 -1.869258098206754e-09 9.03453985379134e-06 1.5787491620154584e-06 4.694642127873234e-07 -1.1789833236562053e-07 -2.820197341759808e-08 1.394679881453071e-07 -2.4619020363294707e-07 9.954237108459248e-08 -2.9684115097694916e-07 -9.015489842127174e-09 -3.7401594159360255e-07 -3.695436061859207e-07 1.0660494859814583e-07 4.752683991622866e-07 -3.128453088015258e-07 2.1128647980258145e-07 2.5756555047890992e-08 -1.1808184894047925e-07 -4.724530150364364e-08 2.1430637365565574e-07 -2.161146308208828e-06 -8.929878543150865e-06 -3.779742986695999e-06 -5.6238373526024e-06 2.6730254369905734e-05 1.149680148907095e-05 3.54052005504561e-06
pcs.V4 1.789972711331644e-07 -1.450250066106805e-05 5.086854293640974e-07 -5.253694629258337e-09 -0.00022546244755861962 2.2016872752500688e-05 -7.00124785014236e-07 7.243945907020483e-09 1.5787491620153824e-06 9.461917320092273e-06 8.743805870478273e-07 4.523698875845866e-07 6.743537484989258e-07 -1.8349534578392078e-07 -6.236963234237837e-07 -2.8041786605467474e-08 -1.4947645623157245e-07 -4.1876368665552367e-07 -1.9596856484511395e-07 -2.6325804954793826e-07 -1.9686837245060764e-07 7.43728985716099e-07 -4.295913284146229e-08 3.7423145489318874e-07 6.195552818247557e-07 5.749002628767325e-07 -1.557466276565695e-07 3.776012459110099e-07 -1.503046993921281e-06 -1.1357352135095691e-05 2.870668716529552e-07 1.0224597738406549e-05 8.793026568233953e-06 -1.467998415722971e-05 4.570898596903114e-06
